reservoir_size,frequency_mode,r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_dev
300,gold,0.3,0.01,0.1,0.3,1e-08,1.0,2.3748000000000005,0.983113503111416
300,gold,0.3,0.01,0.3,0.3,1e-08,1.0,5.472000000000002,1.7177319930652741
300,gold,0.3,0.01,0.5,0.3,1e-08,1.0,7.047000000000001,1.1983075565146037
300,gold,0.3,0.01,0.7,0.3,1e-08,1.0,7.8473999999999995,1.471672803309214
300,gold,0.3,0.01,0.9,0.3,1e-08,1.0,8.1732,1.0311024003463474
300,gold,0.3,0.01,1.0,0.3,1e-08,1.0,8.2068,1.7803321487857264
300,gold,0.3,0.03,0.1,0.3,1e-08,1.0,2.302800000000001,0.8035601782069588
300,gold,0.3,0.03,0.3,0.3,1e-08,1.0,5.4468,1.4323793352321166
300,gold,0.3,0.03,0.5,0.3,1e-08,1.0,7.206,1.0977573502372915
300,gold,0.3,0.03,0.7,0.3,1e-08,1.0,7.986599999999999,1.333273580327759
300,gold,0.3,0.03,0.9,0.3,1e-08,1.0,8.135399999999999,1.0252995854870905
300,gold,0.3,0.03,1.0,0.3,1e-08,1.0,8.3268,1.4623239586357053
300,gold,0.3,0.05,0.1,0.3,1e-08,1.0,2.4012000000000007,0.9082850653842112
300,gold,0.3,0.05,0.3,0.3,1e-08,1.0,5.235,1.6290419884091387
300,gold,0.3,0.05,0.5,0.3,1e-08,1.0,7.8953999999999995,1.4795845497976792
300,gold,0.3,0.05,0.7,0.3,1e-08,1.0,8.430000000000001,1.411589742099311
300,gold,0.3,0.05,0.9,0.3,1e-08,1.0,8.493,1.1281858889385203
300,gold,0.3,0.05,1.0,0.3,1e-08,1.0,8.2062,1.2525064311212137
300,gold,0.3,0.07,0.1,0.3,1e-08,1.0,2.3568000000000007,1.2565489883008936
300,gold,0.3,0.07,0.3,0.3,1e-08,1.0,5.1888,1.6008868042431985
300,gold,0.3,0.07,0.5,0.3,1e-08,1.0,7.4742,0.7212391836277341
