reservoir_size,frequency_mode,r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_dev
300,gold,0.3,0.01,0.1,0.1,1e-08,1.0,1.7736000000000005,0.6490114328731048
300,gold,0.3,0.01,0.3,0.1,1e-08,1.0,3.881400000000001,1.2305865430761056
300,gold,0.3,0.01,0.5,0.1,1e-08,1.0,6.107400000000001,1.4327981155766496
300,gold,0.3,0.01,0.7,0.1,1e-08,1.0,6.2436,1.4417818975143226
300,gold,0.3,0.01,0.9,0.1,1e-08,1.0,6.9414,1.5588213624402254
300,gold,0.3,0.01,1.0,0.1,1e-08,1.0,7.1436,1.2736636290638121
300,gold,0.3,0.03,0.1,0.1,1e-08,1.0,1.8216,0.8308178139640483
300,gold,0.3,0.03,0.3,0.1,1e-08,1.0,3.924000000000001,1.2413563549601703
300,gold,0.3,0.03,0.5,0.1,1e-08,1.0,5.8236,1.7521236942636214
300,gold,0.3,0.03,0.7,0.1,1e-08,1.0,6.2940000000000005,1.0848325216364043
300,gold,0.3,0.03,0.9,0.1,1e-08,1.0,6.9972,1.4105534233059025
300,gold,0.3,0.03,1.0,0.1,1e-08,1.0,7.386,1.4290861415604035
300,gold,0.3,0.05,0.1,0.1,1e-08,1.0,1.7507999999999995,0.41786715592398505
300,gold,0.3,0.05,0.3,0.1,1e-08,1.0,3.942,1.0927151504394916
300,gold,0.3,0.05,0.5,0.1,1e-08,1.0,5.7606,1.7686926358188972
300,gold,0.3,0.05,0.7,0.1,1e-08,1.0,6.2208000000000006,1.5430847546392255
300,gold,0.3,0.05,0.9,0.1,1e-08,1.0,7.263599999999999,1.2783103848439945
300,gold,0.3,0.05,1.0,0.1,1e-08,1.0,6.9174,1.1423894432285333
300,gold,0.3,0.07,0.1,0.1,1e-08,1.0,1.834199999999999,0.7173604115087484
300,gold,0.3,0.07,0.3,0.1,1e-08,1.0,4.566000000000001,1.879584634965928
300,gold,0.3,0.07,0.5,0.1,1e-08,1.0,5.8626,1.920750696993235
300,gold,0.3,0.07,0.7,0.1,1e-08,1.0,6.689400000000001,1.3312172024128894
300,gold,0.3,0.07,0.9,0.1,1e-08,1.0,6.981,1.2593491176000402
300,gold,0.3,0.07,1.0,0.1,1e-08,1.0,7.3686,1.2020575859749818
300,gold,0.3,0.09,0.1,0.1,1e-08,1.0,1.8042000000000005,0.6434621667200026
300,gold,0.3,0.09,0.3,0.1,1e-08,1.0,3.825000000000001,1.2793577294877305
300,gold,0.3,0.09,0.5,0.1,1e-08,1.0,5.6124,1.7607054949650152
300,gold,0.3,0.09,0.7,0.1,1e-08,1.0,6.811800000000001,1.1661785283566153
300,gold,0.3,0.09,0.9,0.1,1e-08,1.0,6.826800000000001,1.4684141650093143
300,gold,0.3,0.09,1.0,0.1,1e-08,1.0,7.5378,1.4212682927582676
300,gold,0.3,0.1,0.1,0.1,1e-08,1.0,1.7999999999999998,0.56715712108727
300,gold,0.3,0.1,0.3,0.1,1e-08,1.0,4.3584000000000005,1.4885012059115033
300,gold,0.3,0.1,0.5,0.1,1e-08,1.0,5.871,1.5100707930424981
300,gold,0.3,0.1,0.7,0.1,1e-08,1.0,6.7494000000000005,1.2452000803083816
300,gold,0.3,0.1,0.9,0.1,1e-08,1.0,7.1975999999999996,1.274740067621631
300,gold,0.3,0.1,1.0,0.1,1e-08,1.0,7.203600000000001,1.3231848850406358
300,gold,0.5,0.01,0.1,0.1,1e-08,1.0,2.2092,0.945584771450979
300,gold,0.5,0.01,0.3,0.1,1e-08,1.0,4.1496,1.2692721693947286
300,gold,0.5,0.01,0.5,0.1,1e-08,1.0,5.625600000000002,1.5708939620483615
300,gold,0.5,0.01,0.7,0.1,1e-08,1.0,6.8994,0.9398361772138799
300,gold,0.5,0.01,0.9,0.1,1e-08,1.0,7.420799999999999,1.228447214983208
300,gold,0.5,0.01,1.0,0.1,1e-08,1.0,7.079400000000001,1.3269402548720874
300,gold,0.5,0.03,0.1,0.1,1e-08,1.0,2.3358000000000003,0.8499696229866099
300,gold,0.5,0.03,0.3,0.1,1e-08,1.0,3.829800000000001,1.1357860537971047
300,gold,0.5,0.03,0.5,0.1,1e-08,1.0,5.825400000000001,1.4906889816457354
300,gold,0.5,0.03,0.7,0.1,1e-08,1.0,6.582600000000001,1.1540714189338543
300,gold,0.5,0.03,0.9,0.1,1e-08,1.0,7.4502,0.9474835935255034
300,gold,0.5,0.03,1.0,0.1,1e-08,1.0,7.6902,1.465717967413922
300,gold,0.5,0.05,0.1,0.1,1e-08,1.0,2.1756000000000006,0.9764866819368301
300,gold,0.5,0.05,0.3,0.1,1e-08,1.0,4.263000000000001,1.5013344064531393
300,gold,0.5,0.05,0.5,0.1,1e-08,1.0,5.718000000000001,1.4932504143645837
300,gold,0.5,0.05,0.7,0.1,1e-08,1.0,6.293400000000001,1.5863129703813177
300,gold,0.5,0.05,0.9,0.1,1e-08,1.0,7.149,1.1933070853724113
300,gold,0.5,0.05,1.0,0.1,1e-08,1.0,7.487999999999999,1.3731849110735237
300,gold,0.5,0.07,0.1,0.1,1e-08,1.0,2.0130000000000003,0.7368881869049058
300,gold,0.5,0.07,0.3,0.1,1e-08,1.0,3.983400000000001,1.6666169445916483
300,gold,0.5,0.07,0.5,0.1,1e-08,1.0,5.274000000000001,1.3240954648362784
300,gold,0.5,0.07,0.7,0.1,1e-08,1.0,6.586200000000001,1.4533730285098863
300,gold,0.5,0.07,0.9,0.1,1e-08,1.0,7.272000000000001,1.1087474013498297
300,gold,0.5,0.07,1.0,0.1,1e-08,1.0,7.1244000000000005,1.0012531348265536
300,gold,0.5,0.09,0.1,0.1,1e-08,1.0,2.1984000000000004,0.9096886500336258
300,gold,0.5,0.09,0.3,0.1,1e-08,1.0,3.9126000000000003,1.431812850899167
300,gold,0.5,0.09,0.5,0.1,1e-08,1.0,5.1732000000000005,1.5743679874794199
300,gold,0.5,0.09,0.7,0.1,1e-08,1.0,6.8682,1.4963019615037607
300,gold,0.5,0.09,0.9,0.1,1e-08,1.0,7.236000000000001,1.2520549508707672
300,gold,0.5,0.09,1.0,0.1,1e-08,1.0,7.5774,1.3297235953385198
300,gold,0.5,0.1,0.1,0.1,1e-08,1.0,2.067000000000001,1.0272106891967203
300,gold,0.5,0.1,0.3,0.1,1e-08,1.0,3.888600000000001,1.3816879676685332
300,gold,0.5,0.1,0.5,0.1,1e-08,1.0,5.8008000000000015,1.6022691908665037
300,gold,0.5,0.1,0.7,0.1,1e-08,1.0,6.7266,1.9499195983424547
300,gold,0.5,0.1,0.9,0.1,1e-08,1.0,7.103399999999999,1.2109910156561856
300,gold,0.5,0.1,1.0,0.1,1e-08,1.0,7.5708,1.5022514303537873
300,gold,0.7,0.01,0.1,0.1,1e-08,1.0,1.8648000000000005,0.8700612392239983
300,gold,0.7,0.01,0.3,0.1,1e-08,1.0,4.0722000000000005,1.5868929264446294
300,gold,0.7,0.01,0.5,0.1,1e-08,1.0,5.489400000000002,1.6748609613935121
300,gold,0.7,0.01,0.7,0.1,1e-08,1.0,7.129800000000001,0.9452468249087114
300,gold,0.7,0.01,0.9,0.1,1e-08,1.0,7.1802,1.5827336983839069
300,gold,0.7,0.01,1.0,0.1,1e-08,1.0,7.240799999999999,0.8625354253594456
300,gold,0.7,0.03,0.1,0.1,1e-08,1.0,1.7436000000000007,1.0262076982755488
300,gold,0.7,0.03,0.3,0.1,1e-08,1.0,4.080000000000002,1.6107893717056863
300,gold,0.7,0.03,0.5,0.1,1e-08,1.0,5.864400000000001,1.5558456992902607
300,gold,0.7,0.03,0.7,0.1,1e-08,1.0,6.800400000000001,1.5789697400520377
300,gold,0.7,0.03,0.9,0.1,1e-08,1.0,7.3464,1.296414378198576
300,gold,0.7,0.03,1.0,0.1,1e-08,1.0,7.3709999999999996,1.1337594983064097
300,gold,0.7,0.05,0.1,0.1,1e-08,1.0,1.7172000000000007,0.8633697701448664
300,gold,0.7,0.05,0.3,0.1,1e-08,1.0,3.9336,1.3935436268735903
300,gold,0.7,0.05,0.5,0.1,1e-08,1.0,6.348600000000001,1.401044196305028
300,gold,0.7,0.05,0.7,0.1,1e-08,1.0,6.628200000000001,1.7809735427568822
300,gold,0.7,0.05,0.9,0.1,1e-08,1.0,6.835800000000001,0.9675641374089883
300,gold,0.7,0.05,1.0,0.1,1e-08,1.0,7.285200000000001,1.1644013740974375
300,gold,0.7,0.07,0.1,0.1,1e-08,1.0,1.7952000000000006,0.88793026753231
300,gold,0.7,0.07,0.3,0.1,1e-08,1.0,4.342200000000001,2.135863563058277
300,gold,0.7,0.07,0.5,0.1,1e-08,1.0,5.866200000000002,1.1029202872374775
300,gold,0.7,0.07,0.7,0.1,1e-08,1.0,6.648600000000001,0.7344276955562073
300,gold,0.7,0.07,0.9,0.1,1e-08,1.0,6.981599999999999,1.1364234422080528
300,gold,0.7,0.07,1.0,0.1,1e-08,1.0,7.9128,1.2212315750913096
300,gold,0.7,0.09,0.1,0.1,1e-08,1.0,1.5120000000000005,0.7763684692206392
300,gold,0.7,0.09,0.3,0.1,1e-08,1.0,3.8562000000000007,1.5238796409165651
300,gold,0.7,0.09,0.5,0.1,1e-08,1.0,5.6592,1.4876365685206854
300,gold,0.7,0.09,0.7,0.1,1e-08,1.0,6.675000000000001,1.1262792726495507
300,gold,0.7,0.09,0.9,0.1,1e-08,1.0,7.1898,0.9320649977335268
300,gold,0.7,0.09,1.0,0.1,1e-08,1.0,7.596000000000002,1.1265661099109985
300,gold,0.7,0.1,0.1,0.1,1e-08,1.0,1.4939999999999998,0.767061927095851
300,gold,0.7,0.1,0.3,0.1,1e-08,1.0,3.989400000000001,1.6734740033833806
300,gold,0.7,0.1,0.5,0.1,1e-08,1.0,5.631000000000001,1.5580701524642588
300,gold,0.7,0.1,0.7,0.1,1e-08,1.0,6.966,1.2574173531489057
300,gold,0.7,0.1,0.9,0.1,1e-08,1.0,7.298400000000001,1.2475245248090314
300,gold,0.7,0.1,1.0,0.1,1e-08,1.0,7.3469999999999995,0.7021551110687727
300,gold,0.9,0.01,0.1,0.1,1e-08,1.0,1.3044000000000007,0.7007332159959311
300,gold,0.9,0.01,0.3,0.1,1e-08,1.0,4.530000000000001,1.2954776725208352
