reservoir_size,frequency_mode,r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_dev
300,gold,0.3,0.01,0.1,0.7,1e-08,1.0,4.655400000000001,1.3743129337963753
300,gold,0.3,0.01,0.3,0.7,1e-08,1.0,7.5714,0.8383374261000158
300,gold,0.3,0.01,0.5,0.7,1e-08,1.0,8.2044,1.1981241338025037
300,gold,0.3,0.01,0.7,0.7,1e-08,1.0,8.605799999999999,1.6351382693827448
300,gold,0.3,0.01,0.9,0.7,1e-08,1.0,8.953800000000001,1.2994178542716734
300,gold,0.3,0.01,1.0,0.7,1e-08,1.0,8.500200000000001,1.523865466502867
300,gold,0.3,0.03,0.1,0.7,1e-08,1.0,4.7748,1.6605324929070193
300,gold,0.3,0.03,0.3,0.7,1e-08,1.0,7.7951999999999995,1.041845362805824
300,gold,0.3,0.03,0.5,0.7,1e-08,1.0,8.2266,1.1631815163593342
300,gold,0.3,0.03,0.7,0.7,1e-08,1.0,8.6142,1.1862594825753765
300,gold,0.3,0.03,0.9,0.7,1e-08,1.0,8.794800000000002,1.38218904640429
300,gold,0.3,0.03,1.0,0.7,1e-08,1.0,8.73,1.344605220873399
300,gold,0.3,0.05,0.1,0.7,1e-08,1.0,4.5756,1.5446643130466886
300,gold,0.3,0.05,0.3,0.7,1e-08,1.0,7.902600000000001,1.3799516078471745
300,gold,0.3,0.05,0.5,0.7,1e-08,1.0,8.092199999999998,1.2231675110139246
300,gold,0.3,0.05,0.7,0.7,1e-08,1.0,8.538,1.092965507232501
300,gold,0.3,0.05,0.9,0.7,1e-08,1.0,9.0234,1.5709037016953011
300,gold,0.3,0.05,1.0,0.7,1e-08,1.0,8.792400000000002,1.4151841717599871
300,gold,0.3,0.07,0.1,0.7,1e-08,1.0,4.820400000000001,1.628838555535815
300,gold,0.3,0.07,0.3,0.7,1e-08,1.0,7.931399999999999,1.052422747758713
300,gold,0.3,0.07,0.5,0.7,1e-08,1.0,8.115599999999999,0.885479666621431
300,gold,0.3,0.07,0.7,0.7,1e-08,1.0,8.683200000000001,1.4304629180793191
300,gold,0.3,0.07,0.9,0.7,1e-08,1.0,8.8278,1.3198610381400009
300,gold,0.3,0.07,1.0,0.7,1e-08,1.0,8.838600000000001,1.3984697494046843
