reservoir_size,frequency_mode,r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_dev
300,gold,0.3,0.01,0.1,0.5,1e-08,1.0,4.084800000000001,1.2772048230413162
300,gold,0.3,0.01,0.3,0.5,1e-08,1.0,7.564800000000001,1.3325831156066776
300,gold,0.3,0.01,0.5,0.5,1e-08,1.0,8.208599999999999,1.2493822633605778
300,gold,0.3,0.01,0.7,0.5,1e-08,1.0,8.1534,1.020273316322641
300,gold,0.3,0.01,0.9,0.5,1e-08,1.0,8.555399999999999,1.3398994141352554
300,gold,0.3,0.01,1.0,0.5,1e-08,1.0,8.745,1.5758043660302505
300,gold,0.3,0.03,0.1,0.5,1e-08,1.0,3.921600000000001,1.3434539962350773
300,gold,0.3,0.03,0.3,0.5,1e-08,1.0,7.938,1.0946308966953202
300,gold,0.3,0.03,0.5,0.5,1e-08,1.0,7.8671999999999995,0.9775611285234287
300,gold,0.3,0.03,0.7,0.5,1e-08,1.0,8.490599999999999,1.3921046081383395
300,gold,0.3,0.03,0.9,0.5,1e-08,1.0,8.8362,1.327788070438954
300,gold,0.3,0.03,1.0,0.5,1e-08,1.0,8.6082,1.7806157249670689
300,gold,0.3,0.05,0.1,0.5,1e-08,1.0,4.017600000000001,1.3396515367811141
300,gold,0.3,0.05,0.3,0.5,1e-08,1.0,7.590599999999999,1.0313874344784317
300,gold,0.3,0.05,0.5,0.5,1e-08,1.0,8.238000000000001,1.2181389083351706
300,gold,0.3,0.05,0.7,0.5,1e-08,1.0,8.747399999999999,1.4354062978822406
300,gold,0.3,0.05,0.9,0.5,1e-08,1.0,8.1786,1.17769607284732
300,gold,0.3,0.05,1.0,0.5,1e-08,1.0,8.4468,1.0630970604794272
300,gold,0.3,0.07,0.1,0.5,1e-08,1.0,4.111200000000001,1.3286438800521385
300,gold,0.3,0.07,0.3,0.5,1e-08,1.0,7.773599999999999,1.2716608981957414
300,gold,0.3,0.07,0.5,0.5,1e-08,1.0,8.1762,1.1113809247958144
300,gold,0.3,0.07,0.7,0.5,1e-08,1.0,8.419199999999998,1.2636199428625687
300,gold,0.3,0.07,0.9,0.5,1e-08,1.0,8.4156,1.1860049915577928
300,gold,0.3,0.07,1.0,0.5,1e-08,1.0,8.8452,1.3752643963980158
300,gold,0.3,0.09,0.1,0.5,1e-08,1.0,4.546800000000002,1.3823218727922955
300,gold,0.3,0.09,0.3,0.5,1e-08,1.0,7.7544,0.8503471291184562
