spectral_radius,input_scale,leaking_rate,ridge_alpha,connectivity,mean_T_VPT,std_dev
0.94,0.6,0.4,1e-07,0.04,10.157000000000002,1.3815104053173093
0.94,0.6,0.4,1e-07,0.06,9.980000000000002,1.8530191580229252
0.94,0.6,0.4,1e-07,0.08,10.388000000000005,1.6095390644529277
0.94,0.6,0.4,1e-07,0.1,9.669000000000002,2.0047989924179435
0.94,0.6,0.5,1e-06,0.02,8.441000000000004,1.968080028860618
0.94,0.6,0.5,1e-06,0.04,8.674000000000003,1.7547204905625322
0.94,0.6,0.5,1e-06,0.06,8.820000000000002,1.8004999305748384
0.94,0.6,0.5,1e-06,0.08,9.636000000000006,1.4730322467617574
0.94,0.6,0.5,1e-06,0.1,9.211000000000002,1.0246262733309168
0.94,0.6,0.5,1e-07,0.02,9.302000000000001,1.5197223430613893
0.94,0.6,0.5,1e-07,0.04,9.084,1.686459012250226
0.94,0.6,0.5,1e-07,0.06,8.907000000000004,1.865928991146235
0.94,0.6,0.5,1e-07,0.08,9.572000000000005,1.196852538953732
0.94,0.6,0.5,1e-07,0.1,9.625000000000004,1.6705433247898718
0.94,0.6,0.6,1e-06,0.02,6.958000000000004,1.8677569435020198
0.94,0.6,0.6,1e-06,0.04,7.433000000000009,1.9182103638548071
0.94,0.6,0.6,1e-06,0.06,8.603000000000005,1.8095775750157816
0.94,0.6,0.6,1e-06,0.08,8.162000000000004,1.9309054870707665
0.94,0.6,0.6,1e-06,0.1,8.656000000000002,1.8454983066911752
0.94,0.6,0.6,1e-07,0.02,7.977000000000002,2.4468124161855984
0.94,0.6,0.6,1e-07,0.04,8.484000000000004,1.4281960649714736
0.94,0.6,0.6,1e-07,0.06,8.727000000000007,2.5336082964815247
0.94,0.6,0.6,1e-07,0.08,8.778000000000006,2.1514357996463667
0.94,0.6,0.6,1e-07,0.1,8.995000000000005,1.6599262031789264
0.94,0.6,0.7,1e-06,0.02,6.821000000000002,1.6974743002472819
0.94,0.6,0.7,1e-06,0.04,7.650000000000006,2.2649812361253674
0.94,0.6,0.7,1e-06,0.06,6.890000000000005,2.022804983185478
0.94,0.6,0.7,1e-06,0.08,7.581,1.8582193089083974
0.94,0.6,0.7,1e-06,0.1,7.244000000000002,1.6796142414256912
0.94,0.6,0.7,1e-07,0.02,8.265000000000002,1.9971367003788172
0.94,0.6,0.7,1e-07,0.04,8.117,2.590168141260329
0.94,0.6,0.7,1e-07,0.06,7.711,2.226274691047804
0.94,0.6,0.7,1e-07,0.08,7.878000000000003,1.6549912386475034
0.94,0.6,0.7,1e-07,0.1,7.801000000000002,2.4672533311356584
0.94,0.8,0.3,1e-06,0.02,7.8260000000000005,1.9616635797200315
0.94,0.8,0.3,1e-06,0.04,6.559000000000003,1.6794460396213982
0.94,0.8,0.3,1e-06,0.06,7.512000000000003,1.6251572231633473
0.94,0.8,0.3,1e-06,0.08,8.209000000000003,2.3218912549902053
0.94,0.8,0.3,1e-06,0.1,7.5770000000000035,2.0552106947950604
0.94,0.8,0.3,1e-07,0.02,7.616000000000002,2.2215814187195573
0.94,0.8,0.3,1e-07,0.04,7.099000000000006,2.3325648972751023
0.94,0.8,0.3,1e-07,0.06,8.040000000000006,2.5588669367514982
0.94,0.8,0.3,1e-07,0.08,7.404000000000002,2.360682952028925
0.94,0.8,0.3,1e-07,0.1,8.087000000000002,2.4864615420311673
0.94,0.8,0.4,1e-06,0.02,5.762000000000008,2.352512699221834
0.94,0.8,0.4,1e-06,0.04,6.151000000000009,1.6522163901862243
0.94,0.8,0.4,1e-06,0.06,7.1560000000000015,2.2995182104084315
0.94,0.8,0.4,1e-06,0.08,6.8760000000000066,1.8831526757010417
0.94,0.8,0.4,1e-06,0.1,7.355000000000007,2.276425926754485
0.94,0.8,0.4,1e-07,0.02,6.525000000000004,3.1264860466664475
0.94,0.8,0.4,1e-07,0.04,6.509000000000002,2.476525590418965
0.94,0.8,0.4,1e-07,0.06,6.577000000000007,2.837465594505069
0.94,0.8,0.4,1e-07,0.08,7.249000000000004,2.811906648521603
0.94,0.8,0.4,1e-07,0.1,8.073000000000002,2.8308887297101593
0.94,0.8,0.5,1e-06,0.02,4.244000000000005,1.3945981500059461
0.94,0.8,0.5,1e-06,0.04,6.007000000000003,2.0612935259200653
0.94,0.8,0.5,1e-06,0.06,5.609000000000004,1.8350201633769618
0.94,0.8,0.5,1e-06,0.08,5.8100000000000005,2.1499627903756844
0.94,0.8,0.5,1e-06,0.1,6.293000000000002,1.8311338017741925
0.94,0.8,0.5,1e-07,0.02,4.541000000000006,2.250737434708899
0.94,0.8,0.5,1e-07,0.04,5.680000000000005,2.7966765991083062
0.94,0.8,0.5,1e-07,0.06,5.890000000000003,2.5978183154331647
0.94,0.8,0.5,1e-07,0.08,5.699000000000005,2.4436487063405825
0.94,0.8,0.5,1e-07,0.1,5.288000000000006,2.080715261634804
0.94,0.8,0.6,1e-06,0.02,4.091000000000003,1.8032135203574762
0.94,0.8,0.6,1e-06,0.04,4.393000000000003,1.2220028641537621
0.94,0.8,0.6,1e-06,0.06,5.241000000000005,1.571463967133831
0.94,0.8,0.6,1e-06,0.08,4.688000000000002,2.3238709086349876
0.94,0.8,0.6,1e-06,0.1,5.429000000000005,1.812142102595708
0.94,0.8,0.6,1e-07,0.02,4.607000000000002,3.201213988473745
0.94,0.8,0.6,1e-07,0.04,4.106000000000003,2.084448128402333
0.94,0.8,0.6,1e-07,0.06,4.980000000000001,2.33936743586808
0.94,0.8,0.6,1e-07,0.08,3.6960000000000006,2.381273608806851
0.94,0.8,0.6,1e-07,0.1,4.645000000000006,2.206153893090871
0.94,0.8,0.7,1e-06,0.02,4.341000000000001,2.286940969942161
0.94,0.8,0.7,1e-06,0.04,3.860000000000005,1.464254076313258
0.94,0.8,0.7,1e-06,0.06,4.302000000000004,1.624978769092076
0.94,0.8,0.7,1e-06,0.08,3.922000000000004,1.9789583118398428
0.94,0.8,0.7,1e-06,0.1,3.9710000000000023,2.1377228538797977
0.94,0.8,0.7,1e-07,0.02,3.9200000000000017,2.8415981418912857
0.94,0.8,0.7,1e-07,0.04,3.6190000000000024,1.5467317155861255
0.94,0.8,0.7,1e-07,0.06,3.9880000000000053,2.6095700795341763
0.94,0.8,0.7,1e-07,0.08,2.860000000000008,1.9393297811357413
0.94,0.8,0.7,1e-07,0.1,3.5910000000000037,2.283343819927257
0.94,1.0,0.3,1e-06,0.02,4.637000000000003,2.351070181853361
0.94,1.0,0.3,1e-06,0.04,5.347000000000001,2.2218935618071356
0.94,1.0,0.3,1e-06,0.06,5.335000000000005,2.055372229062172
0.94,1.0,0.3,1e-06,0.08,4.937000000000005,1.718874922732889
0.94,1.0,0.3,1e-06,0.1,6.060000000000005,2.3781421320013645
0.94,1.0,0.3,1e-07,0.02,4.129000000000007,2.1510785666730086
0.94,1.0,0.3,1e-07,0.04,4.983000000000004,2.467057153776539
0.94,1.0,0.3,1e-07,0.06,4.893000000000003,2.214942662914773
0.94,1.0,0.3,1e-07,0.08,4.075000000000005,1.2570739835029587
0.94,1.0,0.3,1e-07,0.1,4.932000000000004,2.5898833950585485
0.94,1.0,0.4,1e-06,0.02,3.493000000000008,2.1135209958739454
0.94,1.0,0.4,1e-06,0.04,3.4890000000000043,1.5890056639294923
0.94,1.0,0.4,1e-06,0.06,3.8830000000000053,1.3071078761907913
0.94,1.0,0.4,1e-06,0.08,4.522000000000003,2.145422102990458
0.94,1.0,0.4,1e-06,0.1,4.772000000000006,2.5307658919781537
0.94,1.0,0.4,1e-07,0.02,3.461000000000003,2.0014841992881203
0.94,1.0,0.4,1e-07,0.04,3.252000000000005,1.5266879183382591
0.94,1.0,0.4,1e-07,0.06,3.5620000000000074,1.8402597642724225
0.94,1.0,0.4,1e-07,0.08,3.387000000000002,1.4375851279141694
0.94,1.0,0.4,1e-07,0.1,3.555000000000008,1.5266286385365633
0.94,1.0,0.5,1e-06,0.02,2.111000000000003,1.0346685459604923
0.94,1.0,0.5,1e-06,0.04,3.0320000000000062,2.1072958975900846
0.94,1.0,0.5,1e-06,0.06,3.265000000000005,1.4609431884915984
0.94,1.0,0.5,1e-06,0.08,2.8370000000000033,1.422607113717628
0.94,1.0,0.5,1e-06,0.1,2.9070000000000036,1.5060580998089013
0.94,1.0,0.5,1e-07,0.02,1.7710000000000066,0.8357146642245787
0.94,1.0,0.5,1e-07,0.04,2.5890000000000044,2.1453342396932
0.94,1.0,0.5,1e-07,0.06,2.520000000000003,1.1227822584989504
0.94,1.0,0.5,1e-07,0.08,2.3070000000000035,1.3441915786077496
0.94,1.0,0.5,1e-07,0.1,2.086000000000007,1.2349753033967943
0.94,1.0,0.6,1e-06,0.02,1.7620000000000033,0.8026182155919467
0.94,1.0,0.6,1e-06,0.04,2.110000000000005,1.0341663309158764
0.94,1.0,0.6,1e-06,0.06,2.495000000000002,1.308309978560128
0.94,1.0,0.6,1e-06,0.08,1.970000000000003,0.8071802772615286
0.94,1.0,0.6,1e-06,0.1,2.1920000000000015,1.3365238493943892
0.94,1.0,0.6,1e-07,0.02,1.9380000000000053,1.189367899348221
0.94,1.0,0.6,1e-07,0.04,2.2820000000000036,1.8888716208361018
0.94,1.0,0.6,1e-07,0.06,2.3290000000000033,1.4238605971091427
0.94,1.0,0.6,1e-07,0.08,1.831000000000003,1.0640953904608348
0.94,1.0,0.6,1e-07,0.1,1.705000000000004,1.116940016294519
0.94,1.0,0.7,1e-06,0.02,2.1910000000000025,1.5553967339556813
0.94,1.0,0.7,1e-06,0.04,2.1990000000000065,1.1528829081914589
0.94,1.0,0.7,1e-06,0.06,2.688000000000007,2.2133811239820393
0.94,1.0,0.7,1e-06,0.08,1.9620000000000046,1.7362822351219251
0.94,1.0,0.7,1e-06,0.1,1.6980000000000075,0.867315398226043
0.94,1.0,0.7,1e-07,0.02,1.9990000000000023,1.494797310674597
0.94,1.0,0.7,1e-07,0.04,1.5170000000000043,0.5780060553316051
0.94,1.0,0.7,1e-07,0.06,1.9540000000000077,1.260001587300587
0.94,1.0,0.7,1e-07,0.08,1.4130000000000038,0.6403834788624703
0.94,1.0,0.7,1e-07,0.1,1.5040000000000036,1.0506112506536371
0.96,0.2,0.3,1e-06,0.02,8.173000000000002,1.930826506965346
0.96,0.2,0.3,1e-06,0.04,7.458000000000007,2.2878452744886393
0.96,0.2,0.3,1e-06,0.06,7.187,1.761173188530872
0.96,0.2,0.3,1e-06,0.08,7.579000000000002,1.775201115366935
0.96,0.2,0.3,1e-06,0.1,6.837000000000008,1.9047338396741929
0.96,0.2,0.3,1e-07,0.02,9.947000000000005,1.7447438207370174
0.96,0.2,0.3,1e-07,0.04,7.696000000000002,2.3243803475335083
0.96,0.2,0.3,1e-07,0.06,7.605000000000006,2.091591499313382
0.96,0.2,0.3,1e-07,0.08,8.000000000000004,2.1704377438664326
0.96,0.2,0.3,1e-07,0.1,7.312000000000002,1.6981684250980513
0.96,0.2,0.4,1e-06,0.02,8.884000000000004,1.4034899358385153
0.96,0.2,0.4,1e-06,0.04,8.154000000000007,2.1669434694979937
0.96,0.2,0.4,1e-06,0.06,8.184000000000005,1.9936860334566235
0.96,0.2,0.4,1e-06,0.08,8.596000000000005,1.5294783424422866
0.96,0.2,0.4,1e-06,0.1,8.138000000000002,1.7244929689621828
0.96,0.2,0.4,1e-07,0.02,9.821000000000007,1.5624656796230785
0.96,0.2,0.4,1e-07,0.04,9.197000000000001,1.7491743766703194
0.96,0.2,0.4,1e-07,0.06,8.615000000000007,1.4651945263343011
0.96,0.2,0.4,1e-07,0.08,9.226000000000004,1.4997479788284436
0.96,0.2,0.4,1e-07,0.1,9.208000000000002,1.7804426415922527
0.96,0.2,0.5,1e-06,0.02,9.053000000000008,2.1232736516991872
0.96,0.2,0.5,1e-06,0.04,9.182000000000004,1.9777249555992356
0.96,0.2,0.5,1e-06,0.06,8.952000000000004,1.0997526994738442
0.96,0.2,0.5,1e-06,0.08,8.729000000000003,1.7779029782302525
0.96,0.2,0.5,1e-06,0.1,9.358000000000002,1.731310486307991
0.96,0.2,0.5,1e-07,0.02,10.557000000000004,1.7810028074093558
0.96,0.2,0.5,1e-07,0.04,9.977000000000004,1.404368541373667
0.96,0.2,0.5,1e-07,0.06,9.821000000000002,1.060386250382383
0.96,0.2,0.5,1e-07,0.08,9.977000000000007,1.4955972051324533
0.96,0.2,0.5,1e-07,0.1,9.847000000000008,0.9598390490076987
0.96,0.2,0.6,1e-06,0.02,9.543000000000003,1.7394398523662733
0.96,0.2,0.6,1e-06,0.04,8.559,1.6070031113846666
0.96,0.2,0.6,1e-06,0.06,9.255000000000006,1.256469259472751
0.96,0.2,0.6,1e-06,0.08,9.570000000000004,1.0397018803484026
0.96,0.2,0.6,1e-06,0.1,8.956000000000005,1.4584594612124118
0.96,0.2,0.6,1e-07,0.02,10.577000000000002,1.4241527305735144
0.96,0.2,0.6,1e-07,0.04,9.932000000000004,1.1202571133449695
0.96,0.2,0.6,1e-07,0.06,9.930000000000003,1.3297894570194178
0.96,0.2,0.6,1e-07,0.08,10.340000000000003,1.1638900291694254
0.96,0.2,0.6,1e-07,0.1,9.842000000000006,0.9985970158176913
0.96,0.2,0.7,1e-06,0.02,9.736000000000004,1.7516004110527021
0.96,0.2,0.7,1e-06,0.04,9.300000000000008,1.3775340286178053
0.96,0.2,0.7,1e-06,0.06,9.131000000000002,0.8047477865766394
0.96,0.2,0.7,1e-06,0.08,9.472000000000001,1.090731864391979
0.96,0.2,0.7,1e-06,0.1,9.477000000000004,1.7716238314043942
0.96,0.2,0.7,1e-07,0.02,10.622000000000003,1.4125423887444966
0.96,0.2,0.7,1e-07,0.04,9.817000000000009,1.3555408514685203
0.96,0.2,0.7,1e-07,0.06,9.962000000000005,1.0707735521575037
0.96,0.2,0.7,1e-07,0.08,10.320000000000002,1.1528052741031345
0.96,0.2,0.7,1e-07,0.1,10.162000000000004,0.9937585219760404
0.96,0.4,0.3,1e-06,0.02,8.516000000000004,1.8833438347789848
0.96,0.4,0.3,1e-06,0.04,8.349000000000006,1.5475073505479695
0.96,0.4,0.3,1e-06,0.06,8.183000000000003,1.7431956287232928
0.96,0.4,0.3,1e-06,0.08,8.514000000000005,1.3956661491918472
0.96,0.4,0.3,1e-06,0.1,9.075000000000006,2.242461816843265
0.96,0.4,0.3,1e-07,0.02,9.365000000000006,1.5278596139698162
0.96,0.4,0.3,1e-07,0.04,9.269000000000005,1.757549145827793
0.96,0.4,0.3,1e-07,0.06,8.671000000000003,1.557041746389608
0.96,0.4,0.3,1e-07,0.08,8.729000000000003,1.7704742302558347
0.96,0.4,0.3,1e-07,0.1,9.103000000000005,1.6683917405693445
0.96,0.4,0.4,1e-06,0.02,9.134000000000002,0.904701055597926
0.96,0.4,0.4,1e-06,0.04,8.823000000000004,1.3221236704635464
0.96,0.4,0.4,1e-06,0.06,9.122000000000005,1.5512175862850444
0.96,0.4,0.4,1e-06,0.08,9.291000000000002,1.9448853436642475
0.96,0.4,0.4,1e-06,0.1,9.362000000000005,2.0616003492432795
0.96,0.4,0.4,1e-07,0.02,9.787000000000006,1.1120840795551412
0.96,0.4,0.4,1e-07,0.04,10.45,1.0358667868022404
0.96,0.4,0.4,1e-07,0.06,9.886000000000003,1.1906821574206958
0.96,0.4,0.4,1e-07,0.08,9.963000000000005,1.2224937627652745
0.96,0.4,0.4,1e-07,0.1,9.922000000000004,1.1533412331135962
0.96,0.4,0.5,1e-06,0.02,9.155000000000005,1.559062218129858
0.96,0.4,0.5,1e-06,0.04,9.378000000000002,1.9701664904266336
0.96,0.4,0.5,1e-06,0.06,9.483000000000008,1.9861044786214075
0.96,0.4,0.5,1e-06,0.08,9.722000000000005,1.350079997629772
0.96,0.4,0.5,1e-06,0.1,9.294000000000006,1.1802220130128045
0.96,0.4,0.5,1e-07,0.02,10.065000000000007,0.9515645012294225
0.96,0.4,0.5,1e-07,0.04,9.584000000000003,1.8715191690175121
0.96,0.4,0.5,1e-07,0.06,10.194000000000006,2.020941364809974
0.96,0.4,0.5,1e-07,0.08,10.263000000000009,1.215043620616149
0.96,0.4,0.5,1e-07,0.1,10.523000000000005,1.3755329876088034
0.96,0.4,0.6,1e-06,0.02,9.868000000000006,1.1299274312981336
0.96,0.4,0.6,1e-06,0.04,9.897000000000004,1.118074684446436
0.96,0.4,0.6,1e-06,0.06,9.715000000000005,1.2930255217898832
0.96,0.4,0.6,1e-06,0.08,9.318000000000007,1.2356682402651606
0.96,0.4,0.6,1e-06,0.1,10.105000000000002,1.00994801846432
0.96,0.4,0.6,1e-07,0.02,10.717000000000004,1.1824258961981537
0.96,0.4,0.6,1e-07,0.04,10.481000000000005,1.2751074464530432
0.96,0.4,0.6,1e-07,0.06,10.585000000000008,1.2409653500400437
0.96,0.4,0.6,1e-07,0.08,10.857000000000003,1.5981273416095472
0.96,0.4,0.6,1e-07,0.1,11.215000000000005,2.172048572200908
0.96,0.4,0.7,1e-06,0.02,9.090000000000002,1.5563739910445669
0.96,0.4,0.7,1e-06,0.04,9.624000000000006,1.0516387212346254
0.96,0.4,0.7,1e-06,0.06,8.752000000000004,1.3897395439433948
0.96,0.4,0.7,1e-06,0.08,8.889000000000001,0.9745455351085462
0.96,0.4,0.7,1e-06,0.1,9.699000000000007,1.023571687767888
0.96,0.4,0.7,1e-07,0.02,10.117000000000003,1.158279327278181
0.96,0.4,0.7,1e-07,0.04,10.565000000000005,1.1988807280125946
0.96,0.4,0.7,1e-07,0.06,9.571000000000007,0.9440015889817152
0.96,0.4,0.7,1e-07,0.08,9.977000000000006,1.1070189700271627
0.96,0.4,0.7,1e-07,0.1,10.371000000000006,1.025250701048284
0.96,0.6,0.3,1e-06,0.02,8.916,1.7334889673718719
0.96,0.6,0.3,1e-06,0.04,8.607000000000001,1.4706226572442027
0.96,0.6,0.3,1e-06,0.06,8.415000000000004,2.113659149437296
0.96,0.6,0.3,1e-06,0.08,9.003000000000004,1.715170836972223
0.96,0.6,0.3,1e-06,0.1,8.382000000000003,2.038635818384444
0.96,0.6,0.3,1e-07,0.02,9.591000000000006,1.4343705936751512
0.96,0.6,0.3,1e-07,0.04,9.926000000000005,1.6342105127553175
0.96,0.6,0.3,1e-07,0.06,8.802000000000001,1.7655809242286238
0.96,0.6,0.3,1e-07,0.08,9.339000000000002,1.4796820604440635
0.96,0.6,0.3,1e-07,0.1,9.018000000000004,2.1565426033352564
0.96,0.6,0.4,1e-06,0.02,8.244000000000003,1.443476359349194
0.96,0.6,0.4,1e-06,0.04,9.382000000000005,1.5425290921081545
0.96,0.6,0.4,1e-06,0.06,9.044000000000002,2.011681883400059
0.96,0.6,0.4,1e-06,0.08,9.239000000000003,1.1767663319453017
0.96,0.6,0.4,1e-06,0.1,9.002000000000002,1.4568994474568242
0.96,0.6,0.4,1e-07,0.02,9.540000000000003,1.2455520864259377
0.96,0.6,0.4,1e-07,0.04,10.007000000000001,1.6656923485445947
0.96,0.6,0.4,1e-07,0.06,9.138000000000005,1.3491908686320113
0.96,0.6,0.4,1e-07,0.08,9.661000000000005,1.0630799593633624
0.96,0.6,0.4,1e-07,0.1,9.316000000000006,2.0852203720470395
0.96,0.6,0.5,1e-06,0.02,7.896000000000006,1.4923216811398266
0.96,0.6,0.5,1e-06,0.04,8.014000000000006,1.753511904721494
0.96,0.6,0.5,1e-06,0.06,8.837000000000005,1.9806188426852867
0.96,0.6,0.5,1e-06,0.08,9.546000000000003,1.5789756172911598
0.96,0.6,0.5,1e-06,0.1,8.835000000000004,1.5708071173762899
0.96,0.6,0.5,1e-07,0.02,8.961000000000002,2.1155753354584204
0.96,0.6,0.5,1e-07,0.04,8.737000000000004,1.5073854848710717
0.96,0.6,0.5,1e-07,0.06,8.711000000000004,1.8378626172812809
0.96,0.6,0.5,1e-07,0.08,9.716000000000003,0.8218905036560537
0.96,0.6,0.5,1e-07,0.1,9.019000000000007,1.4308525430665473
0.96,0.6,0.6,1e-06,0.02,7.306000000000002,1.9756528035057181
0.96,0.6,0.6,1e-06,0.04,7.560000000000008,1.7567583783776293
0.96,0.6,0.6,1e-06,0.06,8.619000000000003,2.3660133135720085
0.96,0.6,0.6,1e-06,0.08,7.566000000000004,1.9127163929866864
0.96,0.6,0.6,1e-06,0.1,8.490000000000006,2.266755390420414
0.96,0.6,0.6,1e-07,0.02,7.735000000000004,2.25417723349341
0.96,0.6,0.6,1e-07,0.04,7.998000000000005,1.842356100215154
0.96,0.6,0.6,1e-07,0.06,8.496000000000002,2.560754576291916
0.96,0.6,0.6,1e-07,0.08,8.05,2.095781477158341
0.96,0.6,0.6,1e-07,0.1,8.425000000000006,2.0496328939593096
0.96,0.6,0.7,1e-06,0.02,7.268000000000001,1.693757952010852
0.96,0.6,0.7,1e-06,0.04,7.407000000000004,1.8984970371322676
0.96,0.6,0.7,1e-06,0.06,7.140000000000003,2.171322177844641
0.96,0.6,0.7,1e-06,0.08,7.579000000000008,2.015732869206632
0.96,0.6,0.7,1e-06,0.1,7.137000000000005,1.924445634462042
0.96,0.6,0.7,1e-07,0.02,9.023000000000001,2.7394399062582115
0.96,0.6,0.7,1e-07,0.04,7.892000000000006,2.612434879571159
0.96,0.6,0.7,1e-07,0.06,7.469000000000003,2.4450396724797723
0.96,0.6,0.7,1e-07,0.08,7.883000000000005,2.3766470078663393
0.96,0.6,0.7,1e-07,0.1,6.799000000000004,3.10854612319007
0.96,0.8,0.3,1e-06,0.02,7.961000000000001,2.1833504070579246
0.96,0.8,0.3,1e-06,0.04,6.607000000000005,1.4745612906895385
0.96,0.8,0.3,1e-06,0.06,7.043000000000004,1.7396353066088286
0.96,0.8,0.3,1e-06,0.08,8.082000000000004,1.9032172760880477
0.96,0.8,0.3,1e-06,0.1,7.202000000000005,2.0863738878734064
0.96,0.8,0.3,1e-07,0.02,7.699000000000003,1.8843086265259221
0.96,0.8,0.3,1e-07,0.04,6.661000000000006,2.1589115313046037
0.96,0.8,0.3,1e-07,0.06,7.742,2.5780527535331763
0.96,0.8,0.3,1e-07,0.08,7.343000000000001,2.3732616796299553
0.96,0.8,0.3,1e-07,0.1,7.583000000000001,2.717854116761971
0.96,0.8,0.4,1e-06,0.02,6.158000000000006,2.981488889799857
0.96,0.8,0.4,1e-06,0.04,6.093000000000005,2.1840080128058132
0.96,0.8,0.4,1e-06,0.06,6.947000000000003,2.061186794058219
0.96,0.8,0.4,1e-06,0.08,6.788000000000004,1.8965800800388037
0.96,0.8,0.4,1e-06,0.1,7.2000000000000055,2.2265848288354078
0.96,0.8,0.4,1e-07,0.02,6.201000000000002,3.3105858998068642
0.96,0.8,0.4,1e-07,0.04,5.815000000000005,2.1845720404692535
0.96,0.8,0.4,1e-07,0.06,6.149000000000001,2.5062839025138364
0.96,0.8,0.4,1e-07,0.08,6.361000000000006,2.4745947142916136
0.96,0.8,0.4,1e-07,0.1,7.587000000000003,2.391972198835093
0.96,0.8,0.5,1e-06,0.02,4.306000000000006,1.407865050351064
0.96,0.8,0.5,1e-06,0.04,5.8260000000000005,2.0138132981982197
0.96,0.8,0.5,1e-06,0.06,5.268000000000001,1.4472511875966794
0.96,0.8,0.5,1e-06,0.08,6.011000000000007,2.1794354773656415
0.96,0.8,0.5,1e-06,0.1,6.446000000000003,2.654461150591583
0.96,0.8,0.5,1e-07,0.02,4.854000000000004,2.5433843594706675
0.96,0.8,0.5,1e-07,0.04,5.454000000000005,2.6857557595581927
0.96,0.8,0.5,1e-07,0.06,5.636000000000005,2.4125720714623213
0.96,0.8,0.5,1e-07,0.08,5.925000000000006,2.681595607096644
0.96,0.8,0.5,1e-07,0.1,5.063000000000004,2.243713662658409
0.96,0.8,0.6,1e-06,0.02,3.9990000000000037,1.6968261549139294
0.96,0.8,0.6,1e-06,0.04,4.848999999999998,2.022992585255814
0.96,0.8,0.6,1e-06,0.06,5.310000000000008,2.0915496647223075
0.96,0.8,0.6,1e-06,0.08,4.008999999999999,2.0178946949729544
0.96,0.8,0.6,1e-06,0.1,5.226000000000006,1.9298093170051829
0.96,0.8,0.6,1e-07,0.02,4.023000000000005,2.478049838078322
0.96,0.8,0.6,1e-07,0.04,4.224000000000004,2.2967681641820077
0.96,0.8,0.6,1e-07,0.06,4.414000000000003,2.001790198797068
0.96,0.8,0.6,1e-07,0.08,3.412000000000005,2.652850542341203
0.96,0.8,0.6,1e-07,0.1,4.846000000000002,2.5831384012476004
0.96,0.8,0.7,1e-06,0.02,3.806000000000003,2.0158680512374834
0.96,0.8,0.7,1e-06,0.04,4.6710000000000065,2.4798264052146872
0.96,0.8,0.7,1e-06,0.06,4.302000000000004,1.9957043869270799
0.96,0.8,0.7,1e-06,0.08,3.8350000000000035,1.784173478112485
0.96,0.8,0.7,1e-06,0.1,3.863000000000004,2.366062340683358
0.96,0.8,0.7,1e-07,0.02,4.292000000000006,2.9046404252506046
0.96,0.8,0.7,1e-07,0.04,3.420000000000006,1.55865326484116
0.96,0.8,0.7,1e-07,0.06,3.373000000000006,1.6281802725742602
0.96,0.8,0.7,1e-07,0.08,2.881000000000003,2.1182962493475723
0.96,0.8,0.7,1e-07,0.1,3.5650000000000035,2.3704588163475866
0.96,1.0,0.3,1e-06,0.02,4.180000000000005,1.7734035073834724
0.96,1.0,0.3,1e-06,0.04,5.533000000000004,2.25000688887834
0.96,1.0,0.3,1e-06,0.06,5.525000000000004,2.376424835756436
0.96,1.0,0.3,1e-06,0.08,4.694000000000005,1.2384199610794402
0.96,1.0,0.3,1e-06,0.1,6.342000000000004,2.4749779797000233
0.96,1.0,0.3,1e-07,0.02,4.322000000000003,2.698050407238532
0.96,1.0,0.3,1e-07,0.04,5.0340000000000105,2.522356834391203
0.96,1.0,0.3,1e-07,0.06,5.089000000000001,2.443697812741993
0.96,1.0,0.3,1e-07,0.08,4.011000000000005,1.4470172770219443
0.96,1.0,0.3,1e-07,0.1,5.034000000000002,2.6997340609771183
0.96,1.0,0.4,1e-06,0.02,3.2640000000000056,1.910712955940793
0.96,1.0,0.4,1e-06,0.04,3.467000000000006,1.5545710019166055
0.96,1.0,0.4,1e-06,0.06,4.306000000000003,1.9642616933596209
0.96,1.0,0.4,1e-06,0.08,4.391000000000005,2.0749021663683327
0.96,1.0,0.4,1e-06,0.1,4.823000000000009,2.180433672460594
0.96,1.0,0.4,1e-07,0.02,3.3000000000000043,2.2878548905033274
0.96,1.0,0.4,1e-07,0.04,3.475000000000004,2.021018307685509
0.96,1.0,0.4,1e-07,0.06,3.6400000000000077,2.072708373119576
0.96,1.0,0.4,1e-07,0.08,3.0410000000000053,1.4089212185214597
0.96,1.0,0.4,1e-07,0.1,3.7400000000000033,2.036585377537607
0.96,1.0,0.5,1e-06,0.02,2.0290000000000035,1.3332887909226556
0.96,1.0,0.5,1e-06,0.04,2.8110000000000026,1.7527860679501128
0.96,1.0,0.5,1e-06,0.06,3.509000000000005,1.6972386396732775
0.96,1.0,0.5,1e-06,0.08,2.964000000000003,1.5471211975795511
0.96,1.0,0.5,1e-06,0.1,2.6970000000000054,1.4650634798533473
0.96,1.0,0.5,1e-07,0.02,1.7710000000000021,0.9007213775635604
0.96,1.0,0.5,1e-07,0.04,2.571000000000005,2.1328898236899154
0.96,1.0,0.5,1e-07,0.06,2.374000000000005,1.1502886594242365
0.96,1.0,0.5,1e-07,0.08,2.4810000000000016,1.5489928986280055
0.96,1.0,0.5,1e-07,0.1,2.103000000000004,1.3564110733844639
0.96,1.0,0.6,1e-06,0.02,2.046000000000005,1.2376283771795134
0.96,1.0,0.6,1e-06,0.04,2.107000000000005,1.0654252672055413
0.96,1.0,0.6,1e-06,0.06,2.867000000000003,1.6115244335721373
0.96,1.0,0.6,1e-06,0.08,1.9560000000000017,0.7838520268520092
0.96,1.0,0.6,1e-06,0.1,2.3080000000000056,1.5461875694753207
