reservoir_size,frequency_mode,r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_dev
300,gold,0.3,0.01,0.1,0.5,1e-08,1.0,0.186951489452491,0.1644293726308819
300,gold,0.3,0.01,0.3,0.5,1e-08,1.0,2.886685868202791,0.7182883710948129
300,gold,0.3,0.01,0.5,0.5,1e-08,1.0,3.4298407872629815,0.6933701456808311
300,gold,0.3,0.01,0.7,0.5,1e-08,1.0,3.647213377070166,0.5476703079645656
300,gold,0.3,0.01,0.9,0.5,1e-08,1.0,3.799871989759181,0.6829654476497832
300,gold,0.3,0.01,1.0,0.5,1e-08,1.0,3.7268613489079123,0.7781733963003586
300,gold,0.3,0.03,0.1,0.5,1e-08,1.0,0.1897170440301908,0.14374606752574035
300,gold,0.3,0.03,0.3,0.5,1e-08,1.0,2.781594794250208,0.6258490948695694
300,gold,0.3,0.03,0.5,0.5,1e-08,1.0,3.4823863242392727,0.7449613538632757
300,gold,0.3,0.03,0.7,0.5,1e-08,1.0,3.4375843400805395,0.5300190939874379
300,gold,0.3,0.03,0.9,0.5,1e-08,1.0,3.6969933594687574,0.5958121462382253
300,gold,0.3,0.03,1.0,0.5,1e-08,1.0,3.7357111235565514,0.6591782731364487
300,gold,0.3,0.05,0.1,0.5,1e-08,1.0,0.15376483452009623,0.08779666697815564
300,gold,0.3,0.05,0.3,0.5,1e-08,1.0,2.736239699175935,0.7185166266804415
300,gold,0.3,0.05,0.5,0.5,1e-08,1.0,3.4082694615569253,0.6258068099402343
300,gold,0.3,0.05,0.7,0.5,1e-08,1.0,3.5736496253033585,0.5026524591284937
300,gold,0.3,0.05,0.9,0.5,1e-08,1.0,3.7357111235565523,0.6379659082084234
300,gold,0.3,0.05,1.0,0.5,1e-08,1.0,3.6759751446782407,0.7374825113108867
300,gold,0.3,0.07,0.1,0.5,1e-08,1.0,0.17146438381737325,0.11076037452114683
300,gold,0.3,0.07,0.3,0.5,1e-08,1.0,2.8960887537669695,0.7019289153761328
300,gold,0.3,0.07,0.5,0.5,1e-08,1.0,3.4193316798677236,0.6235932495915693
300,gold,0.3,0.07,0.7,0.5,1e-08,1.0,3.516679201002748,0.6637736588757291
300,gold,0.3,0.07,0.9,0.5,1e-08,1.0,3.8767544070192295,1.0653767691412845
300,gold,0.3,0.07,1.0,0.5,1e-08,1.0,3.722989572499134,0.5934364620538976
300,gold,0.3,0.09,0.1,0.5,1e-08,1.0,0.18750460036803077,0.19175406977472934
300,gold,0.3,0.09,0.3,0.5,1e-08,1.0,2.8474149931994575,0.6059117389586812
300,gold,0.3,0.09,0.5,0.5,1e-08,1.0,3.50506387177641,0.6228974430911656
300,gold,0.3,0.09,0.7,0.5,1e-08,1.0,3.5841587326986164,0.7129340090606178
300,gold,0.3,0.09,0.9,0.5,1e-08,1.0,3.7434546763741094,0.615425316996329
300,gold,0.3,0.09,1.0,0.5,1e-08,1.0,3.8153590953942986,0.7562011392710436
300,gold,0.3,0.1,0.1,0.5,1e-08,1.0,0.1919294876923502,0.20262363643919215
300,gold,0.3,0.1,0.3,0.5,1e-08,1.0,3.0271760407499277,0.8056304947419998
300,gold,0.3,0.1,0.5,0.5,1e-08,1.0,3.4381374509960807,0.6179969421517918
300,gold,0.3,0.1,0.7,0.5,1e-08,1.0,3.605730058404673,0.7930864141128438
300,gold,0.3,0.1,0.9,0.5,1e-08,1.0,3.5493127450196016,0.5329765416837668
300,gold,0.3,0.1,1.0,0.5,1e-08,1.0,3.98848281195829,0.7966811558736057
300,gold,0.5,0.01,0.1,0.5,1e-08,1.0,0.11062218310798305,0.03039594855183803
300,gold,0.5,0.01,0.3,0.5,1e-08,1.0,2.6079179667706764,0.8286821739739895
300,gold,0.5,0.01,0.5,0.5,1e-08,1.0,3.0891244632903976,0.5603712427155769
300,gold,0.5,0.01,0.7,0.5,1e-08,1.0,3.5426754140331242,0.6869817930893105
300,gold,0.5,0.01,0.9,0.5,1e-08,1.0,3.5963271728404953,0.5510539429681806
300,gold,0.5,0.01,1.0,0.5,1e-08,1.0,3.6737627010160816,0.5761908023521675
300,gold,0.5,0.03,0.1,0.5,1e-08,1.0,0.1139408486012232,0.03227059738157221
300,gold,0.5,0.03,0.3,0.5,1e-08,1.0,2.453600021335041,0.6831902795671917
300,gold,0.5,0.03,0.5,0.5,1e-08,1.0,3.2069370883003985,0.6336527099204273
300,gold,0.5,0.03,0.7,0.5,1e-08,1.0,3.6355980478438283,0.7394786799744067
300,gold,0.5,0.03,0.9,0.5,1e-08,1.0,3.4751958823372546,0.532482667781007
300,gold,0.5,0.03,1.0,0.5,1e-08,1.0,3.627301384110729,0.5278417190178623
300,gold,0.5,0.05,0.1,0.5,1e-08,1.0,0.12002506867216188,0.038003993005509856
300,gold,0.5,0.05,0.3,0.5,1e-08,1.0,2.5404384350748064,0.6153917614191566
300,gold,0.5,0.05,0.5,0.5,1e-08,1.0,3.131714003786969,0.556786844168469
300,gold,0.5,0.05,0.7,0.5,1e-08,1.0,3.6593818172120436,0.7169358740566799
300,gold,0.5,0.05,0.9,0.5,1e-08,1.0,3.652744486225566,0.7194278617225088
300,gold,0.5,0.05,1.0,0.5,1e-08,1.0,3.733498679894392,0.7392384807695925
300,gold,0.5,0.07,0.1,0.5,1e-08,1.0,0.12666239965864037,0.04663548378519002
300,gold,0.5,0.07,0.3,0.5,1e-08,1.0,2.647741952689549,0.7335887782356185
300,gold,0.5,0.07,0.5,0.5,1e-08,1.0,3.0996335706856555,0.5408067256247863
300,gold,0.5,0.07,0.7,0.5,1e-08,1.0,3.655510040803265,0.6416155758754886
