tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.7, 0.5, 0.9]",4.187555555555556,1.3438140670917165,"{'200': 0.5856181157648654, '400': 3.0663822273940147, '600': 4.776026423883828, '800': 5.217082116593041, '1000': 5.809054359072265}","{'200': 0.5518299392279594, '400': 5.970471866064426, '600': 9.702997705896335, '800': 10.743383034575476, '1000': 11.425892335403082}"
0.01,0.2,"[0.1, 0.3]","[0.7, 0.5, 0.9]",4.246222222222222,1.491807686278465,"{'200': 1.2845916329042766, '400': 2.759571960295371, '600': 4.082922837999884, '800': 6.026039329002496, '1000': 7.535181218355697}","{'200': 5.246587045863335, '400': 5.501079169246276, '600': 6.670372201979439, '800': 9.01588836877872, '1000': 10.818409267885574}"
0.01,0.2,"[0.1, 0.5]","[0.7, 0.5, 0.9]",4.104444444444446,1.5751960097511049,"{'200': 0.5374411412819842, '400': 1.5549862172087097, '600': 3.9158542614014475, '800': 5.81353448530911, '1000': 7.1374110682625815}","{'200': 0.4782634316009952, '400': 0.5198456233215473, '600': 6.9587611659966955, '800': 10.583713080576157, '1000': 12.533561112207742}"
0.01,0.2,"[0.1, 0.7]","[0.7, 0.5, 0.9]",4.236888888888889,1.5408854917758923,"{'200': 0.5301987066328476, '400': 2.695674554636571, '600': 5.954807136151048, '800': 7.985862168587617, '1000': 9.39251960538182}","{'200': 0.46663630026778796, '400': 4.589985855346673, '600': 9.539304327796323, '800': 12.668427081596299, '1000': 14.768525374523815}"
0.01,0.2,"[0.1, 0.9]","[0.7, 0.5, 0.9]",4.134666666666668,1.7649647147873648,"{'200': 0.6933877879771347, '400': 5.616661784239383, '600': 11.048636101305007, '800': 14.625676292998426, '1000': 17.866325485391307}","{'200': 0.6989047602100987, '400': 15.906650865144373, '600': 22.864416833588162, '800': 27.534644326719633, '1000': 30.05385649370991}"
0.01,0.2,"[0.3, 0.1]","[0.7, 0.5, 0.9]",4.519555555555557,1.579921173217274,"{'200': 0.40255888438476345, '400': 1.3888713407281688, '600': 2.074318145716737, '800': 2.89487441167308, '1000': 3.924976367704553}","{'200': 0.42879096968320835, '400': 0.6475047696148044, '600': 1.3907022451305666, '800': 4.834810061765389, '1000': 6.365840830890831}"
0.01,0.2,"[0.3, 0.3]","[0.7, 0.5, 0.9]",4.263555555555557,1.5388092879533053,"{'200': 0.5253564286197474, '400': 2.0220843439947362, '600': 3.1597020104189055, '800': 5.442031672308679, '1000': 6.476983408796684}","{'200': 0.4625316069276383, '400': 3.8154199676043485, '600': 6.382083958798067, '800': 9.053092267104882, '1000': 10.916475166480236}"
0.01,0.2,"[0.3, 0.5]","[0.7, 0.5, 0.9]",4.675555555555556,1.5649999013923372,"{'200': 0.43718001461124023, '400': 2.758216933012328, '600': 3.545988433598481, '800': 4.077995314614914, '1000': 4.372141834737622}","{'200': 0.484853716980929, '400': 6.851388607630237, '600': 7.907996727224925, '800': 8.844290355536742, '1000': 9.410730308050072}"
0.01,0.2,"[0.3, 0.7]","[0.7, 0.5, 0.9]",4.437333333333334,1.381204627208519,"{'200': 0.4916170409923149, '400': 2.0875963270676903, '600': 2.812500937811929, '800': 3.4747819341485098, '1000': 3.771638492353994}","{'200': 0.5027919481514789, '400': 4.305174007631943, '600': 4.853905162170126, '800': 5.628499320860979, '1000': 5.8453515153633955}"
0.01,0.2,"[0.3, 0.9]","[0.7, 0.5, 0.9]",4.259555555555556,1.4334696920495706,"{'200': 0.6851830807759655, '400': 4.460445703001021, '600': 6.477877948124531, '800': 8.172457514169157, '1000': 9.12571837124171}","{'200': 0.7245255254708151, '400': 9.63204238804274, '600': 11.523808744223901, '800': 15.111349694342964, '1000': 17.205503059228633}"
0.01,0.2,"[0.5, 0.1]","[0.7, 0.5, 0.9]",4.310222222222223,1.5248497031786281,"{'200': 0.4979557412381739, '400': 4.429164336452446, '600': 7.89939604805984, '800': 9.165032678111512, '1000': 10.231067307663855}","{'200': 0.45169871401842776, '400': 10.826175508537778, '600': 17.885269839676358, '800': 20.607350437865627, '1000': 22.257606978388917}"
0.01,0.2,"[0.5, 0.3]","[0.7, 0.5, 0.9]",4.385333333333334,1.5809443029053516,"{'200': 0.5107731892911198, '400': 2.1035692395888677, '600': 3.201782600875261, '800': 3.9579968122564155, '1000': 4.6912831791214655}","{'200': 0.47374019116467525, '400': 3.186764753660281, '600': 4.913511847700343, '800': 5.682064933182664, '1000': 6.567358625952297}"
0.01,0.2,"[0.5, 0.5]","[0.7, 0.5, 0.9]",4.343111111111113,1.2363886879352795,"{'200': 0.46394042945822234, '400': 1.9235488904469522, '600': 3.4075468261821715, '800': 5.178352690480829, '1000': 6.038288605694114}","{'200': 0.46068485258511677, '400': 2.9500569400718835, '600': 7.013967757805385, '800': 12.667592493641417, '1000': 15.613860822133114}"
0.01,0.2,"[0.5, 0.7]","[0.7, 0.5, 0.9]",4.073777777777779,1.4207467346260616,"{'200': 2.223803300904273, '400': 4.4751150216778175, '600': 6.831866938264469, '800': 8.325870340615943, '1000': 9.40748154921814}","{'200': 10.213662041168803, '400': 15.645536064666304, '600': 18.827811685056517, '800': 21.258528418271673, '1000': 22.563963689003938}"
0.01,0.2,"[0.5, 0.9]","[0.7, 0.5, 0.9]",4.168,1.3783945572859597,"{'200': 0.4945116430437464, '400': 2.2381705436988675, '600': 2.871719272279551, '800': 3.20921996759482, '1000': 3.9079836868096964}","{'200': 0.45275034625187527, '400': 5.393237215156088, '600': 6.824112607410967, '800': 7.510823276983121, '1000': 8.40086677492425}"
