tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.7, 0.1, 0.3]",2.85688888888889,1.3126323378314995,"{'200': 5.576826340319573, '400': 12.400483833522806, '600': 15.931661976745657, '800': 19.011897187205548, '1000': 22.131510086099507}","{'200': 11.795858769861693, '400': 17.617525686714743, '600': 20.994178187222598, '800': 22.545828062516858, '1000': 24.86955911575318}"
0.01,0.2,"[0.1, 0.3]","[0.7, 0.1, 0.3]",2.746666666666668,1.0367384755408018,"{'200': 5.781734894821088, '400': 12.03374391267317, '600': 15.523355423184869, '800': 17.80946306263409, '1000': 19.490565205305913}","{'200': 12.087626365362349, '400': 17.61514972706647, '600': 19.028869583616554, '800': 20.09123949661897, '1000': 20.59149564743988}"
0.01,0.2,"[0.1, 0.5]","[0.7, 0.1, 0.3]",3.012888888888889,1.378715379897327,"{'200': 4.3319784682325455, '400': 9.899723165792306, '600': 16.154267169415196, '800': 22.050158162502083, '1000': 25.206467193856703}","{'200': 12.050011959563133, '400': 19.796709463799967, '600': 25.584100193897395, '800': 28.759600587528652, '1000': 29.385841951849525}"
0.01,0.2,"[0.1, 0.7]","[0.7, 0.1, 0.3]",2.795111111111112,1.1741902594690938,"{'200': 6.7268679158469915, '400': 12.643252889321696, '600': 21.8353169388305, '800': 25.941880218478037, '1000': 29.487073400125773}","{'200': 16.65790019451191, '400': 27.00744187797586, '600': 34.76940066331883, '800': 37.088563628671196, '1000': 38.524399756678534}"
0.01,0.2,"[0.1, 0.9]","[0.7, 0.1, 0.3]",2.8115555555555565,1.0554955772433374,"{'200': 5.101672407739613, '400': 9.604114256147952, '600': 17.275051637032114, '800': 20.889244731640787, '1000': 25.215938413462553}","{'200': 14.356004101685809, '400': 21.585618833787436, '600': 30.120329546959542, '800': 32.91236355193221, '1000': 34.906605060068}"
0.01,0.2,"[0.3, 0.1]","[0.7, 0.1, 0.3]",3.460000000000001,1.4624180888742684,"{'200': 2.3687505151823727, '400': 8.70367827749258, '600': 13.742358448905772, '800': 17.48909958046134, '1000': 19.986728140138087}","{'200': 5.875209343875408, '400': 16.62549106968659, '600': 21.88383081342325, '800': 26.337217541712167, '1000': 28.555218408484762}"
0.01,0.2,"[0.3, 0.3]","[0.7, 0.1, 0.3]",3.617333333333334,1.447330723166693,"{'200': 1.0176503379715023, '400': 5.94874578717845, '600': 9.91539651777038, '800': 11.654149981046313, '1000': 14.220354106251182}","{'200': 1.0673401055069398, '400': 13.891500411895407, '600': 20.082255684168125, '800': 22.78652184843441, '1000': 25.142277684218406}"
0.01,0.2,"[0.3, 0.5]","[0.7, 0.1, 0.3]",3.699111111111112,1.4996174656257761,"{'200': 0.8806944594781609, '400': 5.403645376991343, '600': 10.069859267744242, '800': 16.13179569197196, '1000': 18.94085605476143}","{'200': 0.6911761039940125, '400': 13.810005280932149, '600': 20.41217807452714, '800': 26.607877727174444, '1000': 30.70811333804574}"
0.01,0.2,"[0.3, 0.7]","[0.7, 0.1, 0.3]",3.596444444444445,1.4679950886317414,"{'200': 1.5150863550126987, '400': 7.150228333926813, '600': 11.227803839644164, '800': 13.66061136366264, '1000': 17.466461772981408}","{'200': 4.054902490063123, '400': 18.173181157680368, '600': 24.738720029357726, '800': 26.707933203355413, '1000': 29.437177537976645}"
0.01,0.2,"[0.3, 0.9]","[0.7, 0.1, 0.3]",3.5035555555555553,1.4273785693525438,"{'200': 2.3638226410936136, '400': 9.923267107633684, '600': 17.39882395764865, '800': 21.201381495209553, '1000': 23.59314462194569}","{'200': 8.742582918033792, '400': 21.048898833433476, '600': 28.9397947599192, '800': 33.93358912982892, '1000': 36.495823754423}"
