tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.7, 0.3, 0.1]",3.594222222222223,1.534316335468,"{'200': 1.1838728587725915, '400': 3.2507287628535346, '600': 6.443083170411677, '800': 9.153482518400361, '1000': 10.886631507794146}","{'200': 1.7835944691945078, '400': 4.373663985345901, '600': 10.005137683289021, '800': 13.902747926196074, '1000': 16.585755111797084}"
0.01,0.2,"[0.1, 0.3]","[0.7, 0.3, 0.1]",3.5608888888888908,1.3522521497646847,"{'200': 1.0061586507795284, '400': 5.416665310378738, '600': 9.565343593957715, '800': 11.913049963718011, '1000': 13.393307964769654}","{'200': 1.0660759990773334, '400': 8.486439771000361, '600': 14.606201117345838, '800': 17.098286415896318, '1000': 18.72185951113254}"
0.01,0.2,"[0.1, 0.5]","[0.7, 0.3, 0.1]",3.564000000000001,1.2395956329922,"{'200': 0.9004064989813577, '400': 5.726808190696464, '600': 7.551750074685667, '800': 10.059430913784574, '1000': 11.951651686638387}","{'200': 0.7312072653437742, '400': 11.628837958323334, '600': 14.397143936624492, '800': 17.261547981664986, '1000': 19.690702719803454}"
0.01,0.2,"[0.1, 0.7]","[0.7, 0.3, 0.1]",3.5724444444444443,1.267959262499401,"{'200': 0.8269440563406687, '400': 4.456890669974941, '600': 12.339365941057372, '800': 19.45668943056247, '1000': 23.693973842731264}","{'200': 0.6214333508194544, '400': 7.728349683308881, '600': 20.49431330359833, '800': 31.14062004092911, '1000': 36.22994951218819}"
0.01,0.2,"[0.1, 0.9]","[0.7, 0.3, 0.1]",3.7382222222222237,1.3380106109675394,"{'200': 1.1594080789956742, '400': 3.182227938628151, '600': 12.120990828037344, '800': 19.031091149449384, '1000': 26.67755090002441}","{'200': 2.876757052391733, '400': 8.284473427929488, '600': 25.7072978299067, '800': 34.99126776005205, '1000': 40.21208051140375}"
0.01,0.2,"[0.3, 0.1]","[0.7, 0.3, 0.1]",3.982222222222222,1.235563549134815,"{'200': 0.6737030250381616, '400': 2.03994659271029, '600': 2.8753816405543517, '800': 3.2191130384785573, '1000': 4.152984788081074}","{'200': 0.5874476157695904, '400': 2.3296464344739674, '600': 5.7920294448350065, '800': 7.19163968058945, '1000': 9.27077628193708}"
0.01,0.2,"[0.3, 0.3]","[0.7, 0.3, 0.1]",4.259111111111111,1.382570588468728,"{'200': 0.5483712277184031, '400': 2.1301941752635716, '600': 2.9818459065901735, '800': 3.5653118134055317, '1000': 4.271827978483716}","{'200': 0.5347996459908664, '400': 4.445842197134972, '600': 6.875986045739619, '800': 7.737894459270266, '1000': 9.222882504756537}"
0.01,0.2,"[0.3, 0.5]","[0.7, 0.3, 0.1]",4.4173333333333344,1.5297732584347987,"{'200': 0.600601421874855, '400': 3.9990728320345204, '600': 9.219358818559972, '800': 11.394768286720197, '1000': 13.550332528734284}","{'200': 0.6732818605322967, '400': 10.743587173522412, '600': 22.0783597011087, '800': 27.836720264353065, '1000': 32.321066062913715}"
0.01,0.2,"[0.3, 0.7]","[0.7, 0.3, 0.1]",4.429777777777778,1.9067954372470515,"{'200': 0.591375918425368, '400': 2.386739133684229, '600': 8.431696143446121, '800': 10.500643784282506, '1000': 12.79111580493291}","{'200': 0.5676882428231372, '400': 6.256022159424206, '600': 18.67731890566156, '800': 22.07147047204353, '1000': 24.77769862231844}"
0.01,0.2,"[0.3, 0.9]","[0.7, 0.3, 0.1]",4.038666666666667,1.597383416020643,"{'200': 0.634689251240079, '400': 2.1017147451341844, '600': 6.889729488116526, '800': 9.320737154978936, '1000': 10.377583078706646}","{'200': 0.5322619050445245, '400': 2.3057644226745717, '600': 17.438952960108686, '800': 19.426622966141842, '1000': 21.229784561034556}"
0.01,0.2,"[0.5, 0.1]","[0.7, 0.3, 0.1]",3.813333333333334,1.106803204428562,"{'200': 0.6410561068694052, '400': 1.8847561891642415, '600': 2.855682731827686, '800': 3.6110753958268744, '1000': 3.9978990465475372}","{'200': 0.4948786555514786, '400': 2.125406626924547, '600': 5.9183316884408015, '800': 9.653729857538462, '1000': 11.34183720066775}"
0.01,0.2,"[0.5, 0.3]","[0.7, 0.3, 0.1]",3.9795555555555557,1.2633675554829298,"{'200': 0.6713070551487083, '400': 1.9957945793144825, '600': 4.252859657502786, '800': 5.454201256421093, '1000': 6.143363048300809}","{'200': 0.5769863791313555, '400': 1.954844588146947, '600': 10.945076134185527, '800': 13.29293924145866, '1000': 14.756835864853223}"
0.01,0.2,"[0.5, 0.5]","[0.7, 0.3, 0.1]",4.288000000000001,1.5868929810586891,"{'200': 0.49543481041883897, '400': 3.1003113600170757, '600': 4.842584685108862, '800': 5.589789122623008, '1000': 6.525998439125816}","{'200': 0.4335434938444612, '400': 10.606465670569063, '600': 13.523216944447439, '800': 15.649572850502738, '1000': 17.225641445806556}"
0.01,0.2,"[0.5, 0.7]","[0.7, 0.3, 0.1]",3.854222222222224,1.0506516261378802,"{'200': 0.7378875967649976, '400': 4.738811303701945, '600': 6.06640661470816, '800': 7.9523077404501015, '1000': 8.931656080733802}","{'200': 0.6162470592252384, '400': 14.52566897996888, '600': 16.40893607451211, '800': 17.993547563544244, '1000': 19.444227493058545}"
0.01,0.2,"[0.5, 0.9]","[0.7, 0.3, 0.1]",4.213333333333335,1.5708794422941,"{'200': 0.6397021569159618, '400': 3.222452031981112, '600': 6.942408844301611, '800': 8.15648348139216, '1000': 9.113995329446796}","{'200': 0.5191262947000903, '400': 11.676155838519481, '600': 17.356449009863418, '800': 19.42539851469875, '1000': 21.352061398503974}"
0.01,0.2,"[0.7, 0.1]","[0.7, 0.3, 0.1]",3.797333333333334,1.1619952189612872,"{'200': 0.5742795013496026, '400': 1.4798996308204053, '600': 1.8613325126373728, '800': 2.020695800231804, '1000': 2.1306128595514093}","{'200': 0.4654272417406538, '400': 0.4747076733393799, '600': 0.30582839720443294, '800': 0.27035781938513415, '1000': 0.26462785060374944}"
0.01,0.2,"[0.7, 0.3]","[0.7, 0.3, 0.1]",3.859555555555557,1.081237882255654,"{'200': 0.6640072635065558, '400': 1.63822440975609, '600': 3.3186396841099874, '800': 3.872786118794895, '1000': 4.180602428294235}","{'200': 0.5682998335861543, '400': 0.46430949279332834, '600': 6.5190300171682924, '800': 8.561414247557355, '1000': 9.754221049875865}"
0.01,0.2,"[0.7, 0.5]","[0.7, 0.3, 0.1]",3.884888888888889,1.1134503376087266,"{'200': 0.5195722434529628, '400': 1.5355528554794975, '600': 3.515473217511175, '800': 4.298797756140418, '1000': 5.157463129393801}","{'200': 0.4058601950790987, '400': 0.4351638080882692, '600': 10.9875310263014, '800': 14.978609072075951, '1000': 16.188710086461594}"
0.01,0.2,"[0.7, 0.7]","[0.7, 0.3, 0.1]",4.392888888888889,1.7679877101410737,"{'200': 0.5421283915660111, '400': 1.4781840558743977, '600': 3.3361020228851674, '800': 5.073169532494834, '1000': 6.135611145199716}","{'200': 0.5452265830561493, '400': 0.6533597318418268, '600': 7.311202850710775, '800': 10.963432130332746, '1000': 13.156044292994908}"
0.01,0.2,"[0.7, 0.9]","[0.7, 0.3, 0.1]",3.8480000000000016,1.2034203107993666,"{'200': 2.291867206682879, '400': 4.743677433544254, '600': 6.995158524181522, '800': 8.815351782356991, '1000': 9.709526024009806}","{'200': 9.050029080587372, '400': 12.023111361126078, '600': 15.030084621037131, '800': 18.72783144026436, '1000': 21.036766510505004}"
0.01,0.2,"[0.9, 0.1]","[0.7, 0.3, 0.1]",4.4382222222222225,1.7570572480256603,"{'200': 0.4581491846803464, '400': 1.3485764028649923, '600': 2.317681706789907, '800': 2.7196955956236177, '1000': 3.144969095775518}","{'200': 0.4244940771600762, '400': 0.5893607952068359, '600': 3.643460619353406, '800': 5.097832596413542, '1000': 5.918804974081585}"
0.01,0.2,"[0.9, 0.3]","[0.7, 0.3, 0.1]",3.9946666666666677,1.1841726600833549,"{'200': 0.6032999885646979, '400': 1.590523780227026, '600': 1.911782914307466, '800': 2.500930629668555, '1000': 2.7560749061802214}","{'200': 0.46749195186824927, '400': 0.4627878138095598, '600': 0.30026162368202974, '800': 2.809204014154723, '1000': 3.7904702506636583}"
0.01,0.2,"[0.9, 0.5]","[0.7, 0.3, 0.1]",3.9800000000000013,1.2800763866096254,"{'200': 0.6756293591741446, '400': 1.6300444547156923, '600': 3.3992495105579894, '800': 5.547544753954445, '1000': 6.757577367847461}","{'200': 0.5806984025213097, '400': 0.5473803535533924, '600': 7.007725122159466, '800': 12.741247959271895, '1000': 15.649949099556892}"
0.01,0.2,"[0.9, 0.7]","[0.7, 0.3, 0.1]",4.171555555555557,1.4184466551760933,"{'200': 0.5719566988333024, '400': 1.523124078991175, '600': 1.852012150910008, '800': 3.565525799586671, '1000': 4.974437603693987}","{'200': 0.5403885102078116, '400': 0.6086698359810597, '600': 0.4878518551262827, '800': 7.566231306271366, '1000': 10.753535568006871}"
0.01,0.2,"[0.9, 0.9]","[0.7, 0.3, 0.1]",4.600888888888889,1.8361455064857075,"{'200': 0.5387794826241471, '400': 1.985960570049763, '600': 2.7220405769974203, '800': 2.942721434837426, '1000': 3.334862848715287}","{'200': 0.7904088348574174, '400': 4.366049135868175, '600': 5.96585195887942, '800': 6.318579943990365, '1000': 6.617601577563904}"
0.01,0.45,"[0.1, 0.1]","[0.7, 0.3, 0.1]",3.4244444444444464,1.2207676192654004,"{'200': 2.07851411413927, '400': 4.263423490416943, '600': 5.749800808285737, '800': 6.717266970538414, '1000': 7.415214832539018}","{'200': 6.110829887540581, '400': 9.522302203735137, '600': 11.297837545873955, '800': 13.163503566015633, '1000': 14.43830715455723}"
0.01,0.45,"[0.1, 0.3]","[0.7, 0.3, 0.1]",4.128444444444445,1.757212382731436,"{'200': 3.384091075605511, '400': 5.1530384078558065, '600': 6.60062682152372, '800': 7.977736858858676, '1000': 9.676748734448966}","{'200': 9.837681113677545, '400': 11.900156699303725, '600': 13.075186362121448, '800': 13.681593768660361, '1000': 15.08242591957922}"
0.01,0.45,"[0.1, 0.5]","[0.7, 0.3, 0.1]",3.940888888888889,1.6002775067985655,"{'200': 2.4202700640840162, '400': 3.992869483744699, '600': 6.407727652732599, '800': 6.977482160999819, '1000': 7.255372515578205}","{'200': 8.03345298707233, '400': 9.724571356291856, '600': 11.646292273410578, '800': 11.967678200858765, '1000': 12.227277308157534}"
0.01,0.45,"[0.1, 0.7]","[0.7, 0.3, 0.1]",4.102222222222222,1.669002215415465,"{'200': 3.1366484542810786, '400': 4.3595339693757715, '600': 5.8655398199206354, '800': 7.2154262784999785, '1000': 7.849266968986696}","{'200': 10.010563775642638, '400': 10.413777997772264, '600': 11.208970485449333, '800': 12.254560458896483, '1000': 13.083871094913103}"
0.01,0.45,"[0.1, 0.9]","[0.7, 0.3, 0.1]",3.992888888888889,1.5118151301182035,"{'200': 2.5232837820657514, '400': 3.954110557071959, '600': 5.501017965995478, '800': 6.984342225852289, '1000': 7.929516253906173}","{'200': 7.803246366113465, '400': 8.272556670294852, '600': 9.223170616854652, '800': 11.63846732834143, '1000': 13.713770615816568}"
0.01,0.45,"[0.3, 0.1]","[0.7, 0.3, 0.1]",4.712000000000001,2.542297823273705,"{'200': 3.3849623611173945, '400': 5.660640321808265, '600': 7.0775118872924985, '800': 8.02187359649612, '1000': 8.530041867974056}","{'200': 9.2889538871799, '400': 12.676052553756254, '600': 13.957468973560575, '800': 14.776689193851974, '1000': 15.430336889732839}"
0.01,0.45,"[0.3, 0.3]","[0.7, 0.3, 0.1]",4.936888888888889,2.1882797121861346,"{'200': 2.3534209244400013, '400': 4.6198960502033275, '600': 5.807337328110368, '800': 6.568107839531614, '1000': 7.232407742588253}","{'200': 7.843027015466182, '400': 10.457101178682592, '600': 11.15402903283287, '800': 12.014366688212434, '1000': 12.582126456123927}"
0.01,0.45,"[0.3, 0.5]","[0.7, 0.3, 0.1]",4.648000000000001,2.084684468530749,"{'200': 2.7152934605454413, '400': 3.742857450079425, '600': 4.809832721290268, '800': 6.631102594167167, '1000': 7.112297111107012}","{'200': 8.433672003098462, '400': 9.246266887668352, '600': 9.807400660942637, '800': 11.411476366632002, '1000': 12.052857437554465}"
0.01,0.45,"[0.3, 0.7]","[0.7, 0.3, 0.1]",5.120444444444446,2.0655200642459195,"{'200': 2.0490813875847596, '400': 5.35041673843052, '600': 7.831373277462449, '800': 8.643199709314565, '1000': 9.54763754060425}","{'200': 7.7388104036234555, '400': 11.08207893351231, '600': 12.797010599174255, '800': 13.335134078314955, '1000': 13.908353328199267}"
0.01,0.45,"[0.3, 0.9]","[0.7, 0.3, 0.1]",4.563555555555557,1.812265807773433,"{'200': 4.851989471433378, '400': 7.542997745833653, '600': 8.161294359756555, '800': 8.491188476511901, '1000': 8.850182771680263}","{'200': 13.346790743475225, '400': 14.654128162710006, '600': 14.792546099883964, '800': 15.000645198805614, '1000': 15.313660277449939}"
0.01,0.45,"[0.5, 0.1]","[0.7, 0.3, 0.1]",4.342666666666668,2.029724009700716,"{'200': 2.085431664779851, '400': 4.335108060527108, '600': 5.370648613427203, '800': 5.794767700613587, '1000': 6.204209166768251}","{'200': 7.114223865126564, '400': 7.885313601550103, '600': 8.65057386490218, '800': 9.119137540119741, '1000': 9.495390226278918}"
0.01,0.45,"[0.5, 0.3]","[0.7, 0.3, 0.1]",4.667555555555556,1.9478776547885885,"{'200': 2.965496194261037, '400': 4.48768974274924, '600': 5.446384697610816, '800': 5.810684567342372, '1000': 6.2323243262064265}","{'200': 8.529817524744297, '400': 9.240434541968446, '600': 9.73048841421935, '800': 9.997741690824657, '1000': 10.27307191589404}"
0.01,0.45,"[0.5, 0.5]","[0.7, 0.3, 0.1]",4.715111111111112,2.3414835014695963,"{'200': 2.1696115761562726, '400': 4.122761798891288, '600': 5.968823655936809, '800': 6.979039415690566, '1000': 7.425858409847427}","{'200': 5.715226651746522, '400': 8.36171044448469, '600': 10.020855483139234, '800': 11.009637052315806, '1000': 11.667159188509526}"
0.01,0.45,"[0.5, 0.7]","[0.7, 0.3, 0.1]",4.702222222222223,1.63315766251066,"{'200': 1.8028038796477395, '400': 3.7252817193311993, '600': 5.328443796335484, '800': 7.0397652327696525, '1000': 7.8172143909135}","{'200': 6.4959614253662, '400': 7.329985659832905, '600': 8.18936946175106, '800': 9.173404633211854, '1000': 9.872222400716332}"
0.01,0.45,"[0.5, 0.9]","[0.7, 0.3, 0.1]",4.59688888888889,1.7584485867089674,"{'200': 2.8805368428312352, '400': 5.189429950315055, '600': 6.79012651081349, '800': 7.662326096733498, '1000': 7.941377556342551}","{'200': 8.423269651781936, '400': 10.620485110568813, '600': 10.679411012894452, '800': 11.036035460053835, '1000': 11.016440575332563}"
0.01,0.45,"[0.7, 0.1]","[0.7, 0.3, 0.1]",4.4413333333333345,2.0106976124939546,"{'200': 4.10769862700271, '400': 5.465044744763177, '600': 6.250425659719822, '800': 6.831260241757873, '1000': 7.128174911895312}","{'200': 10.11704624167131, '400': 10.033753956051429, '600': 10.30032116703492, '800': 10.48708102009822, '1000': 10.802600700935615}"
0.01,0.45,"[0.7, 0.3]","[0.7, 0.3, 0.1]",4.4586666666666686,2.002675543699811,"{'200': 2.999718107600133, '400': 3.9517686835975603, '600': 4.805456659959198, '800': 5.096164595680574, '1000': 5.846221328377447}","{'200': 8.494380515828615, '400': 8.649225966417973, '600': 8.95346745698387, '800': 9.206529868019274, '1000': 9.593045782917782}"
0.01,0.45,"[0.7, 0.5]","[0.7, 0.3, 0.1]",4.540000000000001,1.8137940591172113,"{'200': 2.8284199837781636, '400': 4.793138455631219, '600': 5.209467466290541, '800': 5.390097624324497, '1000': 5.725134992599454}","{'200': 8.027714677192318, '400': 8.924016195193493, '600': 8.961965057255266, '800': 9.071874015457523, '1000': 9.289918021896801}"
0.01,0.45,"[0.7, 0.7]","[0.7, 0.3, 0.1]",4.809777777777779,2.0081992916694613,"{'200': 1.6172721263707504, '400': 2.8634855567053306, '600': 3.4189580259471244, '800': 3.8231095639565535, '1000': 4.202076079898933}","{'200': 5.646612081616687, '400': 6.321673028095154, '600': 6.4346599195914855, '800': 6.626661719709045, '1000': 7.0709738290085795}"
0.01,0.45,"[0.7, 0.9]","[0.7, 0.3, 0.1]",5.009777777777779,2.04165781101632,"{'200': 0.9666695443675773, '400': 2.4280255685659364, '600': 3.6513422475943007, '800': 4.850964927864387, '1000': 5.862468144086942}","{'200': 3.3429609375074585, '400': 5.2621910190048204, '600': 6.986724799580505, '800': 8.24204375456046, '1000': 9.111254888449132}"
0.01,0.45,"[0.9, 0.1]","[0.7, 0.3, 0.1]",3.988888888888889,1.7998200184366857,"{'200': 3.6055065245791376, '400': 4.462277632073346, '600': 5.001451613977223, '800': 5.227788123795018, '1000': 5.671974129213961}","{'200': 9.375733234914355, '400': 8.768537880455952, '600': 8.48044193300602, '800': 8.517575512341434, '1000': 8.630361387198983}"
0.01,0.45,"[0.9, 0.3]","[0.7, 0.3, 0.1]",4.754222222222223,2.0369241396324225,"{'200': 0.945962286205816, '400': 2.8361574662543663, '600': 3.874171141884694, '800': 4.132055057887943, '1000': 4.598425386621102}","{'200': 3.2066161918954386, '400': 5.710883681722056, '600': 6.412052658580686, '800': 6.568531534778714, '1000': 6.92151086323006}"
0.01,0.45,"[0.9, 0.5]","[0.7, 0.3, 0.1]",4.791111111111113,2.038542204858083,"{'200': 1.5857297329716153, '400': 2.480344723621195, '600': 2.9315837989521834, '800': 3.7359550880742716, '1000': 4.478926374066925}","{'200': 5.630506465862373, '400': 5.757200505281956, '600': 5.670867181511283, '800': 6.302653106253529, '1000': 7.326658976987673}"
0.01,0.45,"[0.9, 0.7]","[0.7, 0.3, 0.1]",4.537333333333334,1.7200237724455374,"{'200': 1.9593007233937731, '400': 4.378096172322577, '600': 4.934836989399207, '800': 5.356024113815078, '1000': 5.525012232777599}","{'200': 6.078223795360176, '400': 7.746045831067575, '600': 7.8927921983395795, '800': 7.939613523929557, '1000': 8.079485053245937}"
0.01,0.45,"[0.9, 0.9]","[0.7, 0.3, 0.1]",5.025333333333334,2.005554065865867,"{'200': 1.4700302498212177, '400': 3.4816423150827793, '600': 4.526849205321258, '800': 4.744452229342036, '1000': 4.902689916229904}","{'200': 6.753799997428706, '400': 8.032607396965785, '600': 8.393749320551665, '800': 8.344171178997565, '1000': 8.443335621456889}"
0.01,0.7,"[0.1, 0.1]","[0.7, 0.3, 0.1]",2.8173333333333335,1.1284805910800793,"{'200': 6.62865494873388, '400': 8.347328032096899, '600': 8.86653898000561, '800': 9.764416515316773, '1000': 10.498660606864282}","{'200': 13.41749807085816, '400': 13.125780663900128, '600': 12.537779150611387, '800': 12.544699465779832, '1000': 12.916179746178285}"
0.01,0.7,"[0.1, 0.3]","[0.7, 0.3, 0.1]",3.2088888888888896,1.7894980329345276,"{'200': 7.520839274263311, '400': 12.08797100941564, '600': 13.733928405098967, '800': 14.783615901705499, '1000': 15.570676962831058}","{'200': 12.925375926305975, '400': 17.3421336159183, '600': 19.1334504040974, '800': 20.21298529347159, '1000': 21.501282903152255}"
0.01,0.7,"[0.1, 0.5]","[0.7, 0.3, 0.1]",3.249777777777778,1.8540747784139178,"{'200': 7.20229065549005, '400': 10.791871687374915, '600': 13.990451155347676, '800': 15.017888932796678, '1000': 16.321621892437516}","{'200': 15.30796976011135, '400': 16.92037762607476, '600': 19.647309151357998, '800': 20.801772124497628, '1000': 21.161252143358432}"
