tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.7, 0.7, 0.9]",4.159555555555557,1.4376245152728793,"{'200': 0.6133505022932135, '400': 2.5857387585829463, '600': 4.220767126285739, '800': 4.875545894609288, '1000': 5.786676362793513}","{'200': 0.5574387132309815, '400': 5.266447142667262, '600': 8.947266109359044, '800': 10.418105597645773, '1000': 11.643062257322963}"
0.01,0.2,"[0.1, 0.3]","[0.7, 0.7, 0.9]",4.51288888888889,1.6969889965232507,"{'200': 0.8422508200868124, '400': 4.44116935893998, '600': 6.618968261309014, '800': 7.779148705647674, '1000': 8.69808598058971}","{'200': 1.7012853420119984, '400': 9.246230254949037, '600': 11.477686200262552, '800': 13.011376119535397, '1000': 14.162609154577357}"
0.01,0.2,"[0.1, 0.5]","[0.7, 0.7, 0.9]",4.36488888888889,1.5486490488626565,"{'200': 0.9735371270040564, '400': 3.4416497349108837, '600': 6.860667076270607, '800': 9.69093406121499, '1000': 10.834297174604528}","{'200': 2.6476810128380404, '400': 7.019743336839449, '600': 11.270861390923828, '800': 15.194778328022885, '1000': 17.382826150727407}"
0.01,0.2,"[0.1, 0.7]","[0.7, 0.7, 0.9]",4.652000000000001,1.9159095316150327,"{'200': 1.932489008871663, '400': 5.231599580302985, '600': 7.884530386405278, '800': 9.662222825843823, '1000': 10.665967623816824}","{'200': 8.264846219987033, '400': 10.498382960314716, '600': 14.821563516170446, '800': 17.359741317175768, '1000': 19.32022406164564}"
0.01,0.2,"[0.1, 0.9]","[0.7, 0.7, 0.9]",4.365333333333335,1.529440856435231,"{'200': 3.8326428348999446, '400': 7.134039128716435, '600': 8.081643487674755, '800': 9.101923729125552, '1000': 10.263876643714934}","{'200': 21.749468171862095, '400': 26.145011408782114, '600': 27.757649408266655, '800': 29.248256655876666, '1000': 31.14353383258329}"
0.01,0.2,"[0.3, 0.1]","[0.7, 0.7, 0.9]",4.136000000000001,1.2479145269875924,"{'200': 0.49313715570289557, '400': 1.5674507902257002, '600': 2.5492497969424726, '800': 2.767778086155849, '1000': 3.906548533209589}","{'200': 0.45783554467617127, '400': 0.7982992058381277, '600': 3.9247659544449958, '800': 4.032416376828737, '1000': 7.0271069290067665}"
0.01,0.2,"[0.3, 0.3]","[0.7, 0.7, 0.9]",4.333333333333333,1.6145670214229784,"{'200': 0.6577968002432577, '400': 2.9149283536869053, '600': 4.3108548014633685, '800': 4.826427935128509, '1000': 5.363939409042207}","{'200': 0.7611371682966039, '400': 4.5465597993295725, '600': 7.01204620304021, '800': 7.510473773642693, '1000': 8.006757712919898}"
0.01,0.2,"[0.3, 0.5]","[0.7, 0.7, 0.9]",4.105333333333333,1.4778085878158316,"{'200': 0.7197483084007261, '400': 2.3983759955450603, '600': 3.723241909680071, '800': 4.429119592822903, '1000': 5.118520587675852}","{'200': 1.0215806992751575, '400': 5.943322987567069, '600': 9.215199297936266, '800': 10.695404451353019, '1000': 11.65259457858966}"
0.01,0.2,"[0.3, 0.7]","[0.7, 0.7, 0.9]",4.426222222222222,1.7285514666446897,"{'200': 0.5855192610471078, '400': 4.5782613253248226, '600': 6.096337420341289, '800': 6.635784735660186, '1000': 7.79981895503609}","{'200': 0.5927849967042891, '400': 11.997504401591941, '600': 15.836669428754806, '800': 17.20675366809939, '1000': 18.200992705386547}"
0.01,0.2,"[0.3, 0.9]","[0.7, 0.7, 0.9]",4.520000000000001,1.8180624607287594,"{'200': 0.5478906577050743, '400': 4.2918912894179915, '600': 5.841235426395086, '800': 7.38151174996727, '1000': 8.795728550218602}","{'200': 0.5350063091164916, '400': 8.894682015593173, '600': 12.617516878507871, '800': 14.319438051736741, '1000': 15.994307476114047}"
0.01,0.2,"[0.5, 0.1]","[0.7, 0.7, 0.9]",4.251555555555555,1.3040755866906135,"{'200': 0.6001045961564893, '400': 2.0095843740548287, '600': 2.8882369902622247, '800': 3.15729878352775, '1000': 3.3729155796046077}","{'200': 0.5967921779656055, '400': 2.8074809368728983, '600': 6.351662611612772, '800': 7.27908201587829, '1000': 8.004741265203036}"
0.01,0.2,"[0.5, 0.3]","[0.7, 0.7, 0.9]",4.6146666666666665,1.5599965811928356,"{'200': 0.5087405550510131, '400': 2.79705771032879, '600': 3.2226310878748747, '800': 3.499828357236201, '1000': 4.051910928002107}","{'200': 1.090365299519831, '400': 6.831802418478483, '600': 6.093073106507253, '800': 5.828604105522165, '1000': 6.6931024608755765}"
0.01,0.2,"[0.5, 0.5]","[0.7, 0.7, 0.9]",4.38488888888889,1.578123530191223,"{'200': 0.4616489394873844, '400': 3.073813189242742, '600': 3.998219985091516, '800': 5.066325611111843, '1000': 6.212132241274073}","{'200': 0.4132867751726719, '400': 6.40027964922243, '600': 7.487069885367305, '800': 8.514086831460785, '1000': 11.17792927643448}"
