tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.7, 0.7, 0.3]",4.20977777777778,1.7037037938808353,"{'200': 2.133673352241885, '400': 4.140460279113931, '600': 4.926697903555562, '800': 5.191167217213058, '1000': 5.789070139982502}","{'200': 6.197004817995942, '400': 7.851321383749627, '600': 7.485318638363349, '800': 7.457472218539949, '1000': 7.601989706326509}"
0.01,0.2,"[0.1, 0.3]","[0.7, 0.7, 0.3]",4.066666666666667,1.7352604671601588,"{'200': 2.8817350288983428, '400': 6.606550733357463, '600': 8.931240967066953, '800': 10.074234886113395, '1000': 10.761975548555638}","{'200': 6.925769996525872, '400': 12.759229799535264, '600': 15.024713931374844, '800': 15.81507056101903, '1000': 16.395867044617102}"
0.01,0.2,"[0.1, 0.5]","[0.7, 0.7, 0.3]",4.288000000000001,1.7496839079610291,"{'200': 2.3082886640245794, '400': 7.5831671073323035, '600': 10.074177540584744, '800': 11.551477781741811, '1000': 12.43458872969602}","{'200': 7.534963660824608, '400': 16.884221196916336, '600': 19.541445341672205, '800': 20.878789736665723, '1000': 21.664113252967724}"
0.01,0.2,"[0.1, 0.7]","[0.7, 0.7, 0.3]",3.861777777777779,1.001827860327509,"{'200': 0.6789939361901829, '400': 3.300897457120591, '600': 5.895868014021556, '800': 7.446269268416406, '1000': 8.517794750246436}","{'200': 0.5947429895574368, '400': 7.087528297606616, '600': 11.57624724264335, '800': 13.520523336330497, '1000': 14.285624900229143}"
0.01,0.2,"[0.1, 0.9]","[0.7, 0.7, 0.3]",4.199111111111112,1.442694735127786,"{'200': 1.1092591667730667, '400': 4.749647136509959, '600': 6.1039210905569234, '800': 8.115645348318235, '1000': 9.286560105254894}","{'200': 3.7400446333261184, '400': 10.839351104565488, '600': 13.95488021914048, '800': 15.412638761912872, '1000': 17.03925330283636}"
0.01,0.2,"[0.3, 0.1]","[0.7, 0.7, 0.3]",4.142666666666667,1.4008733783687313,"{'200': 0.5365903602998772, '400': 2.233779291012811, '600': 2.8022366625431516, '800': 3.0653301453045274, '1000': 3.281602574141905}","{'200': 0.5232844355523552, '400': 5.211049690299176, '600': 6.394585463578738, '800': 6.988933302670109, '1000': 7.646621775741504}"
0.01,0.2,"[0.3, 0.3]","[0.7, 0.7, 0.3]",4.145777777777778,1.356568364806972,"{'200': 1.3890644548943645, '400': 5.304926743770666, '600': 7.939196834010346, '800': 9.138548451763747, '1000': 10.517329325661228}","{'200': 5.540200264140608, '400': 15.643539791089779, '600': 19.79721189561212, '800': 21.698712418297784, '1000': 23.12014474499374}"
0.01,0.2,"[0.3, 0.5]","[0.7, 0.7, 0.3]",4.022222222222223,1.2080119368227176,"{'200': 1.2417454215763164, '400': 4.246716820711595, '600': 6.760842748629604, '800': 7.498473799360151, '1000': 8.343612325688877}","{'200': 4.707540151310036, '400': 10.759375100014791, '600': 14.386628894925053, '800': 15.96818741515753, '1000': 17.255250532982288}"
0.01,0.2,"[0.3, 0.7]","[0.7, 0.7, 0.3]",4.115111111111112,1.3496544779596529,"{'200': 0.789486200364905, '400': 3.6909393373273347, '600': 5.305747070823333, '800': 6.659115945770078, '1000': 7.958317461674711}","{'200': 1.5526959781946765, '400': 8.4527546656597, '600': 11.034155864898361, '800': 12.591062133989457, '1000': 13.672442261919256}"
0.01,0.2,"[0.3, 0.9]","[0.7, 0.7, 0.3]",4.28577777777778,1.5604137469685395,"{'200': 0.5412907008976129, '400': 4.248074732260311, '600': 5.865198716528535, '800': 7.231439955940219, '1000': 7.8283340881385595}","{'200': 0.5120214814386237, '400': 9.17716047881403, '600': 11.779698409396246, '800': 13.432482829142925, '1000': 14.44822851611547}"
0.01,0.2,"[0.5, 0.1]","[0.7, 0.7, 0.3]",3.98488888888889,1.1959127099736604,"{'200': 0.5052650367075101, '400': 2.3996322324256174, '600': 3.0091373446222254, '800': 4.030299134777476, '1000': 5.199096890023049}","{'200': 0.4391360292395008, '400': 3.8173110178927594, '600': 5.538388290217797, '800': 6.569688627710098, '1000': 8.847899538096721}"
0.01,0.2,"[0.5, 0.3]","[0.7, 0.7, 0.3]",4.353777777777779,1.79293339888561,"{'200': 1.4290493727711393, '400': 3.6747945525483368, '600': 5.283016608710966, '800': 5.8589757398734745, '1000': 6.785592778526904}","{'200': 6.1884074508654034, '400': 9.548081926865668, '600': 12.004071117341699, '800': 13.258904947606808, '1000': 14.67607152609543}"
0.01,0.2,"[0.5, 0.5]","[0.7, 0.7, 0.3]",4.163111111111112,1.3210026868880438,"{'200': 0.46242465098121616, '400': 3.6808077424316834, '600': 4.574189574550748, '800': 4.916419342326932, '1000': 5.162766423729155}","{'200': 0.4572566866949083, '400': 11.051870374787311, '600': 14.075256205812789, '800': 14.81112836489638, '1000': 15.40469741946371}"
0.01,0.2,"[0.5, 0.7]","[0.7, 0.7, 0.3]",4.206222222222224,1.8443707615804474,"{'200': 1.4038670185811464, '400': 4.537175281905073, '600': 7.137274981340505, '800': 9.025499424938625, '1000': 9.871168028479145}","{'200': 5.49502341493334, '400': 12.535191935632724, '600': 15.721421231086138, '800': 19.46268727440757, '1000': 21.293050380409795}"
0.01,0.2,"[0.5, 0.9]","[0.7, 0.7, 0.3]",4.174666666666668,1.4162385235388681,"{'200': 0.5990869572946335, '400': 3.6093734797605195, '600': 5.314096061753959, '800': 6.132217119402907, '1000': 6.661754823691551}","{'200': 0.5623790610347295, '400': 9.228140644005501, '600': 13.139149023940456, '800': 14.647850204225401, '1000': 15.5433426370927}"
0.01,0.2,"[0.7, 0.1]","[0.7, 0.7, 0.3]",4.1848888888888895,1.574582304009151,"{'200': 0.5549488629386305, '400': 1.8958568189769098, '600': 2.7293617497497067, '800': 3.48940759192309, '1000': 4.762713612932649}","{'200': 0.4888139442161531, '400': 3.0103259306622085, '600': 5.985159217681026, '800': 6.968309741429124, '1000': 9.442330293019568}"
