tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.7, 0.5, 0.7]",4.2826666666666675,1.3084586351887477,"{'200': 0.5977924400233159, '400': 3.60276271581643, '600': 4.949093523475467, '800': 6.140667662230934, '1000': 6.5615734930854535}","{'200': 0.665054434539774, '400': 10.008069217261125, '600': 11.233172205322278, '800': 12.658425113390189, '1000': 13.42182983642348}"
0.01,0.2,"[0.1, 0.3]","[0.7, 0.5, 0.7]",3.98488888888889,1.46828489851591,"{'200': 3.1444921703332125, '400': 5.1492297950859935, '600': 7.425104888354434, '800': 9.92422149817711, '1000': 12.289727748587552}","{'200': 13.257691870111842, '400': 16.780845312060293, '600': 18.67639562902334, '800': 20.593217039997047, '1000': 22.306041588830553}"
0.01,0.2,"[0.1, 0.5]","[0.7, 0.5, 0.7]",3.865333333333333,1.2069310944153633,"{'200': 1.3353332052700988, '400': 4.423079701647013, '600': 5.803508183483816, '800': 7.279919578660521, '1000': 8.589839058584845}","{'200': 4.574109068821385, '400': 11.984156869654313, '600': 13.392695723484579, '800': 14.665694656895706, '1000': 16.292047485499808}"
0.01,0.2,"[0.1, 0.7]","[0.7, 0.5, 0.7]",4.065333333333334,1.1507400517348239,"{'200': 1.1905928192880575, '400': 2.3181534015860334, '600': 3.5528362556224633, '800': 6.253359693268658, '1000': 8.11211696146257}","{'200': 4.7295044406179, '400': 5.253974920912166, '600': 6.928913313439513, '800': 13.983324473946285, '1000': 17.60606935905713}"
0.01,0.2,"[0.1, 0.9]","[0.7, 0.5, 0.7]",4.288000000000001,1.5611414627338125,"{'200': 1.5318360381540994, '400': 5.699773409162762, '600': 8.318333371361954, '800': 10.309085040972894, '1000': 11.494406070911387}","{'200': 5.926857377846557, '400': 11.631641929898233, '600': 15.683103691527167, '800': 18.253137365698564, '1000': 20.21342845236503}"
0.01,0.2,"[0.3, 0.1]","[0.7, 0.5, 0.7]",4.408000000000001,1.9686223045007332,"{'200': 1.940444188462797, '400': 5.923074967774231, '600': 8.647774207023067, '800': 10.901677148650242, '1000': 12.379373830870652}","{'200': 6.468335701212538, '400': 12.902116099930357, '600': 16.394720451435397, '800': 19.593908859108513, '1000': 21.527277766454716}"
0.01,0.2,"[0.3, 0.3]","[0.7, 0.5, 0.7]",4.026222222222223,1.2573257138137612,"{'200': 0.5790898665574128, '400': 2.6869983312200643, '600': 4.524096460461856, '800': 5.346112463982504, '1000': 5.929104026526145}","{'200': 0.5208832725067577, '400': 5.451900962535256, '600': 8.580301464676724, '800': 10.378548693092075, '1000': 11.379631133591017}"
0.01,0.2,"[0.3, 0.5]","[0.7, 0.5, 0.7]",4.315111111111112,1.5425932310700736,"{'200': 0.4957063678382578, '400': 2.8477631679740063, '600': 3.671038543747151, '800': 4.006740697795027, '1000': 4.2241868859160725}","{'200': 0.4584829777706134, '400': 5.283398085431682, '600': 6.674475785688463, '800': 7.4540408689553175, '1000': 8.005866235037951}"
0.01,0.2,"[0.3, 0.7]","[0.7, 0.5, 0.7]",4.3066666666666675,1.479705676440044,"{'200': 1.2831013692990414, '400': 4.48096113762518, '600': 6.120951014274707, '800': 6.9366750978703475, '1000': 7.603629075470504}","{'200': 5.2680691463330485, '400': 10.413987935614278, '600': 12.567716394484625, '800': 13.876801100210047, '1000': 14.593952589068113}"
0.01,0.2,"[0.3, 0.9]","[0.7, 0.5, 0.7]",4.528444444444445,1.4686682638144675,"{'200': 1.21061000066361, '400': 6.501951612722818, '600': 8.399248124966878, '800': 9.102661519187206, '1000': 9.465514866431988}","{'200': 4.974069384488687, '400': 13.212217593069617, '600': 15.038111074103448, '800': 16.122727267918723, '1000': 16.67839213556558}"
