tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.7, 0.3, 0.7]",4.466666666666667,1.8424476473792502,"{'200': 0.6597155781780063, '400': 2.242368982899386, '600': 4.209114379620343, '800': 4.9942079638597985, '1000': 5.509594876797661}","{'200': 0.635110913730591, '400': 5.195679211606794, '600': 11.003479841576143, '800': 13.804292036232301, '1000': 15.57466552742424}"
0.01,0.2,"[0.1, 0.3]","[0.7, 0.3, 0.7]",4.2986666666666675,1.5949888191875623,"{'200': 0.6142449354522226, '400': 2.776636769940314, '600': 6.372421438006858, '800': 9.272936351286209, '1000': 10.55572273701161}","{'200': 0.5625074412776988, '400': 6.16903462112874, '600': 14.759110772891622, '800': 21.260408083145915, '1000': 24.24987299055071}"
0.01,0.2,"[0.1, 0.5]","[0.7, 0.3, 0.7]",3.8,1.4241972397732616,"{'200': 4.8746628091018955, '400': 7.719930337397259, '600': 10.156135238555883, '800': 11.9756145768503, '1000': 14.664908234389243}","{'200': 19.853780505862304, '400': 20.474388847446992, '600': 22.854351312158233, '800': 24.50923402315484, '1000': 26.1826109427649}"
0.01,0.2,"[0.1, 0.7]","[0.7, 0.3, 0.7]",4.014666666666667,1.6859387098389238,"{'200': 4.600788942980025, '400': 9.256609967828988, '600': 14.320232612853244, '800': 18.403152623442143, '1000': 21.148385333267118}","{'200': 17.527884143177463, '400': 23.779648174015275, '600': 28.249249845927594, '800': 32.20388831929923, '1000': 34.86249092823024}"
0.01,0.2,"[0.1, 0.9]","[0.7, 0.3, 0.7]",3.705777777777779,1.2088607839870253,"{'200': 7.4690863289173866, '400': 11.382527399256183, '600': 14.706261182730106, '800': 16.71203816890217, '1000': 19.60601397992121}","{'200': 26.839040816518448, '400': 37.532937965126266, '600': 40.41277150777915, '800': 42.25172964726493, '1000': 46.1188332479337}"
0.01,0.2,"[0.3, 0.1]","[0.7, 0.3, 0.7]",4.18888888888889,1.46525116879473,"{'200': 1.8383853649657331, '400': 3.8892408291576968, '600': 4.4023973418842415, '800': 5.13444252073843, '1000': 5.538359269549973}","{'200': 8.914279745174287, '400': 11.085961702766253, '600': 11.403776753688643, '800': 12.096068031770887, '1000': 12.865008433679636}"
0.01,0.2,"[0.3, 0.3]","[0.7, 0.3, 0.7]",3.9155555555555552,0.9554790667061108,"{'200': 0.5607982885766403, '400': 1.4928487738834162, '600': 1.8281421890782765, '800': 2.009295580794049, '1000': 2.168326697592433}","{'200': 0.4504766104376786, '400': 0.4953571251074442, '600': 0.3382641552201981, '800': 0.2748251188603874, '1000': 0.3954697259236178}"
0.01,0.2,"[0.3, 0.5]","[0.7, 0.3, 0.7]",4.607555555555556,1.6423088835952278,"{'200': 0.45081868254745333, '400': 2.569745288227975, '600': 3.455060822196404, '800': 4.214693452950014, '1000': 4.772884679564223}","{'200': 0.4534807502335219, '400': 8.054656240357728, '600': 10.740865890720347, '800': 11.841822342341016, '1000': 13.094933833641978}"
0.01,0.2,"[0.3, 0.7]","[0.7, 0.3, 0.7]",4.898222222222223,1.9680145537954286,"{'200': 0.4538923681062588, '400': 1.5326473261661084, '600': 2.0493847473820375, '800': 2.7297792247614976, '1000': 3.919890455724647}","{'200': 0.4902233878407712, '400': 1.0905539845844239, '600': 1.6190387554653127, '800': 3.3467901432246547, '1000': 5.702199898802249}"
0.01,0.2,"[0.3, 0.9]","[0.7, 0.3, 0.7]",4.621777777777778,1.5586422708226093,"{'200': 0.5677271112956227, '400': 3.093087899350917, '600': 4.922917918734651, '800': 5.689192436660062, '1000': 6.601694095145544}","{'200': 0.5686733558449769, '400': 9.367671183697427, '600': 12.898287766358342, '800': 14.715181419428685, '1000': 15.911894902197877}"
