tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.7, 0.5, 0.1]",3.866666666666668,1.2287590849669794,"{'200': 0.705195696944034, '400': 1.629443381427599, '600': 2.1290192889921, '800': 2.7043519739913857, '1000': 3.0068866941087946}","{'200': 0.6015996888241317, '400': 0.4924692228846683, '600': 0.9973476009023, '800': 3.1719184870257426, '1000': 4.425474177229738}"
0.01,0.2,"[0.1, 0.3]","[0.7, 0.5, 0.1]",4.146222222222223,1.5466656449549625,"{'200': 1.6272032570845676, '400': 2.557551794428046, '600': 3.2857035842284823, '800': 4.061819223414232, '1000': 5.486494501130543}","{'200': 6.70642987483411, '400': 5.720475956200974, '600': 5.983001562087047, '800': 7.085859834989789, '1000': 9.179355159255266}"
0.01,0.2,"[0.1, 0.5]","[0.7, 0.5, 0.1]",3.942666666666668,1.4847946360056365,"{'200': 1.7509514420486512, '400': 3.2121538149728464, '600': 5.829320011486, '800': 8.085615788887713, '1000': 11.061930756329721}","{'200': 7.573422987691627, '400': 7.7174671623932065, '600': 10.661823412663823, '800': 12.67541314793595, '1000': 15.541388883128654}"
0.01,0.2,"[0.1, 0.7]","[0.7, 0.5, 0.1]",3.803111111111112,1.3875827458365178,"{'200': 2.052190986875435, '400': 5.52880757684475, '600': 10.012964763040907, '800': 11.675663181351586, '1000': 12.80780947173157}","{'200': 9.02743738903199, '400': 11.884883989870566, '600': 17.29842461965484, '800': 19.618976378054988, '1000': 21.183898084679914}"
0.01,0.2,"[0.1, 0.9]","[0.7, 0.5, 0.1]",4.00488888888889,1.5532054628659226,"{'200': 2.8047798820087086, '400': 4.735454771856597, '600': 7.46616774402671, '800': 12.138357241495386, '1000': 14.350705407310887}","{'200': 10.382350945986394, '400': 11.414557612824215, '600': 13.454073888268757, '800': 17.66815268057317, '1000': 20.471738210302316}"
0.01,0.2,"[0.3, 0.1]","[0.7, 0.5, 0.1]",3.5120000000000005,1.334195721107747,"{'200': 0.7887288632994768, '400': 1.7388291701447416, '600': 2.509522902448818, '800': 3.2127593615154266, '1000': 3.9039974963169612}","{'200': 0.6023879994748994, '400': 1.0084406529131857, '600': 2.8846993925267532, '800': 4.726932944164191, '1000': 6.073974021727815}"
0.01,0.2,"[0.3, 0.3]","[0.7, 0.5, 0.1]",4.353777777777778,1.7939494466912804,"{'200': 0.6308381214844246, '400': 6.100547515849042, '600': 8.341615340767992, '800': 9.927800962732416, '1000': 11.072585107475353}","{'200': 0.6060767729298198, '400': 15.411799660072996, '600': 20.684104699615002, '800': 23.212235837632285, '1000': 24.635003909063556}"
0.01,0.2,"[0.3, 0.5]","[0.7, 0.5, 0.1]",4.1062222222222236,1.3472792152893245,"{'200': 0.6537976585561268, '400': 4.934600423208259, '600': 6.268610931009829, '800': 6.8629218832599, '1000': 8.058375449792765}","{'200': 0.5855758299144526, '400': 14.501770196866607, '600': 18.92202650947668, '800': 20.497677030504093, '1000': 22.16668986526121}"
0.01,0.2,"[0.3, 0.7]","[0.7, 0.5, 0.1]",3.9208888888888893,1.1606814516045154,"{'200': 0.538200451019856, '400': 3.670646986357442, '600': 4.714226758724103, '800': 5.177966120731119, '1000': 7.4911165143674845}","{'200': 0.4544263814402339, '400': 10.987788783057427, '600': 13.288729434855014, '800': 14.100164996621384, '1000': 17.08180497595528}"
0.01,0.2,"[0.3, 0.9]","[0.7, 0.5, 0.1]",3.9,1.3421839582478168,"{'200': 0.5943831872354203, '400': 5.957606506614958, '600': 7.676232013312655, '800': 9.14365287804927, '1000': 10.381460968096123}","{'200': 0.5202055457002294, '400': 13.463233921816046, '600': 17.886953720006613, '800': 19.61554725202247, '1000': 21.478122338937247}"
0.01,0.2,"[0.5, 0.1]","[0.7, 0.5, 0.1]",3.748444444444446,1.3164024301195631,"{'200': 0.6399964776130779, '400': 1.5273349513016696, '600': 1.9042052360787942, '800': 2.06160665427457, '1000': 2.9330068739926096}","{'200': 0.5319856257575233, '400': 0.5257135501683978, '600': 0.3084721081935408, '800': 0.39519766401083833, '1000': 5.160935640154262}"
0.01,0.2,"[0.5, 0.3]","[0.7, 0.5, 0.1]",4.601777777777779,1.8514226228484572,"{'200': 0.4937002895635542, '400': 1.564252214650934, '600': 2.5193243352047836, '800': 2.737654097496894, '1000': 2.855271013979652}","{'200': 0.4651224495336427, '400': 2.053308648294795, '600': 5.181861680583662, '800': 5.038844745733055, '1000': 4.970588855930427}"
0.01,0.2,"[0.5, 0.5]","[0.7, 0.5, 0.1]",4.238222222222223,1.3210287050273257,"{'200': 0.46436409797583944, '400': 3.162297713076659, '600': 4.326839769050126, '800': 4.808378779692345, '1000': 5.0361414271006995}","{'200': 0.4066644344537137, '400': 6.4807868875045855, '600': 9.402726833224659, '800': 10.620669146316635, '1000': 11.129487028322794}"
0.01,0.2,"[0.5, 0.7]","[0.7, 0.5, 0.1]",4.33288888888889,1.398431855444157,"{'200': 0.4548215897781648, '400': 1.510254445162559, '600': 3.309014506924567, '800': 4.37126932276556, '1000': 4.790751332374124}","{'200': 0.4471830769841256, '400': 0.683001456719561, '600': 6.900781555360888, '800': 10.658579959913988, '1000': 12.037945065801852}"
0.01,0.2,"[0.5, 0.9]","[0.7, 0.5, 0.1]",4.401333333333334,1.578631756370758,"{'200': 0.5626334417152872, '400': 2.9363352040916055, '600': 3.662162677449305, '800': 4.472604524088847, '1000': 4.805532497089834}","{'200': 0.5274977330886944, '400': 8.595462090753465, '600': 9.134367648120131, '800': 9.584169488853746, '1000': 10.220209544379399}"
0.01,0.2,"[0.7, 0.1]","[0.7, 0.5, 0.1]",3.7702222222222233,1.3663812529433588,"{'200': 1.5856740586193792, '400': 2.9457972343780647, '600': 3.4371561595405957, '800': 4.864881663913752, '1000': 6.860029234629029}","{'200': 6.784424951519149, '400': 6.822763961522838, '600': 7.355494461394879, '800': 10.879302226180181, '1000': 13.933646978630648}"
0.01,0.2,"[0.7, 0.3]","[0.7, 0.5, 0.1]",4.4253333333333345,1.4094121706110907,"{'200': 0.49560305465937726, '400': 2.4969930789816814, '600': 3.590900229121754, '800': 4.389164126991083, '1000': 5.525358265521706}","{'200': 0.5039063060592203, '400': 6.6259931094413, '600': 8.181855969722067, '800': 9.19535609407846, '1000': 11.605726760629}"
0.01,0.2,"[0.7, 0.5]","[0.7, 0.5, 0.1]",4.331111111111112,1.5472387192417945,"{'200': 0.501289035420899, '400': 1.4736298616477965, '600': 2.152837438907263, '800': 2.5287467098899823, '1000': 2.6359058862112335}","{'200': 0.4646563923695025, '400': 0.49317996572144185, '600': 2.083835081028998, '800': 3.512713455065898, '1000': 3.4637764073864554}"
0.01,0.2,"[0.7, 0.7]","[0.7, 0.5, 0.1]",4.638222222222223,1.5509757343024626,"{'200': 0.4758736040923791, '400': 1.6235757471520518, '600': 2.479243602718581, '800': 2.857287710872042, '1000': 3.238318609151954}","{'200': 0.48566585800641093, '400': 1.1637758935793885, '600': 4.221003219810528, '800': 4.5357830708538724, '1000': 5.285978146098937}"
0.01,0.2,"[0.7, 0.9]","[0.7, 0.5, 0.1]",4.029333333333334,1.3331239835647528,"{'200': 0.5457590661300747, '400': 2.2155659729830277, '600': 2.6454606603887583, '800': 3.3862368670188094, '1000': 3.932579612748673}","{'200': 0.4910490956151467, '400': 4.143352635366009, '600': 4.9019338004168205, '800': 6.170944217837306, '1000': 6.723625799272748}"
0.01,0.2,"[0.9, 0.1]","[0.7, 0.5, 0.1]",3.786222222222222,1.5276580316708306,"{'200': 2.963094372258827, '400': 5.20181769532605, '600': 6.121094490095141, '800': 6.916098806187892, '1000': 7.224111962163263}","{'200': 11.051025995773653, '400': 12.044392927729538, '600': 12.766367283790194, '800': 14.17099540824113, '1000': 14.74993217848805}"
0.01,0.2,"[0.9, 0.3]","[0.7, 0.5, 0.1]",4.192000000000001,1.4001866542238814,"{'200': 0.586948141496078, '400': 2.299711518750687, '600': 3.7295115831033914, '800': 4.205589178326777, '1000': 5.502694126658249}","{'200': 0.5662552455898974, '400': 4.341025570523975, '600': 7.016421545209103, '800': 7.53165160064293, '1000': 9.018659925064432}"
0.01,0.2,"[0.9, 0.5]","[0.7, 0.5, 0.1]",3.9057777777777787,1.2290239829300662,"{'200': 0.6661332656960121, '400': 4.755270779096677, '600': 6.363474949122425, '800': 6.675619194070574, '1000': 7.9148324512506}","{'200': 0.5523526747541032, '400': 11.612004840144222, '600': 14.455699038017224, '800': 15.207428030059685, '1000': 16.327196712992123}"
0.01,0.2,"[0.9, 0.7]","[0.7, 0.5, 0.1]",3.7088888888888896,1.164714981295562,"{'200': 1.1089734029412697, '400': 6.320818307018628, '600': 8.220991522995918, '800': 9.036219013322196, '1000': 10.484989074330338}","{'200': 3.153825603623503, '400': 12.310276610492659, '600': 14.404918424455245, '800': 15.16022612625539, '1000': 16.052788782066287}"
0.01,0.2,"[0.9, 0.9]","[0.7, 0.5, 0.1]",4.0551111111111116,1.376134073284402,"{'200': 0.6824655574501276, '400': 2.074163697760859, '600': 3.8101808491659352, '800': 5.402761932772517, '1000': 6.445352449472031}","{'200': 0.5522871488717405, '400': 2.804322307051631, '600': 7.125674300642687, '800': 9.945884696637117, '1000': 11.556061771994715}"
0.01,0.45,"[0.1, 0.1]","[0.7, 0.5, 0.1]",4.076000000000001,1.5488295222163375,"{'200': 1.6019365247019193, '400': 3.941823468048099, '600': 5.020867956061459, '800': 6.6192583679057115, '1000': 7.823592125732116}","{'200': 5.546518858887238, '400': 9.800816647647826, '600': 10.785759683150909, '800': 12.082872581612573, '1000': 13.621228734859924}"
0.01,0.45,"[0.1, 0.3]","[0.7, 0.5, 0.1]",4.356000000000001,1.7158223166232047,"{'200': 2.805782231461769, '400': 4.977118446713674, '600': 6.334126847234063, '800': 6.852379087570176, '1000': 7.178808388973296}","{'200': 9.029165481485776, '400': 10.908303908771881, '600': 12.079216938951998, '800': 12.789498931505396, '1000': 13.301502621460163}"
0.01,0.45,"[0.1, 0.5]","[0.7, 0.5, 0.1]",4.613333333333334,1.982801609395711,"{'200': 2.919377120146082, '400': 4.956575422561671, '600': 7.035817616752777, '800': 7.599560267728433, '1000': 8.426141434403096}","{'200': 9.699752273515386, '400': 11.170300155096772, '600': 13.006448256216931, '800': 13.773620540328157, '1000': 14.327076665341654}"
0.01,0.45,"[0.1, 0.7]","[0.7, 0.5, 0.1]",4.5360000000000005,1.81795782862713,"{'200': 2.603894772657556, '400': 4.218470370074881, '600': 5.076347528788792, '800': 5.710759115729869, '1000': 5.93771004772495}","{'200': 8.217881563549515, '400': 9.411106153700368, '600': 9.80271842222928, '800': 10.105189218422467, '1000': 10.179402449486945}"
0.01,0.45,"[0.1, 0.9]","[0.7, 0.5, 0.1]",4.869333333333334,1.9275988517669673,"{'200': 2.4957447816378626, '400': 3.333204415622509, '600': 4.333771757119796, '800': 6.488861929913234, '1000': 6.849303807284209}","{'200': 8.050360811478622, '400': 7.911099959033572, '600': 8.528360800423679, '800': 10.33120357299503, '1000': 10.688545760969902}"
0.01,0.45,"[0.3, 0.1]","[0.7, 0.5, 0.1]",4.223555555555556,2.0160568285151266,"{'200': 3.2297917328122243, '400': 4.878748105598862, '600': 5.7763647646104275, '800': 6.318601078074175, '1000': 6.768322606602062}","{'200': 8.752392599867143, '400': 9.236590804646562, '600': 9.389291343535037, '800': 9.59112276637716, '1000': 9.80712507971249}"
0.01,0.45,"[0.3, 0.3]","[0.7, 0.5, 0.1]",4.506222222222223,2.0605493214608672,"{'200': 4.241603425592718, '400': 6.605389711440369, '600': 7.575308977741877, '800': 7.860929741024672, '1000': 8.086736069526319}","{'200': 10.170654250050237, '400': 11.822653655211775, '600': 11.439788315525925, '800': 11.318671908253483, '1000': 11.482557659862925}"
0.01,0.45,"[0.3, 0.5]","[0.7, 0.5, 0.1]",4.596888888888891,1.9133261582005097,"{'200': 2.5950145921159122, '400': 4.292590994390451, '600': 4.781214496434635, '800': 5.168151096873428, '1000': 5.709278268510007}","{'200': 8.212926926518612, '400': 8.92130054963001, '600': 8.800495395082287, '800': 8.758209474987023, '1000': 8.928928372748805}"
0.01,0.45,"[0.3, 0.7]","[0.7, 0.5, 0.1]",4.268444444444445,2.089369873702548,"{'200': 3.1746854121779386, '400': 5.678901378836938, '600': 6.3730013595476045, '800': 6.8724216578099435, '1000': 7.78394349617833}","{'200': 8.702629686547706, '400': 10.10436848529164, '600': 10.360973353292538, '800': 10.574811688669111, '1000': 10.670902774364572}"
0.01,0.45,"[0.3, 0.9]","[0.7, 0.5, 0.1]",4.572444444444446,2.1316171800933525,"{'200': 1.2522398490403173, '400': 3.2530113555571405, '600': 4.450526132591336, '800': 5.987159539809124, '1000': 7.388287546317225}","{'200': 4.451080070021069, '400': 7.032586605005896, '600': 8.02187537014142, '800': 9.008956132689427, '1000': 9.643639981763902}"
0.01,0.45,"[0.5, 0.1]","[0.7, 0.5, 0.1]",4.166666666666667,1.9895772862037244,"{'200': 4.108579386943628, '400': 6.318314602076557, '600': 7.658280654158184, '800': 8.218546353413984, '1000': 8.558763141880428}","{'200': 10.584436638639534, '400': 12.203904735712184, '600': 12.859700350136015, '800': 13.423573034210563, '1000': 13.824069370215174}"
0.01,0.45,"[0.5, 0.3]","[0.7, 0.5, 0.1]",4.572444444444446,2.0090076661051186,"{'200': 1.6173270013677774, '400': 3.9678093568588717, '600': 5.002532535939073, '800': 5.832978250690106, '1000': 6.017133017634421}","{'200': 5.160492611399826, '400': 8.49205696261916, '600': 9.018527347820251, '800': 9.856262134858591, '1000': 9.976999569748287}"
0.01,0.45,"[0.5, 0.5]","[0.7, 0.5, 0.1]",4.419555555555557,1.6972264375288626,"{'200': 1.5036875099681712, '400': 3.0012073186259696, '600': 3.41994087777189, '800': 3.5497218503875074, '1000': 3.6446796910403063}","{'200': 5.862679710130403, '400': 7.400259042623392, '600': 7.627818342675921, '800': 7.409476621075628, '1000': 7.4651553184841575}"
0.01,0.45,"[0.5, 0.7]","[0.7, 0.5, 0.1]",4.674222222222223,2.0322144341020807,"{'200': 2.656636019639754, '400': 3.7127211299017104, '600': 4.815051143161221, '800': 5.5991766822454085, '1000': 6.026829188934372}","{'200': 8.741783892077228, '400': 9.149107619715492, '600': 9.965719619062085, '800': 10.731620145775445, '1000': 11.327585049689553}"
0.01,0.45,"[0.5, 0.9]","[0.7, 0.5, 0.1]",5.032000000000001,2.4248689311658342,"{'200': 2.3479938736668373, '400': 4.200713137457531, '600': 5.65349668331027, '800': 6.18109996696771, '1000': 6.7416749647251235}","{'200': 8.921168294212212, '400': 10.36349316982306, '600': 11.43175512035308, '800': 12.080142336557428, '1000': 12.52204255895376}"
0.01,0.45,"[0.7, 0.1]","[0.7, 0.5, 0.1]",4.704888888888888,1.8523889946915357,"{'200': 0.48788967482087975, '400': 2.2274932331263533, '600': 3.3130492113134635, '800': 4.112718511689793, '1000': 4.7407889719853165}","{'200': 0.5534727178381875, '400': 3.7756600660305972, '600': 6.064539472566413, '800': 7.204644379765742, '1000': 8.336788336879936}"
0.01,0.45,"[0.7, 0.3]","[0.7, 0.5, 0.1]",5.00177777777778,1.8744116574883956,"{'200': 1.2447991912209722, '400': 2.2612662134823918, '600': 3.1254132394523357, '800': 3.7291918161478703, '1000': 3.9475190561287263}","{'200': 5.942486023174254, '400': 6.009110065822191, '600': 6.116094689239977, '800': 6.125607086542643, '1000': 6.188538446419308}"
0.01,0.45,"[0.7, 0.5]","[0.7, 0.5, 0.1]",4.7328888888888905,1.8167622265047019,"{'200': 0.9832261866540442, '400': 2.3345141235819202, '600': 3.4987497834317653, '800': 4.042217281591899, '1000': 4.36798671950947}","{'200': 4.099835241882413, '400': 5.634059892060108, '600': 6.451038204011534, '800': 7.521695836430437, '1000': 8.169949152938036}"
0.01,0.45,"[0.7, 0.7]","[0.7, 0.5, 0.1]",4.770222222222222,1.7880771657334265,"{'200': 0.5196978260135425, '400': 1.8531349772197974, '600': 2.77876944885908, '800': 3.052314464471917, '1000': 3.1808758330601985}","{'200': 0.7965017949882901, '400': 2.7157135786780344, '600': 4.2851437275861475, '800': 4.740350153130348, '1000': 4.940660813489478}"
0.01,0.45,"[0.7, 0.9]","[0.7, 0.5, 0.1]",4.987111111111113,1.8790927151417423,"{'200': 1.237087825081594, '400': 2.8147461972977506, '600': 3.355468447895751, '800': 3.995487619157969, '1000': 4.9375699309915895}","{'200': 5.454067979014674, '400': 7.18706505578214, '600': 7.6791940826400245, '800': 8.138120903267398, '1000': 8.894657419155148}"
0.01,0.45,"[0.9, 0.1]","[0.7, 0.5, 0.1]",4.608444444444445,1.8128895971233396,"{'200': 0.5364637880290751, '400': 2.231711046319894, '600': 3.1800959061247367, '800': 3.6635435440621316, '1000': 4.2750150335092005}","{'200': 0.8099217427669758, '400': 3.514050146565509, '600': 4.650646297360677, '800': 5.47662904493582, '1000': 6.014152025503105}"
0.01,0.45,"[0.9, 0.3]","[0.7, 0.5, 0.1]",4.824000000000001,1.9114001848557685,"{'200': 0.8188250824093958, '400': 1.5748019157064788, '600': 2.005118132759716, '800': 2.6295276158221497, '1000': 3.519911633441494}","{'200': 2.5351347325492686, '400': 2.024986801746261, '600': 1.5978272069804358, '800': 2.5866748477215102, '1000': 3.877866856492624}"
0.01,0.45,"[0.9, 0.5]","[0.7, 0.5, 0.1]",4.838666666666667,2.0259138952855604,"{'200': 0.8760660181932128, '400': 3.0004004512386584, '600': 4.285021727724887, '800': 5.417681652590553, '1000': 6.337425748551246}","{'200': 2.5430377062103853, '400': 5.833785139696534, '600': 7.232635746589447, '800': 8.462237326522695, '1000': 9.418192259365801}"
0.01,0.45,"[0.9, 0.7]","[0.7, 0.5, 0.1]",4.962666666666667,1.923744496779364,"{'200': 1.0057091491104526, '400': 3.262690188666769, '600': 4.107132184497477, '800': 4.81154518219787, '1000': 5.437836556433877}","{'200': 4.3636266155153525, '400': 6.205775018577319, '600': 6.816383573281418, '800': 7.424340501661799, '1000': 7.814128868519606}"
0.01,0.45,"[0.9, 0.9]","[0.7, 0.5, 0.1]",4.670666666666668,2.023016889038085,"{'200': 1.915576990488493, '400': 4.583535529021977, '600': 5.433533893008744, '800': 5.927459506127409, '1000': 6.399241654510553}","{'200': 5.63227180262114, '400': 8.552383567412797, '600': 9.087242670515066, '800': 9.468369363956592, '1000': 10.056267051711927}"
0.01,0.7,"[0.1, 0.1]","[0.7, 0.5, 0.1]",3.046222222222223,1.6315490783490783,"{'200': 5.495372160591739, '400': 8.602737957020299, '600': 10.108955063726615, '800': 11.19526195679264, '1000': 11.658039835227795}","{'200': 11.431495232831436, '400': 12.810710174941255, '600': 13.141291452711503, '800': 13.262558008700271, '1000': 13.607601746111593}"
0.01,0.7,"[0.1, 0.3]","[0.7, 0.5, 0.1]",3.739111111111112,2.0133198920326403,"{'200': 6.5500596422937045, '400': 7.990727545071663, '600': 9.202268558964231, '800': 9.941903059808121, '1000': 10.940607643729901}","{'200': 13.115184989025957, '400': 12.348166551545953, '600': 13.957858262645209, '800': 15.116087583106173, '1000': 16.873337380285587}"
0.01,0.7,"[0.1, 0.5]","[0.7, 0.5, 0.1]",3.7435555555555564,1.9565924523751386,"{'200': 6.09863425033933, '400': 7.8141978339411855, '600': 8.987442072442674, '800': 9.306068844638682, '1000': 9.398270793856287}","{'200': 13.115030106402537, '400': 13.006056708873361, '600': 12.840806697335037, '800': 13.062240879491215, '1000': 13.178832609305244}"
