tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.7, 0.1, 0.9]",3.00888888888889,1.5388223812343174,"{'200': 6.761046287424499, '400': 13.761393918046698, '600': 17.899300007250844, '800': 19.824229514566685, '1000': 25.323460225840766}","{'200': 13.011877964202819, '400': 22.629549981976954, '600': 26.94799092294298, '800': 28.30625860762231, '1000': 31.584186341051634}"
0.01,0.2,"[0.1, 0.3]","[0.7, 0.1, 0.9]",2.9386666666666668,1.7012539166417484,"{'200': 9.54325604275987, '400': 15.331045374663793, '600': 19.57044512324398, '800': 24.94764928587447, '1000': 28.341248073397487}","{'200': 25.23109659488154, '400': 29.35880246825484, '600': 27.099094022418424, '800': 29.895360411209516, '1000': 32.30845931921595}"
0.01,0.2,"[0.1, 0.5]","[0.7, 0.1, 0.9]",2.9613333333333345,1.2755157562509551,"{'200': 4.0779715999192945, '400': 14.683400836468834, '600': 21.792349079710984, '800': 28.96970878071236, '1000': 36.03231702829083}","{'200': 9.834539756443837, '400': 30.073586590239593, '600': 37.83527265000396, '800': 42.352482633019136, '1000': 48.0971079414181}"
0.01,0.2,"[0.1, 0.7]","[0.7, 0.1, 0.9]",2.9937777777777783,1.4779675066175455,"{'200': 3.5440162015003427, '400': 17.819203726018763, '600': 23.013419025523707, '800': 27.09059960888798, '1000': 31.776088790655614}","{'200': 7.963749713401841, '400': 33.662829290377864, '600': 40.51097515930312, '800': 43.63698631808222, '1000': 46.77876896560925}"
0.01,0.2,"[0.1, 0.9]","[0.7, 0.1, 0.9]",2.7960000000000016,1.2079264142414565,"{'200': 3.031410940407115, '400': 16.084977310805577, '600': 24.8319565261206, '800': 29.84723901435588, '1000': 33.265372671653246}","{'200': 10.221363262614254, '400': 30.235183023176692, '600': 39.46665762659774, '800': 43.01284683929627, '1000': 44.81652271758307}"
0.01,0.2,"[0.3, 0.1]","[0.7, 0.1, 0.9]",3.7555555555555555,1.6020369749590058,"{'200': 1.1848982997244473, '400': 4.240324110556401, '600': 9.677095909200707, '800': 13.730784936061099, '1000': 16.43431816361596}","{'200': 2.488911015681392, '400': 7.822822205697253, '600': 16.290059454708228, '800': 20.74719966645478, '1000': 24.32078308675458}"
0.01,0.2,"[0.3, 0.3]","[0.7, 0.1, 0.9]",3.3524444444444446,1.4995542382922484,"{'200': 4.224987592897479, '400': 8.52552947548647, '600': 13.555553858938685, '800': 17.703995016950078, '1000': 20.18884114471106}","{'200': 12.943272983320501, '400': 19.06083395378335, '600': 24.14059956885012, '800': 27.867692377175025, '1000': 30.092044386867766}"
0.01,0.2,"[0.3, 0.5]","[0.7, 0.1, 0.9]",3.2120000000000006,1.2493368907811317,"{'200': 4.354850196955263, '400': 8.63480509018047, '600': 11.58462558287142, '800': 17.70872726851776, '1000': 20.675049196288878}","{'200': 15.039262456519694, '400': 20.904613455601055, '600': 24.614321075525154, '800': 28.91896855061053, '1000': 31.9235715840734}"
0.01,0.2,"[0.3, 0.7]","[0.7, 0.1, 0.9]",3.2262222222222237,1.1617444524677125,"{'200': 2.8410124274614543, '400': 6.106265241438135, '600': 9.501865505571544, '800': 12.274466348744665, '1000': 15.396617130854759}","{'200': 11.419620677450785, '400': 17.980854610949663, '600': 22.787161478578103, '800': 25.452718779976824, '1000': 28.483330748625104}"
0.01,0.2,"[0.3, 0.9]","[0.7, 0.1, 0.9]",3.6706666666666683,1.5965440453958328,"{'200': 2.3615185928879665, '400': 8.331513955519982, '600': 14.153008500814236, '800': 18.310633226682622, '1000': 21.167640198439106}","{'200': 8.21281524781512, '400': 25.93837380494518, '600': 30.81102322982614, '800': 34.93876645030558, '1000': 38.46269024623715}"
0.01,0.2,"[0.5, 0.1]","[0.7, 0.1, 0.9]",3.7311111111111117,1.3077244395806573,"{'200': 0.7796657969932685, '400': 2.0809263492879144, '600': 3.2595989821309805, '800': 4.517560651652536, '1000': 7.406342625360628}","{'200': 0.59736201792234, '400': 2.683511910365274, '600': 5.809659776935543, '800': 8.119658687991691, '1000': 13.630163496422796}"
0.01,0.2,"[0.5, 0.3]","[0.7, 0.1, 0.9]",3.7075555555555564,1.4620551069650107,"{'200': 0.7257443586357367, '400': 3.4685671842865564, '600': 6.945778990392991, '800': 9.47216240577998, '1000': 12.69590341391865}","{'200': 0.5700486564380616, '400': 11.424510701017265, '600': 16.50115669130888, '800': 20.54023370740211, '1000': 24.23857364509376}"
0.01,0.2,"[0.5, 0.5]","[0.7, 0.1, 0.9]",3.9640000000000013,1.5330121402722885,"{'200': 2.7937486258295374, '400': 10.672407436518668, '600': 15.563787665206174, '800': 18.22958528702839, '1000': 19.772138724439092}","{'200': 10.013881522509328, '400': 34.33680223872055, '600': 41.83956800112472, '800': 45.870084481639736, '1000': 49.005005732165095}"
0.01,0.2,"[0.5, 0.7]","[0.7, 0.1, 0.9]",3.6364444444444453,1.3711457586113973,"{'200': 1.429538298271909, '400': 5.444210937220174, '600': 8.005931789269098, '800': 9.54123782238793, '1000': 10.774202181100046}","{'200': 4.087608503615777, '400': 17.696991797013023, '600': 22.0129439422998, '800': 24.36622077101434, '1000': 26.0787948144052}"
0.01,0.2,"[0.5, 0.9]","[0.7, 0.1, 0.9]",3.4857777777777774,1.1078357056067847,"{'200': 0.8479368015762976, '400': 2.1993106244928247, '600': 5.154485936094207, '800': 8.017392765137577, '1000': 9.902561166901082}","{'200': 0.611082621433892, '400': 2.622784794171171, '600': 11.605262547714407, '800': 17.064392961998927, '1000': 20.66312355214591}"
0.01,0.2,"[0.7, 0.1]","[0.7, 0.1, 0.9]",3.644000000000001,1.1446773441552085,"{'200': 2.911544480980828, '400': 4.16635328809664, '600': 4.90530695448874, '800': 6.4493296668063795, '1000': 7.978277213314385}","{'200': 14.968358047527458, '400': 16.72039120810273, '600': 16.9590624523856, '800': 18.808261929914885, '1000': 21.496682403527842}"
