tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.7, 0.3, 0.9]",3.8715555555555556,1.2449470413645989,"{'200': 0.737132659062519, '400': 1.6412329987782552, '600': 3.9760716391002915, '800': 4.324236333782598, '1000': 4.538283429915556}","{'200': 0.6111744332592881, '400': 0.49672793063737436, '600': 9.573323764297328, '800': 10.209108716114256, '1000': 10.617432414045119}"
0.01,0.2,"[0.1, 0.3]","[0.7, 0.3, 0.9]",4.224444444444446,1.6091454675704338,"{'200': 2.4500593112968816, '400': 5.502311712940015, '600': 7.494735955159128, '800': 8.179409010281724, '1000': 8.720751106966802}","{'200': 12.207930561278253, '400': 17.420968287444094, '600': 19.35207015389891, '800': 20.529011728517286, '1000': 21.35049444111958}"
0.01,0.2,"[0.1, 0.5]","[0.7, 0.3, 0.9]",3.9422222222222234,1.6263454449079509,"{'200': 6.666844474368865, '400': 9.642218806817501, '600': 13.212301052811279, '800': 17.774297870632942, '1000': 20.689375673548934}","{'200': 19.73812066159436, '400': 24.9415734089456, '600': 26.219824498428718, '800': 29.26642151433474, '1000': 32.14633760010099}"
0.01,0.2,"[0.1, 0.7]","[0.7, 0.3, 0.9]",3.764000000000001,1.2558032400729728,"{'200': 2.6230172140153383, '400': 7.180245484707059, '600': 10.3158933031782, '800': 13.267642264034023, '1000': 16.09989169968749}","{'200': 7.582348521658458, '400': 15.151184542334377, '600': 19.645640013023666, '800': 22.246029638530143, '1000': 24.00177914429215}"
0.01,0.2,"[0.1, 0.9]","[0.7, 0.3, 0.9]",3.6222222222222227,1.1377656249350967,"{'200': 2.570716967841922, '400': 7.16886691031671, '600': 10.29192066378358, '800': 14.063630976217418, '1000': 16.841873504179883}","{'200': 8.725051243805083, '400': 17.546749100593214, '600': 20.12998893067966, '800': 22.972470911044322, '1000': 25.726723110439586}"
0.01,0.2,"[0.3, 0.1]","[0.7, 0.3, 0.9]",4.265333333333334,1.2353705696852442,"{'200': 0.5161393989204951, '400': 2.538333913348984, '600': 3.30731857882008, '800': 3.6487556824673977, '1000': 3.857344493452114}","{'200': 0.4701244294277446, '400': 4.624246709434854, '600': 6.5142318008418565, '800': 7.225753610447567, '1000': 7.696990043405082}"
0.01,0.2,"[0.3, 0.3]","[0.7, 0.3, 0.9]",4.171555555555558,1.391028325545219,"{'200': 0.5399323745734323, '400': 1.5292729659651667, '600': 1.8651001784993675, '800': 2.128606052178768, '1000': 2.7199848440142893}","{'200': 0.5067242539980591, '400': 0.6095551724108846, '600': 0.37658912888594137, '800': 0.7526508243294034, '1000': 2.7462676170598534}"
0.01,0.2,"[0.3, 0.5]","[0.7, 0.3, 0.9]",3.892444444444445,1.172107608930844,"{'200': 0.6062481001651099, '400': 3.1206006170711924, '600': 4.571652778410011, '800': 5.32019076665574, '1000': 6.608425525923018}","{'200': 0.49690855224153235, '400': 7.412296614897761, '600': 10.833055596191471, '800': 12.369761113983847, '1000': 13.548983989106011}"
0.01,0.2,"[0.3, 0.7]","[0.7, 0.3, 0.9]",4.1755555555555555,1.3436989668747417,"{'200': 0.5985517973278921, '400': 2.4716853702019623, '600': 3.6002692758447057, '800': 4.397875415930036, '1000': 5.2197759666659564}","{'200': 0.5213206500582199, '400': 5.715737508140327, '600': 7.303728586307936, '800': 9.325463116493847, '1000': 10.806146591233045}"
0.01,0.2,"[0.3, 0.9]","[0.7, 0.3, 0.9]",4.383111111111111,1.3962804911179356,"{'200': 0.45840104808933574, '400': 2.1340114241592256, '600': 6.507282251417484, '800': 10.745137027958782, '1000': 13.515594411024892}","{'200': 0.4468835822512249, '400': 4.915095003198625, '600': 15.540339403729057, '800': 25.010143518198582, '1000': 31.243094402792135}"
0.01,0.2,"[0.5, 0.1]","[0.7, 0.3, 0.9]",4.488444444444445,1.5778775555305025,"{'200': 0.5033359908992173, '400': 1.4866679227864623, '600': 1.8548791148688184, '800': 2.0593888803083784, '1000': 3.339233735695997}","{'200': 0.570672750917324, '400': 0.6469217186262535, '600': 0.37436065879833574, '800': 0.4777662139090505, '1000': 5.808038599639263}"
0.01,0.2,"[0.5, 0.3]","[0.7, 0.3, 0.9]",4.248444444444445,1.266866572919282,"{'200': 0.5439662633340203, '400': 3.2848912004120994, '600': 5.646619217566208, '800': 8.789041064852947, '1000': 10.597153206912214}","{'200': 0.5340483119024323, '400': 10.22645620921836, '600': 14.061919851611272, '800': 16.98174442499299, '1000': 19.63309666449228}"
0.01,0.2,"[0.5, 0.5]","[0.7, 0.3, 0.9]",4.197333333333334,1.3028079077302392,"{'200': 0.4799866505156914, '400': 2.464777105506598, '600': 4.126314948951891, '800': 5.074874173680064, '1000': 6.141708274639096}","{'200': 0.43020270013467915, '400': 4.008567404989663, '600': 7.504674967970852, '800': 9.499534905400171, '1000': 11.223469735821022}"
