reservoir_size,input_dim,spectral_radius,input_scale,leaking_rate,ridge_alpha,k_ring,p_rewire_frontal,p_rewire_other,P_lat,sigma,P_call,mean_T_VPT,std_dev
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.02,3,0.005,10.648200000000001,1.311150471913883
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.02,3,0.01,10.463400000000002,1.1239089108998117
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.02,5,0.005,10.631400000000001,1.0079087458693865
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.02,5,0.01,10.963200000000004,1.544786897924759
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.02,7,0.005,10.268400000000005,1.6935231442174028
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.02,7,0.01,10.377600000000001,1.220294980732118
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.04,3,0.005,10.204800000000004,1.1272842409969188
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.04,3,0.01,10.276800000000003,1.3108477257103512
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.04,5,0.005,10.4292,1.188359945471068
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.04,5,0.01,10.516800000000005,1.1499350242513708
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.04,7,0.005,10.532400000000003,1.3343552150758053
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.04,7,0.01,10.2696,1.3912244391182895
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.06,3,0.005,10.092000000000002,1.2336968833550646
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.06,3,0.01,10.552200000000001,1.6255218116038923
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.06,5,0.005,10.608600000000001,1.2127644618803768
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.06,5,0.01,10.534800000000006,1.767345399179232
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.06,7,0.005,10.335600000000001,1.2395488856838204
300,3,0.92,1,0.3,1e-08,6,0.2,0.05,0.06,7,0.01,10.537800000000002,1.1742539589032686
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.02,3,0.005,10.632600000000002,0.918413436312862
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.02,3,0.01,11.064600000000002,1.745784419680735
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.02,5,0.005,10.226400000000002,1.2161459780799349
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.02,5,0.01,11.172599999999997,2.0543310444035057
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.02,7,0.005,10.449000000000003,1.1667069040680265
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.02,7,0.01,10.156200000000002,1.2431445450952194
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.04,3,0.005,10.092600000000003,1.355270910187332
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.04,3,0.01,10.489200000000004,1.2131068213475675
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.04,5,0.005,10.2216,1.1219717643506002
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.04,5,0.01,10.636800000000001,0.9533424148751592
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.04,7,0.005,10.893000000000004,1.4933570905848343
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.04,7,0.01,10.552800000000007,1.3593669703211118
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.06,3,0.005,10.500600000000004,1.3428891391324904
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.06,3,0.01,10.216800000000003,1.3000486760117866
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.06,5,0.005,11.069400000000002,1.9975268809205045
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.06,5,0.01,10.420200000000001,1.0530676901320262
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.06,7,0.005,10.450800000000005,1.1636560316519653
300,3,0.92,1,0.3,1e-08,6,0.2,0.1,0.06,7,0.01,10.163999999999998,1.2472440017895452
300,3,0.92,1,0.3,1e-08,6,0.2,0.2,0.02,3,0.005,11.060400000000005,1.5421685510993934
300,3,0.92,1,0.3,1e-08,6,0.2,0.2,0.02,3,0.01,10.586400000000001,1.6620264257826949
300,3,0.92,1,0.3,1e-08,6,0.2,0.2,0.02,5,0.005,10.759800000000004,2.2200681881419766
300,3,0.92,1,0.3,1e-08,6,0.2,0.2,0.02,5,0.01,10.257600000000002,1.2574580072511363
300,3,0.92,1,0.3,1e-08,6,0.2,0.2,0.02,7,0.005,10.56,0.8892356268166496
300,3,0.92,1,0.3,1e-08,6,0.2,0.2,0.02,7,0.01,10.545600000000004,1.5557161180626753
300,3,0.92,1,0.3,1e-08,6,0.2,0.2,0.04,3,0.005,10.660800000000002,0.8502776958147259
300,3,0.92,1,0.3,1e-08,6,0.2,0.2,0.04,3,0.01,10.358400000000001,1.227724333879556
300,3,0.92,1,0.3,1e-08,6,0.2,0.2,0.04,5,0.005,10.735800000000003,1.5587396062203587
300,3,0.92,1,0.3,1e-08,6,0.2,0.2,0.04,5,0.01,10.463400000000002,1.4191730127084574
300,3,0.92,1,0.3,1e-08,6,0.2,0.2,0.04,7,0.005,10.469400000000002,1.4747005255305226
300,3,0.92,1,0.3,1e-08,6,0.2,0.2,0.04,7,0.01,10.286399999999999,1.1041376001205643
300,3,0.92,1,0.3,1e-08,6,0.2,0.2,0.06,3,0.005,10.594800000000001,1.1191947819749695
