reservoir_size,input_dim,spectral_radius,input_scale,leaking_rate,ridge_alpha,k_ring,p_rewire_frontal,p_rewire_other,P_lat,sigma,P_call,mean_T_VPT,std_dev
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.02,3,0.005,8.637,1.4014752941097461
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.02,3,0.01,8.9316,1.3199078149628483
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.02,5,0.005,8.914200000000001,1.542651341035945
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.02,5,0.01,8.6478,1.3293190587665547
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.02,7,0.005,8.6172,1.1969204484843592
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.02,7,0.01,8.5032,1.4926953339513058
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.04,3,0.005,8.7786,1.8755283095703996
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.04,3,0.01,8.79,1.706341349203025
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.04,5,0.005,7.44,2.0378105898242853
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.04,5,0.01,8.1594,1.5922974722080043
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.04,7,0.005,8.1456,1.2725268720148906
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.04,7,0.01,9.0354,1.2653243220613437
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.06,3,0.005,6.858000000000001,1.7967390461611283
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.06,3,0.01,7.131600000000001,2.0434738657492053
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.06,5,0.005,7.848600000000001,1.195914394929671
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.06,5,0.01,8.424,1.655556462341287
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.06,7,0.005,8.566799999999999,1.2274269672774836
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.05,0.06,7,0.01,8.649600000000001,1.202005923446303
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.02,3,0.005,9.1668,1.9277483653215737
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.02,3,0.01,8.7696,1.9013396961090356
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.02,5,0.005,9.1188,1.2725172533211482
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.02,5,0.01,8.685,1.433925311862511
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.02,7,0.005,8.4474,1.1165722726272576
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.02,7,0.01,8.768400000000002,1.5364222857014282
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.04,3,0.005,8.584800000000001,1.1986156014335874
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.04,3,0.01,8.7156,1.3917263524127148
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.04,5,0.005,8.363999999999999,1.871049758825243
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.04,5,0.01,7.867199999999999,1.1685492544176308
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.04,7,0.005,8.2272,1.3552134001698777
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.04,7,0.01,7.7916,2.1358992111052433
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.06,3,0.005,8.387399999999998,1.4473722534303328
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.06,3,0.01,8.6778,1.524635418714913
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.06,5,0.005,7.710000000000002,1.8779463251115571
300,3,0.92,0.4,0.3,1e-08,6,0.2,0.1,0.06,5,0.01,7.7022,1.4409847882611393
