reservoir_size,input_dim,spectral_radius,input_scale,leaking_rate,ridge_alpha,k_ring,p_rewire_frontal,p_rewire_other,P_lat,sigma,P_call,mean_T_VPT,std_dev
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.02,3,0.005,10.648800000000001,1.1632011691878579
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.02,3,0.01,10.545600000000002,1.5678522379357054
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.02,5,0.005,10.765200000000004,1.325032588278492
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.02,5,0.01,10.458,1.2401725686371223
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.02,7,0.005,10.097399999999999,1.5306950186108261
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.02,7,0.01,10.386,1.4538459340659171
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.04,3,0.005,10.372800000000003,0.7795189285706925
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.04,3,0.01,9.9414,1.186108949464593
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.04,5,0.005,10.523400000000004,1.1576998056491152
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.04,5,0.01,10.473600000000003,1.2314485129310118
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.04,7,0.005,10.289400000000002,1.2835946556448417
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.04,7,0.01,10.195200000000002,1.0359892663536623
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.06,3,0.005,10.079400000000001,1.3996585440742324
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.06,3,0.01,10.3272,1.3183074603445133
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.06,5,0.005,10.765800000000004,1.4740842445396394
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.06,5,0.01,10.660200000000001,2.2095060896046426
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.06,7,0.005,10.527,1.4675103406790697
300,3,0.95,1,0.3,1e-08,6,0.2,0.05,0.06,7,0.01,10.332000000000003,1.4420984709790108
300,3,0.95,1,0.3,1e-08,6,0.2,0.1,0.02,3,0.005,10.581000000000001,0.6502807086174398
300,3,0.95,1,0.3,1e-08,6,0.2,0.1,0.02,3,0.01,10.540200000000002,1.1504491123035392
300,3,0.95,1,0.3,1e-08,6,0.2,0.1,0.02,5,0.005,10.0716,1.122664615991793
300,3,0.95,1,0.3,1e-08,6,0.2,0.1,0.02,5,0.01,10.544400000000001,1.3310867139296376
300,3,0.95,1,0.3,1e-08,6,0.2,0.1,0.02,7,0.005,10.4928,1.2478119089029405
300,3,0.95,1,0.3,1e-08,6,0.2,0.1,0.02,7,0.01,10.440000000000003,1.0345016191384133
