reservoir_size,input_dim,spectral_radius,input_scale,leaking_rate,ridge_alpha,k_ring,p_rewire_frontal,p_rewire_other,P_lat,sigma,P_call,mean_T_VPT,std_dev
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.02,3,0.005,9.329400000000001,1.2576419363236897
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.02,3,0.01,9.561000000000002,1.2108625851020414
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.02,5,0.005,9.295800000000002,1.3198855859505398
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.02,5,0.01,9.618600000000002,1.4045420748414763
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.02,7,0.005,9.165600000000001,1.4754833242026155
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.02,7,0.01,9.165600000000003,1.4269993132444032
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.04,3,0.005,10.144800000000004,2.046954850503547
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.04,3,0.01,9.402600000000001,1.3901197214628673
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.04,5,0.005,9.642600000000003,1.5206406676134896
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.04,5,0.01,9.859800000000002,1.2957556714134029
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.04,7,0.005,9.2064,1.2581191676466905
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.04,7,0.01,9.766200000000001,1.3394764499609535
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.06,3,0.005,8.707799999999999,2.551045973713528
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.06,3,0.01,8.295,2.4387047791809486
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.06,5,0.005,9.915000000000001,1.3048868916499996
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.06,5,0.01,9.6546,1.307321245907065
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.06,7,0.005,9.772200000000002,2.161286366958344
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.05,0.06,7,0.01,9.3096,1.3120868263952654
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.02,3,0.005,9.456000000000001,1.3803808170211573
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.02,3,0.01,10.125000000000002,1.737540848440692
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.02,5,0.005,9.3918,1.1491528880005486
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.02,5,0.01,9.5592,1.4564801955399183
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.02,7,0.005,9.358800000000002,1.264081389784693
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.02,7,0.01,9.474600000000002,1.4720690337073188
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.04,3,0.005,9.185400000000003,1.2535217748407879
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.04,3,0.01,9.976800000000003,1.0873542936872045
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.04,5,0.005,9.661200000000004,1.1969836089103312
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.04,5,0.01,9.453000000000001,1.2631339596416524
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.04,7,0.005,9.357,1.4003574543665624
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.04,7,0.01,9.101400000000002,1.294169401585434
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.06,3,0.005,9.0966,1.2954705863121712
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.06,3,0.01,9.498000000000001,1.2848380442686151
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.06,5,0.005,9.436800000000002,1.298688322885826
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.06,5,0.01,9.3702,1.3441045941443694
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.06,7,0.005,9.5688,1.5393708325156747
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.1,0.06,7,0.01,10.0212,1.629425469298918
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.02,3,0.005,9.567000000000002,1.2183908239969636
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.02,3,0.01,9.621000000000002,1.7274483494449264
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.02,5,0.005,9.056400000000002,1.418789286680725
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.02,5,0.01,9.151800000000001,1.524411086288735
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.02,7,0.005,9.657600000000002,1.2225762307520949
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.02,7,0.01,9.749400000000003,2.046927854126764
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.04,3,0.005,8.933400000000002,1.4204737378776144
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.04,3,0.01,9.519000000000004,1.750528663004408
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.04,5,0.005,9.5664,1.54185337824321
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.04,5,0.01,9.387,1.333035408381938
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.04,7,0.005,9.283200000000003,1.6646054667698287
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.04,7,0.01,9.6552,1.7058935957438845
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.06,3,0.005,9.243,1.9632367661593948
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.06,3,0.01,9.663000000000002,1.3021361679947296
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.06,5,0.005,9.1218,1.3013944674847817
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.06,5,0.01,9.120000000000001,1.2036903256236633
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.06,7,0.005,9.576600000000003,1.4141287211566
300,3,0.95,0.6,0.3,1e-08,6,0.2,0.2,0.06,7,0.01,9.339000000000002,1.6069009303625403
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.02,3,0.005,9.6156,1.2170839905281798
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.02,3,0.01,9.435000000000002,1.304448159184565
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.02,5,0.005,8.887800000000002,1.2563491393716952
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.02,5,0.01,9.3624,1.1851031347524146
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.02,7,0.005,9.663000000000004,1.501435113483097
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.02,7,0.01,10.053000000000003,1.4171213780054268
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.04,3,0.005,9.652800000000001,1.5163005506824827
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.04,3,0.01,9.3024,1.822351623589696
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.04,5,0.005,9.232800000000003,1.2903203323206212
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.04,5,0.01,9.786600000000002,1.4028391354677834
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.04,7,0.005,8.6958,2.4671924853971166
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.04,7,0.01,8.491800000000001,1.894330372453548
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.06,3,0.005,9.1098,1.4525256486547837
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.06,3,0.01,9.7368,1.7793370001211124
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.06,5,0.005,9.0144,1.3531275771338038
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.06,5,0.01,9.1386,1.3962412542250713
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.06,7,0.005,9.3498,1.4237661184337829
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.05,0.06,7,0.01,9.276000000000002,1.229338358630365
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.02,3,0.005,9.737400000000003,1.791384280382074
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.02,3,0.01,9.867600000000005,1.5974389002400056
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.02,5,0.005,9.804,1.906506963008528
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.02,5,0.01,9.2184,1.41078922592994
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.02,7,0.005,9.648000000000001,1.356472484055611
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.02,7,0.01,9.915600000000003,2.171299113434167
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.04,3,0.005,9.6702,1.3859040226509183
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.04,3,0.01,9.2934,1.456681996868225
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.04,5,0.005,9.5232,1.1177495962871113
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.04,5,0.01,9.4872,1.1901973617850108
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.04,7,0.005,9.293399999999998,1.1631505663498602
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.04,7,0.01,9.688800000000004,1.47327504560418
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.06,3,0.005,9.549599999999998,1.0881168319624501
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.06,3,0.01,9.229800000000001,1.1659099279103857
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.06,5,0.005,9.697200000000002,1.1691867943147498
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.06,5,0.01,9.416400000000003,1.3566534708612958
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.06,7,0.005,9.306000000000001,1.2928043935568911
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.1,0.06,7,0.01,9.2736,1.4300838576810808
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.02,3,0.005,9.723000000000003,1.339713476830027
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.02,3,0.01,9.207,1.3274740675433172
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.02,5,0.005,9.576000000000002,1.2209697784957663
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.02,5,0.01,9.3702,1.262574655218455
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.02,7,0.005,9.176400000000001,1.2982929715591929
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.02,7,0.01,8.8968,1.23601980566656
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.04,3,0.005,9.524400000000002,1.5454215735520194
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.04,3,0.01,9.4878,1.5394813282401314
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.04,5,0.005,9.6954,1.6905726958637417
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.04,5,0.01,9.890400000000003,1.416641041336865
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.04,7,0.005,8.7378,1.1619385353795613
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.04,7,0.01,8.5032,1.194216462790561
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.06,3,0.005,9.214200000000002,1.2831306870307484
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.06,3,0.01,9.712200000000003,1.4922617598799477
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.06,5,0.005,9.321599999999998,1.29192470368826
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.06,5,0.01,9.5724,1.2922479019135609
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.06,7,0.005,9.093,1.2139447269130503
300,3,0.95,0.6,0.3,1e-08,6,0.3,0.2,0.06,7,0.01,9.729600000000001,1.3053804962538704
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.02,3,0.005,9.925200000000002,1.5500957905884398
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.02,3,0.01,9.589800000000002,1.3955103582560755
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.02,5,0.005,10.024800000000003,1.274673981847907
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.02,5,0.01,9.3552,1.5095189167413574
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.02,7,0.005,9.747000000000002,1.5806196886031754
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.02,7,0.01,9.642000000000001,1.6080313429781152
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.04,3,0.005,9.2004,1.3728524465506118
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.04,3,0.01,9.344400000000002,1.2895818857288586
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.04,5,0.005,9.633000000000003,1.6008608309281604
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.04,5,0.01,9.629400000000002,1.4276279767502456
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.04,7,0.005,9.42,1.74177840151955
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.04,7,0.01,9.215399999999999,1.4599652187637893
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.06,3,0.005,9.803400000000003,1.8340606423998094
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.06,3,0.01,9.468000000000002,1.3159875379349153
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.06,5,0.005,9.200400000000002,1.2640882247691418
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.06,5,0.01,9.4638,1.538866193013544
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.06,7,0.005,9.162,1.3884445973822654
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.05,0.06,7,0.01,9.369000000000002,1.4324860208742
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.02,3,0.005,9.7506,1.741771064175772
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.02,3,0.01,9.342000000000002,1.3355223697115666
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.02,5,0.005,9.7182,1.4490864570480257
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.02,5,0.01,9.4776,1.4875867168000667
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.02,7,0.005,9.4458,1.4924209727821436
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.02,7,0.01,8.757599999999998,1.8057551993556598
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.04,3,0.005,9.1158,1.3448998327013062
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.04,3,0.01,8.8248,1.293972859066217
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.04,5,0.005,9.777000000000005,1.4779310538722699
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.04,5,0.01,9.207,1.7316882513893779
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.04,7,0.005,9.938400000000003,1.6376157791130384
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.04,7,0.01,10.120800000000001,1.6316443730176007
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.06,3,0.005,9.129000000000001,1.2572376863584698
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.06,3,0.01,9.442200000000003,1.433096074937057
300,3,0.95,0.6,0.3,1e-08,6,0.4,0.1,0.06,5,0.005,9.69,1.4255070676780242
