reservoir_size,input_dim,spectral_radius,input_scale,leaking_rate,ridge_alpha,k_ring,p_rewire_frontal,p_rewire_other,P_lat,sigma,P_call,mean_T_VPT,std_dev
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.02,3,0.005,9.594000000000003,1.403684579953773
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.02,3,0.01,9.849,1.124263759088587
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.02,5,0.005,9.4086,1.2232246073391426
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.02,5,0.01,9.713400000000002,1.3239607395991775
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.02,7,0.005,9.4626,1.7490971499605157
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.02,7,0.01,9.561600000000002,1.4443314854977027
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.04,3,0.005,9.264600000000002,1.2815203626942488
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.04,3,0.01,9.843000000000002,1.3511122085156366
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.04,5,0.005,9.349200000000002,1.5187890439425746
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.04,5,0.01,10.077600000000002,1.3771331961723958
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.04,7,0.005,9.174000000000001,1.3562362626032383
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.04,7,0.01,9.7536,1.3232937088945895
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.06,3,0.005,9.5358,1.7782183105569465
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.06,3,0.01,8.882399999999999,1.3392913947308103
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.06,5,0.005,9.799799999999998,1.3002487300512926
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.06,5,0.01,9.741600000000002,1.3370935045837296
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.06,7,0.005,9.773400000000002,1.1191357558401926
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.05,0.06,7,0.01,9.7002,1.600208098967131
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.02,3,0.005,9.3282,1.3046352593732853
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.02,3,0.01,9.858000000000004,1.4124310956644928
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.02,5,0.005,9.615600000000002,1.1590975109972408
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.02,5,0.01,9.4656,1.2892552268654949
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.02,7,0.005,9.394800000000002,1.5129420874574147
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.02,7,0.01,9.1812,1.2724861335197328
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.04,3,0.005,9.631200000000002,1.491908898022932
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.04,3,0.01,9.894000000000002,1.0590297446247674
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.04,5,0.005,9.7032,1.1469727808452992
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.04,5,0.01,9.459000000000001,1.319550605319857
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.04,7,0.005,9.1968,1.1168796533199092
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.04,7,0.01,9.571800000000003,1.7485446405511074
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.06,3,0.005,9.619200000000003,1.0906435531373213
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.06,3,0.01,9.3564,1.3110740024880372
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.06,5,0.005,10.145400000000002,1.3391442192684098
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.06,5,0.01,9.5106,1.627147454903826
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.06,7,0.005,9.606600000000002,1.4382375464435635
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.1,0.06,7,0.01,9.651000000000002,1.2126273129036802
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.02,3,0.005,9.690000000000001,1.3727863635686364
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.02,3,0.01,9.543600000000001,1.5445804090431807
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.02,5,0.005,9.362400000000003,1.4071405899909217
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.02,5,0.01,9.348600000000001,1.9853680867788719
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.02,7,0.005,9.8952,1.332388591965572
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.02,7,0.01,9.926400000000003,1.4379941029086312
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.04,3,0.005,8.959200000000003,1.2965076783420912
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.04,3,0.01,9.552600000000002,1.3268914198230386
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.04,5,0.005,9.8016,1.7834281146152204
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.04,5,0.01,9.954600000000003,1.371717186594963
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.04,7,0.005,9.5472,1.516996031636207
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.04,7,0.01,9.228,1.3415602856375852
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.06,3,0.005,8.938800000000002,1.2339092997461354
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.06,3,0.01,9.513,1.3639895160887416
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.06,5,0.005,9.5508,1.5845698974800702
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.06,5,0.01,9.348000000000003,1.329762986400208
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.06,7,0.005,9.855,1.3383073637995122
300,3,0.92,0.6,0.3,1e-08,6,0.2,0.2,0.06,7,0.01,9.3306,1.6668070194236648
300,3,0.92,0.6,0.3,1e-08,6,0.3,0.05,0.02,3,0.005,9.764400000000002,1.382440103584962
300,3,0.92,0.6,0.3,1e-08,6,0.3,0.05,0.02,3,0.01,9.939,1.8989222732908262
300,3,0.92,0.6,0.3,1e-08,6,0.3,0.05,0.02,5,0.005,9.4122,1.6529995644282551
300,3,0.92,0.6,0.3,1e-08,6,0.3,0.05,0.02,5,0.01,9.375599999999999,1.2578959575417996
300,3,0.92,0.6,0.3,1e-08,6,0.3,0.05,0.02,7,0.005,9.496200000000004,1.2681736316451306
300,3,0.92,0.6,0.3,1e-08,6,0.3,0.05,0.02,7,0.01,10.078200000000002,1.4807218374833264
300,3,0.92,0.6,0.3,1e-08,6,0.3,0.05,0.04,3,0.005,9.8958,1.7606458928472815
300,3,0.92,0.6,0.3,1e-08,6,0.3,0.05,0.04,3,0.01,9.334800000000001,1.3650884806487809
300,3,0.92,0.6,0.3,1e-08,6,0.3,0.05,0.04,5,0.005,9.547800000000002,1.1737295940718204
300,3,0.92,0.6,0.3,1e-08,6,0.3,0.05,0.04,5,0.01,9.836400000000001,1.611991761765549
300,3,0.92,0.6,0.3,1e-08,6,0.3,0.05,0.04,7,0.005,8.739,2.2139695119852028
