reservoir_size,input_dim,spectral_radius,input_scale,leaking_rate,ridge_alpha,k_ring,p_rewire_frontal,p_rewire_other,P_lat,sigma,P_call,mean_T_VPT,std_dev
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.02,3,0.005,5.733599999999999,2.3371816874175617
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.02,3,0.01,5.527799999999999,2.1460970061952005
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.02,5,0.005,4.7538,2.3124050596727206
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.02,5,0.01,5.3052,2.3078449168000867
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.02,7,0.005,6.4518,2.1842670990517616
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.02,7,0.01,6.1770000000000005,2.0082390793926908
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.04,3,0.005,4.1664,1.9296399249600948
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.04,3,0.01,4.112400000000001,1.941891819849912
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.04,5,0.005,5.412599999999999,2.1960449995389437
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.04,5,0.01,4.877400000000001,1.922966676778358
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.04,7,0.005,5.255400000000001,2.185180642418379
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.04,7,0.01,4.716600000000001,2.2832888647737937
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.06,3,0.005,4.748400000000001,2.351158318786721
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.06,3,0.01,4.3056,1.9867053732247266
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.06,5,0.005,4.6164000000000005,2.223121373204801
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.06,5,0.01,4.9338000000000015,2.0070032286969544
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.06,7,0.005,5.9658000000000015,1.6491555293543416
300,3,0.95,0.2,0.3,1e-08,6,0.2,0.05,0.06,7,0.01,6.269400000000001,1.2261171395914823
