reservoir_size,input_dim,spectral_radius,input_scale,leaking_rate,ridge_alpha,k_ring,p_rewire_frontal,p_rewire_other,P_lat,sigma,P_call,mean_T_VPT,std_dev
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.02,3,0.005,4.948800000000001,2.2043983669019536
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.02,3,0.01,5.376000000000001,1.9809179690234524
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.02,5,0.005,4.5756000000000006,2.4331375300216798
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.02,5,0.01,5.4197999999999995,2.3222295235398245
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.02,7,0.005,6.5946,2.2090944841721916
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.02,7,0.01,6.156000000000001,1.7793798919848454
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.04,3,0.005,3.718200000000001,1.8895409918813613
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.04,3,0.01,3.7074000000000007,2.375470319747228
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.04,5,0.005,5.597400000000001,2.0764411958926265
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.04,5,0.01,4.951200000000001,1.6043842931168328
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.04,7,0.005,4.908,2.252913313911567
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.04,7,0.01,4.6104,2.3464237980381975
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.06,3,0.005,4.306200000000001,2.173531034975117
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.06,3,0.01,4.114200000000001,1.9911866713093478
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.06,5,0.005,3.4362000000000004,1.8862039020211994
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.06,5,0.01,4.896600000000001,1.981485715315656
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.06,7,0.005,5.4624000000000015,1.415260484857823
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.05,0.06,7,0.01,6.500400000000001,1.530442759465378
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.1,0.02,3,0.005,4.735800000000001,2.5078866720806974
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.1,0.02,3,0.01,4.6734,2.441729395326189
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.1,0.02,5,0.005,4.3866000000000005,1.8657886375471364
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.1,0.02,5,0.01,4.239000000000002,1.625170083406657
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.1,0.02,7,0.005,4.666200000000001,1.6205577928602235
300,3,0.98,0.2,0.3,1e-08,6,0.2,0.1,0.02,7,0.01,4.2576,1.9401725284108111
