reservoir_size,input_dim,spectral_radius,input_scale,leaking_rate,ridge_alpha,k_ring,p_rewire_frontal,p_rewire_other,P_lat,sigma,P_call,mean_T_VPT,std_dev
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.02,3,0.005,10.270800000000005,1.2834021037850916
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.02,3,0.01,10.840800000000003,1.640259540438646
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.02,5,0.005,10.411200000000003,1.4892618842903347
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.02,5,0.01,9.823200000000002,1.365122763710282
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.02,7,0.005,9.739200000000004,1.190732614821648
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.02,7,0.01,10.123200000000002,1.5560969635597908
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.04,3,0.005,10.110600000000003,1.147483176347261
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.04,3,0.01,9.987600000000002,1.022211250182662
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.04,5,0.005,10.038000000000002,1.2228111873874887
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.04,5,0.01,10.434000000000003,1.222396007846884
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.04,7,0.005,9.753600000000002,1.463823431975319
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.04,7,0.01,10.545600000000002,1.7120812597537531
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.06,3,0.005,9.568800000000003,1.3108532183276653
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.06,3,0.01,9.768,1.2887072592330655
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.06,5,0.005,10.152600000000001,1.327935555665259
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.06,5,0.01,10.268400000000003,1.6544323014254767
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.06,7,0.005,9.885000000000003,1.4719193592041648
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.05,0.06,7,0.01,10.231800000000003,1.1180659908967805
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.02,3,0.005,10.265400000000003,1.3272576388930672
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.02,3,0.01,10.249800000000002,1.2669637563876877
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.02,5,0.005,9.853800000000005,1.5921789974748437
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.02,5,0.01,10.513800000000003,1.7156266377041363
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.02,7,0.005,10.002,1.4248023020756246
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.02,7,0.01,10.465200000000003,1.3920149999191815
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.04,3,0.005,10.287,1.4202730019260377
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.04,3,0.01,10.0242,1.534569763810039
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.04,5,0.005,9.7428,1.2353817871411255
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.04,5,0.01,9.889200000000004,1.6663023015047422
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.04,7,0.005,10.390199999999998,1.2612994727660833
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.04,7,0.01,10.063800000000004,1.6144996624341548
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.06,3,0.005,10.284000000000002,1.50550988040597
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.06,3,0.01,10.2156,1.3745742031625647
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.06,5,0.005,10.185000000000002,1.0928741007087688
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.06,5,0.01,10.125000000000002,1.648114377098871
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.06,7,0.005,10.1628,1.4065868476564103
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.1,0.06,7,0.01,10.188600000000003,1.2947617695931555
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.2,0.02,3,0.005,10.292400000000002,1.363313551608727
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.2,0.02,3,0.01,10.183200000000003,1.3950323867208247
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.2,0.02,5,0.005,10.104000000000003,1.4390496864250377
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.2,0.02,5,0.01,9.999600000000003,1.2653349912177405
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.2,0.02,7,0.005,10.039800000000003,1.2567531022440317
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.2,0.02,7,0.01,10.194600000000003,1.3073460291751375
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.2,0.04,3,0.005,9.811200000000001,1.142604813572916
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.2,0.04,3,0.01,10.192200000000003,1.3770543780112676
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.2,0.04,5,0.005,10.5162,1.5604984972757898
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.2,0.04,5,0.01,10.585200000000002,1.878616767730982
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.2,0.04,7,0.005,9.723600000000003,1.4867128303744472
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.2,0.04,7,0.01,10.007400000000002,1.1675280039468
300,3,0.92,0.8,0.3,1e-08,6,0.2,0.2,0.06,3,0.005,10.121400000000003,1.3660260758858156
