reservoir_size,input_dim,spectral_radius,input_scale,leaking_rate,ridge_alpha,k_ring,p_rewire_frontal,p_rewire_other,P_lat,sigma,P_call,mean_T_VPT,std_T_VPT,mean_NRMSEs,std_NRMSEs,mean_ADev,std_ADev
300,3,0.98,1.0,0.7,1e-08,6,0.3,0.1,0.04,3,0.005,11.311200000000001,1.7135957983141767,"{'200': 0.0006080051429354772, '400': 0.012340413661532955, '600': 0.2338450396990065, '800': 1.0153149151603391, '1000': 1.4385186777494887}","{'200': 0.0009292891400919408, '400': 0.01237424202300792, '600': 0.2809463402396665, '800': 0.39743233649803394, '1000': 0.2971916976421855}",29.22222222222222,11.875069850346872
300,3,0.98,1.0,0.7,1e-08,6,0.3,0.1,0.04,3,0.01,11.363199999999999,1.5099682645671733,"{'200': 0.00033378882493332793, '400': 0.011111425105118105, '600': 0.20153844922142364, '800': 0.9863786339936603, '1000': 1.393577776887295}","{'200': 0.00039266160021115003, '400': 0.016860627395734722, '600': 0.27143838619431393, '800': 0.43771446706252765, '1000': 0.3141106854230009}",27.511111111111113,11.000246910809112
300,3,0.98,1.0,0.7,1e-08,6,0.3,0.1,0.04,5,0.005,11.062000000000001,1.3660278181647691,"{'200': 0.0005191044492491094, '400': 0.01774863169106165, '600': 0.2758298764379109, '800': 1.137972808413723, '1000': 1.5248965186641175}","{'200': 0.000635967382150106, '400': 0.02128553491532774, '600': 0.31898574139655894, '800': 0.35919089628988954, '1000': 0.28729825932545844}",28.31111111111111,11.653940148621595
300,3,0.98,1.0,0.7,1e-08,6,0.3,0.1,0.04,5,0.01,11.194800000000003,1.2569643431696857,"{'200': 0.0004822924590921937, '400': 0.012976412111591493, '600': 0.22575372196276294, '800': 1.0116398505515196, '1000': 1.4399111773138122}","{'200': 0.0007612412815537499, '400': 0.016078822635653436, '600': 0.2806929777362349, '800': 0.36614556369960427, '1000': 0.2716325517552523}",27.377777777777776,11.128120314248722
300,3,0.98,1.0,0.7,1e-08,6,0.3,0.1,0.04,7,0.005,11.0044,1.1204630471372092,"{'200': 0.0005362483154050959, '400': 0.017608996841767775, '600': 0.24134832357540006, '800': 1.0718796582543282, '1000': 1.447859924509828}","{'200': 0.0008149152374441734, '400': 0.029161639642960004, '600': 0.2784293016063175, '800': 0.2980167757068827, '1000': 0.24293258272565846}",26.822222222222223,12.145943792776416
300,3,0.98,1.0,0.7,1e-08,6,0.3,0.1,0.04,7,0.01,10.7736,0.9164622414480585,"{'200': 0.0005444700242033043, '400': 0.015054066504548547, '600': 0.2648761949559464, '800': 1.1278563848851908, '1000': 1.5079582491640073}","{'200': 0.0007104404523386665, '400': 0.014221071172134553, '600': 0.28696551447586194, '800': 0.2676268764162396, '1000': 0.23490444985068562}",29.711111111111112,11.449642832318148
300,3,0.98,1.0,0.7,1e-08,6,0.3,0.1,0.06,3,0.005,11.010000000000002,1.142655853702242,"{'200': 0.0005336730470709365, '400': 0.012859093873183026, '600': 0.21548146875923235, '800': 1.062295245017716, '1000': 1.4528245678741374}","{'200': 0.0008861419255410513, '400': 0.01407055843439042, '600': 0.25660037862503554, '800': 0.29280613574830605, '1000': 0.23545894047233254}",30.511111111111113,11.160689389742958
300,3,0.98,1.0,0.7,1e-08,6,0.3,0.1,0.06,3,0.01,11.232800000000001,1.1498852812346108,"{'200': 0.0005495987438526867, '400': 0.013968856391596961, '600': 0.1790587832326998, '800': 0.9740004851813163, '1000': 1.3863295237995041}","{'200': 0.0010121770421556884, '400': 0.019271517656358282, '600': 0.23751742825118294, '800': 0.3746111569899311, '1000': 0.2716926476835805}",28.6,12.969022922161699
300,3,0.98,1.0,0.7,1e-08,6,0.3,0.1,0.06,5,0.005,11.1592,1.535746645772016,"{'200': 0.0005224199905770406, '400': 0.013767036473338136, '600': 0.21800240065735635, '800': 1.0331868411459977, '1000': 1.4306572051625983}","{'200': 0.0008514757480365944, '400': 0.019473455333808756, '600': 0.2897994564584063, '800': 0.35780314730722496, '1000': 0.26096141057613476}",28.8,11.638251109547728
300,3,0.98,1.0,0.7,1e-08,6,0.3,0.1,0.06,5,0.01,11.207200000000002,1.5901846936755495,"{'200': 0.0007184861593385436, '400': 0.013341019287067699, '600': 0.25538429118851413, '800': 1.0700168568729467, '1000': 1.466638170467883}","{'200': 0.0013999194627299745, '400': 0.016827409761081446, '600': 0.33081055777752133, '800': 0.38811523870647985, '1000': 0.3133356391248384}",29.0,12.121606054204754
