r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_T_VPT,mean_NRMSEs,std_NRMSEs,mean_NRMSEs_open_loop,std_NRMSEs_open_loop,mean_ADev,std_ADev
0.1,0.1,0.2,0.1,1e-08,0.1,3.378400000000001,1.901065974657376,"{'200': 0.2859893967501432, '400': 0.8783771692876583, '600': 1.0953525070531034, '800': 1.171055066858103, '1000': 1.2191536626069086}","{'200': 0.2935916330788854, '400': 0.3123422437074398, '600': 0.27308721421820653, '800': 0.17465186659528925, '1000': 0.14136597406133075}","{'200': 0.22577194637638098, '400': 0.15388979303691355, '600': 0.1250911514656184, '800': 0.10639218219056853, '1000': 0.09449414181901164}","{'200': 0.12157010527931257, '400': 0.0796986830776515, '600': 0.06591016764725903, '800': 0.056851283807403015, '1000': 0.050756897177218624}",30.022222222222222,12.706059602303302
0.1,0.1,0.2,0.1,1e-08,0.3,3.643200000000001,1.947953017913933,"{'200': 0.26193264692475376, '400': 0.8849146932116104, '600': 1.0664415888519128, '800': 1.1494902845228663, '1000': 1.2010479544772816}","{'200': 0.30630656559732145, '400': 0.3297639748297604, '600': 0.26939888984281507, '800': 0.16995670727029405, '1000': 0.13332257848541126}","{'200': 0.257371236656383, '400': 0.1721856697242698, '600': 0.14058336050240464, '800': 0.11880463065137446, '1000': 0.10533544187408436}","{'200': 0.14977154223736625, '400': 0.08713734318850477, '600': 0.07358838667469761, '800': 0.06038248268321785, '1000': 0.053394313899630313}",32.53333333333333,12.864421220301102
0.1,0.1,0.2,0.1,1e-08,0.5,3.3792000000000013,1.434004518821332,"{'200': 0.27208434050091895, '400': 0.9323640661364492, '600': 1.1169734776090843, '800': 1.1764038380326938, '1000': 1.2323293743450703}","{'200': 0.3097292480448647, '400': 0.2550391735542888, '600': 0.22673505086740559, '800': 0.1439418869402964, '1000': 0.1147796349054073}","{'200': 0.26076899965079464, '400': 0.17568449653042634, '600': 0.1429764440398736, '800': 0.12099121874646568, '1000': 0.1073948145768243}","{'200': 0.14752326138992744, '400': 0.08865996541478474, '600': 0.07427852037965992, '800': 0.06159714579695303, '1000': 0.05464086853502641}",31.666666666666668,9.761602782785667
0.1,0.1,0.2,0.1,1e-08,0.7,3.542000000000001,1.4554713325929851,"{'200': 0.2523758632424323, '400': 0.8911576015876668, '600': 1.082355032586202, '800': 1.1676450217145589, '1000': 1.2231571036523112}","{'200': 0.2980970703958237, '400': 0.3038320344493303, '600': 0.24909362414940928, '800': 0.16866352894929973, '1000': 0.1224503754289589}","{'200': 0.2508989697698677, '400': 0.16937261860310088, '600': 0.13749020006385632, '800': 0.11660997505161567, '1000': 0.10343512949042553}","{'200': 0.17775923405226046, '400': 0.10171420800653751, '600': 0.08554473023735638, '800': 0.06863872464497912, '1000': 0.06015577478615904}",29.4,10.853366093316653
0.1,0.1,0.2,0.1,1e-08,0.9,4.1336,1.6724192775736593,"{'200': 0.237626315728441, '400': 0.8709379694276508, '600': 1.0901206156295937, '800': 1.171533018520353, '1000': 1.2332550352149463}","{'200': 0.32043116461586346, '400': 0.34450786906682174, '600': 0.23507485196659195, '800': 0.13890711082559923, '1000': 0.11875640417523566}","{'200': 0.24006643001788583, '400': 0.16485620111650467, '600': 0.13380489319827743, '800': 0.11447036002930563, '1000': 0.10173681659487317}","{'200': 0.1493442774116723, '400': 0.09934014531878008, '600': 0.0814058785790339, '800': 0.07090323459550063, '1000': 0.06306385190030799}",32.55555555555556,11.465030029626915
0.1,0.1,0.2,0.3,1e-08,0.1,6.783199999999999,1.4714513107812985,"{'200': 0.01975902055735838, '400': 0.3002008289611933, '600': 0.789247452657454, '800': 0.9733212442932534, '1000': 1.0761122231926759}","{'200': 0.030446021065148363, '400': 0.25646611881151044, '600': 0.2545738053166766, '800': 0.16791738055196928, '1000': 0.1331206012177982}","{'200': 0.10832813072500538, '400': 0.07263935890459798, '600': 0.059163663571446284, '800': 0.050080437644860254, '1000': 0.04435651795893694}","{'200': 0.08183566884286259, '400': 0.04585435599329441, '600': 0.03912060782365424, '800': 0.031125847662512966, '1000': 0.027163072683105378}",30.68888888888889,10.138643832654942
0.1,0.1,0.2,0.3,1e-08,0.3,6.6016,1.4433618534518637,"{'200': 0.027459419188555448, '400': 0.33826486911547204, '600': 0.8234314352036256, '800': 1.0011945901568646, '1000': 1.1114254157320156}","{'200': 0.04513353531402407, '400': 0.2655863521675445, '600': 0.26813471693825464, '800': 0.1652310197099179, '1000': 0.12368075015121678}","{'200': 0.10431704352177879, '400': 0.07021106343103295, '600': 0.05732148602257122, '800': 0.048518912234367356, '1000': 0.04305762705461115}","{'200': 0.0563175144636361, '400': 0.033918041322377294, '600': 0.028679282359709696, '800': 0.023899896631068097, '1000': 0.0211960218605852}",31.844444444444445,9.392563383527431
0.1,0.1,0.2,0.3,1e-08,0.5,6.636799999999999,1.3195287643700688,"{'200': 0.021349947747003398, '400': 0.29006689011980963, '600': 0.8017733525054986, '800': 0.9777628380202973, '1000': 1.0856690313645039}","{'200': 0.03659023236265039, '400': 0.2839039700582207, '600': 0.28410735397925885, '800': 0.17707220350310807, '1000': 0.12774012326077763}","{'200': 0.08964485208909671, '400': 0.060126109351906036, '600': 0.04894732685383467, '800': 0.041573621611379966, '1000': 0.03681420357212222}","{'200': 0.061758487769308555, '400': 0.0382633652393772, '600': 0.03165317524709525, '800': 0.02716128046307945, '1000': 0.02393438458806199}",30.333333333333332,10.295630140986999
0.1,0.1,0.2,0.3,1e-08,0.7,6.5264,1.2931941230921205,"{'200': 0.021629637606444877, '400': 0.33883363613575085, '600': 0.8073874756117759, '800': 0.9739422888590894, '1000': 1.0890797883096863}","{'200': 0.031490809230875626, '400': 0.24846558457953238, '600': 0.21322607024532797, '800': 0.15132382313121398, '1000': 0.11400848808618974}","{'200': 0.10030278986797264, '400': 0.06717136045744387, '600': 0.05474987765097016, '800': 0.04614079859086098, '1000': 0.04091051451794291}","{'200': 0.057312719926822096, '400': 0.031127559777791126, '600': 0.026809733508245955, '800': 0.02099158314575029, '1000': 0.018373045037818603}",31.488888888888887,13.555846991402676
0.1,0.1,0.2,0.3,1e-08,0.9,6.912000000000001,1.8083685465081496,"{'200': 0.023431378877926696, '400': 0.2854645827075358, '600': 0.7672213764392539, '800': 0.9854925278778087, '1000': 1.0849088875762163}","{'200': 0.037363940850261096, '400': 0.30185317026211206, '600': 0.3227587182476671, '800': 0.19076026840472166, '1000': 0.13543494167921089}","{'200': 0.11975686289585778, '400': 0.07981495553081029, '600': 0.06527096483829724, '800': 0.05518354941346138, '1000': 0.048859571510275694}","{'200': 0.08980917378240513, '400': 0.0514264214741523, '600': 0.043711006385424855, '800': 0.035577947069467146, '1000': 0.031149678891200884}",28.444444444444443,11.546150018379008
0.1,0.1,0.2,0.5,1e-08,0.1,7.233999999999999,1.4219530231340276,"{'200': 0.010201187754658376, '400': 0.17170088421547697, '600': 0.6666501566843815, '800': 0.886786728840586, '1000': 1.0262357694547573}","{'200': 0.020270565241732305, '400': 0.21988445573339532, '600': 0.28734076329542146, '800': 0.18184712203483433, '1000': 0.13624629928054305}","{'200': 0.07022284304097386, '400': 0.0469610157387142, '600': 0.038204775365222814, '800': 0.032123099185212736, '1000': 0.028482829152895302}","{'200': 0.04520398307033931, '400': 0.02613907421071314, '600': 0.021991200961614343, '800': 0.017694972792458286, '1000': 0.015621962297782666}",30.355555555555554,10.035837019967893
0.1,0.1,0.2,0.5,1e-08,0.3,7.227600000000001,1.2803533262345987,"{'200': 0.007461423987601778, '400': 0.1756325703397288, '600': 0.6767989355518989, '800': 0.9290653822352957, '1000': 1.053539058800251}","{'200': 0.009120527903233906, '400': 0.1444335805408031, '600': 0.23586268943653524, '800': 0.14152174613641927, '1000': 0.11609931242829787}","{'200': 0.06939964122351644, '400': 0.04572870625575972, '600': 0.03747649943129749, '800': 0.03135927293215163, '1000': 0.02775573027640425}","{'200': 0.044569850201475816, '400': 0.023069326119676034, '600': 0.02023106289650358, '800': 0.015566135992817167, '1000': 0.01352651657357626}",32.4,10.337418547307749
