r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_T_VPT,mean_NRMSEs,std_NRMSEs,mean_NRMSEs_open_loop,std_NRMSEs_open_loop,mean_ADev,std_ADev
0.5,0.04,0.2,0.1,1e-08,0.1,4.485600000000001,1.844808673006499,"{'200': 0.17490072782311786, '400': 0.7598539133837974, '600': 1.0231477865098275, '800': 1.1215797380898858, '1000': 1.1994608641434832}","{'200': 0.24372221305636335, '400': 0.3494788616412007, '600': 0.28732535445887736, '800': 0.16779182742212748, '1000': 0.12304819671702845}","{'200': 0.29002836656207753, '400': 0.19660162653676766, '600': 0.1599488793887865, '800': 0.13593685835044114, '1000': 0.12068931746521284}","{'200': 0.14943271521468177, '400': 0.09448715618092562, '600': 0.0780525427330407, '800': 0.06631676455188222, '1000': 0.059174460114981516}",32.0,10.668749796589205
0.5,0.04,0.2,0.1,1e-08,0.3,4.412400000000001,2.068465866288346,"{'200': 0.19272140008624122, '400': 0.7447596886143126, '600': 1.0328823615830627, '800': 1.1164425999906296, '1000': 1.1853096492000958}","{'200': 0.2731277314515184, '400': 0.42892973905765625, '600': 0.31591459933904187, '800': 0.2120321517481181, '1000': 0.156185941644969}","{'200': 0.29808230581647016, '400': 0.20219845862588223, '600': 0.16397198716687478, '800': 0.13920822521957704, '1000': 0.12358231484235432}","{'200': 0.16170048542767673, '400': 0.09651745669011311, '600': 0.07959155362798202, '800': 0.06565671421824476, '1000': 0.05806155492777968}",32.6,13.494690313848135
0.5,0.04,0.2,0.1,1e-08,0.5,4.684800000000001,1.9065292444649258,"{'200': 0.1410789016333365, '400': 0.7359105242933224, '600': 1.0256759603006145, '800': 1.1359568869389505, '1000': 1.2034099731586108}","{'200': 0.19718286949579658, '400': 0.3542578555958292, '600': 0.2989015298862499, '800': 0.1707477946544295, '1000': 0.1314607302395023}","{'200': 0.23738862684463077, '400': 0.15857802620223763, '600': 0.12935960910062555, '800': 0.10955196303002462, '1000': 0.09704977820681046}","{'200': 0.1356957235645989, '400': 0.08047568916789496, '600': 0.06760129202402493, '800': 0.05658499730675922, '1000': 0.049944331953960655}",32.022222222222226,11.611275915895794
0.5,0.04,0.2,0.1,1e-08,0.7,4.4172,1.7470796661858323,"{'200': 0.17323406332091917, '400': 0.7643898965468923, '600': 1.060626962136914, '800': 1.1441816284229684, '1000': 1.2161399253599803}","{'200': 0.2548731797058065, '400': 0.3781803013515396, '600': 0.26926949308023473, '800': 0.16506635525514465, '1000': 0.12981645005479234}","{'200': 0.28070083072807606, '400': 0.19094035273308974, '600': 0.15426038229367076, '800': 0.13142046476353503, '1000': 0.11659483098740683}","{'200': 0.20159580786627804, '400': 0.13055870174440917, '600': 0.10455457581818124, '800': 0.08954834485344723, '1000': 0.07946875157032766}",31.555555555555557,10.159955283268953
0.5,0.04,0.2,0.1,1e-08,0.9,4.324400000000001,1.4140927268040093,"{'200': 0.1890458263834956, '400': 0.7908352958889681, '600': 1.0775777693475335, '800': 1.1630289479171374, '1000': 1.2277165474040246}","{'200': 0.25939879999700777, '400': 0.3370168080027833, '600': 0.2673775475168559, '800': 0.16014785826081285, '1000': 0.12239687288184782}","{'200': 0.2350670368874972, '400': 0.15903708230487262, '600': 0.1295417497920085, '800': 0.11038421338135236, '1000': 0.09800876376335783}","{'200': 0.15808297428112655, '400': 0.10584625876166136, '600': 0.08708319110255226, '800': 0.07542793250038898, '1000': 0.06733529805950784}",31.955555555555556,9.959820515017228
0.5,0.04,0.2,0.3,1e-08,0.1,6.478000000000002,1.548089403103064,"{'200': 0.024439295787463265, '400': 0.31309704954812445, '600': 0.7880850240286831, '800': 0.9812089067052654, '1000': 1.0980339478263301}","{'200': 0.03733302183540224, '400': 0.21532843010757352, '600': 0.22830433372146186, '800': 0.1540418670228729, '1000': 0.12034682172414701}","{'200': 0.16169142913224543, '400': 0.10990134223531284, '600': 0.08924173766965769, '800': 0.07575018742829231, '1000': 0.06726271028825331}","{'200': 0.098613170953508, '400': 0.06282180242968338, '600': 0.05181220914584954, '800': 0.04399614610822231, '1000': 0.03906563462302519}",27.177777777777777,10.863371461299336
0.5,0.04,0.2,0.3,1e-08,0.3,6.554400000000001,1.442316137329122,"{'200': 0.024214388758516472, '400': 0.335719992987177, '600': 0.8209186177948689, '800': 1.0158686393962097, '1000': 1.1161066206927361}","{'200': 0.03909336444312551, '400': 0.2613118799969107, '600': 0.2602169650712177, '800': 0.15768759878534439, '1000': 0.13159128765057018}","{'200': 0.18887629802241837, '400': 0.12801945038452694, '600': 0.10364808542922778, '800': 0.08799362300368077, '1000': 0.07801403800945107}","{'200': 0.12071356313267415, '400': 0.07485201874073728, '600': 0.06133218553653308, '800': 0.05166097695129556, '1000': 0.04556249772617628}",31.711111111111112,13.337702987683235
0.5,0.04,0.2,0.3,1e-08,0.5,6.274800000000001,1.2349533432482376,"{'200': 0.031115580939527772, '400': 0.3590204087238244, '600': 0.8309911065952481, '800': 1.0051253371162372, '1000': 1.107487720023463}","{'200': 0.0601466080386755, '400': 0.2726541005123735, '600': 0.24471206718148442, '800': 0.14281296054260662, '1000': 0.1206156342527048}","{'200': 0.15927058461531945, '400': 0.10465318813239978, '600': 0.08572924559333382, '800': 0.07153628319917975, '1000': 0.06320128944532835}","{'200': 0.14912711285730496, '400': 0.07804346715206618, '600': 0.0679071409097113, '800': 0.05100937724184631, '1000': 0.04398284215404905}",33.266666666666666,12.188154540828203
0.5,0.04,0.2,0.3,1e-08,0.7,6.338400000000002,1.5004492127359728,"{'200': 0.029881468231765077, '400': 0.3161236138426688, '600': 0.7777768271993568, '800': 0.9805782793600241, '1000': 1.0939710464608263}","{'200': 0.053277063956623225, '400': 0.25110195437616273, '600': 0.25420464645456414, '800': 0.1489205575396494, '1000': 0.11382425869570859}","{'200': 0.1549951001262221, '400': 0.10759693363826843, '600': 0.08709804139702622, '800': 0.07452173809846867, '1000': 0.06624865153261707}","{'200': 0.10552001350953912, '400': 0.07480162014859373, '600': 0.06038667516987828, '800': 0.053831312487576624, '1000': 0.047915199923980446}",32.333333333333336,12.489995996796797
0.5,0.04,0.2,0.3,1e-08,0.9,6.4296,1.592416729377082,"{'200': 0.031021957162517162, '400': 0.43653387685838885, '600': 0.8881454471399544, '800': 1.0549417730061612, '1000': 1.1344623198610324}","{'200': 0.05514830049147983, '400': 0.35703135708017786, '600': 0.351644537243857, '800': 0.19652338812404574, '1000': 0.15827502679124283}","{'200': 0.14219537162537924, '400': 0.09475108902145234, '600': 0.07732149697833206, '800': 0.06515840017013927, '1000': 0.05769118452187451}","{'200': 0.1030576910198805, '400': 0.06174134063967272, '600': 0.05163922861091442, '800': 0.04320456765289465, '1000': 0.037985596359124754}",31.044444444444444,13.344920890745172
