r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_T_VPT,mean_NRMSEs,std_NRMSEs,mean_NRMSEs_open_loop,std_NRMSEs_open_loop,mean_ADev,std_ADev
0.1,0.04,0.2,0.1,1e-08,0.1,3.3492000000000006,1.5829560196038295,"{'200': 0.3663790313198085, '400': 0.9490494835369145, '600': 1.129891113668821, '800': 1.1942532313426502, '1000': 1.2427371017273106}","{'200': 0.3733429284953487, '400': 0.2655040114967328, '600': 0.2276546580905779, '800': 0.16810199487260144, '1000': 0.1303484029640996}","{'200': 0.23142594503483668, '400': 0.15633455643203942, '600': 0.12689299819265434, '800': 0.1077135255666136, '1000': 0.09548894812093423}","{'200': 0.13970226958808088, '400': 0.09093435682780908, '600': 0.0741171889970587, '800': 0.06366166867957715, '1000': 0.05642367252747936}",32.08888888888889,10.570025170204916
0.1,0.04,0.2,0.1,1e-08,0.3,3.0228,1.3940385073591046,"{'200': 0.3699696755582538, '400': 0.9541909517072685, '600': 1.1289053185501863, '800': 1.1909407865271726, '1000': 1.2313074991456172}","{'200': 0.3213507219989596, '400': 0.2317683775046665, '600': 0.1833019386069044, '800': 0.1326985152602877, '1000': 0.12475470618919704}","{'200': 0.2586778730893069, '400': 0.17749114948817638, '600': 0.1432111305661865, '800': 0.12233264544572546, '1000': 0.1086529582907773}","{'200': 0.12061652014292144, '400': 0.0817520469065213, '600': 0.06541265726524519, '800': 0.05799856235698473, '1000': 0.051772248313043424}",31.177777777777777,9.980623202294176
0.1,0.04,0.2,0.1,1e-08,0.5,2.9892000000000007,1.3552957463225508,"{'200': 0.35506939016039146, '400': 0.9011037242596239, '600': 1.1134195410785603, '800': 1.1758517762174352, '1000': 1.2295321375002661}","{'200': 0.3393709788031402, '400': 0.26495828086329243, '600': 0.21520464129484454, '800': 0.1601148526516567, '1000': 0.1294231403726053}","{'200': 0.21384381568516192, '400': 0.14648857745011634, '600': 0.11899073321693554, '800': 0.10130691265782621, '1000': 0.09002658083608463}","{'200': 0.1097185894079769, '400': 0.07262248970129663, '600': 0.060023082761948, '800': 0.051380833236044754, '1000': 0.04606341811098384}",30.288888888888888,11.880183728886468
0.1,0.04,0.2,0.1,1e-08,0.7,3.2412,1.5685445993021683,"{'200': 0.35019039276253716, '400': 0.9642564622459133, '600': 1.1393255697521958, '800': 1.2066494256574845, '1000': 1.2515631181898006}","{'200': 0.327222883584724, '400': 0.2916244716851288, '600': 0.23197845557261154, '800': 0.1554624610955535, '1000': 0.12318400727847117}","{'200': 0.18630713684129274, '400': 0.1263976038959446, '600': 0.10312594764167678, '800': 0.08733156684810178, '1000': 0.07751837259300595}","{'200': 0.12836737131188147, '400': 0.07833296786471797, '600': 0.06557098770841069, '800': 0.053718906274509336, '1000': 0.04752123200526204}",31.733333333333334,9.787520398729983
0.1,0.04,0.2,0.1,1e-08,0.9,3.2360000000000007,1.526274942466134,"{'200': 0.32143489799289954, '400': 0.933259796957165, '600': 1.1166921298598602, '800': 1.194636012567914, '1000': 1.2493793741506964}","{'200': 0.3135816267882422, '400': 0.22549107934379678, '600': 0.21999890151427798, '800': 0.14199209666798548, '1000': 0.11793818152031485}","{'200': 0.21527717258465973, '400': 0.14418341727358397, '600': 0.1170224572568764, '800': 0.09844916332476573, '1000': 0.0871526166225973}","{'200': 0.1531248812141202, '400': 0.08594132199103528, '600': 0.07265514263794545, '800': 0.056968529826801756, '1000': 0.04970240740454832}",34.53333333333333,11.657329597010342
0.1,0.04,0.2,0.3,1e-08,0.1,6.788000000000002,2.1264942040833317,"{'200': 0.03034626289459376, '400': 0.3051974066457959, '600': 0.7830061942888693, '800': 0.9597682384640635, '1000': 1.0623758307300513}","{'200': 0.048512100928986376, '400': 0.21459552297432707, '600': 0.23129959622454951, '800': 0.1944621532825024, '1000': 0.1602948518001661}","{'200': 0.10043484034037475, '400': 0.0662046733551147, '600': 0.054246307766615744, '800': 0.04550909113638138, '1000': 0.04026811182665648}","{'200': 0.07119799094968415, '400': 0.04041181759667141, '600': 0.034356673307429114, '800': 0.027586407187410695, '1000': 0.024219953076216945}",31.288888888888888,12.049199553353874
0.1,0.04,0.2,0.3,1e-08,0.3,6.477600000000001,1.4317594211319165,"{'200': 0.03272061032686109, '400': 0.2799632757621853, '600': 0.7901405508073774, '800': 0.9841261906347246, '1000': 1.0963363539596018}","{'200': 0.05078051945999849, '400': 0.19565039604562015, '600': 0.18114492525663956, '800': 0.13565424116142583, '1000': 0.11486722680064324}","{'200': 0.11171037039634477, '400': 0.07428087796718615, '600': 0.06072088288376921, '800': 0.05137103054609151, '1000': 0.045485751692134584}","{'200': 0.07940049823632313, '400': 0.04792346908694423, '600': 0.04020806119925343, '800': 0.0336357531965107, '1000': 0.029633343495920218}",32.71111111111111,12.159353459095177
0.1,0.04,0.2,0.3,1e-08,0.5,6.588800000000001,1.593616064176061,"{'200': 0.024073520638581297, '400': 0.3044446584674326, '600': 0.7812044960083491, '800': 0.9743517948446576, '1000': 1.0967789966688741}","{'200': 0.03212618234232169, '400': 0.2111403156010008, '600': 0.2474281015336968, '800': 0.17566572029032573, '1000': 0.13589178376108396}","{'200': 0.09245708312360665, '400': 0.06366702941914587, '600': 0.051588177762311144, '800': 0.044222713909651996, '1000': 0.03928258829976724}","{'200': 0.05826244165814959, '400': 0.04016752054259426, '600': 0.032574101788835755, '800': 0.02896806624840713, '1000': 0.025776606029756757}",29.77777777777778,12.783476989873188
0.1,0.04,0.2,0.3,1e-08,0.7,6.584000000000002,1.244093244093866,"{'200': 0.02594881591131102, '400': 0.3069169984998941, '600': 0.8076456993322654, '800': 0.9810351294107903, '1000': 1.0881073581526484}","{'200': 0.03395649767570547, '400': 0.2086826406321452, '600': 0.1895017166176935, '800': 0.13375980797831113, '1000': 0.11340593606777502}","{'200': 0.09733039389480311, '400': 0.06584598800518439, '600': 0.053453427285146966, '800': 0.04538669679284855, '1000': 0.04025407537549567}","{'200': 0.060535017898972227, '400': 0.036547883328078616, '600': 0.03039255681260715, '800': 0.025737015531266394, '1000': 0.022667689105982217}",29.57777777777778,11.812401936362173
0.1,0.04,0.2,0.3,1e-08,0.9,6.722000000000001,1.5529620729431866,"{'200': 0.02324245061188281, '400': 0.32218112543789873, '600': 0.7682370105043541, '800': 0.9778336254857551, '1000': 1.0756838056588145}","{'200': 0.026509394267682597, '400': 0.22735193669903672, '600': 0.25914582470468117, '800': 0.157075175303852, '1000': 0.1287511141460288}","{'200': 0.0999488947751218, '400': 0.06635284500510288, '600': 0.05408765439322295, '800': 0.045537312217625185, '1000': 0.040303769182979246}","{'200': 0.06898939243755674, '400': 0.03920907031407439, '600': 0.033157728220633675, '800': 0.026874283026765904, '1000': 0.02353118745554676}",30.333333333333332,11.74166370948626
