cells_per_level,spectral_radius,input_scale,leaking_rate,ridge_alpha,mean_T_VPT,std_dev
"[10, 15, 30, 40, 100, 105]",0.92,0.1,0.1,1e-08,92.57762843249681,52.574413252500946
"[10, 15, 30, 40, 100, 105]",0.92,0.1,0.2,1e-08,110.86086886950957,55.30654847746409
"[10, 15, 30, 40, 100, 105]",0.92,0.1,0.3,1e-08,128.9538718653048,59.197891785409595
"[10, 15, 30, 40, 100, 105]",0.92,0.1,0.4,1e-08,117.93165675476263,52.717814106266935
"[10, 15, 30, 40, 100, 105]",0.92,0.1,0.5,1e-08,119.43711052439751,59.84134666943912
"[10, 15, 30, 40, 100, 105]",0.92,0.1,0.6,1e-08,111.74938439519606,52.11076481625313
"[10, 15, 30, 40, 100, 105]",0.92,0.1,0.7,1e-08,115.69725578046244,56.12772927906179
"[10, 15, 30, 40, 100, 105]",0.92,0.1,0.8,1e-08,121.06346285480618,58.930215830826846
"[10, 15, 30, 40, 100, 105]",0.92,0.1,0.9,1e-08,125.42336720270956,61.46841095568389
"[10, 15, 30, 40, 100, 105]",0.92,0.3,0.1,1e-08,117.4982887519891,62.24975422675706
"[10, 15, 30, 40, 100, 105]",0.92,0.3,0.2,1e-08,130.31753651403227,63.03934296806324
"[10, 15, 30, 40, 100, 105]",0.92,0.3,0.3,1e-08,129.68637490999285,62.98385329080541
"[10, 15, 30, 40, 100, 105]",0.92,0.3,0.4,1e-08,131.89277364411376,63.994634853941065
"[10, 15, 30, 40, 100, 105]",0.92,0.3,0.5,1e-08,126.62212977038163,63.09076382022682
"[10, 15, 30, 40, 100, 105]",0.92,0.3,0.6,1e-08,138.4261852059276,65.43139226438534
"[10, 15, 30, 40, 100, 105]",0.92,0.3,0.7,1e-08,134.7058875821177,62.85670241551089
"[10, 15, 30, 40, 100, 105]",0.92,0.3,0.8,1e-08,132.32214132686173,59.755292162903785
"[10, 15, 30, 40, 100, 105]",0.92,0.3,0.9,1e-08,138.5084140064539,62.39106617028344
"[10, 15, 30, 40, 100, 105]",0.92,0.5,0.1,1e-08,114.43271017236938,61.70489659901045
"[10, 15, 30, 40, 100, 105]",0.92,0.5,0.2,1e-08,120.67143149229717,58.73027397044823
"[10, 15, 30, 40, 100, 105]",0.92,0.5,0.3,1e-08,129.44502226844818,64.42018034991368
"[10, 15, 30, 40, 100, 105]",0.92,0.5,0.4,1e-08,136.88606199607082,65.47962164279215
"[10, 15, 30, 40, 100, 105]",0.92,0.5,0.5,1e-08,136.74916215519465,64.26027904449703
"[10, 15, 30, 40, 100, 105]",0.92,0.5,0.6,1e-08,136.98518103670517,65.39213126435142
"[10, 15, 30, 40, 100, 105]",0.92,0.5,0.7,1e-08,134.75611382243915,62.95202612101377
"[10, 15, 30, 40, 100, 105]",0.92,0.5,0.8,1e-08,127.96312593896403,60.08722728089747
"[10, 15, 30, 40, 100, 105]",0.92,0.5,0.9,1e-08,122.24533518237016,55.95165231176649
"[10, 15, 30, 40, 100, 105]",0.92,0.7,0.1,1e-08,108.45934341413981,64.7121637983301
"[10, 15, 30, 40, 100, 105]",0.92,0.7,0.2,1e-08,123.12140526797702,62.688275203976794
"[10, 15, 30, 40, 100, 105]",0.92,0.7,0.3,1e-08,119.79269452667326,58.53718440476408
"[10, 15, 30, 40, 100, 105]",0.92,0.7,0.4,1e-08,131.16071507942857,64.3700736109154
"[10, 15, 30, 40, 100, 105]",0.92,0.7,0.5,1e-08,118.24101483674252,54.732149379651354
