cycle_weight,bridge_weight,input_scale,leak_rate,swirl_beta,mean_T_VPT,std_dev
0.28182918001790025,0.6923815295868233,0.289193738497904,0.527323096318848,3.195346421374083,9.016800000000002,1.7943606555434057
0.7373315262421977,0.9668686760834638,0.7101401703072752,0.9937171857335154,13.569512382495393,9.434933333333335,1.8338531089553565
0.41550276892169835,0.8234558962286729,1.7720517355306749,0.3636475050442467,14.698065811293855,9.456000000000001,1.3479032766646284
0.5738442380399211,0.21912971276422388,1.6769552304464053,0.24233831884682244,0.09180301357122278,9.462666666666667,1.6581276752371596
0.19369689830509962,0.30504023858947105,1.4230878813616503,0.406154292659883,2.923247171370249,9.523733333333334,1.5622391876019748
0.5389905282063064,0.542799862489562,0.6526210605518079,0.5283126658435536,12.26356530501357,9.257866666666667,1.4495687087687297
0.7420663868142829,0.5991628380625049,0.6454075752469164,0.5985519412061606,12.155226875482349,9.493066666666667,1.6211723930316377
0.5726599965801258,0.6975296567123297,0.030201434913944336,0.5496373720419623,10.548353243683268,2.964266666666667,1.3990973666766156
0.007289928163632942,0.18526158276267346,1.151507496050539,0.47492915947781633,0.18993682191446426,9.457866666666668,1.4992739624279527
0.229618987222602,0.5245529477052139,0.41983813842406725,0.651261160376958,11.59435318228078,9.284,1.8331305375143279
0.694581569640634,0.2632725210327872,1.0865107084186563,0.14845432860301244,11.216887543158071,9.169066666666668,1.1622219787665042
0.04087219602708747,0.575848293388119,0.646145984144457,0.6067828347211175,5.956457439209904,9.494133333333334,1.5751165493842494
0.5467934709907385,0.7287558656890825,1.7328200504745346,0.08768151911542488,8.43903747550381,8.832,1.2807050423127906
0.6657372723652989,0.6117400009346528,1.1872377909295522,0.16877690553824476,13.355597521878126,9.240533333333333,1.5539173630444998
0.18683163061795094,0.07790473509013729,0.22658504990078487,0.3482440286425018,5.116962566337336,7.994933333333334,1.2755416161044746
0.8414383713158241,0.7832028247663262,1.6531816888543753,0.1322541031518707,10.55172805738736,9.289866666666668,1.6909948242071875
0.15612149200328773,0.28954510996842364,0.03411821102094592,0.3965317734564848,0.3985145276387564,2.6834666666666673,1.2366710910292147
0.37382569135918486,0.8570485686556205,1.895063180370981,0.17889709214078886,11.943808923069021,9.921866666666668,1.5384905671551015
0.9270343966394349,0.7077991019801436,0.4414879372822753,0.0428070680947914,1.9186979246042613,4.1021333333333345,1.7851870167253303
0.11820734410760858,0.45505834367407216,0.8102590905571678,0.7275909381750107,9.659620729786193,9.372800000000002,1.3754984944041588
0.32630805428535337,0.7333253250869456,0.14140963028814646,0.769740833315832,9.764776055829925,7.652800000000001,1.603906177750752
0.26535140021015524,0.12572560800806798,0.5685925991527345,0.06789217235872935,6.760975315885905,7.202400000000001,1.40248027398567
0.8210021212695991,0.20277691999919667,1.0602178835674967,0.2385886780685339,3.5409929992241604,9.518933333333335,1.4549297125526266
0.3871466885054605,0.046909266403327377,0.5514525579572025,0.9897936937654223,7.87512575940737,9.618133333333335,1.7892114323213872
0.29971862062677224,0.8413476630216337,0.5191484256315091,0.7625177843704349,8.04614829718417,9.718666666666667,1.583770162595547
0.8968104935086484,0.06100561868689469,1.5250116088706893,0.7605686241730283,12.139754450644148,9.772533333333335,1.8774300241275292
0.020517987548847705,0.7080489017827639,0.7827577363943068,0.9135856028758519,14.361621467250416,8.866133333333334,1.7374911186499307
0.5943990627557031,0.34838364927506427,1.6640717750724419,0.11467544890113635,5.457272026087209,9.296800000000001,1.4725269327138193
0.4332158343204038,0.14585778345307232,1.8344094200736683,0.9999971528235218,12.94960102826626,8.834666666666667,1.3510049646150137
0.287669897632428,0.8786792372562697,1.966031218387446,0.9996089908763351,8.320402398033465,8.907200000000001,1.2294830379230697
0.0777841644263052,0.2774974476669647,1.203464381393602,0.8863744773637047,9.62807183519424,8.964533333333335,1.7651232966147863
0.4272906200404978,0.9825349100019674,1.045049416123577,0.07422965308193596,5.395779813027499,8.937066666666666,1.609111533712915
0.11811304154830427,0.4277287422681564,1.9211154833516606,0.7303551338924348,1.494035762282702,9.412533333333334,1.645090232745266
0.9066394635717417,0.7862428881051282,0.27355944611811367,0.3490351206675091,10.15521456921458,3.0562666666666676,2.610214226132849
0.05396676906068831,0.37288139209459625,1.2768670688110633,0.9182380204993292,4.661159735637372,8.761066666666668,1.3127272759034536
0.46367449424672,0.7122697110245633,0.062247557110811425,0.434266416916292,3.383014903969927,1.2832000000000008,0.9604561979122777
0.13157206029584212,0.9922878157422962,0.750097269971137,0.009087995154858253,3.2881425308734813,2.7218666666666675,1.2228286805525872
0.2978265696588158,0.7400137774799986,1.7599325398070105,0.552427511866356,9.198058055710938,9.2856,1.43151992556768
0.20861304772685085,0.9673907439547421,1.3182208520424727,0.4905807831027891,5.9384652577420285,9.465066666666669,1.3804898986810301
0.5497564561724113,0.10785413745261041,0.30411045946733606,0.12967119576477826,14.42020906084618,7.385866666666668,2.051495890170728
