input_scale,leaking_rate,ridge_alpha,cycle_weight,connect_weight,combine_factor,mean_T_VPT,std_dev
0.3,0.4,1e-07,0.6,1.0,0.5,12.504000000000007,1.3820072358710707
0.3,0.4,1e-07,0.6,1.0,0.6,12.721000000000005,1.1319094486751111
0.3,0.4,1e-07,0.6,1.0,0.7,12.463000000000005,0.9234560086977622
0.3,0.4,1e-07,0.8,0.6,0.3,11.395000000000005,1.4769952606559047
0.3,0.4,1e-07,0.8,0.6,0.4,11.526000000000007,1.38201447170426
0.3,0.4,1e-07,0.8,0.6,0.5,11.869000000000003,1.435959261260567
0.3,0.4,1e-07,0.8,0.6,0.6,11.665000000000003,1.53860813724613
0.3,0.4,1e-07,0.8,0.6,0.7,11.742000000000008,1.2072431403822539
0.3,0.4,1e-07,0.8,0.8,0.3,11.590000000000005,1.5134794349445257
0.3,0.4,1e-07,0.8,0.8,0.4,11.792000000000003,1.278693082799778
0.3,0.4,1e-07,0.8,0.8,0.5,11.563000000000006,1.0875895365440047
0.3,0.4,1e-07,0.8,0.8,0.6,11.526000000000007,1.7240545234997628
0.3,0.4,1e-07,0.8,0.8,0.7,11.938000000000004,1.4661637016377131
0.3,0.4,1e-07,0.8,1.0,0.3,11.693000000000003,1.5505002418574467
0.3,0.4,1e-07,0.8,1.0,0.4,11.471,0.751571021261463
0.3,0.4,1e-07,0.8,1.0,0.5,11.499000000000004,1.0462595280330769
0.3,0.4,1e-07,0.8,1.0,0.6,11.355000000000008,1.1112492969626546
0.3,0.4,1e-07,0.8,1.0,0.7,11.972000000000008,1.7059824149152307
0.3,0.4,1e-07,1.0,0.6,0.3,6.228000000000004,1.537626742743501
0.3,0.4,1e-07,1.0,0.6,0.4,6.274000000000005,1.363966275242904
0.3,0.4,1e-07,1.0,0.6,0.5,6.846000000000005,1.755791559382831
0.3,0.4,1e-07,1.0,0.6,0.6,8.113000000000003,2.3849551358463765
0.3,0.4,1e-07,1.0,0.6,0.7,8.931000000000004,1.7186328869191314
0.3,0.4,1e-07,1.0,0.8,0.3,6.153000000000004,1.3172285299066397
0.3,0.4,1e-07,1.0,0.8,0.4,6.943000000000008,1.8474769281374028
0.3,0.4,1e-07,1.0,0.8,0.5,7.129000000000003,1.9548040822547907
0.3,0.4,1e-07,1.0,0.8,0.6,7.954000000000006,2.0140814283439488
0.3,0.4,1e-07,1.0,0.8,0.7,8.959000000000003,1.9888134653606937
0.3,0.4,1e-07,1.0,1.0,0.3,6.303000000000003,1.4035280545824496
0.3,0.4,1e-07,1.0,1.0,0.4,6.470000000000004,1.7198662738713164
0.3,0.4,1e-07,1.0,1.0,0.5,6.951000000000005,1.6881169983149864
0.3,0.4,1e-07,1.0,1.0,0.6,7.968000000000005,1.9593304978997295
0.3,0.4,1e-07,1.0,1.0,0.7,8.683000000000009,1.4852376914150784
0.3,0.5,1e-06,0.6,0.6,0.3,11.084000000000005,1.0680561782977533
0.3,0.5,1e-06,0.6,0.6,0.4,11.615000000000007,1.7231236171557733
0.3,0.5,1e-06,0.6,0.6,0.5,11.712000000000007,1.238457104626561
0.3,0.5,1e-06,0.6,0.6,0.6,11.626000000000007,1.4149077708458617
0.3,0.5,1e-06,0.6,0.6,0.7,11.469000000000005,1.4950113711942106
0.3,0.5,1e-06,0.6,0.8,0.3,11.328000000000007,1.5334197077121439
0.3,0.5,1e-06,0.6,0.8,0.4,11.481000000000005,1.294457029028
0.3,0.5,1e-06,0.6,0.8,0.5,11.548000000000007,1.2077979963553525
0.3,0.5,1e-06,0.6,0.8,0.6,11.594000000000005,1.390166896455245
0.3,0.5,1e-06,0.6,0.8,0.7,11.557000000000004,1.6973305511891301
0.3,0.5,1e-06,0.6,1.0,0.3,11.209000000000003,1.3847378813335036
0.3,0.5,1e-06,0.6,1.0,0.4,11.294000000000008,1.3004937523879148
0.3,0.5,1e-06,0.6,1.0,0.5,11.717000000000004,1.6738850020237317
0.3,0.5,1e-06,0.6,1.0,0.6,11.660000000000004,1.40375211486929
0.3,0.5,1e-06,0.6,1.0,0.7,11.098000000000006,1.099288861036988
0.3,0.5,1e-06,0.8,0.6,0.3,10.586000000000006,0.9338543783695636
0.3,0.5,1e-06,0.8,0.6,0.4,10.872000000000005,0.6237435370406685
0.3,0.5,1e-06,0.8,0.6,0.5,11.245000000000006,1.3307422740711292
0.3,0.5,1e-06,0.8,0.6,0.6,10.984000000000005,1.4852151359314902
0.3,0.5,1e-06,0.8,0.6,0.7,11.056000000000006,1.6611152879917697
0.3,0.5,1e-06,0.8,0.8,0.3,10.506000000000004,1.0637687718672688
0.3,0.5,1e-06,0.8,0.8,0.4,11.014000000000006,0.880320396219466
0.3,0.5,1e-06,0.8,0.8,0.5,11.289000000000005,1.3157427560127408
0.3,0.5,1e-06,0.8,0.8,0.6,10.992000000000004,1.4093601385025747
0.3,0.5,1e-06,0.8,0.8,0.7,10.931000000000004,1.4660760553259167
0.3,0.5,1e-06,0.8,1.0,0.3,10.705000000000007,1.3535268745023143
0.3,0.5,1e-06,0.8,1.0,0.4,11.029000000000007,1.1361597598929476
0.3,0.5,1e-06,0.8,1.0,0.5,11.193000000000005,1.3876926893228219
0.3,0.5,1e-06,0.8,1.0,0.6,10.874000000000006,0.9351598793789232
0.3,0.5,1e-06,0.8,1.0,0.7,10.637000000000004,1.1159977598543827
0.3,0.5,1e-06,1.0,0.6,0.3,6.080000000000004,1.2260179444037507
0.3,0.5,1e-06,1.0,0.6,0.4,6.797000000000006,1.7993696118363198
0.3,0.5,1e-06,1.0,0.6,0.5,7.265000000000006,1.8718426750130444
0.3,0.5,1e-06,1.0,0.6,0.6,7.748000000000005,2.0921988433224996
0.3,0.5,1e-06,1.0,0.6,0.7,8.520000000000003,1.950712690275021
0.3,0.5,1e-06,1.0,0.8,0.3,6.602000000000008,1.624523314698807
0.3,0.5,1e-06,1.0,0.8,0.4,6.878000000000005,1.5508823295143916
0.3,0.5,1e-06,1.0,0.8,0.5,6.721000000000006,1.6835732832282637
0.3,0.5,1e-06,1.0,0.8,0.6,7.507000000000003,1.9200028645811984
0.3,0.5,1e-06,1.0,0.8,0.7,8.331000000000007,1.8072683807337537
0.3,0.5,1e-06,1.0,1.0,0.3,6.786000000000004,1.681559990009276
0.3,0.5,1e-06,1.0,1.0,0.4,7.572000000000007,1.8414928726443656
0.3,0.5,1e-06,1.0,1.0,0.5,7.275000000000006,1.8456421646678967
0.3,0.5,1e-06,1.0,1.0,0.6,6.985000000000001,1.8944537471260683
0.3,0.5,1e-06,1.0,1.0,0.7,8.352,1.620720827286427
0.3,0.5,1e-07,0.6,0.6,0.3,12.142000000000005,0.7888193709589011
0.3,0.5,1e-07,0.6,0.6,0.4,12.493,0.8497358413059878
0.3,0.5,1e-07,0.6,0.6,0.5,12.737000000000004,1.443541132077639
0.3,0.5,1e-07,0.6,0.6,0.6,12.258000000000006,1.1754981922572199
0.3,0.5,1e-07,0.6,0.6,0.7,11.960000000000004,0.8707697743950431
0.3,0.5,1e-07,0.6,0.8,0.3,12.381000000000004,1.0407972905422083
0.3,0.5,1e-07,0.6,0.8,0.4,12.539000000000003,0.9647896143719614
0.3,0.5,1e-07,0.6,0.8,0.5,12.576000000000004,1.0703569498069332
0.3,0.5,1e-07,0.6,0.8,0.6,12.54700000000001,1.2988652739988067
0.3,0.5,1e-07,0.6,0.8,0.7,12.083000000000009,0.8891181023913503
0.3,0.5,1e-07,0.6,1.0,0.3,12.492000000000003,1.0054531316774538
0.3,0.5,1e-07,0.6,1.0,0.4,12.678000000000008,1.313923894295249
0.3,0.5,1e-07,0.6,1.0,0.5,12.740000000000006,1.1980818002123204
0.3,0.5,1e-07,0.6,1.0,0.6,12.526000000000002,1.2546409845051263
0.3,0.5,1e-07,0.6,1.0,0.7,12.345000000000006,1.109159591763062
0.3,0.5,1e-07,0.8,0.6,0.3,11.472000000000005,1.1234126579311803
0.3,0.5,1e-07,0.8,0.6,0.4,11.545000000000005,0.9269924487286841
0.3,0.5,1e-07,0.8,0.6,0.5,11.951000000000004,1.0939922303197571
0.3,0.5,1e-07,0.8,0.6,0.6,12.003000000000004,1.236968471708153
0.3,0.5,1e-07,0.8,0.6,0.7,11.744000000000003,1.0070074478374014
0.3,0.5,1e-07,0.8,0.8,0.3,11.586000000000002,1.4773638685171642
0.3,0.5,1e-07,0.8,0.8,0.4,11.810000000000002,1.5840643926305513
0.3,0.5,1e-07,0.8,0.8,0.5,11.790000000000004,1.171144739133468
0.3,0.5,1e-07,0.8,0.8,0.6,12.033000000000005,1.4752393026217812
0.3,0.5,1e-07,0.8,0.8,0.7,11.845000000000002,0.9513542978302044
0.3,0.5,1e-07,0.8,1.0,0.3,11.555000000000007,1.1183000491817896
0.3,0.5,1e-07,0.8,1.0,0.4,11.715000000000003,0.7831698410945107
0.3,0.5,1e-07,0.8,1.0,0.5,11.819000000000003,0.9276739729021157
0.3,0.5,1e-07,0.8,1.0,0.6,12.121000000000002,1.332163278280857
0.3,0.5,1e-07,0.8,1.0,0.7,11.885000000000003,1.39647950217681
0.3,0.5,1e-07,1.0,0.6,0.3,6.074000000000007,1.225791173079653
0.3,0.5,1e-07,1.0,0.6,0.4,7.284000000000003,2.3831206431903507
0.3,0.5,1e-07,1.0,0.6,0.5,7.088000000000004,1.7849974789898166
0.3,0.5,1e-07,1.0,0.6,0.6,7.961000000000004,1.9432290137809276
0.3,0.5,1e-07,1.0,0.6,0.7,8.976000000000003,1.5464100361805753
0.3,0.5,1e-07,1.0,0.8,0.3,6.348000000000004,1.3527660551625302
0.3,0.5,1e-07,1.0,0.8,0.4,7.0130000000000035,1.529892479882165
0.3,0.5,1e-07,1.0,0.8,0.5,6.9660000000000055,1.6185808598893032
0.3,0.5,1e-07,1.0,0.8,0.6,7.630000000000004,1.86159608938137
0.3,0.5,1e-07,1.0,0.8,0.7,9.035000000000007,1.954757018148292
0.3,0.5,1e-07,1.0,1.0,0.3,6.406000000000004,1.6431323744604371
0.3,0.5,1e-07,1.0,1.0,0.4,7.497000000000002,1.7694436978892545
0.3,0.5,1e-07,1.0,1.0,0.5,7.031000000000006,1.509628762312113
0.3,0.5,1e-07,1.0,1.0,0.6,7.276000000000006,1.800451054597155
0.3,0.5,1e-07,1.0,1.0,0.7,8.678000000000004,1.879477586990597
0.3,0.6,1e-06,0.6,0.6,0.3,11.360000000000003,1.3037791223976576
0.3,0.6,1e-06,0.6,0.6,0.4,10.987000000000005,0.7322369834964648
0.3,0.6,1e-06,0.6,0.6,0.5,11.410000000000004,1.1059565995101217
0.3,0.6,1e-06,0.6,0.6,0.6,11.591000000000003,1.184980590558344
0.3,0.6,1e-06,0.6,0.6,0.7,11.206000000000003,1.226068513583151
0.3,0.6,1e-06,0.6,0.8,0.3,11.313000000000008,1.6798485050741907
0.3,0.6,1e-06,0.6,0.8,0.4,10.976000000000003,0.8830990884379846
0.3,0.6,1e-06,0.6,0.8,0.5,11.183000000000003,0.9580662816319164
0.3,0.6,1e-06,0.6,0.8,0.6,11.593000000000007,1.4681726737683132
0.3,0.6,1e-06,0.6,0.8,0.7,11.363000000000007,1.2716174739283779
0.3,0.6,1e-06,0.6,1.0,0.3,11.262000000000008,1.1056382771955755
0.3,0.6,1e-06,0.6,1.0,0.4,11.073,0.9073979281439892
0.3,0.6,1e-06,0.6,1.0,0.5,11.052000000000003,0.7698934991282886
0.3,0.6,1e-06,0.6,1.0,0.6,11.142000000000007,1.078960610958529
0.3,0.6,1e-06,0.6,1.0,0.7,11.278000000000006,1.168193477126112
0.3,0.6,1e-06,0.8,0.6,0.3,11.057000000000006,1.3865969133097056
0.3,0.6,1e-06,0.8,0.6,0.4,11.012000000000008,1.2311035699728907
0.3,0.6,1e-06,0.8,0.6,0.5,10.806000000000004,0.8595138160611472
0.3,0.6,1e-06,0.8,0.6,0.6,11.101000000000004,1.162780718794393
0.3,0.6,1e-06,0.8,0.6,0.7,11.069000000000003,0.9013650758710374
0.3,0.6,1e-06,0.8,0.8,0.3,11.434000000000001,1.8509035631280155
0.3,0.6,1e-06,0.8,0.8,0.4,11.207000000000006,1.4496796197781114
0.3,0.6,1e-06,0.8,0.8,0.5,10.837000000000003,0.9620867944213742
0.3,0.6,1e-06,0.8,0.8,0.6,10.936000000000003,0.6900608668805968
0.3,0.6,1e-06,0.8,0.8,0.7,11.117000000000003,1.1668637452590607
0.3,0.6,1e-06,0.8,1.0,0.3,11.217000000000004,1.711739174056608
0.3,0.6,1e-06,0.8,1.0,0.4,11.081000000000005,1.2446441258448095
0.3,0.6,1e-06,0.8,1.0,0.5,10.928000000000004,1.101297416686339
0.3,0.6,1e-06,0.8,1.0,0.6,11.107000000000005,1.096599744665303
0.3,0.6,1e-06,0.8,1.0,0.7,11.106000000000005,1.0396172372560986
0.3,0.6,1e-06,1.0,0.6,0.3,7.169000000000006,2.1803346073481467
0.3,0.6,1e-06,1.0,0.6,0.4,7.465000000000005,2.2279486080248807
0.3,0.6,1e-06,1.0,0.6,0.5,7.4470000000000045,2.1571858983407086
0.3,0.6,1e-06,1.0,0.6,0.6,8.296000000000006,1.6019313343586203
0.3,0.6,1e-06,1.0,0.6,0.7,9.302000000000003,1.7339769317958118
0.3,0.6,1e-06,1.0,0.8,0.3,7.038000000000006,1.6391204958757566
0.3,0.6,1e-06,1.0,0.8,0.4,7.102000000000002,1.7030314148599845
0.3,0.6,1e-06,1.0,0.8,0.5,6.936000000000004,1.7669250125571232
0.3,0.6,1e-06,1.0,0.8,0.6,8.130000000000004,1.4359038965056132
0.3,0.6,1e-06,1.0,0.8,0.7,9.079000000000004,1.7758882284648456
0.3,0.6,1e-06,1.0,1.0,0.3,6.848000000000009,1.773565899536862
0.3,0.6,1e-06,1.0,1.0,0.4,7.230000000000001,2.183158262701083
0.3,0.6,1e-06,1.0,1.0,0.5,7.235000000000002,1.690903604585428
0.3,0.6,1e-06,1.0,1.0,0.6,7.803000000000003,1.6211511342253082
0.3,0.6,1e-06,1.0,1.0,0.7,8.663000000000004,1.3028165642176974
0.3,0.6,1e-07,0.6,0.6,0.3,12.400000000000006,0.6852444819186793
0.3,0.6,1e-07,0.6,0.6,0.4,12.642000000000007,1.1661886639819463
0.3,0.6,1e-07,0.6,0.6,0.5,12.676000000000007,1.115806434826399
0.3,0.6,1e-07,0.6,0.6,0.6,12.685000000000004,1.1523866538623198
0.3,0.6,1e-07,0.6,0.6,0.7,12.306000000000006,1.0722145307726438
0.3,0.6,1e-07,0.6,0.8,0.3,12.497000000000003,0.7034848967817268
0.3,0.6,1e-07,0.6,0.8,0.4,12.624000000000006,1.0020898163338439
0.3,0.6,1e-07,0.6,0.8,0.5,12.807000000000006,1.2009875103430492
0.3,0.6,1e-07,0.6,0.8,0.6,12.714000000000004,1.1986175369983532
0.3,0.6,1e-07,0.6,0.8,0.7,12.126000000000005,1.1713257446159042
0.3,0.6,1e-07,0.6,1.0,0.3,12.487000000000005,0.9679726235798187
0.3,0.6,1e-07,0.6,1.0,0.4,12.545000000000003,0.9255890016632634
0.3,0.6,1e-07,0.6,1.0,0.5,12.455000000000005,1.0218586007858423
0.3,0.6,1e-07,0.6,1.0,0.6,12.195000000000006,0.8460939664127127
0.3,0.6,1e-07,0.6,1.0,0.7,12.071000000000003,1.1170581900688985
0.3,0.6,1e-07,0.8,0.6,0.3,11.729000000000003,1.2717936153322993
0.3,0.6,1e-07,0.8,0.6,0.4,11.725000000000005,1.2603630429364394
0.3,0.6,1e-07,0.8,0.6,0.5,11.677000000000007,1.133406811343568
0.3,0.6,1e-07,0.8,0.6,0.6,12.018000000000006,1.727123620358428
0.3,0.6,1e-07,0.8,0.6,0.7,11.999000000000008,0.7958008544855911
0.3,0.6,1e-07,0.8,0.8,0.3,11.596000000000002,1.1622495429123618
0.3,0.6,1e-07,0.8,0.8,0.4,11.662000000000003,1.3229497344948535
0.3,0.6,1e-07,0.8,0.8,0.5,11.883000000000008,1.8301068274830303
0.3,0.6,1e-07,0.8,0.8,0.6,11.737000000000005,1.0260268027688173
0.3,0.6,1e-07,0.8,0.8,0.7,12.226000000000008,1.456833552606476
0.3,0.6,1e-07,0.8,1.0,0.3,11.408000000000007,1.0609882185962285
0.3,0.6,1e-07,0.8,1.0,0.4,11.696000000000007,1.0872092714836477
0.3,0.6,1e-07,0.8,1.0,0.5,11.789000000000005,1.3588741663597848
0.3,0.6,1e-07,0.8,1.0,0.6,11.928000000000004,1.2970797970826615
0.3,0.6,1e-07,0.8,1.0,0.7,11.876000000000007,0.8355261815167742
0.3,0.6,1e-07,1.0,0.6,0.3,6.639000000000003,1.8575195826693216
0.3,0.6,1e-07,1.0,0.6,0.4,7.136000000000001,1.681839469152746
0.3,0.6,1e-07,1.0,0.6,0.5,7.525000000000001,1.885713392856931
0.3,0.6,1e-07,1.0,0.6,0.6,8.440000000000007,2.0690480903062647
0.3,0.6,1e-07,1.0,0.6,0.7,9.177000000000003,1.9360916817134464
0.3,0.6,1e-07,1.0,0.8,0.3,7.2390000000000025,1.910219620881328
0.3,0.6,1e-07,1.0,0.8,0.4,7.209000000000006,1.5951235061900366
0.3,0.6,1e-07,1.0,0.8,0.5,7.521000000000005,1.682123360517889
0.3,0.6,1e-07,1.0,0.8,0.6,8.013000000000002,1.6648996966784515
0.3,0.6,1e-07,1.0,0.8,0.7,9.065000000000005,1.1463834437045908
0.3,0.6,1e-07,1.0,1.0,0.3,7.212000000000006,1.6482038708849085
0.3,0.6,1e-07,1.0,1.0,0.4,7.068000000000002,1.5981163912556555
0.3,0.6,1e-07,1.0,1.0,0.5,7.433000000000004,1.7021548108206852
0.3,0.6,1e-07,1.0,1.0,0.6,7.677000000000007,1.7195380193528749
0.3,0.6,1e-07,1.0,1.0,0.7,8.667000000000002,1.2852435566848817
0.5,0.4,1e-06,0.6,0.6,0.3,11.419000000000008,1.1708027160884118
0.5,0.4,1e-06,0.6,0.6,0.4,11.805000000000003,1.411621408168632
0.5,0.4,1e-06,0.6,0.6,0.5,11.586000000000004,1.1451305602419322
0.5,0.4,1e-06,0.6,0.6,0.6,11.358000000000004,1.0686982736020507
0.5,0.4,1e-06,0.6,0.6,0.7,11.015000000000004,1.011550789629468
0.5,0.4,1e-06,0.6,0.8,0.3,11.279000000000007,0.9129397570486245
0.5,0.4,1e-06,0.6,0.8,0.4,11.567000000000004,1.3786845179372964
0.5,0.4,1e-06,0.6,0.8,0.5,11.553000000000006,1.1219674683340874
0.5,0.4,1e-06,0.6,0.8,0.6,11.609000000000004,1.172100251684983
0.5,0.4,1e-06,0.6,0.8,0.7,11.191000000000004,1.1342393927209562
0.5,0.4,1e-06,0.6,1.0,0.3,11.272000000000002,0.9929431000817703
0.5,0.4,1e-06,0.6,1.0,0.4,11.994000000000003,2.0763342698130303
0.5,0.4,1e-06,0.6,1.0,0.5,11.838000000000006,0.9545658699115528
0.5,0.4,1e-06,0.6,1.0,0.6,11.316000000000004,0.9098923013192304
0.5,0.4,1e-06,0.6,1.0,0.7,11.253000000000004,0.9818813573950791
0.5,0.4,1e-06,0.8,0.6,0.3,10.615000000000006,0.7619940944653073
0.5,0.4,1e-06,0.8,0.6,0.4,11.073000000000004,1.06709465372103
0.5,0.4,1e-06,0.8,0.6,0.5,10.892,1.1696050615485547
0.5,0.4,1e-06,0.8,0.6,0.6,11.007000000000003,1.3522910189748383
0.5,0.4,1e-06,0.8,0.6,0.7,10.959000000000001,0.9496836315321023
0.5,0.4,1e-06,0.8,0.8,0.3,10.532000000000007,0.8886033985980469
0.5,0.4,1e-06,0.8,0.8,0.4,11.242000000000003,1.2911994423790645
0.5,0.4,1e-06,0.8,0.8,0.5,10.771000000000003,0.8960239952144142
0.5,0.4,1e-06,0.8,0.8,0.6,10.882000000000005,1.1632695302465355
0.5,0.4,1e-06,0.8,0.8,0.7,11.016000000000004,1.0329104511040623
0.5,0.4,1e-06,0.8,1.0,0.3,10.799000000000003,1.1105219493553482
0.5,0.4,1e-06,0.8,1.0,0.4,10.970000000000006,1.0938281400658876
0.5,0.4,1e-06,0.8,1.0,0.5,10.788000000000004,1.3098152541484613
0.5,0.4,1e-06,0.8,1.0,0.6,11.038000000000004,1.2173068635311304
0.5,0.4,1e-06,0.8,1.0,0.7,10.883000000000001,0.8691208201395256
0.5,0.4,1e-06,1.0,0.6,0.3,7.379000000000005,1.8082419638975313
0.5,0.4,1e-06,1.0,0.6,0.4,8.194000000000004,1.8060908061335141
0.5,0.4,1e-06,1.0,0.6,0.5,8.036000000000005,1.68315893486028
0.5,0.4,1e-06,1.0,0.6,0.6,8.110000000000001,2.0827241776097005
0.5,0.4,1e-06,1.0,0.6,0.7,8.446000000000005,1.4468324021807142
0.5,0.4,1e-06,1.0,0.8,0.3,8.075000000000006,1.6853115438992279
0.5,0.4,1e-06,1.0,0.8,0.4,7.671000000000005,1.9080825453842407
0.5,0.4,1e-06,1.0,0.8,0.5,8.223000000000003,1.5671155030820152
0.5,0.4,1e-06,1.0,0.8,0.6,8.205000000000002,2.0047730544877167
0.5,0.4,1e-06,1.0,0.8,0.7,8.724000000000004,1.8881482992604195
0.5,0.4,1e-06,1.0,1.0,0.3,7.342000000000008,1.8085563303364338
0.5,0.4,1e-06,1.0,1.0,0.4,8.190000000000001,1.9553669732303436
0.5,0.4,1e-06,1.0,1.0,0.5,8.114000000000003,1.6348957153286603
0.5,0.4,1e-06,1.0,1.0,0.6,8.134000000000006,1.9605825664837486
0.5,0.4,1e-06,1.0,1.0,0.7,8.559000000000001,1.709461611151302
0.5,0.4,1e-07,0.6,0.6,0.3,12.427000000000007,1.118038908088621
0.5,0.4,1e-07,0.6,0.6,0.4,12.427000000000003,1.4877267894341342
0.5,0.4,1e-07,0.6,0.6,0.5,12.029000000000005,0.9552271981052449
0.5,0.4,1e-07,0.6,0.6,0.6,12.181000000000008,1.0911732218121906
0.5,0.4,1e-07,0.6,0.6,0.7,12.418000000000001,1.4545088518121838
0.5,0.4,1e-07,0.6,0.8,0.3,12.470000000000004,1.0869498608491572
0.5,0.4,1e-07,0.6,0.8,0.4,12.319000000000006,0.9483770347282754
0.5,0.4,1e-07,0.6,0.8,0.5,12.214000000000004,0.9272345981465517
0.5,0.4,1e-07,0.6,0.8,0.6,12.161000000000007,0.9952984477029986
0.5,0.4,1e-07,0.6,0.8,0.7,12.222000000000003,1.1883753615756252
0.5,0.4,1e-07,0.6,1.0,0.3,12.267000000000007,0.9030896965418227
0.5,0.4,1e-07,0.6,1.0,0.4,12.426000000000004,0.9379999999999996
0.5,0.4,1e-07,0.6,1.0,0.5,12.388000000000007,1.1367216018005435
0.5,0.4,1e-07,0.6,1.0,0.6,12.426000000000004,1.2309362290549404
0.5,0.4,1e-07,0.6,1.0,0.7,12.515000000000004,1.4811195090201201
0.5,0.4,1e-07,0.8,0.6,0.3,11.194000000000004,1.2041777277461998
0.5,0.4,1e-07,0.8,0.6,0.4,11.289000000000005,1.0504375278901665
0.5,0.4,1e-07,0.8,0.6,0.5,11.428000000000008,0.870457351051735
0.5,0.4,1e-07,0.8,0.6,0.6,11.664000000000007,1.1770743391986753
0.5,0.4,1e-07,0.8,0.6,0.7,11.686000000000005,1.3405536169806853
0.5,0.4,1e-07,0.8,0.8,0.3,11.384000000000007,1.4685176199147212
0.5,0.4,1e-07,0.8,0.8,0.4,11.297000000000002,1.21060769863734
0.5,0.4,1e-07,0.8,0.8,0.5,11.333000000000007,1.2892831341485826
0.5,0.4,1e-07,0.8,0.8,0.6,11.682000000000004,1.3836603629503907
0.5,0.4,1e-07,0.8,0.8,0.7,11.652000000000005,1.2145023672270066
0.5,0.4,1e-07,0.8,1.0,0.3,11.233000000000002,1.155651764157354
0.5,0.4,1e-07,0.8,1.0,0.4,11.316000000000006,1.331984984900354
0.5,0.4,1e-07,0.8,1.0,0.5,11.489000000000006,1.3285401762837303
0.5,0.4,1e-07,0.8,1.0,0.6,11.657000000000005,1.0080332335791276
0.5,0.4,1e-07,0.8,1.0,0.7,11.658000000000005,1.3006752092663256
0.5,0.4,1e-07,1.0,0.6,0.3,7.279000000000005,2.009830589875672
0.5,0.4,1e-07,1.0,0.6,0.4,7.851000000000004,1.6355974443609274
0.5,0.4,1e-07,1.0,0.6,0.5,7.712000000000001,1.7119976635498046
0.5,0.4,1e-07,1.0,0.6,0.6,8.440000000000003,1.6965494393031966
0.5,0.4,1e-07,1.0,0.6,0.7,8.883000000000004,1.361135922676349
0.5,0.4,1e-07,1.0,0.8,0.3,7.621000000000002,2.04902391396489
0.5,0.4,1e-07,1.0,0.8,0.4,7.829000000000003,1.6512355979689868
0.5,0.4,1e-07,1.0,0.8,0.5,7.711000000000001,1.5160405667395587
0.5,0.4,1e-07,1.0,0.8,0.6,8.656,2.210009954728713
0.5,0.4,1e-07,1.0,0.8,0.7,9.289000000000001,1.584026199278282
0.5,0.4,1e-07,1.0,1.0,0.3,7.0030000000000046,2.078107552558335
0.5,0.4,1e-07,1.0,1.0,0.4,8.144000000000004,2.0469254993770507
0.5,0.4,1e-07,1.0,1.0,0.5,8.605000000000008,1.7404927463221462
0.5,0.4,1e-07,1.0,1.0,0.6,8.685000000000006,2.3212313542600636
0.5,0.4,1e-07,1.0,1.0,0.7,8.862000000000005,1.384354000969406
0.5,0.5,1e-06,0.6,0.6,0.3,11.198000000000006,1.0926463288731625
0.5,0.5,1e-06,0.6,0.6,0.4,11.358000000000004,1.0955710839557573
0.5,0.5,1e-06,0.6,0.6,0.5,11.288000000000006,1.2125741214457781
0.5,0.5,1e-06,0.6,0.6,0.6,11.164000000000009,0.8800590889252847
0.5,0.5,1e-06,0.6,0.6,0.7,11.142000000000005,0.8997532995215963
0.5,0.5,1e-06,0.6,0.8,0.3,10.983000000000002,0.9055887587641546
0.5,0.5,1e-06,0.6,0.8,0.4,11.391000000000005,1.4927086118864579
0.5,0.5,1e-06,0.6,0.8,0.5,11.527000000000005,1.3462730035174877
0.5,0.5,1e-06,0.6,0.8,0.6,11.385000000000002,1.2753176075001886
0.5,0.5,1e-06,0.6,0.8,0.7,11.338000000000003,1.2445223983520755
0.5,0.5,1e-06,0.6,1.0,0.3,11.047000000000006,0.8288371371988627
0.5,0.5,1e-06,0.6,1.0,0.4,11.04900000000001,0.8043749125874068
0.5,0.5,1e-06,0.6,1.0,0.5,11.528000000000006,1.4264978093218386
0.5,0.5,1e-06,0.6,1.0,0.6,11.447000000000006,1.5574630011656767
0.5,0.5,1e-06,0.6,1.0,0.7,11.214000000000004,1.0121086898154774
0.5,0.5,1e-06,0.8,0.6,0.3,10.506000000000004,1.1403525770567615
0.5,0.5,1e-06,0.8,0.6,0.4,10.436000000000003,1.1077653181066796
0.5,0.5,1e-06,0.8,0.6,0.5,10.437000000000005,0.8090556223153035
0.5,0.5,1e-06,0.8,0.6,0.6,10.855000000000004,1.1211400447758502
0.5,0.5,1e-06,0.8,0.6,0.7,10.639000000000006,1.3653347574862364
0.5,0.5,1e-06,0.8,0.8,0.3,10.222000000000001,1.1752769886286396
0.5,0.5,1e-06,0.8,0.8,0.4,10.421000000000005,1.2259441259698585
0.5,0.5,1e-06,0.8,0.8,0.5,10.347000000000005,1.175895828719534
0.5,0.5,1e-06,0.8,0.8,0.6,10.884000000000007,1.2759717865219462
0.5,0.5,1e-06,0.8,0.8,0.7,10.645000000000008,1.2772763992182739
0.5,0.5,1e-06,0.8,1.0,0.3,10.313000000000006,1.247241355953209
0.5,0.5,1e-06,0.8,1.0,0.4,10.318000000000005,1.1647300116335966
0.5,0.5,1e-06,0.8,1.0,0.5,10.321000000000005,1.1050153845082853
0.5,0.5,1e-06,0.8,1.0,0.6,10.564000000000005,1.212758838351632
0.5,0.5,1e-06,0.8,1.0,0.7,10.790000000000006,1.5368994762182748
0.5,0.5,1e-06,1.0,0.6,0.3,6.585000000000005,1.5044583742995357
