input_scale,leaking_rate,ridge_alpha,cycle_weight,connect_weight,combine_factor,mean_T_VPT,std_dev
0.1,0.6,1e-07,0.8,0.8,0.7,11.386,1.8300830582244079
0.1,0.6,1e-07,0.8,1.0,0.3,10.250000000000002,1.4512546296222477
0.1,0.6,1e-07,0.8,1.0,0.4,9.998000000000005,0.8573424053433994
0.1,0.6,1e-07,0.8,1.0,0.5,10.086000000000002,0.9623325828423371
0.1,0.6,1e-07,0.8,1.0,0.6,10.562000000000003,1.8576748908245468
0.1,0.6,1e-07,0.8,1.0,0.7,11.412000000000006,1.8812591528016553
0.1,0.6,1e-07,1.0,0.6,0.3,4.473000000000003,0.9555160909163164
0.1,0.6,1e-07,1.0,0.6,0.4,4.932000000000005,0.7807790980808821
0.1,0.6,1e-07,1.0,0.6,0.5,5.136000000000003,0.5374234829257101
0.1,0.6,1e-07,1.0,0.6,0.6,5.644000000000001,1.0211483731564184
0.1,0.6,1e-07,1.0,0.6,0.7,5.652000000000011,1.1095116042655904
0.1,0.6,1e-07,1.0,0.8,0.3,5.074000000000005,1.2049746885308408
0.1,0.6,1e-07,1.0,0.8,0.4,5.537000000000004,1.282922834780019
0.1,0.6,1e-07,1.0,0.8,0.5,5.452000000000001,0.8746519307701806
0.1,0.6,1e-07,1.0,0.8,0.6,5.330000000000004,0.17498571370257698
0.1,0.6,1e-07,1.0,0.8,0.7,5.9120000000000035,1.7279166646571824
0.1,0.6,1e-07,1.0,1.0,0.3,5.1430000000000025,1.1754194995830207
0.1,0.6,1e-07,1.0,1.0,0.4,5.193000000000003,0.48622114310260534
0.1,0.6,1e-07,1.0,1.0,0.5,5.4510000000000005,0.6760022189312721
0.1,0.6,1e-07,1.0,1.0,0.6,5.374000000000004,0.0713021738799067
0.1,0.6,1e-07,1.0,1.0,0.7,5.5930000000000035,0.8071003655060482
0.3,0.4,1e-06,0.6,0.6,0.3,10.636000000000005,1.2622297730603582
0.3,0.4,1e-06,0.6,0.6,0.4,10.679000000000007,1.061517310268655
0.3,0.4,1e-06,0.6,0.6,0.5,10.954000000000002,0.716047484458956
0.3,0.4,1e-06,0.6,0.6,0.6,11.334000000000005,1.1836908380147242
0.3,0.4,1e-06,0.6,0.6,0.7,11.385000000000003,1.130254396142747
0.3,0.4,1e-06,0.6,0.8,0.3,10.564000000000004,0.9975489962904075
0.3,0.4,1e-06,0.6,0.8,0.4,10.756000000000004,1.4051419857082061
0.3,0.4,1e-06,0.6,0.8,0.5,10.829000000000004,0.6255709392227229
0.3,0.4,1e-06,0.6,0.8,0.6,11.188000000000008,0.8130781020295623
0.3,0.4,1e-06,0.6,0.8,0.7,11.208000000000007,0.9954175003484702
0.3,0.4,1e-06,0.6,1.0,0.3,10.780000000000005,1.328834075421007
0.3,0.4,1e-06,0.6,1.0,0.4,10.819000000000004,1.011523108979718
0.3,0.4,1e-06,0.6,1.0,0.5,11.027000000000003,0.7907787301135496
0.3,0.4,1e-06,0.6,1.0,0.6,11.224000000000007,0.8087916913519843
0.3,0.4,1e-06,0.6,1.0,0.7,11.087000000000007,0.7400074323951064
0.3,0.4,1e-06,0.8,0.6,0.3,10.283000000000005,1.0523169674579953
0.3,0.4,1e-06,0.8,0.6,0.4,10.470000000000002,1.0765407563116234
0.3,0.4,1e-06,0.8,0.6,0.5,10.378000000000004,0.9665795363031428
0.3,0.4,1e-06,0.8,0.6,0.6,10.299000000000005,0.9317826999896522
0.3,0.4,1e-06,0.8,0.6,0.7,10.545000000000005,1.1822161392909478
0.3,0.4,1e-06,0.8,0.8,0.3,10.529000000000007,1.5420437736977506
0.3,0.4,1e-06,0.8,0.8,0.4,10.316000000000006,1.0087536864864493
0.3,0.4,1e-06,0.8,0.8,0.5,10.271000000000004,0.8462263290633311
0.3,0.4,1e-06,0.8,0.8,0.6,10.324000000000003,0.9829872837427727
0.3,0.4,1e-06,0.8,0.8,0.7,10.807000000000004,1.5668474718363634
0.3,0.4,1e-06,0.8,1.0,0.3,10.234000000000004,0.85538529330355
0.3,0.4,1e-06,0.8,1.0,0.4,10.312000000000005,1.1544938284806885
0.3,0.4,1e-06,0.8,1.0,0.5,10.303000000000004,1.010094550029847
0.3,0.4,1e-06,0.8,1.0,0.6,10.661000000000003,1.2871437371171872
0.3,0.4,1e-06,0.8,1.0,0.7,10.733000000000004,1.2690827396194442
0.3,0.4,1e-06,1.0,0.6,0.3,6.677000000000007,2.207698122479611
0.3,0.4,1e-06,1.0,0.6,0.4,6.582000000000008,1.6649312298110084
0.3,0.4,1e-06,1.0,0.6,0.5,6.751000000000007,1.8013270108450603
0.3,0.4,1e-06,1.0,0.6,0.6,8.212000000000003,2.2586668634395863
0.3,0.4,1e-06,1.0,0.6,0.7,9.032000000000005,2.216604610660186
0.3,0.4,1e-06,1.0,0.8,0.3,6.659000000000008,1.6742458003531
0.3,0.4,1e-06,1.0,0.8,0.4,6.994000000000005,1.6759964200439088
0.3,0.4,1e-06,1.0,0.8,0.5,7.108000000000006,1.9958096101582428
0.3,0.4,1e-06,1.0,0.8,0.6,8.004000000000003,1.850098375762762
0.3,0.4,1e-06,1.0,0.8,0.7,8.583000000000004,1.7572623594671362
0.3,0.4,1e-06,1.0,1.0,0.3,6.5750000000000055,1.5139996697489733
0.3,0.4,1e-06,1.0,1.0,0.4,6.885000000000003,2.162034921087072
0.3,0.4,1e-06,1.0,1.0,0.5,7.266000000000008,1.800545472905364
0.3,0.4,1e-06,1.0,1.0,0.6,8.342,2.126253982947477
0.3,0.4,1e-06,1.0,1.0,0.7,8.472000000000005,2.044068492003146
0.3,0.4,1e-07,0.6,0.6,0.3,12.019000000000005,1.190671659190724
0.3,0.4,1e-07,0.6,0.6,0.4,12.242000000000003,1.309914501026688
0.3,0.4,1e-07,0.6,0.6,0.5,12.389000000000006,1.4148282581288787
0.3,0.4,1e-07,0.6,0.6,0.6,12.333000000000006,1.1999879166058278
0.3,0.4,1e-07,0.6,0.6,0.7,12.470000000000008,1.2201065527239812
0.3,0.4,1e-07,0.6,0.8,0.3,12.024000000000004,0.9950798962897376
0.3,0.4,1e-07,0.6,0.8,0.4,12.233000000000008,1.2000045833245805
0.3,0.4,1e-07,0.6,0.8,0.5,12.22600000000001,1.2074783641953972
0.3,0.4,1e-07,0.6,0.8,0.6,12.500000000000004,1.1890164002233128
0.3,0.4,1e-07,0.6,0.8,0.7,12.380000000000004,0.8654940785470427
0.3,0.4,1e-07,0.6,1.0,0.3,12.172000000000004,1.294440419640854
0.3,0.4,1e-07,0.6,1.0,0.4,12.258000000000004,1.4662455456027812
