reservoir_size,frequency_mode,r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_dev
300,gold,0.3,0.01,0.1,0.9,1e-08,1.0,4.955817798757234,1.4843570610464816
300,gold,0.3,0.01,0.3,0.9,1e-08,1.0,9.098999253273595,4.934886191658424
300,gold,0.3,0.01,0.5,0.9,1e-08,1.0,9.147283115982612,4.4010613704186055
300,gold,0.3,0.01,0.7,0.9,1e-08,1.0,9.267377390191212,4.342225789640047
300,gold,0.3,0.01,0.9,0.9,1e-08,1.0,9.178762300984078,4.3301590151097535
300,gold,0.3,0.01,1.0,0.9,1e-08,1.0,9.145768328132919,4.3649566549967025
300,gold,0.3,0.03,0.1,0.9,1e-08,1.0,4.900528042243379,1.3844508524067571
300,gold,0.3,0.03,0.3,0.9,1e-08,1.0,8.444042856761873,4.532085976356327
300,gold,0.3,0.03,0.5,0.9,1e-08,1.0,8.060138811104887,3.81349625964494
300,gold,0.3,0.03,0.7,0.9,1e-08,1.0,8.991117956103153,4.214428929128712
300,gold,0.3,0.03,0.9,0.9,1e-08,1.0,9.357223244526228,4.507824852682815
300,gold,0.3,0.03,1.0,0.9,1e-08,1.0,8.494030855801796,4.248035423365924
300,gold,0.3,0.05,0.1,0.9,1e-08,1.0,5.232929301010747,2.3063444171157763
300,gold,0.3,0.05,0.3,0.9,1e-08,1.0,8.185298157185906,4.315205812588079
300,gold,0.3,0.05,0.5,0.9,1e-08,1.0,8.862360988879109,4.281210251805029
300,gold,0.3,0.05,0.7,0.9,1e-08,1.0,8.750030002400191,4.119491506253396
300,gold,0.3,0.05,0.9,0.9,1e-08,1.0,9.576725471371043,4.59834784314265
300,gold,0.3,0.05,1.0,0.9,1e-08,1.0,9.218762167640076,4.594654785447
300,gold,0.3,0.07,0.1,0.9,1e-08,1.0,5.358420006933887,1.8886883393962706
300,gold,0.3,0.07,0.3,0.9,1e-08,1.0,7.806269834920126,4.272639483119046
300,gold,0.3,0.07,0.5,0.9,1e-08,1.0,9.166786009547428,4.375434566219848
300,gold,0.3,0.07,0.7,0.9,1e-08,1.0,9.16105821799077,4.427922612519626
300,gold,0.3,0.07,0.9,0.9,1e-08,1.0,8.857153905645784,4.3088954724696675
