reservoir_size,frequency_mode,r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_dev
300,gold,0.3,0.01,0.1,0.7,1e-08,1.0,5.581567192042028,2.405436608459967
300,gold,0.3,0.01,0.3,0.7,1e-08,1.0,7.793394138197722,4.249071328258426
300,gold,0.3,0.01,0.5,0.7,1e-08,1.0,8.103641624663306,3.510561118840419
300,gold,0.3,0.01,0.7,0.7,1e-08,1.0,8.869366882683947,4.3264765475760765
300,gold,0.3,0.01,0.9,0.7,1e-08,1.0,9.909978798303863,4.628222849802365
300,gold,0.3,0.01,1.0,0.7,1e-08,1.0,8.565509907459262,4.18060888263217
300,gold,0.3,0.03,0.1,0.7,1e-08,1.0,5.221757740619249,1.660402232671598
300,gold,0.3,0.03,0.3,0.7,1e-08,1.0,7.560637517668078,3.7300443108920307
300,gold,0.3,0.03,0.5,0.7,1e-08,1.0,9.148987252313516,4.369349982104546
300,gold,0.3,0.03,0.7,0.7,1e-08,1.0,9.450004000320027,4.4455674826473155
300,gold,0.3,0.03,0.9,0.7,1e-08,1.0,9.063969784249403,4.455669377146548
300,gold,0.3,0.03,1.0,0.7,1e-08,1.0,8.717888097714482,4.3746204184762965
300,gold,0.3,0.05,0.1,0.7,1e-08,1.0,6.02795623649892,3.337307814914408
300,gold,0.3,0.05,0.3,0.7,1e-08,1.0,6.88537349654639,3.2488535659725883
300,gold,0.3,0.05,0.5,0.7,1e-08,1.0,9.114052457529935,4.410596780059024
300,gold,0.3,0.05,0.7,0.7,1e-08,1.0,9.66974291276635,4.559653290280723
300,gold,0.3,0.05,0.9,0.7,1e-08,1.0,9.502690215217216,4.716112124545433
300,gold,0.3,0.05,1.0,0.7,1e-08,1.0,9.557601274768647,4.656057545401405
300,gold,0.3,0.07,0.1,0.7,1e-08,1.0,5.802631543856839,2.9773176684481872
300,gold,0.3,0.07,0.3,0.7,1e-08,1.0,7.54544230205083,3.746122117939901
300,gold,0.3,0.07,0.5,0.7,1e-08,1.0,9.276560791529988,4.019727350471409
300,gold,0.3,0.07,0.7,0.7,1e-08,1.0,9.982357255247084,4.8196101089380585
300,gold,0.3,0.07,0.9,0.7,1e-08,1.0,9.51092687414993,4.656236602810266
300,gold,0.3,0.07,1.0,0.7,1e-08,1.0,9.244134864122461,4.580212644443748
300,gold,0.3,0.09,0.1,0.7,1e-08,1.0,5.86132957303251,3.3636215395088733
300,gold,0.3,0.09,0.3,0.7,1e-08,1.0,8.251428114249139,4.629411051697372
300,gold,0.3,0.09,0.5,0.7,1e-08,1.0,9.195519641571325,4.338233726535046
300,gold,0.3,0.09,0.7,0.7,1e-08,1.0,9.694973597887829,4.623746274385573
300,gold,0.3,0.09,0.9,0.7,1e-08,1.0,8.564705176414114,3.947653580315235
