reservoir_size,frequency_mode,r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_dev
300,gold,0.3,0.01,0.1,0.1,1e-08,1.0,5.132195909006053,2.3211659683735095
300,gold,0.3,0.01,0.3,0.1,1e-08,1.0,8.551829479691708,4.483126464626218
300,gold,0.3,0.01,0.5,0.1,1e-08,1.0,9.91603794970264,4.513276653013398
300,gold,0.3,0.01,0.7,0.1,1e-08,1.0,9.700843400805399,4.429773949782585
300,gold,0.3,0.01,0.9,0.1,1e-08,1.0,10.244746913086379,4.801440745370639
300,gold,0.3,0.01,1.0,0.1,1e-08,1.0,10.949785982878629,4.674347074611409
300,gold,0.3,0.03,0.1,0.1,1e-08,1.0,5.287698349201269,2.3644366380381356
300,gold,0.3,0.03,0.3,0.1,1e-08,1.0,8.223120516307969,4.110733107873543
300,gold,0.3,0.03,0.5,0.1,1e-08,1.0,9.068230125076672,4.11275098624493
300,gold,0.3,0.03,0.7,0.1,1e-08,1.0,9.037603008240659,4.112013818364514
300,gold,0.3,0.03,0.9,0.1,1e-08,1.0,9.61895018268128,4.512607349884776
300,gold,0.3,0.03,1.0,0.1,1e-08,1.0,11.134542763421072,4.988500780943885
300,gold,0.3,0.05,0.1,0.1,1e-08,1.0,5.814418486812276,3.0159625415030007
300,gold,0.3,0.05,0.3,0.1,1e-08,1.0,7.32617676080753,3.4708565119215113
300,gold,0.3,0.05,0.5,0.1,1e-08,1.0,9.326264767848093,4.458301053598161
300,gold,0.3,0.05,0.7,0.1,1e-08,1.0,9.371945088940448,4.45795073445663
300,gold,0.3,0.05,0.9,0.1,1e-08,1.0,10.583207323252525,4.737820578944842
300,gold,0.3,0.05,1.0,0.1,1e-08,1.0,11.007205909806117,4.897647960067658
300,gold,0.3,0.07,0.1,0.1,1e-08,1.0,5.3720057604608344,1.8963121616108507
300,gold,0.3,0.07,0.3,0.1,1e-08,1.0,8.116659332746618,4.4329820487808576
300,gold,0.3,0.07,0.5,0.1,1e-08,1.0,9.113105715123876,4.336922925936438
300,gold,0.3,0.07,0.7,0.1,1e-08,1.0,10.281575192682078,4.7839323466231525
300,gold,0.3,0.07,0.9,0.1,1e-08,1.0,9.962665013201056,4.567905547153513
300,gold,0.3,0.07,1.0,0.1,1e-08,1.0,10.406024481958555,4.735996824182471
300,gold,0.3,0.09,0.1,0.1,1e-08,1.0,5.6920520308291325,2.932444559611606
300,gold,0.3,0.09,0.3,0.1,1e-08,1.0,9.381317838760433,4.79689780952537
300,gold,0.3,0.09,0.5,0.1,1e-08,1.0,10.053694295543641,4.740784225525504
300,gold,0.3,0.09,0.7,0.1,1e-08,1.0,9.797789823185854,4.66398102649254
300,gold,0.3,0.09,0.9,0.1,1e-08,1.0,11.243276128756966,4.589855211044486
300,gold,0.3,0.09,1.0,0.1,1e-08,1.0,10.123847907832625,4.683919770492698
