spectral_radius,connectivity,input_scale,ridge_alpha,leaking_rate,mean_T_VPT,std_dev
0.92,0.3,0.6,1e-07,0.9,121.07813069490005,64.37374810858728
0.92,0.3,0.7,1e-07,0.1,55.243975073561444,29.631710796932214
0.92,0.3,0.7,1e-07,0.3,81.65497684259185,46.60200537968462
0.92,0.3,0.7,1e-07,0.5,101.2427660879537,57.59019930285431
0.92,0.3,0.7,1e-07,0.7,104.1301081864327,60.74174292717366
0.92,0.3,0.7,1e-07,0.9,102.12683681361175,65.68502491933383
0.92,0.3,0.8,1e-07,0.1,67.31960779084548,49.78559169990942
0.92,0.3,0.8,1e-07,0.3,77.63910001689024,47.08795832665326
0.92,0.3,0.8,1e-07,0.5,89.63783769368216,54.362013795257624
0.92,0.3,0.8,1e-07,0.7,90.76592794090193,65.16998914202382
0.92,0.3,0.8,1e-07,0.9,75.28913424185045,55.76873280889499
0.92,0.3,0.9,1e-07,0.1,58.27577317296494,46.57121489165557
0.92,0.3,0.9,1e-07,0.3,67.93832395480528,36.34536866168698
0.92,0.3,0.9,1e-07,0.5,88.40262776577683,61.82780569876562
0.92,0.3,0.9,1e-07,0.7,77.37330097518912,61.99348130570233
0.92,0.3,0.9,1e-07,0.9,74.2437172751598,60.89328674090269
0.92,0.3,1.0,1e-07,0.1,58.11042661190672,50.73842097691288
0.92,0.3,1.0,1e-07,0.3,73.25163790881048,60.63420682706239
0.92,0.3,1.0,1e-07,0.5,68.24501515676808,61.36069133949453
0.92,0.3,1.0,1e-07,0.7,62.56811656043594,54.371073815129776
0.92,0.3,1.0,1e-07,0.9,60.390609026499895,50.56068145541247
0.95,0.01,0.1,1e-07,0.1,28.740521463939334,37.900634630405335
0.95,0.01,0.1,1e-07,0.3,24.70730991812678,27.76099555641213
0.95,0.01,0.1,1e-07,0.5,28.628068023219637,30.293959444131445
0.95,0.01,0.1,1e-07,0.7,36.491363753544725,49.34325241208504
0.95,0.01,0.1,1e-07,0.9,38.92489176911931,42.32213891851394
0.95,0.01,0.2,1e-07,0.1,53.146918420140274,52.14706988220853
0.95,0.01,0.2,1e-07,0.3,46.93086558035754,57.01670556407525
0.95,0.01,0.2,1e-07,0.5,49.215937274982004,42.79783870671475
0.95,0.01,0.2,1e-07,0.7,80.23219635348606,40.38397676203827
0.95,0.01,0.2,1e-07,0.9,92.66830235307712,49.005920243344164
0.95,0.01,0.3,1e-07,0.1,48.47810047025984,48.553701574138366
0.95,0.01,0.3,1e-07,0.3,62.20319847810046,44.915748867093825
0.95,0.01,0.3,1e-07,0.5,71.86530477993793,55.500750165803396
0.95,0.01,0.3,1e-07,0.7,93.5732636388689,53.03867142889585
0.95,0.01,0.3,1e-07,0.9,107.29436132668394,62.57622697623302
0.95,0.01,0.4,1e-07,0.1,51.43033664915414,53.38443782894532
0.95,0.01,0.4,1e-07,0.3,71.99287054075437,61.58694571013207
0.95,0.01,0.4,1e-07,0.5,84.90279222337786,51.993151209968005
0.95,0.01,0.4,1e-07,0.7,107.77928900978746,57.39598702317313
0.95,0.01,0.4,1e-07,0.9,101.09519872700928,53.42447457417987
0.95,0.01,0.5,1e-07,0.1,48.22296894862701,49.050616714919634
0.95,0.01,0.5,1e-07,0.3,69.10775084228959,54.35793115523805
0.95,0.01,0.5,1e-07,0.5,100.51426336329128,64.92867127627115
0.95,0.01,0.5,1e-07,0.7,97.39490270332735,61.57119714811181
0.95,0.01,0.5,1e-07,0.9,91.20240730369541,53.358604079067106
0.95,0.01,0.6,1e-07,0.1,40.453902978904985,39.624492748488336
0.95,0.01,0.6,1e-07,0.3,77.28396049461735,63.31995388892499
0.95,0.01,0.6,1e-07,0.5,80.05973811238232,49.07222339569319
0.95,0.01,0.6,1e-07,0.7,85.24059702553983,58.71012488720029
0.95,0.01,0.6,1e-07,0.9,84.03427829781937,53.21376624124139
0.95,0.01,0.7,1e-07,0.1,37.927034162733015,48.052952189508815
0.95,0.01,0.7,1e-07,0.3,69.8700340471682,53.94988804928945
0.95,0.01,0.7,1e-07,0.5,82.66172404903503,51.26753557151444
0.95,0.01,0.7,1e-07,0.7,74.6557502377968,47.3085068544563
0.95,0.01,0.7,1e-07,0.9,78.19692242046031,49.59096836982577
0.95,0.01,0.8,1e-07,0.1,34.011609817674305,50.54414449536954
0.95,0.01,0.8,1e-07,0.3,65.42301161870729,52.544611421193935
0.95,0.01,0.8,1e-07,0.5,81.44118196122356,47.271372561136516
0.95,0.01,0.8,1e-07,0.7,73.0049515072317,39.87104651223341
0.95,0.01,0.8,1e-07,0.9,77.36841169515783,54.329269571613814
0.95,0.01,0.9,1e-07,0.1,25.490039203136252,36.4422541717492
0.95,0.01,0.9,1e-07,0.3,65.54746601950377,51.286657249656955
0.95,0.01,0.9,1e-07,0.5,75.95363184610325,46.852744468999695
0.95,0.01,0.9,1e-07,0.7,71.3265950164902,44.3362887448792
0.95,0.01,0.9,1e-07,0.9,64.29358793147897,47.58439055764641
0.95,0.01,1.0,1e-07,0.1,21.452827337298093,23.33620499116829
0.95,0.01,1.0,1e-07,0.3,68.71971979980619,56.00117326959548
0.95,0.01,1.0,1e-07,0.5,74.03303375381141,47.29779362140632
0.95,0.01,1.0,1e-07,0.7,56.59697220222063,36.8881773141244
0.95,0.01,1.0,1e-07,0.9,52.546425936297126,41.407378782935815
0.95,0.05,0.1,1e-07,0.1,54.44524450844956,65.88403586754751
0.95,0.05,0.1,1e-07,0.3,52.25484705443102,40.008604901100924
0.95,0.05,0.1,1e-07,0.5,62.06007591718448,43.40910188803573
0.95,0.05,0.1,1e-07,0.7,71.75907405925805,58.52474091446031
0.95,0.05,0.1,1e-07,0.9,63.323288085269034,50.11454969583445
0.95,0.05,0.2,1e-07,0.1,65.06653865642585,60.05065829386451
0.95,0.05,0.2,1e-07,0.3,65.10254153665625,44.927047597893285
0.95,0.05,0.2,1e-07,0.5,65.45812553893201,41.3217157648733
0.95,0.05,0.2,1e-07,0.7,72.63247726484785,31.573643493912694
0.95,0.05,0.2,1e-07,0.9,77.83644913815327,37.029234962368776
0.95,0.05,0.3,1e-07,0.1,51.9552675325137,46.69922009815227
0.95,0.05,0.3,1e-07,0.3,58.579353014907866,32.604522252429824
0.95,0.05,0.3,1e-07,0.5,79.84327635099696,40.11674442420653
0.95,0.05,0.3,1e-07,0.7,90.08365113653535,48.77425911052139
0.95,0.05,0.3,1e-07,0.9,98.24341502875785,50.08971467744286
0.95,0.05,0.4,1e-07,0.1,54.5759216292859,48.07357403417539
0.95,0.05,0.4,1e-07,0.3,62.50455592002915,40.41015135917362
0.95,0.05,0.4,1e-07,0.5,86.99095927674212,44.332534179212495
0.95,0.05,0.4,1e-07,0.7,102.19439777404415,59.4934963142761
0.95,0.05,0.4,1e-07,0.9,102.73444097750043,62.64969305812412
0.95,0.05,0.5,1e-07,0.1,60.11769830475326,55.064385560988796
0.95,0.05,0.5,1e-07,0.3,79.60814642949214,59.1939546281454
0.95,0.05,0.5,1e-07,0.5,82.55993812838359,57.30944155938049
0.95,0.05,0.5,1e-07,0.7,81.3002818003218,48.96452097462532
0.95,0.05,0.5,1e-07,0.9,98.23319198869245,64.18084027557292
0.95,0.05,0.6,1e-07,0.1,53.531393622600916,44.368249773142345
0.95,0.05,0.6,1e-07,0.3,62.09385639740067,51.4754680066644
0.95,0.05,0.6,1e-07,0.5,69.65846156581415,42.56652658519116
0.95,0.05,0.6,1e-07,0.7,85.5130632672836,53.83085635232539
0.95,0.05,0.6,1e-07,0.9,81.33361780053514,53.16749402569667
0.95,0.05,0.7,1e-07,0.1,51.46856192939879,39.359786373907646
0.95,0.05,0.7,1e-07,0.3,75.26691024170823,60.60297053426629
0.95,0.05,0.7,1e-07,0.5,74.07925967410726,55.35795426931275
0.95,0.05,0.7,1e-07,0.7,77.40752593540816,66.16995289743612
0.95,0.05,0.7,1e-07,0.9,82.90441013058822,66.68696397437473
0.95,0.05,0.8,1e-07,0.1,47.16332862184531,36.57891418347603
0.95,0.05,0.8,1e-07,0.3,67.05336426914153,51.46511143863351
0.95,0.05,0.8,1e-07,0.5,64.92519401552123,54.20077891401491
0.95,0.05,0.8,1e-07,0.7,65.87549226160314,49.93403299793899
0.95,0.05,0.8,1e-07,0.9,64.67672969393107,61.441081325576604
0.95,0.05,0.9,1e-07,0.1,46.0916873349868,41.12949447431778
0.95,0.05,0.9,1e-07,0.3,58.47134437421662,49.47497164320986
0.95,0.05,0.9,1e-07,0.5,41.782453707407704,38.42706041313733
0.95,0.05,0.9,1e-07,0.7,42.905210194593344,41.59600028731385
0.95,0.05,0.9,1e-07,0.9,40.76681690090763,36.80433110511511
0.95,0.05,1.0,1e-07,0.1,40.44723577886231,39.09486052561526
0.95,0.05,1.0,1e-07,0.3,49.203491834902344,40.15281368737911
0.95,0.05,1.0,1e-07,0.5,31.042927878674735,24.252003890404403
0.95,0.05,1.0,1e-07,0.7,29.412575228240485,28.754162764591587
0.95,0.05,1.0,1e-07,0.9,29.037434105839576,27.051259269195853
0.95,0.1,0.1,1e-07,0.1,40.88238170164725,41.98492023947416
0.95,0.1,0.1,1e-07,0.3,49.61019103750522,24.731570272163346
0.95,0.1,0.1,1e-07,0.5,71.85241485985546,59.478208691882536
0.95,0.1,0.1,1e-07,0.7,57.64594500893405,25.231483973045467
0.95,0.1,0.1,1e-07,0.9,67.830315314114,40.43383591284748
0.95,0.1,0.2,1e-07,0.1,74.32505711568038,44.058030267573336
0.95,0.1,0.2,1e-07,0.3,63.21572392458062,43.6418662248336
0.95,0.1,0.2,1e-07,0.5,61.82627943568819,47.333080633719646
0.95,0.1,0.2,1e-07,0.7,84.17295605870692,49.08075907104936
0.95,0.1,0.2,1e-07,0.9,97.56958334444532,53.39013281331655
0.95,0.1,0.3,1e-07,0.1,66.63110826643909,43.69646135918671
0.95,0.1,0.3,1e-07,0.3,64.80962921478164,42.05266160727305
0.95,0.1,0.3,1e-07,0.5,68.73972139993421,54.56521656653556
0.95,0.1,0.3,1e-07,0.7,76.33410672853829,47.550333919954895
0.95,0.1,0.3,1e-07,0.9,104.31856770763882,58.22625006605966
0.95,0.1,0.4,1e-07,0.1,66.13551306326728,54.66683426174138
0.95,0.1,0.4,1e-07,0.3,72.95872558693583,52.04163310525611
0.95,0.1,0.4,1e-07,0.5,91.20863002373522,62.482574515687105
0.95,0.1,0.4,1e-07,0.7,91.57443706607638,52.3452975607569
0.95,0.1,0.4,1e-07,0.9,102.1210585735748,61.28976100335537
0.95,0.1,0.5,1e-07,0.1,55.407988194611114,32.239891538322844
0.95,0.1,0.5,1e-07,0.3,90.50235129921505,67.81928412708419
