spectral_radius,connectivity,input_scale,ridge_alpha,leaking_rate,mean_T_VPT,std_dev
0.92,0.2,0.1,1e-07,0.5,0.5520441635330837,0.2737094720857107
0.92,0.2,0.1,1e-07,0.7,0.7738396849525755,0.5349209267885479
0.92,0.2,0.1,1e-07,0.9,1.1827612875696734,0.9488866285013765
0.92,0.2,0.2,1e-07,0.1,1.8917068921069247,0.7171315354630418
0.92,0.2,0.2,1e-07,0.3,0.6493852841560669,0.43765686859519404
0.92,0.2,0.2,1e-07,0.5,1.36899840876159,0.5903624827109292
0.92,0.2,0.2,1e-07,0.7,1.6756896107244144,1.117235655071029
0.92,0.2,0.2,1e-07,0.9,2.133059533651582,1.278011335608419
0.92,0.2,0.3,1e-07,0.1,2.1850636939844086,0.7530236384404762
0.92,0.2,0.3,1e-07,0.3,1.5934608101981502,1.1382064578124098
0.92,0.2,0.3,1e-07,0.5,2.44019521561725,1.0570151276251574
0.92,0.2,0.3,1e-07,0.7,2.677547537136305,1.1793566414736276
0.92,0.2,0.3,1e-07,0.9,3.055800019557121,1.3874370490142696
0.92,0.2,0.4,1e-07,0.1,2.4753091358419788,0.8664811328715075
0.92,0.2,0.4,1e-07,0.3,2.403303375381143,1.038466055706456
0.92,0.2,0.4,1e-07,0.5,2.978016019059303,1.1240371120978059
0.92,0.2,0.4,1e-07,0.7,3.410050581824325,1.0681480569361574
0.92,0.2,0.4,1e-07,0.9,3.726075863846886,1.142576978912129
0.92,0.2,0.5,1e-07,0.1,2.7619987376767927,0.9314135464446767
0.92,0.2,0.5,1e-07,0.3,3.1171382599496864,1.071632529958298
0.92,0.2,0.5,1e-07,0.5,3.6260678632068353,1.0528234863880286
0.92,0.2,0.5,1e-07,0.7,3.9212025850956973,0.9907284780039762
0.92,0.2,0.5,1e-07,0.9,4.070547866051506,1.1369218097043283
0.92,0.2,0.6,1e-07,0.1,3.0429100994746254,1.0896628294684017
0.92,0.2,0.6,1e-07,0.3,3.28781858104204,1.0305282046018698
0.92,0.2,0.6,1e-07,0.5,3.868309464757181,1.2994535371630889
0.92,0.2,0.6,1e-07,0.7,4.153665626583462,0.8897153008300542
0.92,0.2,0.6,1e-07,0.9,4.179445466748452,0.9043727478494559
0.92,0.2,0.7,1e-07,0.1,3.1175827399525304,1.0367236664005413
0.92,0.2,0.7,1e-07,0.3,3.7380768239236923,0.931808624275812
0.92,0.2,0.7,1e-07,0.5,3.8447520246064135,1.1404606809978246
0.92,0.2,0.7,1e-07,0.7,4.248784347192221,1.0034301204654619
0.92,0.2,0.7,1e-07,0.9,4.342569627792446,0.9258743577210422
0.92,0.2,0.8,1e-07,0.1,3.1535856201829486,1.0795100753665143
0.92,0.2,0.8,1e-07,0.3,3.832751064529608,0.9332583523758488
0.92,0.2,0.8,1e-07,0.5,4.044768025886516,1.1896339339064812
0.92,0.2,0.8,1e-07,0.7,4.234116507098346,0.985382594008858
0.92,0.2,0.8,1e-07,0.9,4.4714688286174,1.125186005298273
0.92,0.2,0.9,1e-07,0.1,3.1122489799183937,0.9680296909679208
0.92,0.2,0.9,1e-07,0.3,3.878976984825454,0.9168347964289064
0.92,0.2,0.9,1e-07,0.5,4.176778586731384,1.1707898578723372
0.92,0.2,0.9,1e-07,0.7,4.354570587869252,1.0317812256606833
0.92,0.2,0.9,1e-07,0.9,4.517694748913248,0.977399701681786
0.92,0.2,1.0,1e-07,0.1,3.1566969802028617,1.019460791834982
0.92,0.2,1.0,1e-07,0.3,3.886533144873813,0.8908419421430679
0.92,0.2,1.0,1e-07,0.5,4.294565787485221,1.13288754109184
0.92,0.2,1.0,1e-07,0.7,4.438577308406896,0.9736652776216421
0.92,0.2,1.0,1e-07,0.9,4.861277791112178,1.1549311465302388
0.92,0.3,0.1,1e-07,0.1,1.152536647376235,0.6529812138945741
0.92,0.3,0.1,1e-07,0.3,0.3142473620111837,0.10160622316259602
0.92,0.3,0.1,1e-07,0.5,0.599603523837463,0.25008626972499265
0.92,0.3,0.1,1e-07,0.7,0.6187161639597841,0.47440115096446484
0.92,0.3,0.1,1e-07,0.9,0.6471628841418433,0.7303448926088391
0.92,0.3,0.2,1e-07,0.1,1.8552595318736609,0.9076521090778826
0.92,0.3,0.2,1e-07,0.3,0.49115040314336306,0.18085475669191586
0.92,0.3,0.2,1e-07,0.5,0.7005004844832039,0.2554325682731705
0.92,0.3,0.2,1e-07,0.7,1.5072316896462836,1.1380045739336209
0.92,0.3,0.2,1e-07,0.9,1.6601328106248507,1.1570156836405785
0.92,0.3,0.3,1e-07,0.1,2.146838413739767,0.788963899494919
0.92,0.3,0.3,1e-07,0.3,1.4067792090033877,0.7961318059997119
0.92,0.3,0.3,1e-07,0.5,2.194842254046992,1.1306785018612888
0.92,0.3,0.3,1e-07,0.7,2.634432976860372,1.0664154453322876
0.92,0.3,0.3,1e-07,0.9,3.1451405001288997,1.0140822710522686
0.92,0.3,0.4,1e-07,0.1,2.4988665759927473,0.836911821086331
0.92,0.3,0.4,1e-07,0.3,2.479753935870426,0.9488481098857309
0.92,0.3,0.4,1e-07,0.5,2.783333777813337,1.130549194909869
0.92,0.3,0.4,1e-07,0.7,3.615400343138563,0.909208155540379
0.92,0.3,0.4,1e-07,0.9,3.8909779449022595,1.138015858156345
0.92,0.3,0.5,1e-07,0.1,2.7860006578304044,1.073080594055853
0.92,0.3,0.5,1e-07,0.3,3.1855881803877653,1.0198628291841338
0.92,0.3,0.5,1e-07,0.5,3.2887075410477284,1.2300974241540725
0.92,0.3,0.5,1e-07,0.7,4.034544985821088,1.0899566869661919
0.92,0.3,0.5,1e-07,0.9,4.026988825772728,0.9971242914055068
0.92,0.3,0.6,1e-07,0.1,2.825114898080736,0.9889159658407494
0.92,0.3,0.6,1e-07,0.3,3.3878265816820905,1.065128048308879
0.92,0.3,0.6,1e-07,0.5,3.7011849836875848,1.07440811046065
0.92,0.3,0.6,1e-07,0.7,4.077659546097022,0.9172536000679326
0.92,0.3,0.6,1e-07,0.9,4.294121307482377,1.0503396339189808
0.92,0.3,0.7,1e-07,0.1,2.9837942590962845,1.0851390997923607
0.92,0.3,0.7,1e-07,0.3,3.51717026250989,1.0240172974310269
0.92,0.3,0.7,1e-07,0.5,3.9469824252606878,1.121731392516815
0.92,0.3,0.7,1e-07,0.7,4.1732227467086265,0.8456065883550529
0.92,0.3,0.7,1e-07,0.9,4.37901698802571,1.1515812107313164
0.92,0.3,0.8,1e-07,0.1,3.020241619329547,0.9991639580559326
0.92,0.3,0.8,1e-07,0.3,3.808749144375995,1.0839521353597523
0.92,0.3,0.8,1e-07,0.5,4.132775066449761,1.1275202301061202
0.92,0.3,0.8,1e-07,0.7,4.248784347192221,0.9604701726722633
0.92,0.3,0.8,1e-07,0.9,4.607035229485026,1.0777297380809727
0.92,0.3,0.9,1e-07,0.1,3.1091376198984824,1.0264245351030912
0.92,0.3,0.9,1e-07,0.3,3.919424665084319,1.0640229274981337
0.92,0.3,0.9,1e-07,0.5,4.208336666933357,1.1171203549740245
0.92,0.3,0.9,1e-07,0.7,4.419909148287418,0.9427287787825428
0.92,0.3,0.9,1e-07,0.9,4.591478429385462,0.9647653224800299
0.92,0.3,1.0,1e-07,0.1,3.238481300726281,1.0465492861280516
0.92,0.3,1.0,1e-07,0.3,4.030989145798331,1.0605719455776519
0.92,0.3,1.0,1e-07,0.5,4.3016774675307365,1.1115676201621882
0.92,0.3,1.0,1e-07,0.7,4.525695388964451,1.048056702539267
0.92,0.3,1.0,1e-07,0.9,4.590144989376928,0.953112307271498
0.95,0.01,0.1,1e-07,0.1,1.345885448613667,0.6881974470326948
0.95,0.01,0.1,1e-07,0.3,0.38225280244641907,0.1998035257564854
0.95,0.01,0.1,1e-07,0.5,0.6458294441333093,0.3168603138490596
0.95,0.01,0.1,1e-07,0.7,0.7600608048643895,0.3281725626369101
0.95,0.01,0.1,1e-07,0.9,1.0134144064858528,0.6873750674721398
0.95,0.01,0.2,1e-07,0.1,1.9819363326843926,0.8400441579490159
0.95,0.01,0.2,1e-07,0.3,0.733836484696554,0.5610094820932839
0.95,0.01,0.2,1e-07,0.5,1.6779120107386378,1.0557967328071085
0.95,0.01,0.2,1e-07,0.7,1.5445680098852361,0.9916875810291977
0.95,0.01,0.2,1e-07,0.9,1.5161212897031768,1.1188634411594787
0.95,0.01,0.3,1e-07,0.1,2.2459574543741287,0.8577826098741349
0.95,0.01,0.3,1e-07,0.3,2.2201776142091374,1.0576205297047734
0.95,0.01,0.3,1e-07,0.5,2.970015379008099,1.2182098195809945
0.95,0.01,0.3,1e-07,0.7,3.3829373016508004,1.0612842242605278
0.95,0.01,0.3,1e-07,0.9,3.739854743935071,1.1178052610081701
0.95,0.01,0.4,1e-07,0.1,2.477531535856203,0.9760890160218404
0.95,0.01,0.4,1e-07,0.3,3.0731347396680637,0.9266319712232256
0.95,0.01,0.4,1e-07,0.5,3.660292823425875,1.2046875919768327
0.95,0.01,0.4,1e-07,0.7,3.9327590651696576,1.035614179323089
0.95,0.01,0.4,1e-07,0.9,4.017654745712992,1.099280373262606
0.95,0.01,0.5,1e-07,0.1,2.655768016996916,1.0530030522574139
0.95,0.01,0.5,1e-07,0.3,3.483389782293696,1.1650020134206678
0.95,0.01,0.5,1e-07,0.5,4.037656345841001,1.0340016939649195
0.95,0.01,0.5,1e-07,0.7,4.14877634655217,1.1006453964056229
0.95,0.01,0.5,1e-07,0.9,4.4190201882817295,1.2557536325037264
0.95,0.01,0.6,1e-07,0.1,2.9602368189455155,1.1549006974564036
0.95,0.01,0.6,1e-07,0.3,3.563396182805736,0.9548953325135853
0.95,0.01,0.6,1e-07,0.5,4.139886746495275,1.0106955323079088
0.95,0.01,0.6,1e-07,0.7,4.113662426327441,0.9434217634047478
0.95,0.01,0.6,1e-07,0.9,4.4221315483016435,1.1040997789875238
0.95,0.01,0.7,1e-07,0.1,3.1766985803308723,1.2812567640525796
0.95,0.01,0.7,1e-07,0.3,3.644291543323467,1.0351617685987098
0.95,0.01,0.7,1e-07,0.5,4.192335386830947,1.2007951192526352
0.95,0.01,0.7,1e-07,0.7,4.3403472277782225,0.8668590835784804
0.95,0.01,0.7,1e-07,0.9,4.511027548870578,1.0213715260273701
0.95,0.01,0.8,1e-07,0.1,3.200700500484484,1.0320902234245202
0.95,0.01,0.8,1e-07,0.3,3.725186903841196,0.9804924612881587
0.95,0.01,0.8,1e-07,0.5,4.251006747206444,1.0122698089396815
0.95,0.01,0.8,1e-07,0.7,4.383906268057,0.8706790336415821
0.95,0.01,0.8,1e-07,0.9,4.478580508662915,0.9975684049926339
0.95,0.01,0.9,1e-07,0.1,3.2509267408059315,1.0706751074302956
0.95,0.01,0.9,1e-07,0.3,3.8749766647998514,0.9273248412999752
0.95,0.01,0.9,1e-07,0.5,4.326123867687192,1.0237712836038997
0.95,0.01,0.9,1e-07,0.7,4.4270208283329335,0.8594432049511695
0.95,0.01,0.9,1e-07,0.9,4.623480989590279,1.286454902474843
0.95,0.01,1.0,1e-07,0.1,3.2807069009965257,1.0260947701013503
0.95,0.01,1.0,1e-07,0.3,4.0358784258296225,0.9039099470729641
0.95,0.01,1.0,1e-07,0.5,4.4047968281907,1.1736915086553026
0.95,0.01,1.0,1e-07,0.7,4.502582428816528,1.1214874359116556
0.95,0.01,1.0,1e-07,0.9,4.549252829115218,0.9174373048968522
0.95,0.05,0.1,1e-07,0.1,1.3641091287302993,0.6630911725592792
0.95,0.05,0.1,1e-07,0.3,0.4022544025744283,0.15373483221596987
0.95,0.05,0.1,1e-07,0.5,0.5880470437635016,0.35964337999828844
0.95,0.05,0.1,1e-07,0.7,0.39203136250900156,0.2266220426451914
0.95,0.05,0.1,1e-07,0.9,0.5933808037976382,0.5683489861984232
0.95,0.05,0.2,1e-07,0.1,1.7939212914810967,0.6641792565288002
0.95,0.05,0.2,1e-07,0.3,0.6689424042812323,0.20317160996001218
0.95,0.05,0.2,1e-07,0.5,0.7840627250180017,0.6882359136553867
0.95,0.05,0.2,1e-07,0.7,0.8245104052768674,0.8621686211344024
0.95,0.05,0.2,1e-07,0.9,0.9209625658941613,0.7293070362456392
0.95,0.05,0.3,1e-07,0.1,2.4086371354152787,0.9321068892962887
0.95,0.05,0.3,1e-07,0.3,2.168617933879155,1.001585561579291
0.95,0.05,0.3,1e-07,0.5,1.8103670515863501,0.9643050770926458
0.95,0.05,0.3,1e-07,0.7,2.3126294548008293,1.138833406181631
0.95,0.05,0.3,1e-07,0.9,2.5748726564791857,1.3268324434128178
0.95,0.05,0.4,1e-07,0.1,2.6482118569485573,1.1211796402126137
0.95,0.05,0.4,1e-07,0.3,2.780222417793425,0.9935783539073245
0.95,0.05,0.4,1e-07,0.5,3.1580304202113956,1.206068456569439
0.95,0.05,0.4,1e-07,0.7,3.3233769812696132,0.940561696423505
0.95,0.05,0.4,1e-07,0.9,3.782080344205316,0.9075312979553797
0.95,0.05,0.5,1e-07,0.1,2.6366553768745953,0.8313684483526197
0.95,0.05,0.5,1e-07,0.3,3.292707861073331,1.0129080016411565
0.95,0.05,0.5,1e-07,0.5,3.737632343920848,1.1376251853256163
0.95,0.05,0.5,1e-07,0.7,3.9883190655252423,1.178842419210099
0.95,0.05,0.5,1e-07,0.9,3.9185357050786296,0.8829429400029896
0.95,0.05,0.6,1e-07,0.1,2.872674258385117,0.9622346363430392
0.95,0.05,0.6,1e-07,0.3,3.380270421633732,1.008859949044034
0.95,0.05,0.6,1e-07,0.5,4.0527686659377204,0.9941802571411515
0.95,0.05,0.6,1e-07,0.7,4.053213145940565,1.0476982958921937
0.95,0.05,0.6,1e-07,0.9,4.190557466819569,0.9574212753638495
0.95,0.05,0.7,1e-07,0.1,2.979349459067838,0.9835234715436143
0.95,0.05,0.7,1e-07,0.3,3.7634121840858383,1.1795176144767505
0.95,0.05,0.7,1e-07,0.5,4.0407677058609135,1.0140325909956407
0.95,0.05,0.7,1e-07,0.7,4.110995546310373,1.0415404221528244
0.95,0.05,0.7,1e-07,0.9,4.4599123485434395,1.1037266357428297
0.95,0.05,0.8,1e-07,0.1,3.1469184201402784,1.0325854989531642
0.95,0.05,0.8,1e-07,0.3,3.72163106381844,1.0776340441552237
0.95,0.05,0.8,1e-07,0.5,4.255451547234891,0.9707604038819234
0.95,0.05,0.8,1e-07,0.7,4.245228507169464,0.969734155332209
0.95,0.05,0.8,1e-07,0.9,4.448355868469478,0.9927225784861099
0.95,0.05,0.9,1e-07,0.1,3.202033940493017,1.109353347277993
0.95,0.05,0.9,1e-07,0.3,3.7136304237672353,0.9586033354359851
0.95,0.05,0.9,1e-07,0.5,4.280342427394193,1.0701634918651257
0.95,0.05,0.9,1e-07,0.7,4.34479202780667,1.0738944100095897
0.95,0.05,0.9,1e-07,0.9,4.383461788054157,0.9692004435536912
0.95,0.05,1.0,1e-07,0.1,3.212701460561289,1.0686112761551143
0.95,0.05,1.0,1e-07,0.3,3.8416406645865013,0.9599693841341344
0.95,0.05,1.0,1e-07,0.5,4.231894107084123,1.1536798493284373
0.95,0.05,1.0,1e-07,0.7,4.337680347761155,1.1217440732866895
0.95,0.05,1.0,1e-07,0.9,4.421687068298797,1.1120394016959483
0.95,0.1,0.1,1e-07,0.1,1.161870727435974,0.5505318621291795
0.95,0.1,0.1,1e-07,0.3,0.44581344285320706,0.23347092250619375
0.95,0.1,0.1,1e-07,0.5,0.5138188832884416,0.2206358619525572
0.95,0.1,0.1,1e-07,0.7,0.7658390449013707,0.664832143615404
0.95,0.1,0.1,1e-07,0.9,0.7676169649127491,0.611906436122726
0.95,0.1,0.2,1e-07,0.1,1.7774755313758441,0.7663696316214161
0.95,0.1,0.2,1e-07,0.3,0.7009449644860485,0.3403265859866765
0.95,0.1,0.2,1e-07,0.5,1.2872140882381709,1.025424518147367
0.95,0.1,0.2,1e-07,0.7,1.4681174493959532,1.08336071851743
0.95,0.1,0.2,1e-07,0.9,1.7708083313331737,1.2091779280890416
0.95,0.1,0.3,1e-07,0.1,2.076166093287464,0.7129179361828761
