spectral_radius,jump,input_scale,ridge_alpha,leaking_rate,mean_T_VPT,std_dev
0.95,20,0.6,1e-07,0.9,3.966539545385854,1.1860708810972054
0.95,20,0.7,1e-07,0.1,2.955347538914225,0.8973085853939853
0.95,20,0.7,1e-07,0.3,3.5807309029166787,1.0885190945231278
0.95,20,0.7,1e-07,0.5,3.686072663590865,0.8657468720252907
0.95,20,0.7,1e-07,0.7,4.165666586660267,1.0296833761372715
0.95,20,0.7,1e-07,0.9,4.016765785707302,1.0891543286315752
0.95,20,0.8,1e-07,0.1,3.0540220995457426,0.9730533238904584
0.95,20,0.8,1e-07,0.3,3.683850263576642,1.1021532148135176
0.95,20,0.8,1e-07,0.5,3.857641944688909,1.0040156888073297
0.95,20,0.8,1e-07,0.7,4.110106586304682,0.9255516719055813
0.95,20,0.8,1e-07,0.9,4.416797788267507,1.3501321347265163
0.95,20,0.9,1e-07,0.1,3.164253140251221,0.9285243643744543
0.95,20,0.9,1e-07,0.3,3.670960343494147,1.1855294087084745
0.95,20,0.9,1e-07,0.5,4.136330906472518,1.0873023875648413
0.95,20,0.9,1e-07,0.7,4.194557786845171,0.9172731998743102
0.95,20,0.9,1e-07,0.9,4.449689308478013,1.248527159456726
0.95,20,1.0,1e-07,0.1,3.3273773012952157,1.0757080931603247
0.95,20,1.0,1e-07,0.3,3.8078601843703055,0.8713424815132521
0.95,20,1.0,1e-07,0.5,4.240339227138173,0.9631185277628238
0.95,20,1.0,1e-07,0.7,4.329235227707107,0.901612100898132
0.95,20,1.0,1e-07,0.9,4.380350428034244,1.058989814082681
0.98,5,0.1,1e-07,0.1,1.2267648078512954,0.5684741111900212
0.98,5,0.1,1e-07,0.3,0.29557920189170783,0.1974612105129202
0.98,5,0.1,1e-07,0.5,0.6027148838573759,0.21651879699270138
0.98,5,0.1,1e-07,0.7,0.8769590456125386,0.6449213384263629
0.98,5,0.1,1e-07,0.9,1.2801024081926562,0.8958295701667593
0.98,5,0.2,1e-07,0.1,1.9317100923629453,0.7632880004739121
0.98,5,0.2,1e-07,0.3,0.6760540843267466,0.4586645985067898
0.98,5,0.2,1e-07,0.5,1.1556480073961484,0.6061198295586511
0.98,5,0.2,1e-07,0.7,1.5392342498510996,0.9596966593260651
0.98,5,0.2,1e-07,0.9,1.6139068903290055,0.9308311213771645
0.98,5,0.3,1e-07,0.1,2.1748406539189813,0.7713855367710948
0.98,5,0.3,1e-07,0.3,1.820145611648932,0.817182257284642
0.98,5,0.3,1e-07,0.5,1.849481291836681,0.7876173108636799
0.98,5,0.3,1e-07,0.7,2.314851854815053,1.093285828519408
0.98,5,0.3,1e-07,0.9,2.7006604972842276,1.0296841436058115
0.98,5,0.4,1e-07,0.1,2.4037478553839873,0.8083692203806773
0.98,5,0.4,1e-07,0.3,2.552648656336952,0.8684297568940446
0.98,5,0.4,1e-07,0.5,2.5410921762629908,0.8258285347451019
0.98,5,0.4,1e-07,0.7,2.9108995386297574,0.898055759189229
0.98,5,0.4,1e-07,0.9,3.1380288200833855,0.9915112570165086
0.98,5,0.5,1e-07,0.1,2.58954049657306,0.9566407534174218
0.98,5,0.5,1e-07,0.3,2.904232338587088,1.0623894045229678
0.98,5,0.5,1e-07,0.5,2.9860166591105073,1.0756375661492177
0.98,5,0.5,1e-07,0.7,3.529171222586697,1.005899590280964
0.98,5,0.5,1e-07,0.9,3.5069472224444636,1.0311380451024343
0.98,5,0.6,1e-07,0.1,2.783778257816182,0.9066635974738811
0.98,5,0.6,1e-07,0.3,3.303819861144448,1.1823131314107127
0.98,5,0.6,1e-07,0.5,3.39627170173614,1.0466918016442357
0.98,5,0.6,1e-07,0.7,3.7718573041398877,1.0260861058443298
0.98,5,0.6,1e-07,0.9,3.7598563440630812,1.0778575000580284
0.98,5,0.7,1e-07,0.1,3.105581779875724,0.9740813488153761
0.98,5,0.7,1e-07,0.3,3.5807309029166783,1.1318187334298682
0.98,5,0.7,1e-07,0.5,3.6891840236107787,1.107538571300415
0.98,5,0.7,1e-07,0.7,4.210114586944735,1.2656208862697502
0.98,5,0.7,1e-07,0.9,4.111884506316061,1.1686252478834336
0.98,5,0.8,1e-07,0.1,3.258038420851447,1.0783088533314522
0.98,5,0.8,1e-07,0.3,3.641180183303554,1.1220480166242284
0.98,5,0.8,1e-07,0.5,3.7803024241939367,1.0401003019007649
0.98,5,0.8,1e-07,0.7,4.189224026811035,1.155697582948491
0.98,5,0.8,1e-07,0.9,4.204336346907754,0.9379174745598284
0.98,5,0.9,1e-07,0.1,3.244259540763262,0.9740375388667925
0.98,5,0.9,1e-07,0.3,3.828750744504006,1.0463765426316065
0.98,5,0.9,1e-07,0.5,3.8860886648709676,0.980505759743071
0.98,5,0.9,1e-07,0.7,4.31634530762461,1.1575657150960492
0.98,5,0.9,1e-07,0.9,4.407463708207768,0.9176175281652384
0.98,5,1.0,1e-07,0.1,3.4189401818812177,1.3461960203385852
0.98,5,1.0,1e-07,0.3,3.813638424407286,0.9741872147240075
0.98,5,1.0,1e-07,0.5,4.095438746210809,1.0330688715601384
0.98,5,1.0,1e-07,0.7,4.40568578819639,1.0389833919304283
0.98,5,1.0,1e-07,0.9,4.595034269408221,1.2404461405708622
0.98,10,0.1,1e-07,0.1,1.1320905672453807,0.6194743807587747
0.98,10,0.1,1e-07,0.3,0.3502502422416029,0.26399493049147876
0.98,10,0.1,1e-07,0.5,0.7151683245770782,0.350878606507909
0.98,10,0.1,1e-07,0.7,1.026748806571193,0.6683847259701918
0.98,10,0.1,1e-07,0.9,1.3525526486563382,0.5867937393737727
0.98,10,0.2,1e-07,0.1,1.8041443315465244,0.746269085308914
0.98,10,0.2,1e-07,0.3,0.6867216043950194,0.7103368969085115
0.98,10,0.2,1e-07,0.5,1.016525766505766,0.5907197765732821
0.98,10,0.2,1e-07,0.7,2.0272732929745496,0.7179946767635843
0.98,10,0.2,1e-07,0.9,2.329964174911771,0.8504234860644568
0.98,10,0.3,1e-07,0.1,2.024161932954636,0.7074348528651937
0.98,10,0.3,1e-07,0.3,1.6294636904285678,0.9668552730537403
0.98,10,0.3,1e-07,0.5,2.0112720128721415,0.8885910107046292
0.98,10,0.3,1e-07,0.7,2.6824368171675963,0.9930343793778086
0.98,10,0.3,1e-07,0.9,2.785556177827561,1.2266589977222664
0.98,10,0.4,1e-07,0.1,2.278848974584635,0.8041361905916026
0.98,10,0.4,1e-07,0.3,2.601096976647022,0.9472395505766481
0.98,10,0.4,1e-07,0.5,2.8188921780409113,0.9557649274029478
0.98,10,0.4,1e-07,0.7,2.998462099190158,0.9824279072773394
0.98,10,0.4,1e-07,0.9,3.0055737792356734,1.0397532133818972
0.98,10,0.5,1e-07,0.1,2.510867536069553,0.8445382059249318
0.98,10,0.5,1e-07,0.3,2.723773457432151,0.9214860540296816
0.98,10,0.5,1e-07,0.5,3.1806989003564747,0.9897367079290413
0.98,10,0.5,1e-07,0.7,3.432274581966559,1.1242836784691903
0.98,10,0.5,1e-07,0.9,3.5229485025468716,1.118776033491525
0.98,10,0.6,1e-07,0.1,2.6842147371789746,0.8872397593147419
0.98,10,0.6,1e-07,0.3,3.2255913806437855,1.1546959151331124
0.98,10,0.6,1e-07,0.5,3.554062102745999,1.0892729516936919
0.98,10,0.6,1e-07,0.7,3.6985181036705157,1.1172192096191436
0.98,10,0.6,1e-07,0.9,3.8256393844840924,1.0551496548207449
0.98,10,0.7,1e-07,0.1,2.8637846583282225,0.8862842092783205
0.98,10,0.7,1e-07,0.3,3.427829781938111,1.2811873747445572
0.98,10,0.7,1e-07,0.5,3.7705238641313534,1.1436580167498975
0.98,10,0.7,1e-07,0.7,4.065658586020216,1.1365133777297125
0.98,10,0.7,1e-07,0.9,3.9585389053346502,0.8872520061295462
0.98,10,0.8,1e-07,0.1,2.9669040189881866,0.8922298097559502
0.98,10,0.8,1e-07,0.3,3.5807309029166787,1.1625921458288004
0.98,10,0.8,1e-07,0.5,3.9287587451440564,0.7595985090410384
0.98,10,0.8,1e-07,0.7,4.244339547163773,1.1213160180499429
0.98,10,0.8,1e-07,0.9,4.19633570685655,1.0104237899774657
0.98,10,0.9,1e-07,0.1,3.040243219457558,0.9478310691510625
0.98,10,0.9,1e-07,0.3,3.619400663164166,1.1159383732352612
0.98,10,0.9,1e-07,0.5,3.949204825274912,0.8892710872615838
0.98,10,0.9,1e-07,0.7,4.345236507809513,1.0625446702009549
0.98,10,0.9,1e-07,0.9,4.349681307837961,1.0477784342681409
0.98,10,1.0,1e-07,0.1,3.1918109004275905,0.9926338157197021
0.98,10,1.0,1e-07,0.3,3.749188823994809,1.2737566980417754
0.98,10,1.0,1e-07,0.5,4.047879385906429,1.1030240324492664
0.98,10,1.0,1e-07,0.7,4.3972406681423415,1.0805468851516522
0.98,10,1.0,1e-07,0.9,4.323456987670125,1.1747368508641292
0.98,15,0.1,1e-07,0.1,1.098310087029186,0.7033668183883971
0.98,15,0.1,1e-07,0.3,0.2546870416299986,0.12121842469918678
0.98,15,0.1,1e-07,0.5,0.49648416317749955,0.27129160218297105
0.98,15,0.1,1e-07,0.7,1.0005244864033578,0.6539090947204115
0.98,15,0.1,1e-07,0.9,1.063196166804456,0.712747765352158
0.98,15,0.2,1e-07,0.1,1.8761500920073604,0.8058281481779582
0.98,15,0.2,1e-07,0.3,0.40492128259149734,0.23003890676116243
0.98,15,0.2,1e-07,0.5,0.6853881643864854,0.3724190761025045
0.98,15,0.2,1e-07,0.7,1.8832617720528753,1.004691570923746
0.98,15,0.2,1e-07,0.9,2.1775075339360486,0.9779725742929353
0.98,15,0.3,1e-07,0.1,2.0539420931452304,0.6711698083563022
0.98,15,0.3,1e-07,0.3,1.304993288351958,0.764052462781498
0.98,15,0.3,1e-07,0.5,1.8952627321296824,1.1366366179853673
0.98,15,0.3,1e-07,0.7,2.4197491354863945,0.9290497585453934
0.98,15,0.3,1e-07,0.9,2.623320976789255,1.0340735322509542
0.98,15,0.4,1e-07,0.1,2.548203856308506,1.1779672733619315
0.98,15,0.4,1e-07,0.3,2.4170822554693263,0.7697189969018281
0.98,15,0.4,1e-07,0.5,2.4655305757793964,0.9397715866010413
0.98,15,0.4,1e-07,0.7,3.052688659537208,1.0587823418394728
0.98,15,0.4,1e-07,0.9,3.155363540194328,1.3025474159862924
0.98,15,0.5,1e-07,0.1,2.7091056173382766,1.1863536813045115
0.98,15,0.5,1e-07,0.3,2.9051212985927766,1.0275723997916306
0.98,15,0.5,1e-07,0.5,3.119360659963909,1.4276339279895822
0.98,15,0.5,1e-07,0.7,3.448720342071811,1.160571588996572
0.98,15,0.5,1e-07,0.9,3.565174102817115,1.0416475875134994
0.98,15,0.6,1e-07,0.1,2.8211145780551345,0.9416763872167366
0.98,15,0.6,1e-07,0.3,3.306042261158671,1.1989221710193794
0.98,15,0.6,1e-07,0.5,3.384270741659333,1.1964427479410107
0.98,15,0.6,1e-07,0.7,3.5758416228853878,1.1426724209982855
0.98,15,0.6,1e-07,0.9,3.791858904267899,1.0134450127607175
0.98,15,0.7,1e-07,0.1,2.980238419073527,0.9997065734776264
0.98,15,0.7,1e-07,0.3,3.410050581824324,1.0989165601400137
0.98,15,0.7,1e-07,0.5,3.622512023184077,1.2072104698142516
0.98,15,0.7,1e-07,0.7,3.9900969855366215,1.4002112020952235
0.98,15,0.7,1e-07,0.9,4.181667866762674,1.2304219684425588
0.98,15,0.8,1e-07,0.1,3.0984700998302097,0.9676018296328975
0.98,15,0.8,1e-07,0.3,3.427385301935267,0.9700916329387925
0.98,15,0.8,1e-07,0.5,3.7851917042252277,1.1426978362966842
0.98,15,0.8,1e-07,0.7,4.144331546523723,1.3440691651974168
0.98,15,0.8,1e-07,0.9,4.164777626654577,0.9901803440671093
0.98,15,0.9,1e-07,0.1,3.17936546034794,0.9330169933291715
0.98,15,0.9,1e-07,0.3,3.6665155434657004,0.9769832237347662
0.98,15,0.9,1e-07,0.5,3.886977624876658,1.0059035183487166
0.98,15,0.9,1e-07,0.7,4.328346267701416,1.322517067029548
0.98,15,0.9,1e-07,0.9,4.362571227920456,1.1897485166683126
0.98,15,1.0,1e-07,0.1,3.2553715408343793,0.8803648804893522
0.98,15,1.0,1e-07,0.3,3.8256393844840924,1.1544187082739115
0.98,15,1.0,1e-07,0.5,4.057213465966167,1.1137613491673617
0.98,15,1.0,1e-07,0.7,4.411908508236215,1.180418222472312
0.98,15,1.0,1e-07,0.9,4.39724066814234,1.142867430041214
0.98,20,0.1,1e-07,0.1,1.1134224071259042,0.6440252965069848
0.98,20,0.1,1e-07,0.3,0.3124694419998052,0.2086008629833671
0.98,20,0.1,1e-07,0.5,0.6747206443182133,0.4163109899778732
0.98,20,0.1,1e-07,0.7,0.8031753651403233,0.5003502527684809
0.98,20,0.1,1e-07,0.9,1.024081926554125,0.5699048342663093
0.98,20,0.2,1e-07,0.1,1.6392422504911515,0.6086530053014996
0.98,20,0.2,1e-07,0.3,0.671164804295455,0.5727983289667009
0.98,20,0.2,1e-07,0.5,0.6471628841418432,0.30599922270243846
0.98,20,0.2,1e-07,0.7,1.068529926838593,0.588445865438953
0.98,20,0.2,1e-07,0.9,2.056164493159453,1.0607647270084577
0.98,20,0.3,1e-07,0.1,2.040163213057045,0.6464640382377544
0.98,20,0.3,1e-07,0.3,1.5650140900160907,0.9857374030287148
0.98,20,0.3,1e-07,0.5,1.4014454489692518,0.786869716762835
0.98,20,0.3,1e-07,0.7,1.8414806517854774,1.0699341821524364
0.98,20,0.3,1e-07,0.9,2.552204176334108,0.9684612392119463
0.98,20,0.4,1e-07,0.1,2.302406414735401,0.697533445133342
0.98,20,0.4,1e-07,0.3,2.4281942555404434,0.940745469883692
0.98,20,0.4,1e-07,0.5,1.9979376127868016,0.8026513867153575
0.98,20,0.4,1e-07,0.7,2.6708803370936347,0.907548713163236
0.98,20,0.4,1e-07,0.9,3.0815798597221113,1.050200623331595
0.98,20,0.5,1e-07,0.1,2.581984336524701,0.8752062951327387
0.98,20,0.5,1e-07,0.3,2.993128339156022,1.0235501101284799
0.98,20,0.5,1e-07,0.5,3.1144713799326174,1.073395372170329
0.98,20,0.5,1e-07,0.7,3.2398147407348143,1.0991419802882905
0.98,20,0.5,1e-07,0.9,3.458943382137239,0.9679194776037346
0.98,20,0.6,1e-07,0.1,2.843338578197368,0.9586121974404818
0.98,20,0.6,1e-07,0.3,3.062022739596946,0.9599177267419636
0.98,20,0.6,1e-07,0.5,3.3727142615853722,1.057833085624283
0.98,20,0.6,1e-07,0.7,3.5291712225866965,0.9562592406476677
0.98,20,0.6,1e-07,0.9,3.7340765038980908,1.001002518952422
0.98,20,0.7,1e-07,0.1,3.0513552195286744,0.988236091442189
0.98,20,0.7,1e-07,0.3,3.3482678614289147,1.0737910148768584
0.98,20,0.7,1e-07,0.5,3.5527286627374632,1.1283320758635769
0.98,20,0.7,1e-07,0.7,3.8349734645438307,1.025608688470412
0.98,20,0.7,1e-07,0.9,3.901645464970532,1.0849187825425857
0.98,20,0.8,1e-07,0.1,3.0838022597363364,1.0973837713449441
0.98,20,0.8,1e-07,0.3,3.6162893031442525,1.0351531802326865
0.98,20,0.8,1e-07,0.5,3.8616422647145114,1.071752355014735
0.98,20,0.8,1e-07,0.7,4.058991385977546,1.0339053922625663
0.98,20,0.8,1e-07,0.9,4.095883226213653,1.1477262073329952
0.98,20,0.9,1e-07,0.1,3.1558080201971723,0.9672624271876359
0.98,20,0.9,1e-07,0.3,3.5380608226435895,1.0598140773699711
0.98,20,0.9,1e-07,0.5,4.092327386190895,1.0230396461463145
0.98,20,0.9,1e-07,0.7,4.179000986745606,0.8985585135310733
0.98,20,0.9,1e-07,0.9,4.408797148216303,1.373019089244968
0.98,20,1.0,1e-07,0.1,3.253149140820155,1.0459403091690957
0.98,20,1.0,1e-07,0.3,3.756744984043168,1.068577997637799
0.98,20,1.0,1e-07,0.5,4.226115867047143,0.9680684667600545
0.98,20,1.0,1e-07,0.7,4.311011547590474,0.9745667772042952
0.98,20,1.0,1e-07,0.9,4.29145442746531,1.0059261044406302
