spectral_radius,jump,input_scale,ridge_alpha,leaking_rate,mean_T_VPT,std_dev
0.95,5,0.2,1e-07,0.3,0.4964841631774994,0.1976142296848685
0.95,5,0.2,1e-07,0.5,0.9467424060591519,0.49967539667063665
0.95,5,0.2,1e-07,0.7,1.557902409970576,0.988529921701587
0.95,5,0.2,1e-07,0.9,1.5979056102265963,0.9748916804027898
0.95,5,0.3,1e-07,0.1,2.1775075339360495,0.757454960134898
0.95,5,0.3,1e-07,0.3,1.4810073694784478,0.8174102057380777
0.95,5,0.3,1e-07,0.5,1.883261772052876,1.0720804227683929
0.95,5,0.3,1e-07,0.7,2.586429136553147,0.9960522159022278
0.95,5,0.3,1e-07,0.9,2.7095500973411215,0.9268376911119836
0.95,5,0.4,1e-07,0.1,2.4130819354437247,0.7069641331175349
0.95,5,0.4,1e-07,0.3,2.4313056155603574,0.8304725559103396
0.95,5,0.4,1e-07,0.5,2.905565778595622,1.1695751225600186
0.95,5,0.4,1e-07,0.7,3.1984781004702603,0.8999171377990064
0.95,5,0.4,1e-07,0.9,3.404716821790189,1.0166278926574759
0.95,5,0.5,1e-07,0.1,2.6442115369229553,0.9223762230219772
0.95,5,0.5,1e-07,0.3,3.026464339369373,1.058887575647454
0.95,5,0.5,1e-07,0.5,3.1535856201829486,1.0938028846352583
0.95,5,0.5,1e-07,0.7,3.5647296228142706,0.9319390077234043
0.95,5,0.5,1e-07,0.9,3.751411224009033,1.0424870789764977
0.95,5,0.6,1e-07,0.1,2.9233449787094092,0.9921004749420818
0.95,5,0.6,1e-07,0.3,3.399827541758897,1.0246902050737288
0.95,5,0.6,1e-07,0.5,3.5669520228284943,1.067435176073985
0.95,5,0.6,1e-07,0.7,3.8887555448880358,1.1234063027540127
0.95,5,0.6,1e-07,0.9,3.966095065383009,0.8819636947108087
0.95,5,0.7,1e-07,0.1,3.1766985803308714,0.9957617957538853
0.95,5,0.7,1e-07,0.3,3.5918429029877954,1.0122337022524963
0.95,5,0.7,1e-07,0.5,3.840307224577967,1.2075180964802803
0.95,5,0.7,1e-07,0.7,4.042990105875138,1.0279654990941127
0.95,5,0.7,1e-07,0.9,4.159443866620442,0.9487025578634066
0.95,5,0.8,1e-07,0.1,3.3073757011672047,1.0666949637016956
0.95,5,0.8,1e-07,0.3,3.67407170351406,1.1162081451398072
0.95,5,0.8,1e-07,0.5,4.06610306602306,1.3437385477953838
0.95,5,0.8,1e-07,0.7,4.333680027735552,1.0711184205846576
0.95,5,0.8,1e-07,0.9,4.2505622672036,1.046207736192042
0.95,5,0.9,1e-07,0.1,3.3047088211501374,1.0206513308329128
0.95,5,0.9,1e-07,0.3,3.8389737845694336,1.018772600991514
0.95,5,0.9,1e-07,0.5,4.080770906116935,1.1215371122448115
0.95,5,0.9,1e-07,0.7,4.415908828261816,1.1828363673968736
0.95,5,0.9,1e-07,0.9,4.531029148998588,1.232112998969841
0.95,5,1.0,1e-07,0.1,3.2664835409054955,1.105620576701074
0.95,5,1.0,1e-07,0.3,3.970539865411456,1.0175084144658226
0.95,5,1.0,1e-07,0.5,4.1652221066574215,0.9702107628712329
0.95,5,1.0,1e-07,0.7,4.471913308620246,1.2206001957949797
0.95,5,1.0,1e-07,0.9,4.5603648291863355,1.1100998189419136
0.95,10,0.1,1e-07,0.1,1.0218595265399013,0.5012177722322145
0.95,10,0.1,1e-07,0.3,0.2515756816100853,0.14039096320372146
0.95,10,0.1,1e-07,0.5,0.6080486438915116,0.29267109720272716
0.95,10,0.1,1e-07,0.7,0.9049612857917526,0.6577003509210607
0.95,10,0.1,1e-07,0.9,1.2552115280333551,0.6797164574784066
0.95,10,0.2,1e-07,0.1,1.8374803317598751,0.6819030202558365
0.95,10,0.2,1e-07,0.3,0.6493852841560663,0.5449284954794752
0.95,10,0.2,1e-07,0.5,0.8565129654816837,0.4033141106334304
0.95,10,0.2,1e-07,0.7,1.9201536122889833,0.9414407538062971
0.95,10,0.2,1e-07,0.9,2.3335200149345288,0.982972324814241
0.95,10,0.3,1e-07,0.1,2.10816865349228,0.8280909382649427
0.95,10,0.3,1e-07,0.3,1.7819203314042915,0.8213798034730141
0.95,10,0.3,1e-07,0.5,2.2397347343343035,1.1025741958805273
0.95,10,0.3,1e-07,0.7,2.565538576419448,1.1202277049420162
0.95,10,0.3,1e-07,0.9,2.7113280173525007,1.0322286106402645
0.95,10,0.4,1e-07,0.1,2.3419651349885777,0.876911172029789
0.95,10,0.4,1e-07,0.3,2.5997635366384872,0.8826475346210345
0.95,10,0.4,1e-07,0.5,2.884675218461922,0.998148109491281
0.95,10,0.4,1e-07,0.7,3.26692802090834,1.1720702538182932
0.95,10,0.4,1e-07,0.9,3.3202656212497015,0.9762474840075605
0.95,10,0.5,1e-07,0.1,2.6415446569058867,0.9580133125974563
0.95,10,0.5,1e-07,0.3,2.990461459138955,0.9240712534715189
0.95,10,0.5,1e-07,0.5,3.3487123414317597,1.0542316096136977
0.95,10,0.5,1e-07,0.7,3.7198531438070606,1.346586188257729
0.95,10,0.5,1e-07,0.9,3.7936368242792757,1.0782987764534322
0.95,10,0.6,1e-07,0.1,2.7277737774577533,0.9071831413668081
0.95,10,0.6,1e-07,0.3,3.350490261443139,0.95641789573516
0.95,10,0.6,1e-07,0.5,3.6185117031584757,0.8767590856627634
0.95,10,0.6,1e-07,0.7,3.8091936243788393,1.1625620673441048
0.95,10,0.6,1e-07,0.9,3.932759065169659,0.8733806985515493
0.95,10,0.7,1e-07,0.1,2.9042323385870885,1.0311087304164173
0.95,10,0.7,1e-07,0.3,3.566507542825649,1.1507813030879337
0.95,10,0.7,1e-07,0.5,3.886533144873813,0.8045719139226315
0.95,10,0.7,1e-07,0.7,4.165666586660267,1.0069935536291552
0.95,10,0.7,1e-07,0.9,4.145664986532256,1.0333979404945401
0.95,10,0.8,1e-07,0.1,3.0709123396538396,1.0094026367783318
0.95,10,0.8,1e-07,0.3,3.687850583602244,1.2406961649905037
0.95,10,0.8,1e-07,0.5,4.064325146011682,0.9130082336853782
0.95,10,0.8,1e-07,0.7,4.19633570685655,1.0216935339006168
0.95,10,0.8,1e-07,0.9,4.22300450702723,0.893938022599471
0.95,10,0.9,1e-07,0.1,3.1433625801175222,0.981831677355039
0.95,10,0.9,1e-07,0.3,3.70162946369043,1.1691949949358749
0.95,10,0.9,1e-07,0.5,4.004320345627651,0.9143607282214353
0.95,10,0.9,1e-07,0.7,4.469246428603179,1.0181541897981963
0.95,10,0.9,1e-07,0.9,4.287009627436861,0.9875291417195384
0.95,10,1.0,1e-07,0.1,3.277595540976612,1.0858951215118642
0.95,10,1.0,1e-07,0.3,3.7820803442053146,1.1283283989152915
0.95,10,1.0,1e-07,0.5,4.035433945826778,1.0352438316141401
0.95,10,1.0,1e-07,0.7,4.408352668213459,0.9967979141857732
0.95,10,1.0,1e-07,0.9,4.549697309118064,1.2815295047168092
0.95,15,0.1,1e-07,0.1,1.0303046465939503,0.5999090465942192
0.95,15,0.1,1e-07,0.3,0.19823808126872536,0.06678154882821
0.95,15,0.1,1e-07,0.5,0.3880310424833998,0.1962649757897872
0.95,15,0.1,1e-07,0.7,0.9671884861900069,0.6191407010713321
0.95,15,0.1,1e-07,0.9,1.0751971268812628,0.7603316035025028
0.95,15,0.2,1e-07,0.1,1.792143371469718,0.763450011384878
0.95,15,0.2,1e-07,0.3,0.35469504227004967,0.1426469223704975
0.95,15,0.2,1e-07,0.5,0.5560444835586856,0.30543053930827174
0.95,15,0.2,1e-07,0.7,1.6236854503915872,0.8610480565324968
0.95,15,0.2,1e-07,0.9,2.1468384137397662,1.0093533135868193
0.95,15,0.3,1e-07,0.1,2.245068494368439,0.7945350774965129
0.95,15,0.3,1e-07,0.3,1.1872060875981199,0.6055514387759127
0.95,15,0.3,1e-07,0.5,1.9579344125307814,0.8966749260197495
0.95,15,0.3,1e-07,0.7,2.766443537705239,1.0370513851212273
0.95,15,0.3,1e-07,0.9,2.9709043390137886,1.1751805833616766
0.95,15,0.4,1e-07,0.1,2.665546577059499,1.1570571755760894
0.95,15,0.4,1e-07,0.3,2.5997635366384877,0.8722215370848482
0.95,15,0.4,1e-07,0.5,2.765110097696705,0.9537047407309063
0.95,15,0.4,1e-07,0.7,3.253593620823001,1.1127235291013338
0.95,15,0.4,1e-07,0.9,3.340267221377711,1.0718071013893071
0.95,15,0.5,1e-07,0.1,2.5566489763625544,0.9447146159455939
0.95,15,0.5,1e-07,0.3,2.966459538985341,1.0449765514693956
0.95,15,0.5,1e-07,0.5,3.3660470615427016,1.1777425141703486
0.95,15,0.5,1e-07,0.7,3.4313856219608687,0.9220576695639999
0.95,15,0.5,1e-07,0.9,3.7296317038696434,1.0509131637133131
0.95,15,0.6,1e-07,0.1,2.8411161781831455,0.9819765438231335
0.95,15,0.6,1e-07,0.3,3.227813780658009,1.0898152971969828
0.95,15,0.6,1e-07,0.5,3.566507542825648,1.2353501094875767
0.95,15,0.6,1e-07,0.7,3.678516503542506,1.0063967617646246
0.95,15,0.6,1e-07,0.9,3.86919842476287,1.1031067780979436
0.95,15,0.7,1e-07,0.1,2.9282342587406998,1.0109673970147872
0.95,15,0.7,1e-07,0.3,3.537171862637901,1.1437383408700312
0.95,15,0.7,1e-07,0.5,3.818527704438578,1.3015619210660785
0.95,15,0.7,1e-07,0.7,4.010543065667476,1.1766021229273687
0.95,15,0.7,1e-07,0.9,4.171889306700092,1.332569580754481
0.95,15,0.8,1e-07,0.1,3.105581779875724,0.943463225783074
0.95,15,0.8,1e-07,0.3,3.6136224231271843,0.9753819717872337
0.95,15,0.8,1e-07,0.5,3.808304664373151,1.0122504871429505
0.95,15,0.8,1e-07,0.7,4.206558746921977,1.1164789135687294
0.95,15,0.8,1e-07,0.9,4.289232027451086,1.094124340667019
0.95,15,0.9,1e-07,0.1,3.145584980131745,0.8965676199282968
0.95,15,0.9,1e-07,0.3,3.8194166644442666,1.0338499765030285
0.95,15,0.9,1e-07,0.5,3.9869856255167084,0.9337603486178118
0.95,15,0.9,1e-07,0.7,4.315011867616077,1.1973474553899892
0.95,15,0.9,1e-07,0.9,4.383461788054156,1.1552697955968763
0.95,15,1.0,1e-07,0.1,3.2838182610164375,0.9237505042345785
0.95,15,1.0,1e-07,0.3,3.8558640246775306,0.9571637177551762
0.95,15,1.0,1e-07,0.5,4.043434585877982,1.021879343311773
0.95,15,1.0,1e-07,0.7,4.355015067872097,0.9916294075325478
0.95,15,1.0,1e-07,0.9,4.614591389533385,1.2078833831672076
0.95,20,0.1,1e-07,0.1,1.0338604866167076,0.5149879660331593
0.95,20,0.1,1e-07,0.3,0.24713088158163823,0.1271430367142695
0.95,20,0.1,1e-07,0.5,0.5378208034420547,0.2676935938358148
0.95,20,0.1,1e-07,0.7,0.7302806446737972,0.6224840483131114
0.95,20,0.1,1e-07,0.9,0.8845152056608977,0.5896140744068277
0.95,20,0.2,1e-07,0.1,1.721915531020261,0.7104973569291958
0.95,20,0.2,1e-07,0.3,0.5351539234249855,0.26977556232431976
0.95,20,0.2,1e-07,0.5,0.6956112044519122,0.4001628558261998
0.95,20,0.2,1e-07,0.7,1.2298761678712082,0.8031540878688677
0.95,20,0.2,1e-07,0.9,2.05394209314523,0.9425149987666253
0.95,20,0.3,1e-07,0.1,2.052608653136695,0.7593737597416355
0.95,20,0.3,1e-07,0.3,1.6832457707727737,1.0225664093201108
0.95,20,0.3,1e-07,0.5,1.4730067294272442,0.8753721927701269
0.95,20,0.3,1e-07,0.7,1.9143753722520034,0.97571571515392
0.95,20,0.3,1e-07,0.9,2.793556817878765,1.0520157179663323
0.95,20,0.4,1e-07,0.1,2.4139708954494146,0.9836488077781703
0.95,20,0.4,1e-07,0.3,2.4233049755091525,0.9184387430795122
0.95,20,0.4,1e-07,0.5,2.4193046554835504,1.0849479179688877
0.95,20,0.4,1e-07,0.7,2.7611097776711038,1.049078836202866
0.95,20,0.4,1e-07,0.9,3.534949462623678,1.160141852457139
0.95,20,0.5,1e-07,0.1,2.7157728173809472,0.885407066384745
0.95,20,0.5,1e-07,0.3,2.9677929789938755,0.988917164500858
0.95,20,0.5,1e-07,0.5,3.1442515401232103,1.0710652990977554
0.95,20,0.5,1e-07,0.7,3.3647136215341673,1.0846441427008822
0.95,20,0.5,1e-07,0.9,3.6376243432807964,0.8814694056842691
0.95,20,0.6,1e-07,0.1,2.9789049790649926,1.0661301091455218
0.95,20,0.6,1e-07,0.3,3.3100425811842733,0.8804604738578365
0.95,20,0.6,1e-07,0.5,3.64651394333769,1.0643643290796303
0.95,20,0.6,1e-07,0.7,3.648736343351914,1.003447840150378
