spectral_radius,jump,input_scale,ridge_alpha,leaking_rate,mean_T_VPT,std_dev
0.92,15,0.3,1e-07,0.7,42.693637713239276,6.832594775799229
0.92,15,0.3,1e-07,0.9,42.49939995199615,7.054935585030155
0.92,15,0.4,1e-07,0.1,43.65549243939515,5.807634738206777
0.92,15,0.4,1e-07,0.3,43.26079419686908,6.216248760683552
0.92,15,0.4,1e-07,0.5,43.0212194753358,6.467356179636245
0.92,15,0.4,1e-07,0.7,43.00566267523623,6.484179184998929
0.92,15,0.4,1e-07,0.9,42.88520859446534,6.618100432043353
0.92,15,0.5,1e-07,0.1,43.67993883955161,5.783140675820405
0.92,15,0.5,1e-07,0.3,43.38480411766274,6.087433903193276
0.92,15,0.5,1e-07,0.5,43.037665235441054,6.449519498330795
0.92,15,0.5,1e-07,0.7,43.00744059524761,6.482321627065707
0.92,15,0.5,1e-07,0.9,42.98877243512815,6.502625715199376
0.92,15,0.6,1e-07,0.1,43.670604759491866,5.792183373358504
0.92,15,0.6,1e-07,0.3,43.29190779706821,6.184244754491504
0.92,15,0.6,1e-07,0.5,43.02966459538985,6.458240815959385
0.92,15,0.6,1e-07,0.7,42.998995475193574,6.491602975332728
0.92,15,0.6,1e-07,0.9,42.97988283507125,6.5124100020766456
0.92,15,0.7,1e-07,0.1,43.65549243939515,5.805789834487378
0.92,15,0.7,1e-07,0.3,43.11367131592749,6.370269599215408
0.92,15,0.7,1e-07,0.5,43.015885715301664,6.473234326283964
0.92,15,0.7,1e-07,0.7,42.985216595105385,6.50664731570171
0.92,15,0.7,1e-07,0.9,42.96432603497169,6.529480016310064
0.92,15,0.8,1e-07,0.1,43.63860219928705,5.820697274778381
0.92,15,0.8,1e-07,0.3,43.07144571565724,6.414420820256678
0.92,15,0.8,1e-07,0.5,43.000773395204945,6.489664434452442
0.92,15,0.8,1e-07,0.7,42.97010427500867,6.523137549905436
0.92,15,0.8,1e-07,0.9,42.85187259425199,6.657215086136648
0.92,15,0.9,1e-07,0.1,43.62437883919602,5.8337108189346685
0.92,15,0.9,1e-07,0.3,43.03322043541261,6.45470588196538
0.92,15,0.9,1e-07,0.5,42.98788347512245,6.50370500529688
0.92,15,0.9,1e-07,0.7,42.95321403490057,6.541612089474808
0.92,15,0.9,1e-07,0.9,42.623409872789814,6.920414903477977
0.92,15,1.0,1e-07,0.1,43.61059995910784,5.847080697498192
0.92,15,1.0,1e-07,0.3,43.01766363531304,6.472372234265058
0.92,15,1.0,1e-07,0.5,42.97321563502859,6.520075267938583
0.92,15,1.0,1e-07,0.7,42.843871954200786,6.66573241559292
0.92,15,1.0,1e-07,0.9,42.438506191606436,7.127608122965906
0.92,20,0.1,1e-07,0.1,41.64333146651731,8.060338783244335
0.92,20,0.1,1e-07,0.3,41.66688890666808,8.03147675059285
0.92,20,0.1,1e-07,0.5,41.650887626565684,8.051209061180096
0.92,20,0.1,1e-07,0.7,41.61399578632957,8.096164806583356
0.92,20,0.1,1e-07,0.9,41.61088442630965,8.099911376578094
0.92,20,0.2,1e-07,0.1,42.48828795192504,7.066610780243812
0.92,20,0.2,1e-07,0.3,42.33316443093225,7.243057378093665
0.92,20,0.2,1e-07,0.5,42.27004827052831,7.3180045360702115
0.92,20,0.2,1e-07,0.7,42.15715034980577,7.4533056267898665
0.92,20,0.2,1e-07,0.9,42.06469850921406,7.563951112846459
0.92,20,0.3,1e-07,0.1,43.20567867651634,6.272645832436843
0.92,20,0.3,1e-07,0.3,42.983883155096855,6.511069575723715
0.92,20,0.3,1e-07,0.5,42.87009627436861,6.6384477503330315
0.92,20,0.3,1e-07,0.7,42.692748753233595,6.843166315180314
0.92,20,0.3,1e-07,0.9,42.52873563218391,7.024411356507978
0.92,20,0.4,1e-07,0.1,43.641269079304124,5.821743525477858
0.92,20,0.4,1e-07,0.3,43.246570836778055,6.2355523758936995
0.92,20,0.4,1e-07,0.5,43.07055675565156,6.417238962300089
0.92,20,0.4,1e-07,0.7,42.9674373949916,6.527631626905317
0.92,20,0.4,1e-07,0.9,42.8749855543999,6.632833379294739
0.92,20,0.5,1e-07,0.1,43.66527099945773,5.797606127057858
0.92,20,0.5,1e-07,0.3,43.30835355717346,6.168984283993784
0.92,20,0.5,1e-07,0.5,43.03055355539554,6.4572073775164345
0.92,20,0.5,1e-07,0.7,43.00210683521348,6.488125559553662
0.92,20,0.5,1e-07,0.9,42.96788187499445,6.525699126513657
0.92,20,0.6,1e-07,0.1,43.65771483940937,5.805122496730687
0.92,20,0.6,1e-07,0.3,43.275462036962956,6.2017754365747955
0.92,20,0.6,1e-07,0.5,43.022997395347176,6.465430383475402
0.92,20,0.6,1e-07,0.7,42.99455067516512,6.496369400691511
0.92,20,0.6,1e-07,0.9,42.974993555039966,6.517718482187215
0.92,20,0.7,1e-07,0.1,43.64571387933257,5.8156793571764664
0.92,20,0.7,1e-07,0.3,43.11456027593318,6.369173870495356
0.92,20,0.7,1e-07,0.5,43.01144091527322,6.477977822558745
0.92,20,0.7,1e-07,0.7,42.984327635099696,6.507521898550834
0.92,20,0.7,1e-07,0.9,42.96388155496884,6.529860608013498
0.92,20,0.8,1e-07,0.1,43.62926811922731,5.829565204998637
0.92,20,0.8,1e-07,0.3,43.04877723551216,6.4378276470014155
0.92,20,0.8,1e-07,0.5,43.000328915202104,6.490462165064065
0.92,20,0.8,1e-07,0.7,42.97232667502289,6.520596024293242
0.92,20,0.8,1e-07,0.9,42.93676827479533,6.559917719257214
0.92,20,0.9,1e-07,0.1,43.61148891911353,5.844676711774341
0.92,20,0.9,1e-07,0.3,43.03366491541545,6.454207266373653
0.92,20,0.9,1e-07,0.5,42.98921691513098,6.502531682373011
0.92,20,0.9,1e-07,0.7,42.96032571494609,6.533669569211716
0.92,20,0.9,1e-07,0.9,42.6927487532336,6.84142263142237
0.92,20,1.0,1e-07,0.1,43.599043479033874,5.856819914664593
0.92,20,1.0,1e-07,0.3,43.022108435341494,6.468248506305432
0.92,20,1.0,1e-07,0.5,42.976771475051336,6.5161121635173425
0.92,20,1.0,1e-07,0.7,42.93099003475834,6.566131687359634
0.92,20,1.0,1e-07,0.9,42.37716795121388,7.190036406303321
0.95,5,0.1,1e-07,0.1,41.66199962663679,8.037394574139576
0.95,5,0.1,1e-07,0.3,41.72022650700944,7.971451092182891
0.95,5,0.1,1e-07,0.5,41.57043674605079,8.14887015308179
0.95,5,0.1,1e-07,0.7,41.57132570605648,8.147760810493546
0.95,5,0.1,1e-07,0.9,41.5993279462357,8.11414910282721
0.95,5,0.2,1e-07,0.1,42.45717435172592,7.100401923446729
0.95,5,0.2,1e-07,0.3,42.480287311873845,7.109066245004754
0.95,5,0.2,1e-07,0.5,42.29716155070183,7.289572514702369
0.95,5,0.2,1e-07,0.7,42.11981402956681,7.499671666077184
0.95,5,0.2,1e-07,0.9,42.322496910863975,7.2948113857048895
0.95,5,0.3,1e-07,0.1,43.252793556817885,6.2234940853570855
0.95,5,0.3,1e-07,0.3,43.220790996613054,6.268696486658865
0.95,5,0.3,1e-07,0.5,43.02610875536709,6.46179937599611
0.95,5,0.3,1e-07,0.7,42.984327635099696,6.507691300093799
0.95,5,0.3,1e-07,0.9,42.88565307446817,6.621615537775534
0.95,5,0.4,1e-07,0.1,43.649269719355324,5.813791742819091
0.95,5,0.4,1e-07,0.3,43.44614235805531,6.024259419305612
0.95,5,0.4,1e-07,0.5,43.04166555546665,6.445053442679134
0.95,5,0.4,1e-07,0.7,43.006551635241934,6.483349264463781
0.95,5,0.4,1e-07,0.9,42.98610555511108,6.50559620948975
0.95,5,0.5,1e-07,0.1,43.6728271595061,5.7901269501518176
0.95,5,0.5,1e-07,0.3,43.44169755802687,6.0301893506794215
0.95,5,0.5,1e-07,0.5,43.03055355539554,6.457343679709672
0.95,5,0.5,1e-07,0.7,42.99321723515659,6.497951290622247
0.95,5,0.5,1e-07,0.9,42.969659795005825,6.523647008140884
0.95,5,0.6,1e-07,0.1,43.663493079446354,5.798928078718358
0.95,5,0.6,1e-07,0.3,43.2799068369914,6.205502718504414
0.95,5,0.6,1e-07,0.5,43.017663635313035,6.4713309780123325
0.95,5,0.6,1e-07,0.7,42.97988283507125,6.512482353768323
0.95,5,0.6,1e-07,0.9,42.95588091491764,6.538792380179378
0.95,5,0.7,1e-07,0.1,43.64971419935817,5.810918016561495
0.95,5,0.7,1e-07,0.3,43.13500635606403,6.350561047481689
0.95,5,0.7,1e-07,0.5,43.00832955525331,6.481838241971369
0.95,5,0.7,1e-07,0.7,42.970548755011514,6.522717978658232
0.95,5,0.7,1e-07,0.9,42.84120507418371,6.674154601802853
0.95,5,0.8,1e-07,0.1,43.63460187926144,5.824009791132047
0.95,5,0.8,1e-07,0.3,43.09544763581086,6.3914652018530544
0.95,5,0.8,1e-07,0.5,42.99899547519356,6.492395872851026
0.95,5,0.8,1e-07,0.7,42.96299259496316,6.53093745434254
0.95,5,0.8,1e-07,0.9,42.71763963339289,6.821018942673532
0.95,5,0.9,1e-07,0.1,43.6212674791761,5.83555491909353
0.95,5,0.9,1e-07,0.3,43.046110355495095,6.443036136601496
0.95,5,0.9,1e-07,0.5,42.99143931514521,6.500581447935227
0.95,5,0.9,1e-07,0.7,42.88609755447102,6.621021237803031
0.95,5,0.9,1e-07,0.9,42.64918971295481,6.895587700064569
0.95,5,1.0,1e-07,0.1,43.61237787911921,5.844902066174533
0.95,5,1.0,1e-07,0.3,43.03810971544389,6.453538865158997
0.95,5,1.0,1e-07,0.5,42.98388315509685,6.508825812467485
0.95,5,1.0,1e-07,0.7,42.73497435350384,6.801779963287119
0.95,5,1.0,1e-07,0.9,42.44383995164058,7.120326786657003
0.95,10,0.1,1e-07,0.1,41.624218826394994,8.083706574298366
0.95,10,0.1,1e-07,0.3,41.67888986674489,8.016925767832507
0.95,10,0.1,1e-07,0.5,41.592660746193026,8.121969409486727
0.95,10,0.1,1e-07,0.7,41.571770186059325,8.147220777501078
0.95,10,0.1,1e-07,0.9,41.57132570605648,8.147755354814086
0.95,10,0.2,1e-07,0.1,42.47228667182263,7.08464288063394
0.95,10,0.2,1e-07,0.3,42.38561307126792,7.182735509668017
0.95,10,0.2,1e-07,0.5,42.02602874896658,7.604252612676145
0.95,10,0.2,1e-07,0.7,41.98291418869065,7.662334857536155
0.95,10,0.2,1e-07,0.9,41.96913530860246,7.675844788368208
0.95,10,0.3,1e-07,0.1,43.245681876772366,6.2360104036038795
0.95,10,0.3,1e-07,0.3,42.987883475122445,6.504387083083458
0.95,10,0.3,1e-07,0.5,42.67185819309989,6.864098567758368
0.95,10,0.3,1e-07,0.7,42.614520272732925,6.93124958206242
0.95,10,0.3,1e-07,0.9,42.759865233663135,6.762906547491522
0.95,10,0.4,1e-07,0.1,43.64926971935532,5.813891138414795
0.95,10,0.4,1e-07,0.3,43.25457147682926,6.222321106235199
0.95,10,0.4,1e-07,0.5,43.01633019530451,6.47279052118507
0.95,10,0.4,1e-07,0.7,43.007440595247616,6.482456029757165
0.95,10,0.4,1e-07,0.9,42.99632859517651,6.494452664112883
0.95,10,0.5,1e-07,0.1,43.67593851952601,5.7872022827756835
0.95,10,0.5,1e-07,0.3,43.33546683734699,6.139984337435237
0.95,10,0.5,1e-07,0.5,43.03544283542682,6.452006806554604
0.95,10,0.5,1e-07,0.7,43.00388475522486,6.4862550294629955
0.95,10,0.5,1e-07,0.9,42.98210523508548,6.510019365613578
0.95,10,0.6,1e-07,0.1,43.66882683948049,5.793704615696732
0.95,10,0.6,1e-07,0.3,43.247015316780896,6.232981701954979
0.95,10,0.6,1e-07,0.5,43.02433083535571,6.464037946247982
0.95,10,0.6,1e-07,0.7,42.986105555111074,6.505713732901863
0.95,10,0.6,1e-07,0.9,42.961214674951776,6.5329555297963475
0.95,10,0.7,1e-07,0.1,43.65549243939515,5.80527376894777
0.95,10,0.7,1e-07,0.3,43.103448275862064,6.3813749585734705
0.95,10,0.7,1e-07,0.5,43.006551635241934,6.483412341788927
0.95,10,0.7,1e-07,0.7,42.9674373949916,6.526175539399325
0.95,10,0.7,1e-07,0.9,42.834537874141034,6.685438631364027
0.95,10,0.8,1e-07,0.1,43.64038011929844,5.818304628803254
0.95,10,0.8,1e-07,0.3,43.04699931550079,6.439048136737081
0.95,10,0.8,1e-07,0.5,42.98877243512814,6.50285266443257
0.95,10,0.8,1e-07,0.7,42.845649874212164,6.672666535453624
0.95,10,0.8,1e-07,0.9,42.68652603319377,6.856700946614982
0.95,10,0.9,1e-07,0.1,43.627045719213086,5.829886470920127
0.95,10,0.9,1e-07,0.3,43.03366491541545,6.454649410862946
0.95,10,0.9,1e-07,0.5,42.97499355503995,6.518298165751115
0.95,10,0.9,1e-07,0.7,42.817647634032944,6.705804207400462
0.95,10,0.9,1e-07,0.9,42.526068752166836,7.036149387285493
0.95,10,1.0,1e-07,0.1,43.6181561191562,5.839495084793571
0.95,10,1.0,1e-07,0.3,43.022108435341494,6.467992852773233
0.95,10,1.0,1e-07,0.5,42.926545234729886,6.574631341742179
0.95,10,1.0,1e-07,0.7,42.690526353219376,6.852314744808884
0.95,10,1.0,1e-07,0.9,42.32427483087535,7.252225760569756
0.95,15,0.1,1e-07,0.1,41.66955578668515,8.02819350487945
0.95,15,0.1,1e-07,0.3,41.6491097065543,8.053359059785798
0.95,15,0.1,1e-07,0.5,41.5735481060707,8.144996737833006
0.95,15,0.1,1e-07,0.7,41.570881226053636,8.148312785135762
0.95,15,0.1,1e-07,0.9,41.58821594616458,8.1273996097105
0.95,15,0.2,1e-07,0.1,42.58918491257078,6.954691352711994
0.95,15,0.2,1e-07,0.3,42.282049230605125,7.303535162803629
0.95,15,0.2,1e-07,0.5,42.05980922918278,7.5624839996489985
0.95,15,0.2,1e-07,0.7,42.0082495488528,7.622131526480255
0.95,15,0.2,1e-07,0.9,41.90913050821843,7.743757678349841
0.95,15,0.3,1e-07,0.1,43.328799637304314,6.146580491752702
0.95,15,0.3,1e-07,0.3,43.01010747526468,6.479855803148977
0.95,15,0.3,1e-07,0.5,42.70030491328195,6.825229266089769
0.95,15,0.3,1e-07,0.7,42.67541403312264,6.850298578955215
0.95,15,0.3,1e-07,0.9,42.4967330719791,7.056488428968911
0.95,15,0.4,1e-07,0.1,43.70394075970522,5.761194627986837
0.95,15,0.4,1e-07,0.3,43.311020437190535,6.1617818248625795
0.95,15,0.4,1e-07,0.5,43.021219475335805,6.467404291991405
0.95,15,0.4,1e-07,0.7,43.017219155310194,6.471698046829058
0.95,15,0.4,1e-07,0.9,42.983438675094014,6.508867487020586
0.95,15,0.5,1e-07,0.1,43.69193979962841,5.7713395358454544
0.95,15,0.5,1e-07,0.3,43.38524859766559,6.0884304560132145
0.95,15,0.5,1e-07,0.5,43.03544283542682,6.4520481438457855
0.95,15,0.5,1e-07,0.7,43.01677467530735,6.472201053597523
0.95,15,0.5,1e-07,0.9,42.997662035185044,6.492952806058047
0.95,15,0.6,1e-07,0.1,43.678160919540225,5.784232213005749
0.95,15,0.6,1e-07,0.3,43.31546523721897,6.16092922251964
0.95,15,0.6,1e-07,0.5,43.03233147540692,6.455376518878826
0.95,15,0.6,1e-07,0.7,43.00477371523054,6.485304985526714
0.95,15,0.6,1e-07,0.9,42.98299419509116,6.509047082169427
0.95,15,0.7,1e-07,0.1,43.661270679432135,5.7998665979836606
0.95,15,0.7,1e-07,0.3,43.14034011609817,6.3420991142136005
0.95,15,0.7,1e-07,0.5,43.01899707532157,6.46985159319597
0.95,15,0.7,1e-07,0.7,42.98788347512245,6.503728243592845
0.95,15,0.7,1e-07,0.9,42.96610395498307,6.527604387838105
0.95,15,0.8,1e-07,0.1,43.643491479318335,5.815798253275208
0.95,15,0.8,1e-07,0.3,43.075446035682845,6.41034333311273
0.95,15,0.8,1e-07,0.5,43.00477371523055,6.485358448041067
0.95,15,0.8,1e-07,0.7,42.97099323501436,6.522216565766396
0.95,15,0.8,1e-07,0.9,42.85009467424061,6.659685874176182
0.95,15,0.9,1e-07,0.1,43.627045719213086,5.831277063525238
0.95,15,0.9,1e-07,0.3,43.03455387542115,6.453258045591335
0.95,15,0.9,1e-07,0.5,42.98921691513098,6.50263285495456
0.95,15,0.9,1e-07,0.7,42.95365851490341,6.541189414437231
0.95,15,0.9,1e-07,0.9,42.63629979287232,6.907735553931921
0.95,15,1.0,1e-07,0.1,43.61504475913628,5.8434583225161845
0.95,15,1.0,1e-07,0.3,43.01899707532157,6.4720017237553655
0.95,15,1.0,1e-07,0.5,42.97410459503427,6.5191261524191395
0.95,15,1.0,1e-07,0.7,42.85542843427474,6.653677782552834
0.95,15,1.0,1e-07,0.9,42.43672827159506,7.129966195288918
0.95,20,0.1,1e-07,0.1,41.64866522655146,8.053863292799058
0.95,20,0.1,1e-07,0.3,41.66866682667946,8.02932027746959
0.95,20,0.1,1e-07,0.5,41.59310522619587,8.12143415655939
0.95,20,0.1,1e-07,0.7,41.57221466606217,8.14666431524048
0.95,20,0.1,1e-07,0.9,41.57132570605648,8.147755354814088
0.95,20,0.2,1e-07,0.1,42.52251291214407,7.025740846149513
0.95,20,0.2,1e-07,0.3,42.33316443093226,7.242896583605295
0.95,20,0.2,1e-07,0.5,42.225155790241,7.370985503847534
0.95,20,0.2,1e-07,0.7,42.0918117893876,7.5273243456354795
0.95,20,0.2,1e-07,0.9,42.042918989074685,7.590857727245442
0.95,20,0.3,1e-07,0.1,43.26479451689468,6.211323868203251
0.95,20,0.3,1e-07,0.3,42.985661075108226,6.507080978482592
0.95,20,0.3,1e-07,0.5,42.8580953142918,6.652960231334661
0.95,20,0.3,1e-07,0.7,42.72386235343272,6.807601715958233
0.95,20,0.3,1e-07,0.9,42.61051995270733,6.937197975067924
0.95,20,0.4,1e-07,0.1,43.65460347938946,5.808501342917269
0.95,20,0.4,1e-07,0.3,43.319465557244584,6.16041000396062
0.95,20,0.4,1e-07,0.5,43.05944475558044,6.4275316203439665
0.95,20,0.4,1e-07,0.7,42.99543963517081,6.49582860599429
0.95,20,0.4,1e-07,0.9,42.92343387470998,6.579375962450137
0.95,20,0.5,1e-07,0.1,43.675938519526,5.787071704138991
0.95,20,0.5,1e-07,0.3,43.335022357344144,6.143242907930668
0.95,20,0.5,1e-07,0.5,43.0381097154439,6.449002254197024
0.95,20,0.5,1e-07,0.7,43.008774035256145,6.480970313724184
0.95,20,0.5,1e-07,0.9,42.98921691513098,6.5022609696164295
0.95,20,0.6,1e-07,0.1,43.66571547946057,5.796967258587787
0.95,20,0.6,1e-07,0.3,43.29413019708242,6.186229885709126
0.95,20,0.6,1e-07,0.5,43.0252197953614,6.463014421815631
0.95,20,0.6,1e-07,0.7,42.99810651518788,6.492578692668096
0.95,20,0.6,1e-07,0.9,42.97810491505987,6.514416591371873
0.95,20,0.7,1e-07,0.1,43.649269719355324,5.8113674932934805
0.95,20,0.7,1e-07,0.3,43.094558675805175,6.38928679411392
0.95,20,0.7,1e-07,0.5,43.01455227529313,6.475000638231408
0.95,20,0.7,1e-07,0.7,42.986105555111074,6.505667270411293
0.95,20,0.7,1e-07,0.9,42.964326034971684,6.529492270383322
0.95,20,0.8,1e-07,0.1,43.63104603923869,5.827528414459618
0.95,20,0.8,1e-07,0.3,43.051888595532084,6.4344739521899665
0.95,20,0.8,1e-07,0.5,43.00299579521917,6.4875652276030955
0.95,20,0.8,1e-07,0.7,42.97277115502574,6.520202044596306
0.95,20,0.8,1e-07,0.9,42.91676667466731,6.584643686887293
0.95,20,0.9,1e-07,0.1,43.61504475913629,5.841478629339357
0.95,20,0.9,1e-07,0.3,43.03766523544105,6.451014938351223
0.95,20,0.9,1e-07,0.5,42.990550355139526,6.501464534783015
0.95,20,0.9,1e-07,0.7,42.959881234943246,6.534233324901915
