r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_T_VPT,mean_NRMSEs,std_NRMSEs,mean_NRMSEs_open_loop,std_NRMSEs_open_loop,mean_ADev,std_ADev
0.5,0.06,0.2,0.1,1e-08,0.1,6.880576668355689,3.1931723720332874,"{'200': 0.0003374011381741052, '400': 0.0006559607588519949, '600': 0.0014498918502458599, '800': 0.0021627698149820516, '1000': 0.0030334603718827043}","{'200': 0.0003249622274483855, '400': 0.00046385392225330407, '600': 0.0017935160435974173, '800': 0.0025961248621585485, '1000': 0.0036832068027593742}","{'200': 0.23805623644232768, '400': 0.13583463910043803, '600': 0.10603898779448942, '800': 0.09186572166686235, '1000': 0.08187490363824702}","{'200': 0.10587336910875149, '400': 0.058032946860292575, '600': 0.04800719312078489, '800': 0.04485903145915659, '1000': 0.0379851222932254}",21.555555555555557,9.749200663656838
0.5,0.06,0.2,0.1,1e-08,0.3,7.216039060902649,3.2982532511029987,"{'200': 0.00032744721113000716, '400': 0.0006085469853166301, '600': 0.001297974346729036, '800': 0.0019297499208847132, '1000': 0.0026459068163430495}","{'200': 0.00029353328567698804, '400': 0.00043201387191017755, '600': 0.001560870732429082, '800': 0.0022724663468469855, '1000': 0.0032470910799502384}","{'200': 0.23398315942686776, '400': 0.13379545306966562, '600': 0.10491186610602878, '800': 0.09123481597923244, '1000': 0.08132273941370133}","{'200': 0.09887637753693969, '400': 0.055591474999927074, '600': 0.048002625299569064, '800': 0.045709945592618394, '1000': 0.03883769959069132}",20.4,10.120166884877825
0.5,0.06,0.2,0.1,1e-08,0.5,7.8169680241085935,3.983269240649835,"{'200': 0.0003185449766767249, '400': 0.0005802947114648478, '600': 0.0012368905353023216, '800': 0.00179766083357028, '1000': 0.002519443128718033}","{'200': 0.0003121266107592019, '400': 0.0004658677297175966, '600': 0.001632247289974004, '800': 0.00236719220275261, '1000': 0.003356883398458895}","{'200': 0.23568887355424412, '400': 0.13489195484863784, '600': 0.10606371726792206, '800': 0.0921088860440051, '1000': 0.08207606377199551}","{'200': 0.09858670260781033, '400': 0.05520309220723639, '600': 0.048327605125926154, '800': 0.04555034134694618, '1000': 0.038528801053576596}",18.822222222222223,9.615471072735714
0.5,0.06,0.2,0.1,1e-08,0.7,7.427572872496465,3.7322477930884577,"{'200': 0.00034207606282111313, '400': 0.0006416195992200197, '600': 0.0013055951215625783, '800': 0.0019075075589338574, '1000': 0.002646885501186506}","{'200': 0.0003422580485229543, '400': 0.0005791212921632447, '600': 0.0015347009477458446, '800': 0.002198843121193677, '1000': 0.0030688330724458392}","{'200': 0.24772537752403836, '400': 0.14096705712370278, '600': 0.11006285171869062, '800': 0.0955113107652164, '1000': 0.08528123454531464}","{'200': 0.09667690525364422, '400': 0.05232005025939411, '600': 0.04450898357647378, '800': 0.04280298406146022, '1000': 0.03610541700367461}",19.133333333333333,9.054403471362551
0.5,0.06,0.2,0.1,1e-08,0.9,8.428500502262402,4.344137509541156,"{'200': 0.00032748224348851546, '400': 0.0005885414732334343, '600': 0.0011186327956546676, '800': 0.0015506272245806197, '1000': 0.0020915726562099252}","{'200': 0.000314191154270936, '400': 0.0005307227444368241, '600': 0.0012141599497461726, '800': 0.0017292600855631278, '1000': 0.002396579536787728}","{'200': 0.24979222459763015, '400': 0.1418888641310319, '600': 0.11085203986410122, '800': 0.09554176436188636, '1000': 0.08520185382171266}","{'200': 0.11112505365744096, '400': 0.058882614431125344, '600': 0.049268016554049256, '800': 0.04553350343410659, '1000': 0.03858508207313275}",16.555555555555557,9.200375730384433
0.5,0.06,0.2,0.3,1e-08,0.1,8.114182023450764,4.305668389028442,"{'200': 0.00037495473888709066, '400': 0.0006412730615754694, '600': 0.0012302060696564201, '800': 0.0017567306641095978, '1000': 0.00246131961436087}","{'200': 0.0002923297608274039, '400': 0.0003963755457253859, '600': 0.001270214516837249, '800': 0.001859442081040109, '1000': 0.0026454618928507746}","{'200': 0.11066774972945968, '400': 0.06297662293637493, '600': 0.04932048017295898, '800': 0.04259761696319229, '1000': 0.03801795081210364}","{'200': 0.04349401451751586, '400': 0.023511936681946725, '600': 0.020669034819499665, '800': 0.019525889571734442, '1000': 0.016433558391807847}",18.288888888888888,9.424842402978824
0.5,0.06,0.2,0.3,1e-08,0.3,7.413371736405578,3.50560331668486,"{'200': 0.00037976712861457844, '400': 0.0007133573017409979, '600': 0.001331196556386621, '800': 0.001806698441098329, '1000': 0.002455806989240084}","{'200': 0.0002863014871559118, '400': 0.0004391434552551596, '600': 0.0013821381503817927, '800': 0.0020280239925167215, '1000': 0.00288077838066203}","{'200': 0.11241031620669055, '400': 0.06396979370756142, '600': 0.050008668062459204, '800': 0.043220500358167706, '1000': 0.03854503068385532}","{'200': 0.04669388457144624, '400': 0.025202305360890822, '600': 0.02157574605577882, '800': 0.020374154158550616, '1000': 0.017206893750279926}",17.355555555555554,10.165640506804293
0.5,0.06,0.2,0.3,1e-08,0.5,8.1355784018277,3.883504671543109,"{'200': 0.00033864625547832134, '400': 0.0006345332087115379, '600': 0.0010142905031188666, '800': 0.0013514144990444618, '1000': 0.0018663477683280591}","{'200': 0.00024706770131716494, '400': 0.0003639883942438006, '600': 0.0009138689319902744, '800': 0.001346884012417587, '1000': 0.0019195516080030156}","{'200': 0.11274252661045377, '400': 0.0642132689366827, '600': 0.05019025610273716, '800': 0.0435395289114732, '1000': 0.03878520202621107}","{'200': 0.05106320335178383, '400': 0.027509447413595036, '600': 0.022757100294279613, '800': 0.021340355416551656, '1000': 0.01816289901676136}",15.6,8.60335851733367
0.5,0.06,0.2,0.3,1e-08,0.7,8.145582313251726,4.0665130077064555,"{'200': 0.00034134113889794593, '400': 0.0006368308289431032, '600': 0.0009746962947740254, '800': 0.0012892876040051342, '1000': 0.0017313630473529175}","{'200': 0.0002762585730152955, '400': 0.0005001831623042426, '600': 0.0008012122221172694, '800': 0.0011352722074552868, '1000': 0.0015135430180837686}","{'200': 0.11282638037040758, '400': 0.06399140883772242, '600': 0.0499168438332202, '800': 0.04301033592917191, '1000': 0.03834420792803355}","{'200': 0.05132386416346457, '400': 0.027026908376182147, '600': 0.022356916428641405, '800': 0.02067701208425991, '1000': 0.017558390478899726}",16.377777777777776,8.608236079189611
0.5,0.06,0.2,0.3,1e-08,0.9,8.442638522192887,4.321717491055406,"{'200': 0.00034386604376621306, '400': 0.0006410005659147849, '600': 0.0010169708025574572, '800': 0.001354485906975963, '1000': 0.0018315036407530014}","{'200': 0.0002803657351492604, '400': 0.0004833959843072259, '600': 0.0009305465315135441, '800': 0.0013467242277394667, '1000': 0.0018538254085164096}","{'200': 0.1135811348236579, '400': 0.06460919475210121, '600': 0.05055282857403508, '800': 0.04369772953496869, '1000': 0.03895701602844823}","{'200': 0.04924937228707665, '400': 0.02633327163595583, '600': 0.022144239337890215, '800': 0.0206236937291087, '1000': 0.017448978016556597}",16.488888888888887,8.754991521595546
0.5,0.06,0.2,0.5,1e-08,0.1,7.058153985652184,3.016911901038278,"{'200': 0.0004336965589360346, '400': 0.0007878141788632393, '600': 0.0012489428203627132, '800': 0.0016837110602911356, '1000': 0.002369960042999247}","{'200': 0.0002675490189881586, '400': 0.0004170715134778242, '600': 0.0009105074257958649, '800': 0.0013175846233368612, '1000': 0.0018362149618184672}","{'200': 0.05510155589237605, '400': 0.03149076070175433, '600': 0.024755859357528047, '800': 0.021432073806158143, '1000': 0.019070962839393135}","{'200': 0.025503328170158802, '400': 0.014144179743281719, '600': 0.012260621590961864, '800': 0.011447814481194486, '1000': 0.009746890135887554}",19.88888888888889,8.543281238551595
0.5,0.06,0.2,0.5,1e-08,0.3,7.681836324683751,3.7570248687412025,"{'200': 0.0004071134700539195, '400': 0.0007428043737751133, '600': 0.0011408282640443703, '800': 0.0015083205158293639, '1000': 0.002184945399811699}","{'200': 0.00025167765702402433, '400': 0.00038282484473430755, '600': 0.0007452197551542213, '800': 0.0010888642283310177, '1000': 0.001599756016752015}","{'200': 0.06129570193063806, '400': 0.03491204019421102, '600': 0.027398961048004086, '800': 0.023713058201710064, '1000': 0.021141635381371073}","{'200': 0.025488444518037272, '400': 0.013834959065606216, '600': 0.012050684676432695, '800': 0.011333520961434132, '1000': 0.009589450876323137}",17.755555555555556,7.6830420929778285
0.5,0.06,0.2,0.5,1e-08,0.5,7.577536869616234,3.7821072122948767,"{'200': 0.00043649469812838274, '400': 0.0007703351826194505, '600': 0.0012252110890188447, '800': 0.0016160969389426617, '1000': 0.002269905917488699}","{'200': 0.00027668277453314513, '400': 0.00044107492890860977, '600': 0.0009570469007281346, '800': 0.0013973983661488614, '1000': 0.001949172353852345}","{'200': 0.06236892893022343, '400': 0.035446644432810606, '600': 0.027709035726351618, '800': 0.023931324040817426, '1000': 0.021356045413982287}","{'200': 0.025842687079579294, '400': 0.013815115608841069, '600': 0.011820684812441648, '800': 0.011127880996782994, '1000': 0.009409006942904925}",17.977777777777778,8.41028177329231
0.5,0.06,0.2,0.5,1e-08,0.7,7.984857010783083,3.799863321455776,"{'200': 0.0004187000643285405, '400': 0.0007717814184428574, '600': 0.0011760794623406883, '800': 0.0015510782630069162, '1000': 0.002154074514342515}","{'200': 0.00025291453415481497, '400': 0.0004549378377619783, '600': 0.0008888542494184116, '800': 0.0012923041214718978, '1000': 0.001809242735839365}","{'200': 0.06488877462416553, '400': 0.036854210532475645, '600': 0.028755791253944323, '800': 0.02481831734533679, '1000': 0.02213923980581878}","{'200': 0.027851409008764382, '400': 0.014794484284088924, '600': 0.012433693031791551, '800': 0.011635558502014212, '1000': 0.009859332723343397}",17.22222222222222,9.164881981149298
0.5,0.06,0.2,0.5,1e-08,0.9,7.466105288423072,3.299594280437665,"{'200': 0.0004147123154658891, '400': 0.0008087438479165973, '600': 0.0011669711398157381, '800': 0.0015542213320265752, '1000': 0.002131955330050552}","{'200': 0.000246229736230681, '400': 0.0005265589144554927, '600': 0.0007814922680009203, '800': 0.0010755728407920342, '1000': 0.0013902943176886632}","{'200': 0.06157473647724979, '400': 0.03498766874982759, '600': 0.02735433224185559, '800': 0.02361707204186066, '1000': 0.021066509707804073}","{'200': 0.02646284727024621, '400': 0.01411220217832923, '600': 0.012013408618567282, '800': 0.011175537755938722, '1000': 0.00945142746684195}",17.666666666666668,7.969385867876592
0.5,0.06,0.2,0.7,1e-08,0.1,8.301573903690072,4.175838937493344,"{'200': 0.0004707342140959761, '400': 0.0008032132248108624, '600': 0.001164408948479563, '800': 0.0015299965787768347, '1000': 0.002195265898383241}","{'200': 0.00025714037762821363, '400': 0.0004161908145138925, '600': 0.0007000386376156692, '800': 0.001028525002188437, '1000': 0.0015204149380465075}","{'200': 0.026784117268387683, '400': 0.015221594032992468, '600': 0.011871153266378356, '800': 0.010272341646633952, '1000': 0.009155775849894163}","{'200': 0.01257315996473392, '400': 0.006697905823526898, '600': 0.005481969866111061, '800': 0.005083116565739784, '1000': 0.004331815059914501}",18.555555555555557,8.782699042386447
