r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_T_VPT,mean_NRMSEs,std_NRMSEs,mean_NRMSEs_open_loop,std_NRMSEs_open_loop,mean_ADev,std_ADev
0.3,0.06,0.2,0.1,1e-08,0.1,6.945302290849933,3.0708530028066834,"{'200': 0.0004766032819631188, '400': 0.0008582783001271771, '600': 0.0019774807641686214, '800': 0.002875796545431768, '1000': 0.0038919389420003724}","{'200': 0.0004723055352276285, '400': 0.0007361229832440506, '600': 0.0029314160115409865, '800': 0.004143936023788631, '1000': 0.005789406045113465}","{'200': 0.2457850687564694, '400': 0.1399530607361555, '600': 0.10957731131848443, '800': 0.09484335521885232, '1000': 0.08474819212354713}","{'200': 0.10041756041078471, '400': 0.05490594286866173, '600': 0.04816826410124329, '800': 0.04596890913008948, '1000': 0.03906391870021795}",21.155555555555555,8.55818141521915
0.3,0.06,0.2,0.1,1e-08,0.3,7.206760985323269,3.7074064522434185,"{'200': 0.00045864396867439743, '400': 0.0008151451714444939, '600': 0.0017231444177470301, '800': 0.002526919960379475, '1000': 0.0034571509415515698}","{'200': 0.00043418282206047094, '400': 0.0006589101818714715, '600': 0.0022793425394629164, '800': 0.003262611830670838, '1000': 0.004586302384070953}","{'200': 0.25358275219663234, '400': 0.14429077626726844, '600': 0.11242580813352375, '800': 0.09721981968637111, '1000': 0.08671407178521129}","{'200': 0.1130910640269628, '400': 0.060657176883391076, '600': 0.049546292448231125, '800': 0.04625103759723444, '1000': 0.03923062592490457}",20.822222222222223,9.0315223003505
0.3,0.06,0.2,0.1,1e-08,0.5,7.437387435439277,3.7870203963765703,"{'200': 0.0004696715875804127, '400': 0.0008469705258560169, '600': 0.0016567421624896779, '800': 0.0024636159137041776, '1000': 0.0032919786738094246}","{'200': 0.0004628102049397236, '400': 0.0007783796113650444, '600': 0.001965067990772041, '800': 0.002905386011241977, '1000': 0.004055578323630092}","{'200': 0.24622807398648888, '400': 0.14028841202689118, '600': 0.10986802192169026, '800': 0.09541657973278532, '1000': 0.08512478738243247}","{'200': 0.10357085257973042, '400': 0.056335136415611324, '600': 0.04799464168905267, '800': 0.045495405104264204, '1000': 0.038595383832385796}",18.666666666666668,9.836440187158946
0.3,0.06,0.2,0.1,1e-08,0.7,7.588550639606722,4.184659312995051,"{'200': 0.00047384832420914854, '400': 0.0008617867511016126, '600': 0.0018113079087028433, '800': 0.002748233623275858, '1000': 0.0037258846478670756}","{'200': 0.0004311739406773779, '400': 0.0006538594461309534, '600': 0.002025853073805263, '800': 0.0030032328740392657, '1000': 0.004303845515510567}","{'200': 0.254253473625622, '400': 0.1446365322590675, '600': 0.11313849203142416, '800': 0.09811261819096129, '1000': 0.08750998069621639}","{'200': 0.11068584668459863, '400': 0.05901940963045474, '600': 0.04915206379966522, '800': 0.04589044413369238, '1000': 0.0389781240713528}",18.31111111111111,9.858605315430378
0.3,0.06,0.2,0.1,1e-08,0.9,7.331068263238835,3.6237413052158143,"{'200': 0.00045680519721326743, '400': 0.0008695508799494264, '600': 0.0018367816636550892, '800': 0.0027290702101517334, '1000': 0.0037207952152298355}","{'200': 0.0004507113521989082, '400': 0.000658774701746835, '600': 0.0023388328819703, '800': 0.0034509595301643018, '1000': 0.004902700223620472}","{'200': 0.24859890275134663, '400': 0.14129837099255832, '600': 0.11017618136668457, '800': 0.09522642733851318, '1000': 0.08495599659361927}","{'200': 0.10821712652393617, '400': 0.05780987101345203, '600': 0.047467851723790325, '800': 0.04416022287825414, '1000': 0.03734532517901898}",19.377777777777776,9.033982483167257
0.3,0.06,0.2,0.3,1e-08,0.1,7.695690321892417,4.304176786363758,"{'200': 0.0004481997842741052, '400': 0.0007923332712145242, '600': 0.0016434380183333187, '800': 0.002450627451849095, '1000': 0.003333027873384904}","{'200': 0.0003713799846740365, '400': 0.0005639413344626073, '600': 0.0016808984572930091, '800': 0.0024724026112920676, '1000': 0.0035017181918447255}","{'200': 0.10600741807924151, '400': 0.06064652486521596, '600': 0.04765703411927895, '800': 0.041399624755499395, '1000': 0.03689338820339184}","{'200': 0.04448903052038299, '400': 0.024840868545631663, '600': 0.021650062056526396, '800': 0.020464280000431247, '1000': 0.017311937706931426}",18.733333333333334,9.744286074983181
0.3,0.06,0.2,0.3,1e-08,0.3,7.544053746521943,4.14156922870498,"{'200': 0.0004349008436486695, '400': 0.0007323664666976235, '600': 0.0015752330694403726, '800': 0.0023725754935960113, '1000': 0.0032837522070821214}","{'200': 0.0003331162459606627, '400': 0.00048236415759376745, '600': 0.0016304201596917412, '800': 0.002386925467630548, '1000': 0.0034058338664597985}","{'200': 0.10745558159967579, '400': 0.06145310753202349, '600': 0.04838257542783627, '800': 0.04208876159059433, '1000': 0.037503861403801554}","{'200': 0.04510179819851636, '400': 0.02527199266280968, '600': 0.022353134647554163, '800': 0.021385268766115493, '1000': 0.018154617937617343}",18.933333333333334,10.330967471098187
0.3,0.06,0.2,0.3,1e-08,0.5,7.879042767865873,4.428577290709843,"{'200': 0.0004411949657668991, '400': 0.0007455457518064308, '600': 0.0015139592624398093, '800': 0.0022424466307759154, '1000': 0.003072840448230605}","{'200': 0.0003261333890634969, '400': 0.0004959334509481953, '600': 0.0014488897824756282, '800': 0.002113842852526449, '1000': 0.0030047697056045744}","{'200': 0.11175238071625396, '400': 0.06378354440152431, '600': 0.049980858162465135, '800': 0.043389050344980536, '1000': 0.038647306534261475}","{'200': 0.04934626385007852, '400': 0.02710313121355146, '600': 0.022874689368395967, '800': 0.02164778486822813, '1000': 0.01838092452614348}",18.466666666666665,10.223284968910706
0.3,0.06,0.2,0.3,1e-08,0.7,7.501513454409684,4.0245455997309545,"{'200': 0.0004122328749156082, '400': 0.0007123999235578128, '600': 0.0014085365367781677, '800': 0.002028340115555385, '1000': 0.0027613367592262818}","{'200': 0.0002991890988836114, '400': 0.00042935416785130627, '600': 0.0014423009211035594, '800': 0.002093763447976453, '1000': 0.002967319901649062}","{'200': 0.11027525884154096, '400': 0.06288488947495874, '600': 0.049214258570975486, '800': 0.042619519053866885, '1000': 0.03799396670303904}","{'200': 0.046481651932778756, '400': 0.025434720195529007, '600': 0.021697629817475472, '800': 0.020481941673956585, '1000': 0.017318435530437267}",20.31111111111111,8.76564562424677
0.3,0.06,0.2,0.3,1e-08,0.9,7.195052937568337,3.652886190518639,"{'200': 0.0004067371486444327, '400': 0.0007151720566557799, '600': 0.001488668777408505, '800': 0.002144444640525853, '1000': 0.002912231244729927}","{'200': 0.0003004503399197973, '400': 0.0004174563802060708, '600': 0.0015628545587010826, '800': 0.002275378399482895, '1000': 0.003240344581088088}","{'200': 0.10513543217855857, '400': 0.0602796298706693, '600': 0.047495189306112864, '800': 0.04132289841988939, '1000': 0.036780419069650974}","{'200': 0.045221999208168, '400': 0.025737700633546814, '600': 0.022678386797837822, '800': 0.021546075835486223, '1000': 0.018294584742373644}",19.77777777777778,9.836189164709605
