r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_T_VPT,mean_NRMSEs,std_NRMSEs,mean_NRMSEs_open_loop,std_NRMSEs_open_loop,mean_ADev,std_ADev
0.3,0.04,0.2,0.1,1e-08,0.1,7.196599283498235,3.475843375989387,"{'200': 0.0005031965170878999, '400': 0.0009479679245027045, '600': 0.0018620932365228558, '800': 0.002703688824728858, '1000': 0.0035962936087271156}","{'200': 0.0005083335170626538, '400': 0.0009503276487645235, '600': 0.0023944894007118223, '800': 0.0034288143915244024, '1000': 0.00467053237839531}","{'200': 0.2520743152390201, '400': 0.14351640728427523, '600': 0.11229956284657024, '800': 0.09741549163036274, '1000': 0.08688375484181582}","{'200': 0.11113769884953939, '400': 0.05986006778772071, '600': 0.05033721413076785, '800': 0.04746482228019764, '1000': 0.04043087590345821}",18.955555555555556,9.19892640005236
0.3,0.04,0.2,0.1,1e-08,0.3,7.344985376607904,3.874407658938029,"{'200': 0.0005117151442169098, '400': 0.0009791435359213958, '600': 0.0019512485983482813, '800': 0.002797918098642089, '1000': 0.003687409553587875}","{'200': 0.0005018767150349011, '400': 0.0008273719305312623, '600': 0.0026208298542715882, '800': 0.0037777441496280747, '1000': 0.005259691038166776}","{'200': 0.2524686356734811, '400': 0.14329905021716535, '600': 0.11123203661380564, '800': 0.0959387108547672, '1000': 0.08559907296075632}","{'200': 0.11492182787848104, '400': 0.06025327782098874, '600': 0.04744066346935076, '800': 0.04341351023797876, '1000': 0.03672415404982789}",19.533333333333335,8.520824164624244
0.3,0.04,0.2,0.1,1e-08,0.5,7.364930083295552,3.61189438164688,"{'200': 0.0004209445446911579, '400': 0.0007957347873498159, '600': 0.00150695369449986, '800': 0.002145285525767739, '1000': 0.002917812384433391}","{'200': 0.00038510557828781277, '400': 0.0005711904096882661, '600': 0.0016641180014452413, '800': 0.002398820366591411, '1000': 0.0033759897585107657}","{'200': 0.2475967595044083, '400': 0.1413033118147381, '600': 0.11069038173338723, '800': 0.09599105017243485, '1000': 0.08551919561111153}","{'200': 0.11268972100201201, '400': 0.061213979925772086, '600': 0.05125644848342362, '800': 0.04782692267018689, '1000': 0.04067735528549005}",19.77777777777778,8.596869944317302
0.3,0.04,0.2,0.1,1e-08,0.7,7.4228076023859675,3.6175468347573636,"{'200': 0.0004775450489332125, '400': 0.0008807311467640895, '600': 0.0017179824573853222, '800': 0.0024585168207850987, '1000': 0.003303534650783649}","{'200': 0.0005208198660763864, '400': 0.0008314840848257966, '600': 0.0021842294396391356, '800': 0.0031013324563659507, '1000': 0.004303497621132871}","{'200': 0.24567936353286193, '400': 0.14061687150626306, '600': 0.110424598378237, '800': 0.09592995464152038, '1000': 0.08542752476475758}","{'200': 0.11225520326143688, '400': 0.06216452227647135, '600': 0.05259534965123276, '800': 0.04891153955546898, '1000': 0.041631020057597924}",19.266666666666666,8.028836915906451
0.3,0.04,0.2,0.1,1e-08,0.9,7.330847356677423,3.8616156756495275,"{'200': 0.0004392462413950673, '400': 0.0008371562189335659, '600': 0.0016246213664010242, '800': 0.00232881722794814, '1000': 0.0031150754341613203}","{'200': 0.00039433688474196016, '400': 0.0006222527102142665, '600': 0.0016521105428189693, '800': 0.002379215894931709, '1000': 0.0033563776186767125}","{'200': 0.2540593870159453, '400': 0.14419342934179621, '600': 0.11265277386724326, '800': 0.09713993918062074, '1000': 0.08670185605408988}","{'200': 0.10718919969380451, '400': 0.05664979799534591, '600': 0.047993039398491213, '800': 0.04443806905192619, '1000': 0.037510302094441554}",17.31111111111111,7.912921141250829
0.3,0.04,0.2,0.3,1e-08,0.1,8.008872709816783,4.3638398344817455,"{'200': 0.00045770532091283736, '400': 0.0007826485129274475, '600': 0.0016928174443476458, '800': 0.0024998364064287774, '1000': 0.003435579864575417}","{'200': 0.00038033182126707114, '400': 0.0005826824667025005, '600': 0.0019129752986463643, '800': 0.0027689970070150487, '1000': 0.0038932201426803456}","{'200': 0.11043900910435614, '400': 0.06297443474758307, '600': 0.049340577806803135, '800': 0.04276848286980274, '1000': 0.03814841036873125}","{'200': 0.0451006544572719, '400': 0.024667707981039025, '600': 0.021378552737714523, '800': 0.02027700710387864, '1000': 0.01714509870763917}",18.6,10.100385031164791
0.3,0.04,0.2,0.3,1e-08,0.3,7.259368305019956,3.823974644087937,"{'200': 0.00042259404748796987, '400': 0.0007524059266984963, '600': 0.0015790285142645787, '800': 0.002361451940103362, '1000': 0.003217232744774182}","{'200': 0.00033540036703529335, '400': 0.0004469066048529013, '600': 0.0016258786077254957, '800': 0.0023804150949059645, '1000': 0.0034094078981760046}","{'200': 0.10409357201578538, '400': 0.05947715401714623, '600': 0.04676406581782023, '800': 0.04056030830353986, '1000': 0.036123504893746765}","{'200': 0.04445149881261201, '400': 0.024588193862478284, '600': 0.021433292692928065, '800': 0.020087824607047652, '1000': 0.016997790842804016}",19.711111111111112,9.246313913536266
0.3,0.04,0.2,0.3,1e-08,0.5,6.736040661030659,3.2705798012928464,"{'200': 0.0004230511428119429, '400': 0.0007519679025970456, '600': 0.00158156590329561, '800': 0.002350671458071403, '1000': 0.003236138985421872}","{'200': 0.0003289637112826067, '400': 0.0004591096921608513, '600': 0.0016772267539928456, '800': 0.0024544982801448043, '1000': 0.0034958062417620346}","{'200': 0.1094106021381006, '400': 0.06199240741768792, '600': 0.04798743414797755, '800': 0.041465204954360665, '1000': 0.037020028659874825}","{'200': 0.04807756730020939, '400': 0.0253131200534486, '600': 0.019966053184113798, '800': 0.01871168192788132, '1000': 0.01584393866131588}",19.0,9.223159256278006
0.3,0.04,0.2,0.3,1e-08,0.7,7.30793619045079,4.022842153497269,"{'200': 0.0004200281967410835, '400': 0.0007392107419742917, '600': 0.001589533347052063, '800': 0.00236477172231514, '1000': 0.003252472542605558}","{'200': 0.000317828638200106, '400': 0.00044894272622873657, '600': 0.0016152958244356984, '800': 0.002380494453735136, '1000': 0.003394080701559686}","{'200': 0.11172759172788618, '400': 0.06379597959042728, '600': 0.050102352850699056, '800': 0.04351271458469098, '1000': 0.0388105135491223}","{'200': 0.043150541066139726, '400': 0.023952165334490925, '600': 0.021273588853276987, '800': 0.02039513168584482, '1000': 0.0171892795780024}",19.42222222222222,9.91629162067014
0.3,0.04,0.2,0.3,1e-08,0.9,7.910663964228248,4.392597799521353,"{'200': 0.0004078720372764613, '400': 0.0007097306491356993, '600': 0.0014485152600162917, '800': 0.002131357045876894, '1000': 0.002942677954545779}","{'200': 0.00030659913482715965, '400': 0.0004367536525369555, '600': 0.0014644439734681674, '800': 0.0021702992434088986, '1000': 0.003088057725573039}","{'200': 0.11776317151198011, '400': 0.06694402678122867, '600': 0.052097352387269, '800': 0.04505536940217213, '1000': 0.04022971964638204}","{'200': 0.04763268438860102, '400': 0.02540999992082891, '600': 0.021042568657903115, '800': 0.020038343534397773, '1000': 0.016875800859211913}",18.08888888888889,9.733840676782606
