r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_T_VPT,mean_NRMSEs,std_NRMSEs,mean_NRMSEs_open_loop,std_NRMSEs_open_loop,mean_ADev,std_ADev
0.3,0.08,0.2,0.1,1e-08,0.1,6.8967975215795025,3.5085078959353995,"{'200': 0.0004949661486556186, '400': 0.0010160760736802597, '600': 0.002075122996625278, '800': 0.0030462531333633296, '1000': 0.004052706879870309}","{'200': 0.00048334208582010406, '400': 0.0009655095614075079, '600': 0.0023585860157079907, '800': 0.0033421529372947905, '1000': 0.004563420605611657}","{'200': 0.2418124451869637, '400': 0.13768455427247056, '600': 0.10765064119620107, '800': 0.09316260647867121, '1000': 0.08302439582922094}","{'200': 0.10820821224647592, '400': 0.05805264710253917, '600': 0.04783794570042741, '800': 0.04422027957777831, '1000': 0.0374491809714901}",20.555555555555557,8.747204138861376
0.3,0.08,0.2,0.1,1e-08,0.3,7.393363913557527,3.836763855862066,"{'200': 0.0004898779257659009, '400': 0.0009012868659912437, '600': 0.0018681859669600056, '800': 0.0027548325984571164, '1000': 0.003681593574080589}","{'200': 0.0005189132350966398, '400': 0.0008650467172126397, '600': 0.0022154328175227997, '800': 0.00319555827169929, '1000': 0.004441035935542575}","{'200': 0.251929256323698, '400': 0.14295893995239883, '600': 0.11061866411269834, '800': 0.09571138392758974, '1000': 0.0853286092627251}","{'200': 0.1217709321112414, '400': 0.06419862436701258, '600': 0.04923182436615164, '800': 0.045445142208039344, '1000': 0.03871288560042617}",19.91111111111111,9.605142655478824
0.3,0.08,0.2,0.1,1e-08,0.5,6.916647554026544,3.3115376096868063,"{'200': 0.00041776992602387836, '400': 0.0007856488660726627, '600': 0.0015507730911025841, '800': 0.0023284218221045422, '1000': 0.0031691380027805403}","{'200': 0.00041069579303455007, '400': 0.0006344901847951084, '600': 0.001767699367043568, '800': 0.002610460072286589, '1000': 0.0036887475599590848}","{'200': 0.24997457970562595, '400': 0.14234632029758226, '600': 0.111496180809696, '800': 0.09668510035022265, '1000': 0.08614360697016032}","{'200': 0.11225624073078011, '400': 0.06028956698324701, '600': 0.0505352243139237, '800': 0.047155910062882195, '1000': 0.040110728328149575}",20.155555555555555,9.579968813578457
0.3,0.08,0.2,0.1,1e-08,0.7,6.863850885848644,3.2385838951267325,"{'200': 0.00048065404466301543, '400': 0.0009616271370833903, '600': 0.0020362054869101066, '800': 0.0029980772440763377, '1000': 0.004026451187726161}","{'200': 0.00045948236098281747, '400': 0.0007785711357880703, '600': 0.002700122349340943, '800': 0.003861967823300649, '1000': 0.00541143615074882}","{'200': 0.23725762310293164, '400': 0.13534252140972555, '600': 0.10598568416913713, '800': 0.0920063131628931, '1000': 0.08202605180950402}","{'200': 0.10096693098918837, '400': 0.05545986724083468, '600': 0.04742100645147915, '800': 0.04472475109012429, '1000': 0.037881027238306594}",20.288888888888888,9.54666252844934
0.3,0.08,0.2,0.1,1e-08,0.9,7.430728680516663,3.802576178625385,"{'200': 0.0004227900652389979, '400': 0.0007596125942628332, '600': 0.0017716035595741503, '800': 0.0025816757253763045, '1000': 0.0035793657435923627}","{'200': 0.0004134969021487128, '400': 0.0006086202275308385, '600': 0.0028597443200021762, '800': 0.004094135510242218, '1000': 0.005723580464504702}","{'200': 0.2432883228912978, '400': 0.13871922767380118, '600': 0.10881617063361322, '800': 0.09441947667084906, '1000': 0.08423872116799386}","{'200': 0.09697736418781619, '400': 0.053056273041767646, '600': 0.046513577672769126, '800': 0.044309232600491, '1000': 0.037447422943019004}",19.511111111111113,9.410684760118203
0.3,0.08,0.2,0.3,1e-08,0.1,7.602688659537206,4.172893402897563,"{'200': 0.0004622900742515512, '400': 0.0008037322197983184, '600': 0.0016401347323736406, '800': 0.0024033590337059893, '1000': 0.003245784350065808}","{'200': 0.0003794951358466747, '400': 0.0006075721144297513, '600': 0.0017841518725294882, '800': 0.002600414095097849, '1000': 0.003657269686969806}","{'200': 0.10851869410123331, '400': 0.06212254223355418, '600': 0.04888125485366861, '800': 0.04240807099608655, '1000': 0.03779956128701346}","{'200': 0.04255621889091061, '400': 0.02405254263596909, '600': 0.021530990725564966, '800': 0.020504617309488597, '1000': 0.01725197821415142}",18.488888888888887,10.012486032110601
0.3,0.08,0.2,0.3,1e-08,0.3,7.428929869945151,4.025605442220524,"{'200': 0.000431391132007725, '400': 0.0007867173251466612, '600': 0.0015607506614677019, '800': 0.0022720887408884736, '1000': 0.0030821377202827583}","{'200': 0.00035114723986945037, '400': 0.0005361916265763477, '600': 0.0015840430748437105, '800': 0.0023086138722708182, '1000': 0.0032697983253518284}","{'200': 0.10908052626052311, '400': 0.06210051937344485, '600': 0.04846272126725092, '800': 0.04180023156455399, '1000': 0.0372929505640398}","{'200': 0.04502037813855148, '400': 0.02439036630749101, '600': 0.020695452556709962, '800': 0.019316067242434114, '1000': 0.016220416853664245}",18.711111111111112,9.21260542764272
0.3,0.08,0.2,0.3,1e-08,0.5,7.407186352685992,3.9907193419539806,"{'200': 0.00041811387837040176, '400': 0.0007602966789294093, '600': 0.0015693650825620233, '800': 0.002245798872735474, '1000': 0.003040843336572997}","{'200': 0.0003153498565686951, '400': 0.0004707483275335187, '600': 0.0017261253649598336, '800': 0.0024947356436345147, '1000': 0.003532076195932088}","{'200': 0.10680507795903237, '400': 0.06124369539824901, '600': 0.048181822375764426, '800': 0.04193869049492567, '1000': 0.03737064719433004}","{'200': 0.043185848769421664, '400': 0.024736165601556195, '600': 0.02184919995141724, '800': 0.020833485862055554, '1000': 0.017593071905194362}",18.844444444444445,8.874321396417507
0.3,0.08,0.2,0.3,1e-08,0.7,7.871247922055985,4.250786812527549,"{'200': 0.00039486413685583345, '400': 0.0006933509745737691, '600': 0.001365386772503735, '800': 0.0019839856105804583, '1000': 0.002718289569786843}","{'200': 0.0003301318513225572, '400': 0.0005265200424876798, '600': 0.0014718795872285992, '800': 0.002126049426439698, '1000': 0.0029887184290443283}","{'200': 0.10993907879817627, '400': 0.06268253854946262, '600': 0.04904498073637349, '800': 0.04248307574590489, '1000': 0.03785868138582618}","{'200': 0.04860702010079862, '400': 0.026455389356444908, '600': 0.022344978926728078, '800': 0.02094729659317617, '1000': 0.017763759939046955}",18.022222222222222,9.884868096436623
0.3,0.08,0.2,0.3,1e-08,0.9,8.094174200602714,4.517958779176417,"{'200': 0.00039187609263855805, '400': 0.0006733905782885575, '600': 0.0014578134795122492, '800': 0.002077561400523915, '1000': 0.0028887720456507756}","{'200': 0.0003096100492161598, '400': 0.0004268259573996534, '600': 0.001828806556554886, '800': 0.0026434554697472496, '1000': 0.0037500657978443144}","{'200': 0.10832263675802481, '400': 0.062064445570735066, '600': 0.04895030701695387, '800': 0.04259388992624192, '1000': 0.03789889710985592}","{'200': 0.04771917011699164, '400': 0.026721414216152168, '600': 0.023321662380542358, '800': 0.02189901157559913, '1000': 0.018579326877714214}",17.8,10.309865825185764
0.3,0.08,0.2,0.5,1e-08,0.1,7.483399116373753,4.013809929732355,"{'200': 0.0004388437240379259, '400': 0.0007627922958179487, '600': 0.0015887529843381166, '800': 0.0023003879848208213, '1000': 0.003193514623987449}","{'200': 0.00030506080316627156, '400': 0.000474678074080192, '600': 0.0019202739283077773, '800': 0.0027500885207511726, '1000': 0.0038424926822324917}","{'200': 0.06182583213713651, '400': 0.03531441912462424, '600': 0.027685706783019366, '800': 0.023963317644333695, '1000': 0.021342178064762494}","{'200': 0.02697367953894729, '400': 0.014861906185484464, '600': 0.01270352821025729, '800': 0.011895070139978738, '1000': 0.010060355138751908}",18.377777777777776,9.312569495970699
0.3,0.08,0.2,0.5,1e-08,0.3,7.943484367638299,4.4060369307651515,"{'200': 0.0004185122188741313, '400': 0.0007105889538403447, '600': 0.0013495803883420152, '800': 0.001928343738996068, '1000': 0.0026945949365517812}","{'200': 0.00028138759748349255, '400': 0.00041772886267891905, '600': 0.0013046005730996857, '800': 0.0019181730205389297, '1000': 0.002689573411167556}","{'200': 0.061110620492292274, '400': 0.03480629455252159, '600': 0.027213106053387358, '800': 0.023602513290238696, '1000': 0.021022381555359834}","{'200': 0.027697005642119518, '400': 0.014940234606096427, '600': 0.012419386702744154, '800': 0.011595896648262842, '1000': 0.009854811927890238}",18.0,9.160300819902757
0.3,0.08,0.2,0.5,1e-08,0.5,7.417632077232844,3.806390499346423,"{'200': 0.0003918304183703178, '400': 0.0006939796076421507, '600': 0.0012909926714098018, '800': 0.0018486610558205961, '1000': 0.002618873458560621}","{'200': 0.00026446982498516035, '400': 0.0003307984394282477, '600': 0.0011925696005230164, '800': 0.0017509901213955629, '1000': 0.002485041021272503}","{'200': 0.06124790317681716, '400': 0.03502112185690999, '600': 0.02755768661181674, '800': 0.023958152986058502, '1000': 0.021355441012440576}","{'200': 0.02456489466927663, '400': 0.013786586460688177, '600': 0.012222962915710537, '800': 0.011638182962894294, '1000': 0.00983391195651545}",17.666666666666668,7.986099033807293
