spectral_radius,input_scale,leaking_rate,ridge_alpha,jump,mean_T_VPT,std_dev
0.9,1.0,0.3,1e-07,1,4.027000000000003,1.7701556428743759
0.9,1.0,0.3,1e-07,5,4.9700000000000015,2.3853930493736244
0.9,1.0,0.3,1e-07,10,5.1630000000000065,2.4596688801544007
0.9,1.0,0.3,1e-07,20,5.159000000000003,2.5743696315797413
0.9,1.0,0.4,1e-06,1,3.226000000000006,1.1927799461761608
0.9,1.0,0.4,1e-06,5,3.146000000000001,1.3181820815046779
0.9,1.0,0.4,1e-06,10,4.327000000000001,2.3119452848196915
0.9,1.0,0.4,1e-06,20,4.042000000000003,2.69370302743268
0.9,1.0,0.4,1e-07,1,2.4420000000000015,1.0907777042092495
0.9,1.0,0.4,1e-07,5,3.6770000000000054,1.9234788795305229
0.9,1.0,0.4,1e-07,10,4.527000000000001,2.375266511362462
0.9,1.0,0.4,1e-07,20,3.575000000000004,2.0761972449649377
0.9,1.0,0.5,1e-06,1,2.116000000000004,0.7451603854204797
0.9,1.0,0.5,1e-06,5,2.1350000000000025,1.0401898865111157
0.9,1.0,0.5,1e-06,10,3.0380000000000025,1.5452106652492412
0.9,1.0,0.5,1e-06,20,2.0170000000000057,1.3496410633942624
0.9,1.0,0.5,1e-07,1,1.9500000000000057,1.0912286653126406
0.9,1.0,0.5,1e-07,5,2.412000000000005,2.1486963489520825
0.9,1.0,0.5,1e-07,10,2.7560000000000047,1.362036710224802
0.9,1.0,0.5,1e-07,20,1.9800000000000069,1.2936923900216792
0.9,1.0,0.6,1e-06,1,1.4020000000000024,0.5672354008698675
0.9,1.0,0.6,1e-06,5,1.2830000000000041,0.7091762827393464
0.9,1.0,0.6,1e-06,10,2.0450000000000044,1.4278777958915108
0.9,1.0,0.6,1e-06,20,1.6050000000000069,1.3826767518115013
0.9,1.0,0.6,1e-07,1,1.2040000000000006,0.5502581212485649
0.9,1.0,0.6,1e-07,5,1.1810000000000032,0.5164290851607778
0.9,1.0,0.6,1e-07,10,1.6970000000000027,1.0576629898034622
0.9,1.0,0.6,1e-07,20,1.5090000000000017,1.1545990646107387
0.9,1.0,0.7,1e-06,1,1.1890000000000014,0.5216310956988633
0.9,1.0,0.7,1e-06,5,1.1670000000000074,0.4939342061449108
0.9,1.0,0.7,1e-06,10,1.3820000000000037,0.8031413325187531
0.9,1.0,0.7,1e-06,20,1.494000000000004,1.394791740726908
0.9,1.0,0.7,1e-07,1,1.037000000000002,0.4387379627978415
0.9,1.0,0.7,1e-07,5,1.3240000000000065,0.7197388415251755
0.9,1.0,0.7,1e-07,10,1.4620000000000033,0.7694387564972262
0.9,1.0,0.7,1e-07,20,1.5340000000000074,1.1539168080932005
0.92,0.6,0.3,1e-06,1,7.492000000000004,2.1127366139677695
0.92,0.6,0.3,1e-06,5,8.956,1.9057135146710817
0.92,0.6,0.3,1e-06,10,9.179000000000006,1.8206534541202521
0.92,0.6,0.3,1e-06,20,8.943000000000007,1.3276788015178986
0.92,0.6,0.3,1e-07,1,8.001000000000007,1.8273311139473338
0.92,0.6,0.3,1e-07,5,10.008000000000003,1.720155806896577
0.92,0.6,0.3,1e-07,10,10.053000000000003,1.9569085313320083
0.92,0.6,0.3,1e-07,20,9.987000000000005,1.5022286776652884
0.92,0.6,0.4,1e-06,1,8.57,1.9027926844509364
0.92,0.6,0.4,1e-06,5,8.761000000000003,1.9132744183728598
0.92,0.6,0.4,1e-06,10,9.228000000000003,1.6119727044835468
0.92,0.6,0.4,1e-06,20,9.713000000000003,1.923936329507815
0.92,0.6,0.4,1e-07,1,8.064000000000005,2.39787072211994
0.92,0.6,0.4,1e-07,5,10.058000000000003,1.8742027638438692
0.92,0.6,0.4,1e-07,10,9.770000000000005,1.3814412763487296
0.92,0.6,0.4,1e-07,20,10.340000000000003,1.5677244655869862
0.92,0.6,0.5,1e-06,1,7.675000000000004,2.0498768255678184
0.92,0.6,0.5,1e-06,5,8.916000000000002,1.6984180875155577
0.92,0.6,0.5,1e-06,10,8.923000000000005,1.771985045083621
0.92,0.6,0.5,1e-06,20,9.057000000000002,1.8323239342430693
0.92,0.6,0.5,1e-07,1,8.033000000000005,2.227045352030354
0.92,0.6,0.5,1e-07,5,10.085000000000004,1.4449204130331887
0.92,0.6,0.5,1e-07,10,10.073000000000004,1.5759349605868893
0.92,0.6,0.5,1e-07,20,9.579000000000002,1.4333523642147452
0.92,0.6,0.6,1e-06,1,6.712000000000003,2.106023741556587
0.92,0.6,0.6,1e-06,5,8.843000000000007,1.8975592217372268
0.92,0.6,0.6,1e-06,10,8.765000000000006,1.6611306390528155
0.92,0.6,0.6,1e-06,20,9.085000000000004,1.1186040407579418
0.92,0.6,0.6,1e-07,1,5.857000000000004,1.9633163270344351
0.92,0.6,0.6,1e-07,5,9.154000000000003,1.8352122493052403
0.92,0.6,0.6,1e-07,10,9.847000000000005,2.0794160237912958
0.92,0.6,0.6,1e-07,20,9.60700000000001,1.8522880445546266
0.92,0.6,0.7,1e-06,1,5.233000000000004,1.5033332963784207
0.92,0.6,0.7,1e-06,5,7.3060000000000045,1.8485356366594607
0.92,0.6,0.7,1e-06,10,8.287000000000003,2.101487806293438
0.92,0.6,0.7,1e-06,20,8.124000000000006,1.6573303834781972
0.92,0.6,0.7,1e-07,1,4.248000000000005,1.4622913526380437
0.92,0.6,0.7,1e-07,5,8.383000000000003,2.2850406998563493
0.92,0.6,0.7,1e-07,10,8.810000000000004,1.7126996234016052
0.92,0.6,0.7,1e-07,20,8.367000000000006,2.018526938140782
0.92,0.7,0.3,1e-06,1,6.356000000000004,1.542849312149437
0.92,0.7,0.3,1e-06,5,7.949000000000003,1.675714474485436
0.92,0.7,0.3,1e-06,10,8.596000000000007,1.7831163730951496
0.92,0.7,0.3,1e-06,20,9.295000000000007,1.9849722919980557
0.92,0.7,0.3,1e-07,1,6.879000000000003,2.1894608925486625
0.92,0.7,0.3,1e-07,5,9.191000000000003,1.4111055949148548
0.92,0.7,0.3,1e-07,10,9.720000000000002,1.835374621160486
0.92,0.7,0.3,1e-07,20,9.886000000000003,1.5800012658222784
0.92,0.7,0.4,1e-06,1,5.909000000000009,1.9379006682490192
0.92,0.7,0.4,1e-06,5,8.566000000000003,2.175850178665802
0.92,0.7,0.4,1e-06,10,7.600000000000006,1.8443535452835529
0.92,0.7,0.4,1e-06,20,8.146,1.2038787314343595
0.92,0.7,0.4,1e-07,1,6.441000000000007,3.053905532265199
0.92,0.7,0.4,1e-07,5,9.490000000000004,1.8977091452590935
0.92,0.7,0.4,1e-07,10,9.191000000000006,2.0058561762997864
0.92,0.7,0.4,1e-07,20,8.508000000000006,1.9808927280395583
0.92,0.7,0.5,1e-06,1,6.708000000000007,2.1606332405107547
0.92,0.7,0.5,1e-06,5,7.883000000000005,2.2573637278914513
0.92,0.7,0.5,1e-06,10,6.915000000000006,2.34373953330996
0.92,0.7,0.5,1e-06,20,6.758000000000003,2.1105724341988377
0.92,0.7,0.5,1e-07,1,5.447000000000005,2.2240348468493014
0.92,0.7,0.5,1e-07,5,8.938000000000006,2.273401856249792
0.92,0.7,0.5,1e-07,10,7.563000000000007,2.53790681468016
0.92,0.7,0.5,1e-07,20,7.605000000000004,2.2924212091149414
0.92,0.7,0.6,1e-06,1,4.589000000000006,1.5895593729081035
0.92,0.7,0.6,1e-06,5,6.905000000000004,1.925428523731795
0.92,0.7,0.6,1e-06,10,6.677000000000007,2.5515977347536554
0.92,0.7,0.6,1e-06,20,6.145000000000003,2.154872386012683
0.92,0.7,0.6,1e-07,1,4.084000000000006,2.3127697680486916
0.92,0.7,0.6,1e-07,5,7.332000000000005,2.933403484009661
0.92,0.7,0.6,1e-07,10,6.718000000000006,2.797476720189109
0.92,0.7,0.6,1e-07,20,5.919000000000006,2.3175717896108425
0.92,0.7,0.7,1e-06,1,4.161000000000003,1.9251750569753379
0.92,0.7,0.7,1e-06,5,5.938000000000008,2.395419796194396
0.92,0.7,0.7,1e-06,10,6.168000000000004,2.2404678082936145
0.92,0.7,0.7,1e-06,20,5.661000000000003,2.3919571484455977
0.92,0.7,0.7,1e-07,1,2.7550000000000052,1.3387139350884485
0.92,0.7,0.7,1e-07,5,7.237000000000002,3.121610321612871
0.92,0.7,0.7,1e-07,10,5.5920000000000085,2.3821116682473127
0.92,0.7,0.7,1e-07,20,5.281000000000004,2.5403659185243397
0.92,0.8,0.3,1e-06,1,6.527000000000004,2.5351629138972527
0.92,0.8,0.3,1e-06,5,7.210000000000005,1.7687340105284342
0.92,0.8,0.3,1e-06,10,7.563000000000007,2.4254589256468537
0.92,0.8,0.3,1e-06,20,8.748000000000003,2.206802211345636
0.92,0.8,0.3,1e-07,1,5.499000000000004,2.564242383239153
0.92,0.8,0.3,1e-07,5,8.423000000000005,1.9337143015450857
0.92,0.8,0.3,1e-07,10,8.389000000000006,1.6445969111001073
0.92,0.8,0.3,1e-07,20,9.067000000000007,2.273352370399274
0.92,0.8,0.4,1e-06,1,5.473000000000004,2.2946309071395334
0.92,0.8,0.4,1e-06,5,6.6020000000000065,2.0930733384188924
0.92,0.8,0.4,1e-06,10,7.071000000000002,2.418606830388106
0.92,0.8,0.4,1e-06,20,6.423000000000004,2.244426652844776
0.92,0.8,0.4,1e-07,1,4.630000000000005,2.552046237825642
0.92,0.8,0.4,1e-07,5,7.346000000000002,2.8336485314872766
0.92,0.8,0.4,1e-07,10,8.048000000000004,2.9583535961747374
0.92,0.8,0.4,1e-07,20,7.090000000000006,2.7738096546086197
0.92,0.8,0.5,1e-06,1,4.499000000000004,2.010298236580828
0.92,0.8,0.5,1e-06,5,5.553000000000004,2.189660019272401
0.92,0.8,0.5,1e-06,10,5.660000000000006,2.686641025518668
0.92,0.8,0.5,1e-06,20,3.9980000000000047,2.053181920824357
0.92,0.8,0.5,1e-07,1,3.705000000000004,2.0375168710957974
0.92,0.8,0.5,1e-07,5,5.983000000000006,3.4137561424331397
0.92,0.8,0.5,1e-07,10,6.676000000000004,3.2716882492071284
0.92,0.8,0.5,1e-07,20,4.793000000000005,3.062771783858535
0.92,0.8,0.6,1e-06,1,3.5880000000000036,2.2328940861581428
0.92,0.8,0.6,1e-06,5,4.413000000000008,1.7813059815764405
0.92,0.8,0.6,1e-06,10,4.100000000000006,1.5442409138473165
0.92,0.8,0.6,1e-06,20,3.297000000000003,2.070306982068117
0.92,0.8,0.6,1e-07,1,2.7660000000000067,1.4553226446393264
0.92,0.8,0.6,1e-07,5,3.802000000000004,2.0307131752170235
0.92,0.8,0.6,1e-07,10,4.217000000000006,2.257275127227519
0.92,0.8,0.6,1e-07,20,3.2820000000000022,2.3035963188024065
0.92,0.8,0.7,1e-06,1,2.771000000000002,1.8112589544292121
0.92,0.8,0.7,1e-06,5,4.189000000000007,2.185099311244228
0.92,0.8,0.7,1e-06,10,4.303000000000007,2.044047700030509
0.92,0.8,0.7,1e-06,20,3.545000000000003,2.508496561687896
0.92,0.8,0.7,1e-07,1,1.993000000000005,1.2587338876823817
0.92,0.8,0.7,1e-07,5,4.189000000000007,2.1564922907351205
0.92,0.8,0.7,1e-07,10,3.7950000000000044,2.035592051468078
0.92,0.8,0.7,1e-07,20,2.981000000000003,2.3176408263576973
0.92,0.9,0.3,1e-06,1,4.969000000000006,1.7900444128568433
0.92,0.9,0.3,1e-06,5,6.300000000000004,1.8025870297991173
0.92,0.9,0.3,1e-06,10,6.815000000000005,2.7476599134536297
0.92,0.9,0.3,1e-06,20,6.731000000000003,2.409576518809895
0.92,0.9,0.3,1e-07,1,4.368000000000002,2.3865573531763284
0.92,0.9,0.3,1e-07,5,6.477000000000001,2.5537053471377646
0.92,0.9,0.3,1e-07,10,6.866000000000001,2.3180258842385664
0.92,0.9,0.3,1e-07,20,7.451000000000006,2.4786405548203243
0.92,0.9,0.4,1e-06,1,3.9360000000000057,1.3741557408096072
0.92,0.9,0.4,1e-06,5,4.188000000000004,1.712558320174821
0.92,0.9,0.4,1e-06,10,5.962000000000005,2.665152153255046
0.92,0.9,0.4,1e-06,20,5.3490000000000055,2.7613292089137063
0.92,0.9,0.4,1e-07,1,3.0930000000000035,1.5516349441798483
0.92,0.9,0.4,1e-07,5,4.665000000000008,2.2863759533375085
0.92,0.9,0.4,1e-07,10,5.892000000000006,2.6345048870708103
0.92,0.9,0.4,1e-07,20,5.4250000000000025,2.952028963272547
0.92,0.9,0.5,1e-06,1,3.0480000000000063,1.2993598423839303
0.92,0.9,0.5,1e-06,5,3.1930000000000063,1.5796743335257455
0.92,0.9,0.5,1e-06,10,4.118000000000004,1.9164435812201737
0.92,0.9,0.5,1e-06,20,2.822000000000004,2.1171008478577495
0.92,0.9,0.5,1e-07,1,2.785000000000005,2.1365942525430497
0.92,0.9,0.5,1e-07,5,3.2700000000000045,2.5618547968220207
0.92,0.9,0.5,1e-07,10,4.0540000000000065,2.2197756643408817
0.92,0.9,0.5,1e-07,20,3.3840000000000074,2.8277453916503874
0.92,0.9,0.6,1e-06,1,2.332000000000005,1.2376493849228847
0.92,0.9,0.6,1e-06,5,2.552000000000004,1.5155381882354544
0.92,0.9,0.6,1e-06,10,2.8710000000000035,1.4737092657644513
0.92,0.9,0.6,1e-06,20,2.4930000000000048,2.63796341900338
0.92,0.9,0.6,1e-07,1,1.628000000000003,0.6936973403437555
0.92,0.9,0.6,1e-07,5,2.076000000000002,1.0931166451939174
0.92,0.9,0.6,1e-07,10,2.841000000000001,1.8441309606424356
0.92,0.9,0.6,1e-07,20,2.340000000000002,2.135724701360176
0.92,0.9,0.7,1e-06,1,1.628000000000003,1.0325192492152373
0.92,0.9,0.7,1e-06,5,2.042000000000006,0.9355404854948822
0.92,0.9,0.7,1e-06,10,2.1970000000000014,1.6723429672169503
0.92,0.9,0.7,1e-06,20,2.259000000000005,2.420929366999378
0.92,0.9,0.7,1e-07,1,1.2550000000000054,0.520879064658967
0.92,0.9,0.7,1e-07,5,1.8720000000000057,1.1674998929336162
0.92,0.9,0.7,1e-07,10,2.287000000000005,1.604709007888968
0.92,0.9,0.7,1e-07,20,2.4600000000000053,2.6804104163355307
0.92,1.0,0.3,1e-06,1,4.357000000000002,1.42666429127528
0.92,1.0,0.3,1e-06,5,5.333000000000003,2.283324549861453
0.92,1.0,0.3,1e-06,10,4.8780000000000046,2.2998339070463354
0.92,1.0,0.3,1e-06,20,5.255000000000004,1.9445397913131008
0.92,1.0,0.3,1e-07,1,4.106000000000006,1.9608171765873545
0.92,1.0,0.3,1e-07,5,5.233000000000004,2.6526611166901826
0.92,1.0,0.3,1e-07,10,4.993000000000005,2.286904239359401
0.92,1.0,0.3,1e-07,20,5.193000000000007,2.700950018049208
0.92,1.0,0.4,1e-06,1,3.1300000000000097,1.5257326109118847
0.92,1.0,0.4,1e-06,5,3.360000000000002,1.4916165727156576
0.92,1.0,0.4,1e-06,10,4.814000000000007,2.479234559294461
0.92,1.0,0.4,1e-06,20,3.8280000000000043,2.268994490958494
0.92,1.0,0.4,1e-07,1,2.1500000000000057,0.7454260526705523
0.92,1.0,0.4,1e-07,5,3.6540000000000035,1.9018317486044882
0.92,1.0,0.4,1e-07,10,4.418000000000008,2.1809530027031756
0.92,1.0,0.4,1e-07,20,3.585000000000002,2.279656772411145
0.92,1.0,0.5,1e-06,1,2.1380000000000052,1.0124208611047067
0.92,1.0,0.5,1e-06,5,2.2710000000000035,1.4411172748947232
0.92,1.0,0.5,1e-06,10,3.3290000000000033,1.705748809174435
0.92,1.0,0.5,1e-06,20,2.032000000000001,1.3097999847304924
0.92,1.0,0.5,1e-07,1,2.050000000000007,1.4566742944117568
0.92,1.0,0.5,1e-07,5,2.1690000000000027,1.4498617175441288
0.92,1.0,0.5,1e-07,10,2.8580000000000028,1.428872282606111
0.92,1.0,0.5,1e-07,20,1.996000000000005,1.2285536211334067
0.92,1.0,0.6,1e-06,1,1.3510000000000033,0.5792918090220142
0.92,1.0,0.6,1e-06,5,1.444000000000004,0.778321270427578
