tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.3, 0.1, 0.9]",3.2893333333333334,1.3447616889248442,"{'200': 0.991711134404138, '400': 1.7731067736277517, '600': 2.0346382230006546, '800': 6.314151105054641, '1000': 17.382484819739336}","{'200': 0.6909518919394363, '400': 0.4948186074532792, '600': 0.3243216263237946, '800': 27.688674029946263, '1000': 48.765130227601404}"
0.01,0.2,"[0.1, 0.3]","[0.3, 0.1, 0.9]",3.0008888888888894,1.0566442105336693,"{'200': 1.1438994197949295, '400': 1.9286841541183548, '600': 4.659277509244163, '800': 10.4643202177707, '1000': 18.670623769734334}","{'200': 0.6473059483128972, '400': 0.3583309667962236, '600': 16.61683317455273, '800': 36.04707877116732, '1000': 53.18422134575246}"
0.01,0.2,"[0.1, 0.5]","[0.3, 0.1, 0.9]",2.874222222222223,1.0091459290770781,"{'200': 1.1196021880677536, '400': 1.9296552981982014, '600': 5.316415393194716, '800': 20.42569223558609, '1000': 29.877165659909966}","{'200': 0.519715654947731, '400': 0.3044521780809658, '600': 14.045062524406069, '800': 60.1747433020662, '1000': 80.14964417524324}"
0.01,0.2,"[0.1, 0.7]","[0.3, 0.1, 0.9]",3.1817777777777785,0.9809185919079205,"{'200': 1.0720975688659589, '400': 1.8652952567599073, '600': 11.507855651004144, '800': 28.314171439768433, '1000': 38.6415839672536}","{'200': 0.6254225344612644, '400': 0.3963765971083365, '600': 39.20369673160479, '800': 89.32964594271246, '1000': 111.75978825080897}"
0.01,0.2,"[0.1, 0.9]","[0.3, 0.1, 0.9]",3.043555555555557,1.1971691712917425,"{'200': 1.0177449696002436, '400': 1.822221059444885, '600': 9.557725015223697, '800': 16.701989351214262, '1000': 20.208339910711043}","{'200': 0.5801485933708304, '400': 0.47471146084779803, '600': 37.51957510669733, '800': 55.892324616704435, '1000': 70.18635751184144}"
0.01,0.2,"[0.3, 0.1]","[0.3, 0.1, 0.9]",2.999111111111112,0.9485704383667085,"{'200': 1.01294248829663, '400': 4.022329981697983, '600': 9.563617593853982, '800': 11.973555643275665, '1000': 14.80577059377592}","{'200': 0.5919843307322679, '400': 13.952177009307157, '600': 35.1238462959748, '800': 45.9664164601701, '1000': 52.05190585062716}"
0.01,0.2,"[0.3, 0.3]","[0.3, 0.1, 0.9]",3.07688888888889,1.0416820206275834,"{'200': 0.967451541920411, '400': 1.7647923555147116, '600': 2.0314144340890596, '800': 3.2643397248830053, '1000': 7.077601447041362}","{'200': 0.584239849565321, '400': 0.36330568578345473, '600': 0.28862254307178375, '800': 7.474417140738864, '1000': 19.65068813426583}"
0.01,0.2,"[0.3, 0.5]","[0.3, 0.1, 0.9]",3.3648888888888893,1.0995769332333074,"{'200': 0.8995649173491792, '400': 1.8392807040538641, '600': 4.640768144267593, '800': 6.227452767131505, '1000': 9.697971927398466}","{'200': 0.5538038808098755, '400': 0.3412171304433784, '600': 17.10825349733308, '800': 20.91873854197075, '1000': 28.72349479839662}"
0.01,0.2,"[0.3, 0.7]","[0.3, 0.1, 0.9]",3.7417777777777776,1.7328810806013704,"{'200': 0.822600998152765, '400': 1.6181929431647366, '600': 8.165687041055776, '800': 16.919908901275825, '1000': 24.321059249053743}","{'200': 0.5526931974058372, '400': 0.5507088976140742, '600': 29.268634919874522, '800': 48.381316075726325, '1000': 73.47969721177405}"
0.01,0.2,"[0.3, 0.9]","[0.3, 0.1, 0.9]",3.6284444444444452,1.3103790046404398,"{'200': 0.7413218722048676, '400': 1.627449159842986, '600': 8.315426664820405, '800': 24.580625450982524, '1000': 40.10327776183353}","{'200': 0.5409230472289429, '400': 0.5198547155328251, '600': 25.575089237307942, '800': 65.50598010268692, '1000': 96.9544437529355}"
0.01,0.2,"[0.5, 0.1]","[0.3, 0.1, 0.9]",3.499555555555557,1.417888814878665,"{'200': 0.8355094628089471, '400': 4.566976205747856, '600': 10.684870133992053, '800': 14.936967208482919, '1000': 16.93795385857113}","{'200': 0.5889929012936833, '400': 19.249115546759445, '600': 35.864166082325596, '800': 44.45169048377155, '1000': 49.91221086767582}"
0.01,0.2,"[0.5, 0.3]","[0.3, 0.1, 0.9]",3.4728888888888894,1.01461458960144,"{'200': 0.8236353431234321, '400': 1.7881757578411241, '600': 8.080999934843375, '800': 14.281351310208063, '1000': 23.542051782568862}","{'200': 0.5660624042588188, '400': 0.42475105949031006, '600': 28.379386190493914, '800': 49.575026886177504, '1000': 65.25186181484928}"
0.01,0.2,"[0.5, 0.5]","[0.3, 0.1, 0.9]",3.498666666666667,1.3043680462200846,"{'200': 0.9195233839000021, '400': 1.8054854093795576, '600': 2.0429300310845266, '800': 5.451118722034473, '1000': 11.487578197612589}","{'200': 0.647775419172434, '400': 0.4476713960033497, '600': 0.3197361424844108, '800': 21.89407040082143, '1000': 43.6480136549071}"
0.01,0.2,"[0.5, 0.7]","[0.3, 0.1, 0.9]",3.494222222222223,1.073549644639768,"{'200': 0.8061465640094229, '400': 1.7094831795954089, '600': 4.984906631804291, '800': 22.835547179074577, '1000': 36.229720157649176}","{'200': 0.5661046797703925, '400': 0.44948304660074023, '600': 20.01007105187024, '800': 78.45313957045961, '1000': 110.02192937464963}"
0.01,0.2,"[0.5, 0.9]","[0.3, 0.1, 0.9]",3.435555555555556,1.0550440866102981,"{'200': 0.8059498142942829, '400': 1.6616431689771445, '600': 1.9664100605598918, '800': 6.409774687156711, '1000': 11.23079735268439}","{'200': 0.5576066743039405, '400': 0.430094285044394, '600': 0.2885114108191567, '800': 28.597436266523147, '1000': 47.1635752383036}"
0.01,0.2,"[0.7, 0.1]","[0.3, 0.1, 0.9]",3.295555555555556,1.2709533701657993,"{'200': 0.8913460852536413, '400': 1.8584797610869892, '600': 6.177821947872488, '800': 13.810058005858929, '1000': 16.917188050853966}","{'200': 0.5785089821469658, '400': 0.6047731072568383, '600': 25.33230883450217, '800': 66.66752346094921, '1000': 80.85999333452956}"
0.01,0.2,"[0.7, 0.3]","[0.3, 0.1, 0.9]",3.5568888888888903,1.3291865887279792,"{'200': 0.8962157815145009, '400': 1.7768180196325576, '600': 2.0016916911949076, '800': 2.674569409952259, '1000': 12.915023902368864}","{'200': 0.6293442261718974, '400': 0.4842332020820284, '600': 0.3174086909456417, '800': 3.7548127383258807, '1000': 52.9162376483267}"
0.01,0.2,"[0.7, 0.5]","[0.3, 0.1, 0.9]",3.4497777777777787,1.0405009239974297,"{'200': 0.842326586452872, '400': 1.7843504692564338, '600': 5.765573221915474, '800': 9.414805886458364, '1000': 15.10159157277709}","{'200': 0.5720474740051363, '400': 0.49570983061708834, '600': 24.85248333788844, '800': 34.248172250233885, '1000': 46.02105685228496}"
0.01,0.2,"[0.7, 0.7]","[0.3, 0.1, 0.9]",3.4586666666666677,1.4036295807655237,"{'200': 0.7253998013997746, '400': 1.6944656872374135, '600': 1.9753631969778414, '800': 9.628382660766825, '1000': 15.007314623388952}","{'200': 0.5670129117101824, '400': 0.5240402746454652, '600': 0.33390088851038663, '800': 36.123644256310065, '1000': 60.60998536995372}"
0.01,0.2,"[0.7, 0.9]","[0.3, 0.1, 0.9]",3.4022222222222234,1.099803798439398,"{'200': 0.8364432990909149, '400': 1.712234769904563, '600': 7.099781875455117, '800': 14.044693915921178, '1000': 26.47482573714031}","{'200': 0.5905822740554575, '400': 0.40286651027725484, '600': 34.25271003369116, '800': 54.105020912574474, '1000': 82.58237469587692}"
0.01,0.2,"[0.9, 0.1]","[0.3, 0.1, 0.9]",3.4680000000000013,1.2488245139596943,"{'200': 0.8181949166369208, '400': 1.7268931578600104, '600': 1.9898921198350419, '800': 2.126585591938933, '1000': 2.2135013368655834}","{'200': 0.5667000529820223, '400': 0.4859234933362636, '600': 0.3236496047115046, '800': 0.27220911574340106, '1000': 0.2643994298446072}"
0.01,0.2,"[0.9, 0.3]","[0.3, 0.1, 0.9]",4.000888888888889,1.7885410842014628,"{'200': 0.7412325338955247, '400': 2.7742335284128843, '600': 7.968368395480937, '800': 9.841835891375888, '1000': 11.93579618358229}","{'200': 0.6329099381668389, '400': 7.76807729898929, '600': 28.58449120960818, '800': 36.199179595442196, '1000': 40.727369590732806}"
0.01,0.2,"[0.9, 0.5]","[0.3, 0.1, 0.9]",3.3231111111111113,1.0433446692083268,"{'200': 0.8402741010918674, '400': 1.6988088763053537, '600': 1.9599692108483076, '800': 3.0882369864977934, '1000': 6.082264815290442}","{'200': 0.5714445258643958, '400': 0.473925767683455, '600': 0.330505074302828, '800': 6.496953562255703, '1000': 18.17666959278401}"
0.01,0.2,"[0.9, 0.7]","[0.3, 0.1, 0.9]",3.74088888888889,1.4694637301822007,"{'200': 0.8239057812772376, '400': 6.13669090457561, '600': 13.395280251480136, '800': 23.93392265726542, '1000': 29.594136208415577}","{'200': 0.6410801686077687, '400': 29.559405645361622, '600': 53.13769698473778, '800': 90.44884862954572, '1000': 113.4655385000366}"
0.01,0.2,"[0.9, 0.9]","[0.3, 0.1, 0.9]",3.5991111111111125,1.564329920050573,"{'200': 0.9451526051139655, '400': 1.7377754938377847, '600': 7.598927473492867, '800': 9.050980005641438, '1000': 9.533683271365884}","{'200': 0.7178088186647749, '400': 0.5479123717950082, '600': 37.14979550040949, '800': 46.04552659123055, '1000': 48.616015949153415}"
0.01,0.45,"[0.1, 0.1]","[0.3, 0.1, 0.9]",4.114666666666668,1.7607341902992881,"{'200': 0.6188194926178923, '400': 1.6193856210765518, '600': 1.9528767083468055, '800': 2.2401459910065284, '1000': 3.0965494762227723}","{'200': 0.5046548083483907, '400': 0.5578295115349596, '600': 0.4755221958678127, '800': 1.0215672459037761, '1000': 5.751499180309167}"
0.01,0.45,"[0.1, 0.3]","[0.3, 0.1, 0.9]",3.765333333333335,1.208476727123861,"{'200': 0.753643658568172, '400': 1.673313756057909, '600': 4.063214280835862, '800': 6.232019568264332, '1000': 7.980345180597991}","{'200': 0.5385325251384445, '400': 0.5001901190372076, '600': 8.613884648377224, '800': 13.829007126497595, '1000': 18.931166340646445}"
