tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.3, 0.3, 0.3]",3.3524444444444454,1.026504652921328,"{'200': 0.9077200193168805, '400': 1.7926922230645095, '600': 3.240752421553159, '800': 6.203080377541814, '1000': 8.06894806794242}","{'200': 0.5664111880693367, '400': 0.39374052798731185, '600': 7.568255758132901, '800': 14.023506880453601, '1000': 19.333612182576147}"
0.01,0.2,"[0.1, 0.3]","[0.3, 0.3, 0.3]",3.2111111111111112,1.211695271963527,"{'200': 1.0935990270581877, '400': 2.4506469138199303, '600': 8.709584721973275, '800': 10.528787848544807, '1000': 11.960686694811038}","{'200': 0.6807065605700774, '400': 4.063321618407038, '600': 27.90727687519854, '800': 35.60777775371789, '1000': 39.42832636667525}"
0.01,0.2,"[0.1, 0.5]","[0.3, 0.3, 0.3]",3.377333333333333,1.497171258666749,"{'200': 0.9449847182341741, '400': 1.7327183918981917, '600': 8.20574082810372, '800': 12.94149935215688, '1000': 17.920766409979965}","{'200': 0.5834091390465096, '400': 0.4986985489906282, '600': 26.24057558892508, '800': 39.63980771704601, '1000': 48.701406834999936}"
0.01,0.2,"[0.1, 0.7]","[0.3, 0.3, 0.3]",3.537777777777779,1.1332566422853874,"{'200': 0.8967924713232704, '400': 3.238694004290858, '600': 13.490233527180674, '800': 19.16379927000904, '1000': 23.390744223288607}","{'200': 0.6244375285847241, '400': 6.526769411369209, '600': 37.39274809175315, '800': 49.0353050104758, '1000': 56.84109359812772}"
0.01,0.2,"[0.1, 0.9]","[0.3, 0.3, 0.3]",3.3951111111111123,1.2073858303002716,"{'200': 0.8384572195988743, '400': 1.7677146293910835, '600': 6.7666132489004465, '800': 15.370483381068132, '1000': 18.78920834872234}","{'200': 0.5701771097731965, '400': 0.4542847056256113, '600': 22.18277362814288, '800': 39.4318579201343, '1000': 48.213771418133035}"
0.01,0.2,"[0.3, 0.1]","[0.3, 0.3, 0.3]",3.4222222222222234,1.3558578897819455,"{'200': 0.888592346340007, '400': 2.7719318191968525, '600': 4.228048573940872, '800': 7.501207870128339, '1000': 9.359188011160004}","{'200': 0.5927477822058234, '400': 6.806382693525492, '600': 13.531876670939885, '800': 22.939254527661582, '1000': 25.112498152854513}"
0.01,0.2,"[0.3, 0.3]","[0.3, 0.3, 0.3]",3.4004444444444455,1.0758231072182314,"{'200': 0.9013928381626038, '400': 1.7914693032899751, '600': 7.311938035499115, '800': 12.323543384853906, '1000': 14.469753826506036}","{'200': 0.5534555049356633, '400': 0.5211062772927818, '600': 24.405343315385043, '800': 38.4002969288232, '1000': 45.354329786673006}"
0.01,0.2,"[0.3, 0.5]","[0.3, 0.3, 0.3]",3.816888888888889,1.7973113527615168,"{'200': 0.8429096674034305, '400': 4.5702228963081, '600': 9.726380870087164, '800': 14.6573736194137, '1000': 19.799080679847993}","{'200': 0.6334199549422364, '400': 19.06271670816575, '600': 30.41560419693088, '800': 39.596118985177995, '1000': 50.7059862626133}"
0.01,0.2,"[0.3, 0.7]","[0.3, 0.3, 0.3]",3.3684444444444446,1.2105645249782446,"{'200': 0.9469288407794814, '400': 3.0616885119751687, '600': 9.001042914544039, '800': 11.615430726466888, '1000': 15.190086882464426}","{'200': 0.6035614060830098, '400': 8.708115181856089, '600': 33.08736033438081, '800': 46.23171013802206, '1000': 52.16113513983142}"
0.01,0.2,"[0.3, 0.9]","[0.3, 0.3, 0.3]",3.401777777777779,1.2397478039036616,"{'200': 0.855687170527788, '400': 1.7516985779096508, '600': 4.9069205658444455, '800': 7.04967811726398, '1000': 16.338535378701863}","{'200': 0.5529946469278347, '400': 0.45938873758673165, '600': 19.48942008670747, '800': 25.1564360414372, '1000': 41.073858889589246}"
