tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.3, 0.5, 0.9]",3.5342222222222235,1.1398761899412857,"{'200': 0.795647252141848, '400': 1.6891105276831788, '600': 2.129360730210629, '800': 3.8607014625143896, '1000': 7.477903819797942}","{'200': 0.5178292969982767, '400': 0.49042826761914193, '600': 1.1720566591990003, '800': 8.262248855443369, '1000': 19.858777106254134}"
0.01,0.2,"[0.1, 0.3]","[0.3, 0.5, 0.9]",3.8004444444444445,1.3655279085891296,"{'200': 0.7485640697151236, '400': 4.289019930247355, '600': 8.524202208402066, '800': 9.649754873153553, '1000': 12.156087809613123}","{'200': 0.5873656491840559, '400': 12.429819434983418, '600': 27.82857560353875, '800': 31.2063578516463, '1000': 36.216285234775086}"
0.01,0.2,"[0.1, 0.5]","[0.3, 0.5, 0.9]",3.5075555555555558,1.214492405274375,"{'200': 0.8327341351980568, '400': 1.6737820746252472, '600': 2.7283304164055178, '800': 10.804041363912354, '1000': 14.32933590057888}","{'200': 0.6118951812123826, '400': 0.5440364750985203, '600': 5.107703692445088, '800': 45.72635385665385, '1000': 63.18012564665586}"
0.01,0.2,"[0.1, 0.7]","[0.3, 0.5, 0.9]",3.3688888888888893,0.907436492353223,"{'200': 0.9063104168432062, '400': 4.65255191926772, '600': 7.3563402951226005, '800': 12.220411692008316, '1000': 15.528804492501365}","{'200': 0.6635493765531535, '400': 15.861600239964089, '600': 25.788630570349056, '800': 35.63298600097383, '1000': 41.35993300989665}"
0.01,0.2,"[0.1, 0.9]","[0.3, 0.5, 0.9]",3.3013333333333335,0.9139841963136518,"{'200': 0.9026142187731471, '400': 1.7814540007196829, '600': 10.447154859895388, '800': 17.031103421517777, '1000': 20.111634535132357}","{'200': 0.6521249548602539, '400': 0.45297889286947424, '600': 40.93201077180185, '800': 57.92894261031091, '1000': 67.58940986921192}"
0.01,0.2,"[0.3, 0.1]","[0.3, 0.5, 0.9]",3.446222222222223,0.8837578574571675,"{'200': 0.8329173832454808, '400': 1.7878793401299866, '600': 2.0232897294182215, '800': 2.146762100673685, '1000': 2.7260308614847673}","{'200': 0.5782248676673171, '400': 0.41112886658839753, '600': 0.3168506121321079, '800': 0.24867659850888563, '1000': 2.4735457806467496}"
0.01,0.2,"[0.3, 0.3]","[0.3, 0.5, 0.9]",3.4266666666666685,1.045515290286193,"{'200': 0.8232612644776922, '400': 2.843784291825025, '600': 5.093564239854417, '800': 5.766312786170559, '1000': 6.136405353426465}","{'200': 0.5619205069288562, '400': 6.960723811051096, '600': 20.414257353860588, '800': 23.990996387658175, '1000': 25.95266844662415}"
0.01,0.2,"[0.3, 0.5]","[0.3, 0.5, 0.9]",3.804444444444445,1.4473017892394808,"{'200': 0.7903450657012407, '400': 1.7561434749122184, '600': 3.967997246922168, '800': 6.950688282084855, '1000': 12.572145084518903}","{'200': 0.5843016514927759, '400': 0.5820861302856175, '600': 12.912583627651934, '800': 22.977711811252703, '1000': 34.75185979946645}"
0.01,0.2,"[0.3, 0.7]","[0.3, 0.5, 0.9]",3.759111111111111,1.399027951785289,"{'200': 0.783847046486708, '400': 3.292556208034535, '600': 10.243908710366266, '800': 17.057747663733856, '1000': 21.192901693904485}","{'200': 0.5687835364975873, '400': 10.514670720516325, '600': 41.81059114657472, '800': 61.537138765314516, '1000': 72.5505282287265}"
0.01,0.2,"[0.3, 0.9]","[0.3, 0.5, 0.9]",3.7720000000000007,1.3413055000425678,"{'200': 0.8027345939705018, '400': 1.7132938002356486, '600': 4.980787832792397, '800': 6.314638664728795, '1000': 11.105413129474632}","{'200': 0.5084259189599086, '400': 0.5652831062756208, '600': 19.644860734875532, '800': 27.83137296029414, '1000': 37.43285989345943}"
0.01,0.2,"[0.5, 0.1]","[0.3, 0.5, 0.9]",3.558222222222222,1.2312654536223904,"{'200': 0.8653614894841801, '400': 1.747454225548563, '600': 3.134300283287188, '800': 4.341073162955831, '1000': 4.873507080631496}","{'200': 0.6428806780252244, '400': 0.5365226678128963, '600': 6.405107884678297, '800': 11.798415045505108, '1000': 13.983947905000278}"
0.01,0.2,"[0.5, 0.3]","[0.3, 0.5, 0.9]",3.686222222222223,1.3205778009625413,"{'200': 1.9651107062775905, '400': 3.7136222023237946, '600': 5.324922754450098, '800': 6.6917708566906065, '1000': 9.108446672339776}","{'200': 7.841484563561227, '400': 13.254067737009555, '600': 16.326406008111352, '800': 21.254829830032048, '1000': 26.256807899988186}"
0.01,0.2,"[0.5, 0.5]","[0.3, 0.5, 0.9]",3.9302222222222225,1.2764577529482632,"{'200': 0.7009082570575923, '400': 9.03585109647756, '600': 12.718046265994579, '800': 18.01142601888006, '1000': 25.947329411694078}","{'200': 0.5905607802240683, '400': 38.54765204966267, '600': 45.61568159016719, '800': 50.41843307232206, '1000': 67.20879516193989}"
0.01,0.2,"[0.5, 0.7]","[0.3, 0.5, 0.9]",3.3822222222222234,1.018078558175784,"{'200': 0.86184013417192, '400': 3.318402829041385, '600': 8.22734368698123, '800': 15.440084558902136, '1000': 21.175935122258593}","{'200': 0.5885970443600458, '400': 9.70187356919152, '600': 41.13418097167352, '800': 56.869913488099854, '1000': 74.10153063823772}"
0.01,0.2,"[0.5, 0.9]","[0.3, 0.5, 0.9]",3.30488888888889,0.8238355343479192,"{'200': 3.0458852896500175, '400': 10.93590753011435, '600': 12.740308431827948, '800': 13.798258240824213, '1000': 18.838353772717475}","{'200': 13.614136758670274, '400': 44.418299827161825, '600': 52.808584075644276, '800': 57.95359609155492, '1000': 67.40939170944152}"
0.01,0.2,"[0.7, 0.1]","[0.3, 0.5, 0.9]",3.5688888888888894,1.372650675351602,"{'200': 0.8717470369545439, '400': 1.7376159391789963, '600': 2.7754062128762933, '800': 4.345978426696301, '1000': 5.161281006729249}","{'200': 0.6228650255174261, '400': 0.5509779415280754, '600': 5.107775901010467, '800': 10.307766962269062, '1000': 14.00582052953399}"
0.01,0.2,"[0.7, 0.3]","[0.3, 0.5, 0.9]",3.6137777777777793,1.2062490785514297,"{'200': 0.8389367343253389, '400': 1.760966971425341, '600': 2.041801686102937, '800': 2.161016407407165, '1000': 6.147807149559583}","{'200': 0.5558352177147319, '400': 0.4911468034556948, '600': 0.3182177346437679, '800': 0.2760656635873141, '1000': 23.865362172938948}"
0.01,0.2,"[0.7, 0.5]","[0.3, 0.5, 0.9]",3.471555555555556,1.221725474811125,"{'200': 0.9285741361117836, '400': 4.396902310371646, '600': 11.881975050043437, '800': 15.94883089238867, '1000': 23.83289994778395}","{'200': 0.6031336910075678, '400': 17.37313443496396, '600': 33.7612592740243, '800': 49.26123780694491, '1000': 62.04463311226372}"
0.01,0.2,"[0.7, 0.7]","[0.3, 0.5, 0.9]",3.445777777777778,0.8531001996350043,"{'200': 0.8652859494974179, '400': 14.112113752558077, '600': 17.214451418669377, '800': 18.75377408364145, '1000': 19.247765117391012}","{'200': 0.5628277432700417, '400': 81.9290695845452, '600': 100.97686441855672, '800': 110.51063124894826, '1000': 113.19507132410352}"
0.01,0.2,"[0.7, 0.9]","[0.3, 0.5, 0.9]",3.4826666666666672,1.0620031387273137,"{'200': 0.8769175489247202, '400': 8.3332259416251, '600': 8.772362651058137, '800': 8.9415326012527, '1000': 14.380856122560747}","{'200': 0.5882192073483806, '400': 31.44322957086852, '600': 32.14827271879655, '800': 32.43219568751973, '1000': 47.16443872047156}"
0.01,0.2,"[0.9, 0.1]","[0.3, 0.5, 0.9]",3.214222222222223,0.8828199486466058,"{'200': 0.9571234942083817, '400': 3.3000824127003305, '600': 5.40468746766582, '800': 7.962086795169011, '1000': 10.398510374484303}","{'200': 0.54984174202083, '400': 9.16139070824219, '600': 13.09582349811952, '800': 18.416203306807734, '1000': 22.290784897379076}"
0.01,0.2,"[0.9, 0.3]","[0.3, 0.5, 0.9]",3.2013333333333347,0.9967449244638491,"{'200': 1.0804406617287063, '400': 6.897042966566111, '600': 9.787560640176183, '800': 13.746864565802339, '1000': 15.285268630690789}","{'200': 0.6209442062065885, '400': 33.586160010135764, '600': 38.65208749596492, '800': 47.78532949514242, '1000': 53.236803731520446}"
0.01,0.2,"[0.9, 0.5]","[0.3, 0.5, 0.9]",3.3391111111111114,0.842978376478233,"{'200': 0.8380800389008454, '400': 3.5115529916182937, '600': 9.264696833592991, '800': 11.031392726610388, '1000': 11.848412943066277}","{'200': 0.5545920860955764, '400': 11.416229182667426, '600': 28.261228905336914, '800': 34.700706875204546, '1000': 37.66879324978361}"
0.01,0.2,"[0.9, 0.7]","[0.3, 0.5, 0.9]",3.2733333333333348,0.8471232364761208,"{'200': 0.9867032573053431, '400': 13.069996403587128, '600': 17.75577126268986, '800': 25.032889350612905, '1000': 36.96385607066376}","{'200': 0.6369973245886492, '400': 52.78531029928052, '600': 67.67987463695383, '800': 78.15534145317238, '1000': 90.16822200125459}"
0.01,0.2,"[0.9, 0.9]","[0.3, 0.5, 0.9]",3.3146666666666667,1.1794341392756478,"{'200': 0.8705980527312929, '400': 4.615312371938082, '600': 7.5057861841675715, '800': 17.70343275344344, '1000': 25.850515188037818}","{'200': 0.5363188338104704, '400': 18.960405434367548, '600': 33.21030959791675, '800': 57.05717830957633, '1000': 71.9553996555182}"
0.01,0.45,"[0.1, 0.1]","[0.3, 0.5, 0.9]",4.534222222222224,1.6474174926416587,"{'200': 0.524570955641887, '400': 1.4742976587927579, '600': 2.2428837794748975, '800': 2.509819265851022, '1000': 2.945032475080682}","{'200': 0.5580517933423633, '400': 0.8250441821130071, '600': 2.903759549095081, '800': 3.4830988398410145, '1000': 4.135541771402494}"
0.01,0.45,"[0.1, 0.3]","[0.3, 0.5, 0.9]",4.8115555555555565,2.158540613527323,"{'200': 0.3546992161109597, '400': 1.6217969789418527, '600': 2.1561289773155785, '800': 2.6425802336722097, '1000': 2.922196120384032}","{'200': 0.360771573998384, '400': 3.1033205643464266, '600': 3.4639677581379584, '800': 3.9044193552600337, '1000': 4.282167158604607}"
0.01,0.45,"[0.1, 0.5]","[0.3, 0.5, 0.9]",4.932888888888891,1.7555912232663606,"{'200': 0.38795687710281734, '400': 1.915639299689321, '600': 4.036541495522105, '800': 4.859570988678277, '1000': 5.609407151771662}","{'200': 0.42636184518121517, '400': 3.684351011241806, '600': 8.530057155552392, '800': 10.667247682366726, '1000': 11.970573095270305}"
0.01,0.45,"[0.1, 0.7]","[0.3, 0.5, 0.9]",4.4942222222222235,1.792029871885063,"{'200': 0.5049350035830843, '400': 2.890476335523337, '600': 5.072225350834197, '800': 8.11718812727623, '1000': 11.593057789714637}","{'200': 0.5071922783496517, '400': 9.818019662933898, '600': 15.376389431671278, '800': 21.249478701537008, '1000': 26.960212442143764}"
0.01,0.45,"[0.1, 0.9]","[0.3, 0.5, 0.9]",4.612,1.3945889079661513,"{'200': 0.385760338766499, '400': 1.3477599480431972, '600': 5.982480974908275, '800': 9.789053074689262, '1000': 11.588508400002603}","{'200': 0.38269309774924526, '400': 0.4878128868887839, '600': 17.39425978355622, '800': 27.74605979638175, '1000': 32.40504875991973}"
0.01,0.45,"[0.3, 0.1]","[0.3, 0.5, 0.9]",3.845333333333334,1.078034425341891,"{'200': 0.6499673539435994, '400': 5.166222246287499, '600': 5.178031783670155, '800': 6.236515692523503, '1000': 8.280431783233697}","{'200': 0.5096410867994, '400': 19.122403681233312, '600': 17.65089641017285, '800': 18.103740194801503, '1000': 20.820881537676478}"
