tau0,input_scale,betas,alphas,mean_T_VPT,std_dev,mean_NRMSEs,std_NRMSEs
0.01,0.2,"[0.1, 0.1]","[0.3, 0.1, 0.1]",2.940000000000001,0.9018499505645791,"{'200': 1.1209341293327202, '400': 1.9021966167010498, '600': 2.1020514752455592, '800': 2.2491118078059444, '1000': 6.958919652405425}","{'200': 0.585716403793998, '400': 0.36451209772397036, '600': 0.26554764379523743, '800': 0.36951511823275596, '1000': 18.127286118899132}"
0.01,0.2,"[0.1, 0.3]","[0.3, 0.1, 0.1]",2.6893333333333342,0.9254101793259032,"{'200': 1.2592857855376773, '400': 1.8796445203026624, '600': 5.872579642193509, '800': 11.258169223510045, '1000': 17.124005346645706}","{'200': 0.5376994308069137, '400': 0.36985772095546005, '600': 18.201807352590734, '800': 36.53180099925565, '1000': 52.46035116235414}"
0.01,0.2,"[0.1, 0.5]","[0.3, 0.1, 0.1]",2.788444444444446,0.9767837371372455,"{'200': 1.2479117920116205, '400': 1.9594491492645514, '600': 2.233250133205842, '800': 6.734188771097532, '1000': 12.030016665237852}","{'200': 0.5444311561762989, '400': 0.3655874802990327, '600': 0.5693707206996331, '800': 20.92814994593972, '1000': 48.47139138911469}"
0.01,0.2,"[0.1, 0.7]","[0.3, 0.1, 0.1]",3.1191111111111116,1.7138544242888079,"{'200': 1.216819071962613, '400': 1.845801453484388, '600': 2.1394841812193945, '800': 10.60404706895587, '1000': 18.686409661947}","{'200': 0.5985325139032907, '400': 0.5915213221531987, '600': 0.48251492120805467, '800': 32.199653512958584, '1000': 54.65068076621818}"
0.01,0.2,"[0.1, 0.9]","[0.3, 0.1, 0.1]",2.728000000000001,0.8016471931106742,"{'200': 1.1976913582679294, '400': 1.9828043048142427, '600': 2.9417096151051374, '800': 8.589178164635362, '1000': 14.36067379266439}","{'200': 0.5581995591878837, '400': 0.3186653967244258, '600': 5.0264474492512665, '800': 29.705348515087078, '1000': 47.339922007071856}"
0.01,0.2,"[0.3, 0.1]","[0.3, 0.1, 0.1]",2.8275555555555556,0.972495428279584,"{'200': 1.0909806318192161, '400': 1.9167338283370539, '600': 5.473121107853566, '800': 6.457505553101225, '1000': 9.045521009805427}","{'200': 0.6070374776505362, '400': 0.337875006444481, '600': 22.326730440788836, '800': 28.184118674223235, '1000': 33.097311264068914}"
0.01,0.2,"[0.3, 0.3]","[0.3, 0.1, 0.1]",3.14177777777778,1.2735659279517126,"{'200': 0.9743699629043828, '400': 1.8022805701433295, '600': 4.9403215464622185, '800': 6.790308767299609, '1000': 10.997538379335055}","{'200': 0.5717847251455666, '400': 0.4689475935864098, '600': 18.9714354868214, '800': 21.58219727185127, '1000': 33.567531779699905}"
0.01,0.2,"[0.3, 0.5]","[0.3, 0.1, 0.1]",3.0564444444444456,1.0835849052628872,"{'200': 0.9816134769940277, '400': 1.8135014023777014, '600': 2.076127689609662, '800': 4.5421435333602656, '1000': 7.723362942692244}","{'200': 0.5837880725019845, '400': 0.3895781673591572, '600': 0.30013727872832485, '800': 15.58025549519188, '1000': 19.578852132485558}"
0.01,0.2,"[0.3, 0.7]","[0.3, 0.1, 0.1]",2.9591111111111115,1.2459709684904332,"{'200': 2.4622801285582967, '400': 4.705771488373744, '600': 6.529172277808949, '800': 7.47845780737993, '1000': 14.259458446285}","{'200': 8.9958697097088, '400': 18.59281424785781, '600': 22.58935293295207, '800': 25.258631026028855, '1000': 37.08896139474289}"
0.01,0.2,"[0.3, 0.9]","[0.3, 0.1, 0.1]",3.1822222222222227,1.4828214680712042,"{'200': 0.9514009553962662, '400': 1.6560552983916346, '600': 1.9741820085207151, '800': 4.3872573734444025, '1000': 4.978173013436676}","{'200': 0.6337006283422288, '400': 0.5395887635683129, '600': 0.34787821396939006, '800': 15.193510442540676, '1000': 18.504590280878222}"
