r_damp,eps_couple,input_scale,leak_rate,ridge_alpha,gain_beta,mean_T_VPT,std_T_VPT,mean_NRMSEs,std_NRMSEs
0.5,0.08,0.2,0.1,1e-08,0.1,6.459781226942599,3.369657308668081,"{'200': 0.0010111961394657228, '400': 0.001980784554124598, '600': 0.003655839373262072, '800': 0.00526684697096022, '1000': 0.007060300427269138}","{'200': 0.0008194091897375168, '400': 0.0015271103470596403, '600': 0.0030471547777398337, '800': 0.004245969611344601, '1000': 0.005558980336917268}"
0.5,0.08,0.2,0.1,1e-08,0.3,7.140425900738724,4.19129408614963,"{'200': 0.0010174355049788683, '400': 0.0018503345732098723, '600': 0.0038255714462279724, '800': 0.0055243917978658914, '1000': 0.007454170565295721}","{'200': 0.0008123692007606638, '400': 0.0013164919523293629, '600': 0.0038320697608744017, '800': 0.005370015363803926, '1000': 0.007417290623445231}"
0.5,0.08,0.2,0.1,1e-08,0.5,6.111695602314852,2.5944786343076243,"{'200': 0.00085963188899395, '400': 0.0015406164853593962, '600': 0.0031202517615485956, '800': 0.004556941724361961, '1000': 0.006251694111323853}","{'200': 0.0006841733374123101, '400': 0.0009081404094668982, '600': 0.0027952535074240053, '800': 0.004030577326277477, '1000': 0.005625102696353378}"
0.5,0.08,0.2,0.1,1e-08,0.7,6.9353614955863145,3.618826196411902,"{'200': 0.0008847879455561214, '400': 0.0016094848171675723, '600': 0.0033409929591117155, '800': 0.005002923288260642, '1000': 0.006902678282015049}","{'200': 0.0007567017650328498, '400': 0.0011400511884646605, '600': 0.0035485233485241284, '800': 0.005089917276031674, '1000': 0.007066363978165831}"
0.5,0.08,0.2,0.1,1e-08,0.9,6.416704447466907,2.924653887808966,"{'200': 0.0008211026095651799, '400': 0.0015911594757623854, '600': 0.0033901582038151352, '800': 0.005051540361484005, '1000': 0.006858118459251209}","{'200': 0.0006800763045838087, '400': 0.0010775441761816174, '600': 0.0036171527999384005, '800': 0.005230403253875648, '1000': 0.007350371980194609}"
0.5,0.08,0.2,0.3,1e-08,0.1,6.528041354419464,3.206404224401846,"{'200': 0.0006948452205794539, '400': 0.0012291793079678775, '600': 0.00289215051335156, '800': 0.0044375784598785955, '1000': 0.006160650343266066}","{'200': 0.00057594136528738, '400': 0.0008124561120334336, '600': 0.002676419680866937, '800': 0.003780682225071857, '1000': 0.005263678133375753}"
0.5,0.08,0.2,0.3,1e-08,0.3,6.617918766834679,3.5599133284992175,"{'200': 0.000686204937711804, '400': 0.0012113403275745074, '600': 0.002867655790885405, '800': 0.004436849954601505, '1000': 0.0061684732511731654}","{'200': 0.000572224895347316, '400': 0.0008510850091177689, '600': 0.0027254787822837408, '800': 0.0038601460503921194, '1000': 0.005402709468094141}"
0.5,0.08,0.2,0.3,1e-08,0.5,6.444380883804037,3.3926918455797246,"{'200': 0.0007381834777719964, '400': 0.0013747776115065344, '600': 0.0031467032549610087, '800': 0.004846068568872918, '1000': 0.006601571900743814}","{'200': 0.0006406761949976936, '400': 0.0010260264850679027, '600': 0.0031459145923893725, '800': 0.004516733995012006, '1000': 0.006330480189894465}"
0.5,0.08,0.2,0.3,1e-08,0.7,6.173959694553341,2.8819938835564853,"{'200': 0.000706633938063271, '400': 0.00132464046531373, '600': 0.0028579680570451436, '800': 0.004454996358495883, '1000': 0.006088508791066883}","{'200': 0.0006254291821086329, '400': 0.0009945132212711403, '600': 0.0026583864980405155, '800': 0.0038814025024033055, '1000': 0.005422027726639755}"
0.5,0.08,0.2,0.3,1e-08,0.9,6.770281178049797,3.5927963665538067,"{'200': 0.0007037669222401206, '400': 0.0014246972895804112, '600': 0.0028909243879223423, '800': 0.00440639414343059, '1000': 0.005914557420157762}","{'200': 0.0007171928962478968, '400': 0.0013282959028113551, '600': 0.002862019702332074, '800': 0.004107645937328062, '1000': 0.005567730758387027}"
0.5,0.08,0.2,0.5,1e-08,0.1,5.787941257522823,2.960962489438923,"{'200': 0.0008757436576478205, '400': 0.0016433117914763148, '600': 0.0036931534195919448, '800': 0.005698894577300518, '1000': 0.007776870040086042}","{'200': 0.0006893296693074762, '400': 0.0009317157309444439, '600': 0.0030248557447334784, '800': 0.004225027594212472, '1000': 0.005967813919465572}"
0.5,0.08,0.2,0.5,1e-08,0.3,5.938473300086227,2.9178208650286375,"{'200': 0.0008867567645906073, '400': 0.0015953838841158807, '600': 0.003737180395653561, '800': 0.005759054930013231, '1000': 0.007866172723879041}","{'200': 0.0007422259178881313, '400': 0.001148485728228748, '600': 0.003657037236510103, '800': 0.005126459701451239, '1000': 0.007118701299949181}"
0.5,0.08,0.2,0.5,1e-08,0.5,6.582889297810492,3.860536532303038,"{'200': 0.0009115865211108266, '400': 0.0016922936304983752, '600': 0.003810377907874355, '800': 0.005899604327603307, '1000': 0.008002553790257346}","{'200': 0.000782471657502981, '400': 0.001259136140566321, '600': 0.003717195147992858, '800': 0.005283116999548659, '1000': 0.007401607662041452}"
