reservoir_size,input_dim,spectral_radius,input_scale,leaking_rate,ridge_alpha,k_ring,p_rewire_frontal,p_rewire_other,P_lat,sigma,P_call,mean_T_VPT,std_T_VPT,mean_NRMSEs,std_NRMSEs,mean_ADev,std_ADev
300,3,0.95,1.0,0.7,1e-08,6,0.3,0.1,0.04,3,0.005,4.0930083295552535,0.9943756087439894,"{'200': 0.19517439273257403, '400': 1.4309534719657728, '600': 1.8673770578422184, '800': 2.065519281112576, '1000': 2.1482315820354945}","{'200': 0.34944669606541773, '400': 0.4323819341255918, '600': 0.33504771181842613, '800': 0.30887240537198557, '1000': 0.2554623061777781}",54.77777777777778,13.383055437362058
300,3,0.95,1.0,0.7,1e-08,6,0.3,0.1,0.04,3,0.01,4.111063551750807,1.2104413777674505,"{'200': 0.24304957798691287, '400': 1.3964709564020465, '600': 1.8032315676986652, '800': 1.9960674820120545, '1000': 2.07703390817506}","{'200': 0.4276946023789631, '400': 0.5397795036820758, '600': 0.3576291612914, '800': 0.33995680743396717, '1000': 0.28898414745880247}",52.91111111111111,11.822431075849412
300,3,0.95,1.0,0.7,1e-08,6,0.3,0.1,0.04,5,0.005,4.069425998524326,1.0688490432003572,"{'200': 0.2341238568282785, '400': 1.359024252390349, '600': 1.850222768691709, '800': 2.0330436304506168, '1000': 2.121483125425375}","{'200': 0.40576161976377795, '400': 0.4806835859806638, '600': 0.31798969303154184, '800': 0.2961586412196196, '1000': 0.2403157774418195}",54.644444444444446,11.163742016119377
300,3,0.95,1.0,0.7,1e-08,6,0.3,0.1,0.04,5,0.01,4.049528406716981,1.0656913065126388,"{'200': 0.2077026993437102, '400': 1.4379101225868924, '600': 1.8491551783113067, '800': 2.038841947178902, '1000': 2.1383696290110277}","{'200': 0.3902569737662922, '400': 0.4451231406382082, '600': 0.32491327737085807, '800': 0.3071875638621914, '1000': 0.25404677419072175}",56.888888888888886,13.965389316643918
300,3,0.95,1.0,0.7,1e-08,6,0.3,0.1,0.04,7,0.005,4.1361197784711665,1.0362145788066084,"{'200': 0.21530520088284247, '400': 1.396029664886703, '600': 1.8757657726251633, '800': 2.060886630274784, '1000': 2.1351527408581594}","{'200': 0.3910451528359729, '400': 0.4345747303292523, '600': 0.3151233776321384, '800': 0.3190738043979633, '1000': 0.24769869841949127}",54.08888888888889,12.759000696192162
300,3,0.95,1.0,0.7,1e-08,6,0.3,0.1,0.04,7,0.01,4.076058529126774,1.0640124594036475,"{'200': 0.19829072172273016, '400': 1.3771299006142077, '600': 1.840302218120696, '800': 2.0002228012471446, '1000': 2.0973212796580003}","{'200': 0.3421208360849886, '400': 0.45711489265346933, '600': 0.33554118218259565, '800': 0.33747902728258855, '1000': 0.2789063005787166}",53.15555555555556,11.510295981435357
300,3,0.95,1.0,0.7,1e-08,6,0.3,0.1,0.06,3,0.005,4.085638851108089,1.0817860963715364,"{'200': 0.21478999393479717, '400': 1.405752043260497, '600': 1.8762532576279387, '800': 2.0527977701155704, '1000': 2.1226901692305455}","{'200': 0.4059828059319431, '400': 0.48737284490111815, '600': 0.34567865337291076, '800': 0.3249214571975291, '1000': 0.2616920532964562}",51.6,10.767027857718624
300,3,0.95,1.0,0.7,1e-08,6,0.3,0.1,0.06,3,0.01,4.062424993999519,1.0230736681351207,"{'200': 0.1806690066428195, '400': 1.3410682538434782, '600': 1.797468265351108, '800': 2.0077316736191086, '1000': 2.0941453804439556}","{'200': 0.2863486029964588, '400': 0.3875894911199992, '600': 0.29165158358602317, '800': 0.28056422959060806, '1000': 0.23213151430749115}",53.666666666666664,10.672914836684077
300,3,0.95,1.0,0.7,1e-08,6,0.3,0.1,0.06,5,0.005,4.11437981705203,1.0658215051559596,"{'200': 0.2143339547438126, '400': 1.404335630802962, '600': 1.8788128542699896, '800': 2.0507925569394643, '1000': 2.119580131773642}","{'200': 0.37951970607785224, '400': 0.469817941994304, '600': 0.26998969108004145, '800': 0.27205491667781073, '1000': 0.226752097132691}",51.37777777777778,13.150900077162254
300,3,0.95,1.0,0.7,1e-08,6,0.3,0.1,0.06,5,0.01,4.155280422433794,1.0580589932461355,"{'200': 0.18586271537464408, '400': 1.3663971771759107, '600': 1.8281363321589703, '800': 2.038649879921154, '1000': 2.125804234359309}","{'200': 0.3511873982048435, '400': 0.4418281338833233, '600': 0.3178695765242235, '800': 0.31015483826546514, '1000': 0.2467348918267159}",54.28888888888889,12.342559111954811
300,3,0.95,1.0,0.7,1e-08,6,0.3,0.1,0.06,7,0.005,4.0657412593007445,0.8884978308129741,"{'200': 0.20016192556500778, '400': 1.4418041942048658, '600': 1.8580705098894916, '800': 2.0439108862317528, '1000': 2.1328857468483866}","{'200': 0.3748999546903792, '400': 0.36334976539934327, '600': 0.29593483722143105, '800': 0.29427994404631547, '1000': 0.24268241838393567}",52.2,11.893228699091297
