spectral_radius,jump,input_scale,ridge_alpha,leaking_rate,mean_T_VPT,std_dev
0.92,15,1.0,1e-07,0.7,11.408,1.9259232706534402
0.92,15,1.0,1e-07,0.9,10.744,1.6966141445701652
0.92,20,0.1,1e-07,0.1,3.0542222222222226,1.607972483027256
0.92,20,0.1,1e-07,0.3,2.112000000000001,0.9995412280975039
0.92,20,0.1,1e-07,0.5,2.655555555555557,1.056971681646424
0.92,20,0.1,1e-07,0.7,3.830666666666667,1.6032722095071001
0.92,20,0.1,1e-07,0.9,4.984000000000001,1.6964517218136337
0.92,20,0.2,1e-07,0.1,4.652888888888889,1.2680073995967451
0.92,20,0.2,1e-07,0.3,5.281333333333334,1.8400067632725952
0.92,20,0.2,1e-07,0.5,6.02088888888889,1.9124618482436857
0.92,20,0.2,1e-07,0.7,6.798222222222223,1.887765626800212
0.92,20,0.2,1e-07,0.9,7.188444444444447,1.4792580055262774
0.92,20,0.3,1e-07,0.1,5.754666666666666,1.3419812881623117
0.92,20,0.3,1e-07,0.3,7.178666666666667,1.624136830579383
0.92,20,0.3,1e-07,0.5,7.739111111111113,1.5582437724313187
0.92,20,0.3,1e-07,0.7,7.998666666666668,1.5675906495142298
0.92,20,0.3,1e-07,0.9,8.536888888888889,1.7902797077827715
0.92,20,0.4,1e-07,0.1,6.234222222222224,1.7375774820631276
0.92,20,0.4,1e-07,0.3,8.88488888888889,1.867776601229057
0.92,20,0.4,1e-07,0.5,8.582666666666666,1.7084813269229615
0.92,20,0.4,1e-07,0.7,9.033777777777779,2.1481188554835486
0.92,20,0.4,1e-07,0.9,9.038222222222224,1.9383054327471936
0.92,20,0.5,1e-07,0.1,6.92088888888889,1.720888429752005
0.92,20,0.5,1e-07,0.3,9.085333333333335,1.9887434335389884
0.92,20,0.5,1e-07,0.5,9.213333333333335,2.000382185705744
0.92,20,0.5,1e-07,0.7,9.527555555555555,1.811363090855497
0.92,20,0.5,1e-07,0.9,9.68577777777778,2.119889398465966
0.92,20,0.6,1e-07,0.1,7.549777777777779,1.3644021708977956
0.92,20,0.6,1e-07,0.3,9.796888888888889,2.229215928150744
0.92,20,0.6,1e-07,0.5,9.465777777777777,1.7041367823151714
0.92,20,0.6,1e-07,0.7,9.932,2.0998598895058582
0.92,20,0.6,1e-07,0.9,10.135111111111112,2.5086416175755555
0.92,20,0.7,1e-07,0.1,8.304444444444446,1.8092301070474466
0.92,20,0.7,1e-07,0.3,9.697777777777778,2.013969975379076
0.92,20,0.7,1e-07,0.5,10.195111111111114,1.6879344671615957
0.92,20,0.7,1e-07,0.7,10.379555555555559,2.0183623235523895
0.92,20,0.7,1e-07,0.9,9.953333333333335,1.925150499167388
0.92,20,0.8,1e-07,0.1,8.620444444444445,1.861996485920488
0.92,20,0.8,1e-07,0.3,9.996888888888892,2.079033773679198
0.92,20,0.8,1e-07,0.5,10.644444444444446,1.6286812054959687
0.92,20,0.8,1e-07,0.7,10.359555555555557,1.8996350006784115
0.92,20,0.8,1e-07,0.9,10.447111111111115,2.1322336980757695
0.92,20,0.9,1e-07,0.1,9.036000000000001,1.8752497907686267
0.92,20,0.9,1e-07,0.3,10.348,1.8116187972823272
0.92,20,0.9,1e-07,0.5,10.766222222222222,1.5805867952390187
0.92,20,0.9,1e-07,0.7,11.038666666666668,1.988323246691375
0.92,20,0.9,1e-07,0.9,11.414666666666669,1.9894807809521
0.92,20,1.0,1e-07,0.1,9.253333333333334,1.7818093176444123
0.92,20,1.0,1e-07,0.3,10.766666666666667,1.788670518072633
0.92,20,1.0,1e-07,0.5,11.066222222222223,1.7365499498704495
0.92,20,1.0,1e-07,0.7,11.192444444444446,1.4255465315380784
0.92,20,1.0,1e-07,0.9,11.071111111111113,1.6706754751327013
0.95,5,0.1,1e-07,0.1,2.464444444444445,1.016406645558658
0.95,5,0.1,1e-07,0.3,2.50088888888889,1.0946979740188554
0.95,5,0.1,1e-07,0.5,3.4835555555555566,1.3853152959293427
0.95,5,0.1,1e-07,0.7,4.181333333333335,1.3021445558940241
0.95,5,0.1,1e-07,0.9,4.596000000000002,1.4117198337095391
0.95,5,0.2,1e-07,0.1,4.097333333333334,1.6827416782012488
0.95,5,0.2,1e-07,0.3,5.44088888888889,1.6843169696707885
0.95,5,0.2,1e-07,0.5,6.322666666666667,1.8633856879943622
0.95,5,0.2,1e-07,0.7,6.554222222222225,2.334657232884889
0.95,5,0.2,1e-07,0.9,6.638222222222223,1.576194134812487
0.95,5,0.3,1e-07,0.1,5.367111111111114,1.3931588761950262
0.95,5,0.3,1e-07,0.3,6.591555555555556,1.4803272244196632
0.95,5,0.3,1e-07,0.5,7.624,1.4914488109068835
0.95,5,0.3,1e-07,0.7,7.688000000000001,1.61718768236714
0.95,5,0.3,1e-07,0.9,7.826666666666666,2.2182475565685227
0.95,5,0.4,1e-07,0.1,6.096444444444445,1.7572619554997806
0.95,5,0.4,1e-07,0.3,7.815111111111112,1.3845314044385357
0.95,5,0.4,1e-07,0.5,8.792000000000002,1.9578827566759174
0.95,5,0.4,1e-07,0.7,8.357777777777779,1.6974188102186072
0.95,5,0.4,1e-07,0.9,8.656000000000002,1.8152274421313344
0.95,5,0.5,1e-07,0.1,6.609333333333335,1.7841355205128215
0.95,5,0.5,1e-07,0.3,8.344000000000001,1.6004199448894656
0.95,5,0.5,1e-07,0.5,9.544000000000002,2.0138436439361973
0.95,5,0.5,1e-07,0.7,9.20577777777778,2.181459744593962
0.95,5,0.5,1e-07,0.9,9.82,1.7453073591140837
0.95,5,0.6,1e-07,0.1,6.9688888888888885,1.6594272401741808
0.95,5,0.6,1e-07,0.3,9.127555555555556,2.0343245185843832
0.95,5,0.6,1e-07,0.5,10.020000000000001,1.8285926586069163
0.95,5,0.6,1e-07,0.7,9.684000000000001,1.9519954462606262
0.95,5,0.6,1e-07,0.9,9.700444444444447,1.825306008506891
0.95,5,0.7,1e-07,0.1,7.757333333333334,1.8205376495237149
0.95,5,0.7,1e-07,0.3,9.618222222222224,2.0168790950254354
0.95,5,0.7,1e-07,0.5,10.172444444444446,1.9499072975748888
0.95,5,0.7,1e-07,0.7,9.742222222222223,2.0035533865708457
0.95,5,0.7,1e-07,0.9,10.477333333333336,2.317011868765457
0.95,5,0.8,1e-07,0.1,8.289777777777779,2.063423787881458
0.95,5,0.8,1e-07,0.3,9.910222222222224,1.8842911887366607
0.95,5,0.8,1e-07,0.5,10.485333333333335,1.9054980101450292
0.95,5,0.8,1e-07,0.7,10.969777777777779,2.0554604662690696
0.95,5,0.8,1e-07,0.9,10.224000000000002,1.9396338715220343
0.95,5,0.9,1e-07,0.1,8.692444444444444,2.0954396574525096
0.95,5,0.9,1e-07,0.3,10.108444444444446,1.7739772710000234
0.95,5,0.9,1e-07,0.5,10.90088888888889,1.603795251856216
0.95,5,0.9,1e-07,0.7,10.902666666666669,1.5006878422909944
0.95,5,0.9,1e-07,0.9,10.492444444444445,1.7452833651563169
0.95,5,1.0,1e-07,0.1,8.743555555555558,1.8900407468336122
0.95,5,1.0,1e-07,0.3,10.481777777777777,1.8558631282013447
0.95,5,1.0,1e-07,0.5,11.248000000000001,1.5072647780370616
0.95,5,1.0,1e-07,0.7,11.100000000000001,1.4160539851604848
0.95,5,1.0,1e-07,0.9,10.895555555555557,1.8416653762355124
0.95,10,0.1,1e-07,0.1,2.6160000000000005,1.1035264684939217
0.95,10,0.1,1e-07,0.3,2.6271111111111125,0.995475592026739
0.95,10,0.1,1e-07,0.5,3.58088888888889,1.116645417155473
0.95,10,0.1,1e-07,0.7,4.61688888888889,1.1575142374401028
0.95,10,0.1,1e-07,0.9,5.375111111111112,1.16663356566799
0.95,10,0.2,1e-07,0.1,4.206222222222223,1.7352236985330214
0.95,10,0.2,1e-07,0.3,5.543111111111112,1.3902259164486297
0.95,10,0.2,1e-07,0.5,6.102222222222223,1.854806235928569
0.95,10,0.2,1e-07,0.7,6.336,1.6537881094962286
0.95,10,0.2,1e-07,0.9,6.900888888888891,1.8311669894386686
0.95,10,0.3,1e-07,0.1,5.247555555555556,1.4201802007031135
0.95,10,0.3,1e-07,0.3,7.376,1.7684222723471152
0.95,10,0.3,1e-07,0.5,7.26577777777778,1.7864309407790833
0.95,10,0.3,1e-07,0.7,7.831555555555556,1.744902360280821
0.95,10,0.3,1e-07,0.9,7.720444444444444,1.6682045645351182
0.95,10,0.4,1e-07,0.1,6.137777777777779,1.7565280007116173
0.95,10,0.4,1e-07,0.3,8.330222222222224,1.9174641690279826
0.95,10,0.4,1e-07,0.5,8.372444444444445,2.140493354922911
0.95,10,0.4,1e-07,0.7,8.60488888888889,1.796308093126594
0.95,10,0.4,1e-07,0.9,8.220444444444444,1.596899712367068
0.95,10,0.5,1e-07,0.1,6.670222222222223,1.4010955854281226
0.95,10,0.5,1e-07,0.3,8.55288888888889,1.548029029619022
0.95,10,0.5,1e-07,0.5,8.917777777777777,1.8432494120605951
0.95,10,0.5,1e-07,0.7,8.879555555555557,2.0126952140578456
0.95,10,0.5,1e-07,0.9,9.831555555555557,1.9130452228557897
0.95,10,0.6,1e-07,0.1,7.360444444444444,1.4649413421029762
0.95,10,0.6,1e-07,0.3,9.254666666666669,1.953278269986128
0.95,10,0.6,1e-07,0.5,9.540444444444445,1.6537176375340976
0.95,10,0.6,1e-07,0.7,9.813333333333336,2.1832900759073577
0.95,10,0.6,1e-07,0.9,10.323555555555556,1.8854073011840238
0.95,10,0.7,1e-07,0.1,7.610666666666669,1.6504415570789936
0.95,10,0.7,1e-07,0.3,9.76977777777778,1.7807594995006284
0.95,10,0.7,1e-07,0.5,9.65777777777778,1.8503968209715798
0.95,10,0.7,1e-07,0.7,9.668000000000001,1.9402011350487463
0.95,10,0.7,1e-07,0.9,10.96577777777778,1.6367644083358674
0.95,10,0.8,1e-07,0.1,7.81911111111111,1.6676474743678384
0.95,10,0.8,1e-07,0.3,10.392444444444447,2.204453225788962
0.95,10,0.8,1e-07,0.5,10.256,1.8622452398471399
0.95,10,0.8,1e-07,0.7,10.633333333333335,2.0036633117035074
0.95,10,0.8,1e-07,0.9,10.766666666666667,1.7655820569999003
0.95,10,0.9,1e-07,0.1,8.334666666666667,1.753211149101366
0.95,10,0.9,1e-07,0.3,10.326666666666668,1.651789601883027
0.95,10,0.9,1e-07,0.5,11.057777777777778,1.866881998162103
0.95,10,0.9,1e-07,0.7,11.217333333333336,1.8629133694893656
0.95,10,0.9,1e-07,0.9,10.83777777777778,1.6879400843617232
0.95,10,1.0,1e-07,0.1,8.64,1.810232643121381
0.95,10,1.0,1e-07,0.3,10.436444444444446,1.9920610829050123
0.95,10,1.0,1e-07,0.5,10.684444444444445,1.8296758128824115
0.95,10,1.0,1e-07,0.7,11.236444444444446,1.3722214844802334
0.95,10,1.0,1e-07,0.9,11.031111111111112,1.7867490307162415
0.95,15,0.1,1e-07,0.1,2.6782222222222236,1.2196817233085195
0.95,15,0.1,1e-07,0.3,2.9235555555555557,1.3864954310227324
0.95,15,0.1,1e-07,0.5,3.827111111111112,1.5848401562894767
0.95,15,0.1,1e-07,0.7,4.4124444444444455,1.461422679074599
0.95,15,0.1,1e-07,0.9,4.793777777777779,1.3295066568533171
0.95,15,0.2,1e-07,0.1,3.9111111111111123,1.4325706842707968
0.95,15,0.2,1e-07,0.3,4.945777777777779,1.6552763970459083
0.95,15,0.2,1e-07,0.5,5.824888888888889,1.3117462868206091
0.95,15,0.2,1e-07,0.7,6.673777777777778,1.8824892372587578
0.95,15,0.2,1e-07,0.9,6.108000000000001,1.5716284548200317
0.95,15,0.3,1e-07,0.1,5.639555555555556,1.836336879715285
0.95,15,0.3,1e-07,0.3,7.103555555555557,1.847887870041609
0.95,15,0.3,1e-07,0.5,7.330222222222223,1.551982945050749
0.95,15,0.3,1e-07,0.7,7.491111111111113,1.804407224575087
0.95,15,0.3,1e-07,0.9,8.068444444444445,1.7349248533909416
0.95,15,0.4,1e-07,0.1,6.447555555555557,1.4698951671698008
0.95,15,0.4,1e-07,0.3,8.208444444444446,1.8200634366912176
0.95,15,0.4,1e-07,0.5,8.099555555555556,1.690519914182295
0.95,15,0.4,1e-07,0.7,8.665777777777778,1.8843053407778556
0.95,15,0.4,1e-07,0.9,8.531555555555556,1.9186406710719326
0.95,15,0.5,1e-07,0.1,7.158222222222222,1.6761745982893956
0.95,15,0.5,1e-07,0.3,8.966666666666669,1.7150160349104617
0.95,15,0.5,1e-07,0.5,8.916888888888888,1.859772772526821
0.95,15,0.5,1e-07,0.7,8.988444444444447,1.8953017415066193
0.95,15,0.5,1e-07,0.9,9.06888888888889,1.8086535473442642
0.95,15,0.6,1e-07,0.1,7.46088888888889,1.5739883131321353
0.95,15,0.6,1e-07,0.3,9.220444444444446,1.8504941749051862
0.95,15,0.6,1e-07,0.5,9.658666666666667,2.0841940621949986
0.95,15,0.6,1e-07,0.7,9.783111111111113,2.041950943171993
0.95,15,0.6,1e-07,0.9,10.088444444444447,1.9184599790868782
0.95,15,0.7,1e-07,0.1,7.617777777777779,1.5321631605730788
0.95,15,0.7,1e-07,0.3,9.461777777777778,1.9627048104183948
0.95,15,0.7,1e-07,0.5,10.028444444444444,2.0489628330836127
0.95,15,0.7,1e-07,0.7,10.41377777777778,1.799248347861948
0.95,15,0.7,1e-07,0.9,10.684000000000001,1.6299398761917574
0.95,15,0.8,1e-07,0.1,8.007555555555557,1.6471782681038447
0.95,15,0.8,1e-07,0.3,9.488000000000001,1.9080852531617483
0.95,15,0.8,1e-07,0.5,10.367111111111113,1.86488083887681
0.95,15,0.8,1e-07,0.7,11.192444444444446,2.4923430792512016
0.95,15,0.8,1e-07,0.9,10.54088888888889,2.093184519362487
0.95,15,0.9,1e-07,0.1,8.493777777777778,2.252969683564723
0.95,15,0.9,1e-07,0.3,9.951555555555558,1.923272622445116
0.95,15,0.9,1e-07,0.5,10.820444444444446,1.8268198908431676
0.95,15,0.9,1e-07,0.7,11.093333333333334,1.6394307955303666
0.95,15,0.9,1e-07,0.9,10.928444444444445,1.9199004089397225
0.95,15,1.0,1e-07,0.1,9.020444444444447,1.8362739514275528
0.95,15,1.0,1e-07,0.3,10.55377777777778,1.696992488543434
0.95,15,1.0,1e-07,0.5,11.271111111111113,1.625100642657381
0.95,15,1.0,1e-07,0.7,11.452,1.225806945104598
0.95,15,1.0,1e-07,0.9,11.046222222222223,1.9974464686348234
0.95,20,0.1,1e-07,0.1,2.860000000000001,1.3271925255967953
0.95,20,0.1,1e-07,0.3,2.6293333333333333,1.2115341972520253
0.95,20,0.1,1e-07,0.5,2.8493333333333344,1.2075952228384403
0.95,20,0.1,1e-07,0.7,3.767111111111112,1.5649957361989804
0.95,20,0.1,1e-07,0.9,4.6768888888888895,1.2334663391745002
0.95,20,0.2,1e-07,0.1,4.587555555555555,1.3472756965332435
0.95,20,0.2,1e-07,0.3,4.713333333333334,1.7024792379220244
0.95,20,0.2,1e-07,0.5,5.811111111111113,1.9016042609944108
0.95,20,0.2,1e-07,0.7,6.193333333333334,1.7902203464626607
0.95,20,0.2,1e-07,0.9,6.6128888888888895,1.6199651878594625
0.95,20,0.3,1e-07,0.1,5.758222222222224,1.6590697378536352
0.95,20,0.3,1e-07,0.3,6.898666666666666,1.6225598431011552
0.95,20,0.3,1e-07,0.5,7.29911111111111,1.8719731980776297
0.95,20,0.3,1e-07,0.7,7.767111111111113,1.7979947129105582
0.95,20,0.3,1e-07,0.9,8.228000000000002,1.466208413258876
0.95,20,0.4,1e-07,0.1,6.165333333333335,1.7713041021299032
0.95,20,0.4,1e-07,0.3,8.328,1.7839103116468604
0.95,20,0.4,1e-07,0.5,8.406222222222224,1.8217199307722471
0.95,20,0.4,1e-07,0.7,8.465333333333335,1.5869545957237998
0.95,20,0.4,1e-07,0.9,9.055111111111113,1.833341360251788
0.95,20,0.5,1e-07,0.1,6.781777777777776,1.8006557927462477
0.95,20,0.5,1e-07,0.3,8.887111111111112,2.10719046465216
0.95,20,0.5,1e-07,0.5,8.896888888888888,1.9264934434496064
0.95,20,0.5,1e-07,0.7,8.98488888888889,1.9479226795312228
0.95,20,0.5,1e-07,0.9,9.319555555555555,1.9215294319954332
0.95,20,0.6,1e-07,0.1,7.598222222222223,1.617211988974838
0.95,20,0.6,1e-07,0.3,8.873333333333335,1.799738252573906
0.95,20,0.6,1e-07,0.5,9.692,2.6846010256026256
0.95,20,0.6,1e-07,0.7,9.78488888888889,1.7903502105854066
0.95,20,0.6,1e-07,0.9,9.78888888888889,2.154616977791565
0.95,20,0.7,1e-07,0.1,7.981333333333335,1.6854113905974284
0.95,20,0.7,1e-07,0.3,9.372000000000002,2.190453631353814
0.95,20,0.7,1e-07,0.5,9.853333333333333,1.8337332897064875
0.95,20,0.7,1e-07,0.7,10.306222222222223,2.01872929106834
0.95,20,0.7,1e-07,0.9,10.439555555555557,1.8472200801992589
0.95,20,0.8,1e-07,0.1,8.774222222222223,2.3883220412748996
0.95,20,0.8,1e-07,0.3,9.943111111111113,2.067702774924892
